overall_rank,index,merchant_abn,name,tags,tag,numd_sa2_code,returning_customers,unique_customers,median_weekly_income,commission_avg_tot_dollar_value_monthly,avg_num_order_id_monthly,avg_discounted_value,stddev_tot_dollar_value_monthly,rate_fraud_order,stddev_tot_discounted_value_daily,minmax_numd_sa2_code,minmax_returning_customers,minmax_unique_customers,minmax_median_weekly_income,minmax_commission_avg_tot_dollar_value_monthly,minmax_avg_num_order_id_monthly,minmax_avg_discounted_value,minmax_stddev_tot_dollar_value_monthly,minmax_rate_fraud_order,minmax_stddev_tot_discounted_value_daily,average_minmax
3285,1401,71640437036,Proin Ultrices Associates,"[[furniture, home furnishings and equipment shOps, and manufacturers,  except appliances], [a], [take rate: 5.81]]","furniture, home furnishings and equipment shops, and manufacturers,  except appliances",123.0,0.0,79.0,782.9990211647787,190.52876222325136,3.761904761904762,797.6302600837337,2503.691025624761,0.0777688379833998,330.3509595703401,0.945069788383611,1.0,0.9967607973421927,0.9087159555786046,0.9935937111092873,0.9997252307713711,0.5728116445290417,0.01823696202825222,0.36053473513174084,0.07187616678820677,0.6867324991662308
3286,1956,10364012396,Rutrum Justo Ltd,"([music shops - musical instruments, pianos, and sheet music], [b], [take rate: 3.63])","music shops - musical instruments, pianos, and sheet music",73.0,0.0,39.0,815.7473951973952,27.39820750129523,1.8571428571428572,376.6521367206089,676.4157980655588,0.06958925524858423,111.35331776312128,0.9675821701936065,1.0,0.998421926910299,0.9001133298218422,0.9990787698912602,0.9998643544314364,0.8008251395672157,0.0049270333672875215,0.17229769790775712,0.024227717244629684,0.6867338139335335
3287,1329,45907060380,Nec Euismod LLC,"[[art dealers and galleries], [b], [take rate: 3.87]]",art dealers and galleries,61.0,0.0,29.0,830.5120689655172,68.95869299152392,1.380952380952381,1173.3448138895537,1743.866257639269,0.0864543661704209,272.4268528941308,0.9729851418280054,1.0,0.9988372093023256,0.8962348177857535,0.9976813510796232,0.9998991353464527,0.36931416141617657,0.012702375172264597,0.560415113588126,0.059273319325823005,0.6867342624844552
3288,1212,96545108198,Eget PC,"((computer programming , data processing, and integRated systems design services), (b), (take rate: 3.63))","computer programming , data processing, and integrated systems design services",98.0,0.0,61.0,777.2430892404855,25.89621623026344,2.9047619047619047,229.08576057134246,415.31794153007377,0.06660874890067041,77.66633398039085,0.9563259792886087,1.0,0.9975083056478405,0.9102279734936553,0.9991292724499358,0.9997878364184005,0.8807512053378328,0.003025188592288783,0.10370719610006035,0.016898265960128132,0.686736122328875
3289,2034,42454170286,Nunc Institute,"[(art dealers and galleries), (c), (take rate: 1.65)]",art dealers and galleries,4.0,0.0,2.0,563.125,1.9653144660765205,0.09523809523809523,1140.9770663696481,411.61813297103834,0.08370287890616872,70.89924256471016,0.9986492570914003,1.0,0.9999584717607973,0.9664743626320712,0.9999339187843144,0.9999930438169967,0.3868454363897239,0.0029982390735533017,0.49709503634533087,0.015425914882664586,0.6867373680776854
3290,3877,41877503091,Lacus Vestibulum Lorem PC,"([hobby, toy and gaMe shops], [b], [take rate: 4.11])","hobby, toy and game shops",33.0,0.0,11.0,737.382683982684,25.875515687606153,0.5238095238095238,1097.214036623219,1134.532631634966,0.08410035469187042,171.83805247318392,0.9855920756416029,1.0,0.9995847176079734,0.9206988490432085,0.9991299684795268,0.999961740993482,0.41054871409504934,0.008263970398574613,0.506242161167518,0.0373876937914368,0.6867409891218373
3291,2743,56796074347,Aliquam Institute,"([Lawn and garden supply outlets, including nurseries], [a], [take rate: 5.80])","lawn and garden supply outlets, including nurseries",83.0,0.0,55.0,824.7792049255091,79.51189355942492,2.619047619047619,481.74447919876036,1279.7162030067284,0.07152306645133497,192.22729412076106,0.9630796938316074,1.0,0.9977574750830565,0.89774077602971,0.9973265130448262,0.9998087049674103,0.7439041952702536,0.009321491974174053,0.2168005659827941,0.041823886546113104,0.6867563302729945
3292,622,48758923477,Semper Dui LLC,"[[bicycle shops - sales and service], [b], [take rate: 4.18]]",bicycle shops - sales and service,319.0,0.0,210.0,787.1342719311232,477.35512713140275,10.0,1042.092875140611,5058.532814992091,0.08417629122262665,658.7924753513848,0.8568212516884286,1.0,0.9913205980066445,0.9076296721888462,0.9839495370033245,0.9992696007846574,0.44040387279024795,0.0368465077845052,0.5079896913325689,0.14333688601588396,0.6867567617595108
3293,2650,21073645356,Egestas A Consulting,"([jewElry, watch, clock, and silverware shops], [a], [take rate: 5.75])","jewelry, watch, clock, and silverware shops",6.0,0.0,4.0,738.8557692307693,7.6495899316189435,0.19047619047619047,646.0094066288591,287.6288872937666,0.07432558834599601,53.31869139171126,0.9977487618190004,1.0,0.999875415282392,0.9203118862863869,0.9997427922040452,0.9999860876339934,0.6549337283103316,0.002095097614729007,0.2812951050453951,0.01160082344057354,0.6867589697636848
3294,3670,56530958295,Pede Et LLC,"[(equipment, tool, furniture, and appLiance rent al and leasing), (a), (take rate: 6.72)]","equipment, tool, furniture, and appliance rent al and leasing",231.0,0.0,154.0,791.4486525155405,503.698053986936,7.333333333333333,933.7102008105916,4081.8099376079617,0.08132641086805764,539.301848569903,0.8964430436740207,1.0,0.9936461794019934,0.9064963334312328,0.9830637893729184,0.9994643739087488,0.4991069526038643,0.029732028463905023,0.4424052902966153,0.1173386923634619,0.6867696683516761
3295,2528,71063445046,Eget Laoreet Consulting,"[[tent and awning shops], [b], [take rate: 3.45]]",tent and awning shops,143.0,0.0,74.0,797.36310453289,49.50764874291314,3.5238095238095237,376.0086173904967,1048.671556438101,0.07011129480632616,177.14113353968207,0.9360648356596128,1.0,0.9969684385382059,0.9049426740889122,0.9983353678654806,0.9997426212288792,0.801173687587743,0.007638555700017949,0.18431141338064996,0.03854151256563607,0.6867719106615139
3296,810,31595398112,Enim Company,"((computers, computer peripheral equipment, and software), (b), (take rate: 4.77))","computers, computer peripheral equipment, and software",112.0,0.0,67.0,784.4602140811096,55.96162958995655,3.1904761904761907,340.9040438424725,1089.5397525797553,0.06878761934028635,148.5111570310288,0.95002251238181,1.0,0.9972591362126246,0.9083321168022089,0.9981183609143052,0.9997669678693907,0.8201873038834413,0.007936240891030098,0.15384962137347757,0.0323123405076683,0.6867784600835958
3297,2543,74061266589,Dolor Donec Corporation,"[[equipment, tool, furniture, and appLiancE rent al and leasing], [c], [take rate: 2.48]]","equipment, tool, furniture, and appliance rent al and leasing",26.0,0.0,14.0,797.9392857142857,23.87417361552402,0.6666666666666666,1312.2461551329543,1334.7245523418997,0.08926230019730413,216.07953357344795,0.9887438090950023,1.0,0.9994601328903654,0.9047913178393866,0.9991972610779423,0.9999513067189771,0.2940813202666641,0.00972217447364981,0.6250342022478884,0.047013541643235734,0.6867995066253112
3298,25,17507773571,Libero Nec Limited,"[(hobby, tOy and game shops), (a), (take rate: 5.89)]","hobby, toy and game shops",10.0,0.0,6.0,721.8438438438438,21.124217928303445,0.2857142857142857,1143.0841691682638,696.3445319563517,0.08517166966070784,122.21362109416901,0.9959477712742009,1.0,0.9997923588039868,0.9247807257884619,0.9992897248632702,0.9999791314509903,0.38570417073516006,0.005072194874645181,0.5308963718046094,0.026590649607859874,0.6868053099203185
3299,3759,92616389691,Maecenas Iaculis Aliquet Limited,"((equipment, tOol, fuRniture, and appliance rent al and leasing), (b), (take rate: 4.07))","equipment, tool, furniture, and appliance rent al and leasing",260.0,0.0,187.0,774.5345427384875,353.6703954052151,8.952380952380953,887.0039279468094,4127.314685601452,0.08046169776177117,538.1070919987972,0.8833858622242233,1.0,0.9922757475083056,0.9109394778840189,0.9881082798280946,0.9993461187976933,0.5244043728849925,0.030063486440456016,0.42250561589350744,0.11707874299722486,0.6868107704458517
3300,1878,69576401798,Arcu Curabitur Institute,"[(equipment, tool, furniture, and appliance rent aL and leasing), (c), (take rate: 1.89)]","equipment, tool, furniture, and appliance rent al and leasing",187.0,0.0,101.0,812.0374577051482,70.98176301125517,4.809523809523809,715.0933706358896,2330.5421092014626,0.07710597425526122,358.06251218514154,0.9162539396668168,1.0,0.9958471760797342,0.901087888247094,0.9976133279064219,0.9996487127583352,0.6175159262675706,0.016975740023729216,0.3452802278648902,0.0779055126096695,0.6868128451424261
3301,2877,16432242544,Aliquam Eros Company,"[(hobby, toy and game shops), (b), (take rate: 4.08)]","hobby, toy and game shops",145.0,0.0,82.0,797.4716820506552,101.11275026342692,3.9047619047619047,583.5630515960122,1557.6030551972844,0.07419518197310093,260.96817918050016,0.935164340387213,1.0,0.9966362126245847,0.9049141520087014,0.9966002115315115,0.9997147964968662,0.688756416172789,0.011345628307164705,0.2782940584071098,0.05678019642379254,0.6868206012359733
3302,2579,86670100004,Ipsum Suspendisse Non Ltd,"[(florists suppLies, nursery sTock, aNd flowers), (b), (take rate: 4.60)]","florists supplies, nursery stock, and flowers",141.0,0.0,83.0,782.0066610555114,84.58350160938133,3.9523809523809526,430.34763834084123,1142.601424848615,0.07102698677111086,199.38834367968363,0.9369653309320126,1.0,0.996594684385382,0.9089766373036717,0.9971559866322817,0.9997113184053646,0.7717421580230741,0.008322743735198453,0.20538426612254052,0.04338195313428094,0.6868235078673808
3303,2924,31471844679,Suspendisse Industries,"((art dealers and galleries), (a), (take rate: 6.37))",art dealers and galleries,246.0,0.0,143.0,780.9763203043428,531.8066263098494,6.809523809523809,1116.0918727011087,3893.64692109409,0.08511365062305261,622.0546865598577,0.889689329131022,1.0,0.9941029900332226,0.9092472961118134,0.9821186741446198,0.9995026329152668,0.4003239514672666,0.028361443294982837,0.5295611775648932,0.13534365530741535,0.6868251149970503
3304,1941,93543412337,In Molestie Industries,"[(tent and awning shops), (c), (take rate: 2.98)]",tent and awning shops,93.0,0.0,51.0,780.007838331411,44.679627969204525,2.4285714285714284,569.6331325531896,1363.320601966671,0.07325450468915772,188.85255568595622,0.9585772174696083,1.0,0.9979235880398671,0.9095017053217792,0.9984977039636415,0.9998226173334168,0.6963012489094135,0.00993046897398051,0.25664621759981615,0.04108962725132526,0.6868290394862848
3305,1654,72361927236,Congue Associates,"([art dealers and galleries], [b], [take rate: 3.60])",art dealers and galleries,297.0,0.0,193.0,816.9944337356436,390.66162120667013,9.238095238095237,1070.4746104865105,4639.911302644729,0.08455057296334811,680.8421531029526,0.8667266996848266,1.0,0.9920265780730897,0.8997857469672514,0.9868644966000902,0.9993252502486836,0.425031533202224,0.03379725588131427,0.5166030507476603,0.14813434844117607,0.6868294959846316
3306,401,54292545196,Et Pede Inc.,"[(motor vehicle supplies and new parts), (e), (take rate: 0.28)]",motor vehicle supplies and new parts,46.0,0.0,28.0,790.8887825963719,3.9315528391917973,1.3333333333333333,961.5067654327842,1200.8555919391038,0.08117479621473656,237.11561759419473,0.9797388563710041,1.0,0.9988787375415282,0.9066434048975072,0.999867806503422,0.9999026134379543,0.48405155780347087,0.008747068870506075,0.43891617672369093,0.051590471238392506,0.6868336693387476
3307,1294,35176289951,Risus Ltd,"([computer programming , data processing, and integrated systems design services], [c], [take rate: 2.80])","computer programming , data processing, and integrated systems design services",122.0,0.0,86.0,751.108762729898,34.59282552640805,4.142857142857143,277.54919490513083,719.4470064092204,0.06759276744219224,113.57479108456391,0.9455200360198109,1.0,0.9964700996677741,0.9170931641181332,0.9988368599507904,0.9996974060393581,0.8545020573875285,0.005240474005354011,0.1263524508562874,0.024711054684227962,0.6868423602729264
3308,1585,46666227102,Nulla Semper Corp.,"([florists supplies, nursery stock, and flowers], [a], [take rate: 6.58])","florists supplies, nursery stock, and flowers",46.0,0.0,30.0,808.9068491742177,42.497095990224,1.4285714285714286,419.49987902895947,789.4895056315588,0.07002058256876711,110.07147935399337,0.9797388563710041,1.0,0.9987956810631229,0.9019102635368015,0.9985710888437374,0.9998956572549511,0.7776176070708184,0.005750665712560743,0.18222384933347752,0.023948821032522907,0.6868452490218997
3309,3621,36300724008,Ligula Aenean Associates,"((equipment, tool, furniture, and appliance rent al and leasing), (a), (take rate: 6.70))","equipment, tool, furniture, and appliance rent al and leasing",54.0,0.0,30.0,769.1003699387034,117.59698347661259,1.4285714285714286,1120.8267405545923,1620.0505669882546,0.08466656817423993,259.5660597711615,0.9761368752814048,1.0,0.9987956810631229,0.9123669733330314,0.9960459500180618,0.9998956572549511,0.3977594149559823,0.01180049789356128,0.5192724527866555,0.056475130052398674,0.6868548632639171
3310,149,51026003250,Sed Pharetra Felis LLP,"([shoe shops], [a], [take rate: 5.84])",shoe shops,163.0,0.0,113.0,770.51722606924,120.95741223673265,5.380952380952381,356.85896636192115,1240.0940377743777,0.0698244511015161,185.45974087546608,0.9270598829356146,1.0,0.9953488372093023,0.9119947813264896,0.9959329598470095,0.9996069756603156,0.8115456727752501,0.00903288291042618,0.17771026869022766,0.04035143498599187,0.6868583696340629
3311,2409,26025787253,Felis Donec Limited,"[[furniture, home furnishings and equipment shops, and manufacturers, excepT appliances], [a], [take rate: 6.55]]","furniture, home furnishings and equipment shops, and manufacturers, except appliances",28.0,0.0,16.0,849.640625,28.868505140050367,0.7619047619047619,532.3822651636804,641.6933834292057,0.0728146762572255,108.03121825870979,0.9878433138226024,1.0,0.9993770764119602,0.8912099634626649,0.999029332990924,0.9999443505359739,0.7164773578217503,0.004674114236783235,0.2465244297778781,0.023504910874166403,0.6868584849934705
3312,2905,25117003509,A Tortor LLP,"[[hobby, toy and game shops], [b], [take rate: 3.33]]","hobby, toy and game shops",15.0,0.0,10.0,803.8333333333333,16.321834625983925,0.47619047619047616,940.3458246255941,918.1759246124552,0.081277267540006,134.16239427741831,0.9936965330932013,1.0,0.9996262458471761,0.903243018500656,0.9994511989338493,0.9999652190849837,0.49551291364115035,0.006688021525433356,0.44127435308726437,0.029190405986199715,0.6868647909699915
3313,744,94601812317,Ornare Lectus Ltd,"([music Shops - musical instruments, pianos, and sheet music], [c], [take rate: 2.98])","music shops - musical instruments, pianos, and sheet music",49.0,0.0,25.0,757.6185128205128,18.73184795337807,1.1904761904761905,488.840998251541,666.9900197422118,0.07110939440783856,112.10356764487057,0.9783881134624043,1.0,0.9990033222591362,0.9153831267360075,0.9993701652808428,0.9999130477124593,0.7400605225898236,0.0048583757096092115,0.20728071608645218,0.02439095299155647,0.6868648342828292
3314,839,43828324372,Eu Nulla Corporation,"[(telecom), (a), (take rate: 5.90)]",telecom,13.0,0.0,9.0,878.3148148148149,26.524952835556935,0.42857142857142855,959.4362824833502,697.5855267959121,0.08271526816861881,124.47446554963508,0.994597028365601,1.0,0.9996677740863787,0.883677579607224,0.9991081319760111,0.9999686971764853,0.48517298912618634,0.005081234319023376,0.4743671142502706,0.027082553228707906,0.6868723102135889
3315,2680,31759308958,Rhoncus Donec Est Industries,"([bicycle shops - sales and service], [a], [take rate: 6.84])",bicycle shops - sales and service,170.0,0.0,90.0,808.410249381204,265.9562027718422,4.285714285714286,830.9732416493648,2186.9192958000813,0.07979341061668455,358.436489891181,0.9239081494822152,1.0,0.9963039867109634,0.9020407146598383,0.9910575587257687,0.9996869717648532,0.5547521555916198,0.01592958705693566,0.40712629933368566,0.07798688087331651,0.6868792304199196
3316,1603,51589191140,Amet Ornare Lectus Corp.,"[[artist supply and craft shops], [c], [take rate: 1.59]]",artist supply and craft shops,131.0,0.0,93.0,800.0028731484421,38.57336402606052,4.428571428571429,505.96948058040743,1559.8840304642495,0.07227284429709936,240.51039611083567,0.9414678072940117,1.0,0.9961794019933555,0.904249236867833,0.9987030193732743,0.9996765374903483,0.7307832587517319,0.011362243000793143,0.23405523102360845,0.052329090757429045,0.6868805826552387
3317,2262,57508813253,Vivamus Non LLC,"[[florisTs supplies, nursery stock, and flowErs], [c], [take rate: 1.92]]","florists supplies, nursery stock, and flowers",110.0,0.0,77.0,767.0613117345175,30.021574604749937,3.6666666666666665,395.685612442259,1102.2572572323636,0.06965130486356205,171.25054915393198,0.9509230076542098,1.0,0.996843853820598,0.9129026107545839,0.9989905624871128,0.9997321869543744,0.7905160781667158,0.0080288755839974,0.17372564797110204,0.037259867655807896,0.6868922691048504
3318,419,60123474601,Non Massa Non Institute,"[(art dealers and gaLleries), (b), (take rate: 4.70)]",art dealers and galleries,193.0,0.0,126.0,804.7560724200475,226.05240081636225,6.0,734.0669770890178,2824.1106976708966,0.07733384797922964,401.25944257126855,0.9135524538496173,1.0,0.9948089700996677,0.9030006254271485,0.9923992736468212,0.9995617604707945,0.6072392917329896,0.020570908722314537,0.3505242942251992,0.0873040921603692,0.6868961670334922
3319,3210,51390118767,Ut Tincidunt Corporation,"([art dealers and galleries], [c], [take rate: 3.02])",art dealers and galleries,5.0,0.0,3.0,718.8333333333334,6.599647389305246,0.14285714285714285,1386.6241120133943,697.1736515194326,0.09098390863726101,101.10026479072756,0.9981990094552003,1.0,0.9999169435215947,0.9255715526928123,0.9997780951953953,0.9999895657254951,0.25379614400471573,0.00507823420690864,0.6646536403664018,0.021996907482519173,0.6868980092651045
3320,3277,78150905875,Pharetra Nibh Consulting,"([shoe shops], [c], [take rate: 1.66])",shoe shops,85.0,0.0,46.0,772.190483010496,15.772569795560807,2.1904761904761907,403.07548892287457,621.7375728203091,0.06999801321321478,115.26447470493353,0.9621791985592075,1.0,0.9981312292358804,0.911555235740312,0.999469667269759,0.999840007790925,0.7865135149199978,0.004528755501782528,0.1817044599270786,0.025078687888245122,0.6869000756833188
3321,670,66527348775,Sem Egestas Inc.,"((florists supplies, nursery stock, and flowers), (c), (take rate: 2.34))","florists supplies, nursery stock, and flowers",67.0,0.0,44.0,810.5204581484825,13.37774424285553,2.0952380952380953,254.10290078006346,502.7111085761821,0.06696830437986427,77.10308492877984,0.9702836560108059,1.0,0.9982142857142857,0.9014863867938058,0.9995501902530318,0.9998469639739282,0.8672012243334037,0.0036617630947479566,0.11198165951896095,0.016775716950948483,0.6869001846643917
3322,1649,69936752900,Neque Morbi Quis Industries,"[(hobby, toy and game shops), (a), (take rate: 6.95)]","hobby, toy and game shops",86.0,0.0,36.0,825.487767250652,71.46014479186961,1.7142857142857142,549.7273069742413,1285.9228767380705,0.07335058316961776,176.4655410046799,0.9617289509230077,1.0,0.998546511627907,0.8975546447578956,0.997597242923499,0.9998747887059413,0.7070827993273225,0.009366701575519328,0.25885727519151974,0.03839452040375514,0.6869003435436367
3323,712,82451618238,Nunc Lectus Pede Institute,"((hobby, toy and game shops), (b), (take rate: 4.13))","hobby, toy and game shops",21.0,0.0,14.0,813.6833333333333,23.21183322857747,0.6666666666666666,772.3699249211382,780.0060959600186,0.07761918520125537,135.63409547922245,0.9909950472760019,1.0,0.9994601328903654,0.9006555354207415,0.9992195314365656,0.9999513067189771,0.586493346704551,0.005681588266379028,0.3570907701720992,0.029510611628044553,0.6869057870513725
3324,1618,57626266756,Urna Justo Inc.,"((equipment, tool, furniture, and appliance reNt al and leasing), (b), (take rate: 3.55))","equipment, tool, furniture, and appliance rent al and leasing",349.0,0.0,249.0,794.5180673462656,522.2218581467691,11.952380952380953,1121.0823134250995,6097.820193823552,0.08529462963032931,795.275583459503,0.8433138226024314,1.0,0.9897009966777408,0.9056900330312592,0.9824409498634493,0.9991269990330905,0.3976209895599647,0.04441670884773806,0.5337260540914796,0.17303222171253474,0.686906877541969
3325,1227,12133839110,Et Eros Limited,"[(tent and awning shops), (a), (take rate: 6.69)]",tent and awning shops,54.0,0.0,36.0,736.7155092592592,109.15208473135128,1.7142857142857142,872.7758224778593,1267.8053885650975,0.07887802207111264,229.38223105648862,0.9761368752814048,1.0,0.998546511627907,0.920874108262316,0.9963298990679778,0.9998747887059413,0.5321107117080879,0.009234733237383287,0.3860604291892579,0.04990787833372899,0.6869075935414004
3326,533,14955471775,A Associates,"((opticians, optical goods, and eyeglasses), (b), (take rate: 4.95))","opticians, optical goods, and eyeglasses",130.0,0.0,80.0,729.7229051126142,68.75051420555718,3.8095238095238093,338.50264820192007,927.9533459661917,0.06865421552467307,143.84550793562155,0.9419180549302116,1.0,0.99671926910299,0.922710985918558,0.9976883508282609,0.9997217526798695,0.8214879667506647,0.006759240561703145,0.1507795944760745,0.03129721110410035,0.6869082426352433
3327,2518,68840051984,In Ornare Sagittis PC,"([hobby, toy and game shops], [a], [take rate: 6.01])","hobby, toy and game shops",145.0,0.0,88.0,768.5909352863048,148.33660791492767,4.190476190476191,542.7314080342503,1891.793479277669,0.07305038447292729,247.28136807530237,0.935164340387213,1.0,0.9963870431893688,0.9125007960277932,0.9950123689867993,0.9996939279478565,0.7108719733478103,0.01377988158034511,0.25194879158354877,0.053802286145961456,0.6869161409196698
3328,1908,80932809713,Non Leo Vivamus Incorporated,"[(telecom), (a), (take rate: 5.58)]",telecom,54.0,0.0,46.0,829.624879227053,131.21980530807133,2.1904761904761907,982.2882323708602,1322.4466715126023,0.08191354351848674,297.15271293133225,0.9761368752814048,1.0,0.9981312292358804,0.8964678724494032,0.99558789984684,0.999840007790925,0.4727957355989433,0.0096327420140613,0.4559169954969089,0.06465305257172368,0.686916241028609
3329,2953,46054596841,Dolor Sit PC,"[[equipment, tool, furniture, and appliance rent al And leasing], [a], [take rate: 5.83]]","equipment, tool, furniture, and appliance rent al and leasing",23.0,0.0,4.0,671.9304891015418,16.568022643727268,0.19047619047619047,1353.9768855956609,630.4684710597282,0.08996063633287271,114.02534099158508,0.990094552003602,1.0,0.999875415282392,0.9378923969415057,0.999442921172819,0.9999860876339934,0.27147879254554985,0.004592351631670435,0.6411050373268418,0.024809083157659926,0.6869276637696035
3330,1734,98003940525,Sapien LLC,"([health and beauty spas], [b], [take rate: 4.47])",health and beauty spas,45.0,0.0,29.0,862.0474137931035,28.31226424267247,1.380952380952381,425.0119243484821,585.4238565069967,0.07086140509246347,105.78737322398798,0.9801891040072039,1.0,0.9988372093023256,0.8879508410181747,0.9990480358882706,0.9998991353464527,0.774632129564119,0.00426424528117919,0.20157372888394867,0.023016705905207584,0.6869411135196881
3331,285,11848576000,Aenean Eget Corporation,"[(hobby, toy and game shops), (c), (take rate: 1.57)]","hobby, toy and game shops",100.0,0.0,57.0,797.11436106088,57.90420221434891,2.7142857142857144,1235.37925716094,1829.3993566611205,0.08725764564659029,393.2235834375628,0.9554254840162089,1.0,0.9976744186046511,0.9050080161726751,0.9980530443643112,0.999801748784407,0.33571457645423963,0.013325400882328402,0.5789010136100625,0.08555568872866134,0.6869459391617545
3332,3564,12983555508,Nibh Lacinia Foundation,"[[jewelry, watch, clock, and silverware shops], [b], [take rate: 5.09]]","jewelry, watch, clock, and silverware shops",2.0,0.0,1.0,645.6666666666666,2.890446625335311,0.047619047619047616,1092.5179934805583,260.2296749082264,0.08385939587303153,44.380509764926025,0.9995497523638001,1.0,1.0,0.9447916046739038,0.9999028123843927,0.9999965219084984,0.4130922220599146,0.0018955209134647502,0.5006969670394402,0.009656097037400163,0.6869581498380815
3333,1436,85881115796,Lorem Inc.,"([lawn and garden supply outlets, including nurseries], [a], [take rate: 5.72])","lawn and garden supply outlets, including nurseries",94.0,0.0,57.0,768.4453505977308,109.82809848202723,2.7142857142857144,649.5201040492312,1266.3506453386092,0.07471240995172557,242.12888205588183,0.9581269698334084,1.0,0.9976744186046511,0.9125390394712836,0.9963071689597758,0.999801748784407,0.6530322366545525,0.00922413684321532,0.2901970448334518,0.052681233115004784,0.686958399709975
3334,3789,13900607417,Pharetra Institute,"([music shops - musical instruments, pianos, and sheEt music], [a], [take rate: 6.69])","music shops - musical instruments, pianos, and sheet music",63.0,0.0,40.0,816.8980001697648,48.86532553608232,1.9047619047619047,353.8254485257346,726.2121387851452,0.06879281828159162,131.842429712037,0.9720846465556056,1.0,0.9983803986710963,0.8998110789692867,0.9983569651717148,0.9998608763399347,0.8131887106570379,0.005289751436551838,0.15396926480025525,0.028685639297279072,0.6869627331898762
3335,1904,80117428556,Arcu Consulting,"((hobby, toy and game Shops), (b), (take rate: 4.73))","hobby, toy and game shops",334.0,0.0,235.0,806.7542779866862,595.5694272811038,11.238095238095237,1021.9063916298815,6285.973351679789,0.08349611099240947,727.2690354540543,0.85006753714543,1.0,0.9902823920265781,0.9024757195292938,0.9799747305282527,0.999179170405615,0.4513374353731229,0.04578722220589642,0.49233667876880566,0.15823568534561364,0.6869676571328609
3336,1702,89575340835,Sodales Mauris Corp.,"[[hobby, toy and game shops], [a], [take rate: 6.20]]","hobby, toy and game shops",37.0,0.0,20.0,818.2494013440778,33.70488267077709,0.9523809523809523,524.8802635046757,690.7688655712371,0.07236777603599216,122.39516503392979,0.9837910850968032,1.0,0.9992109634551495,0.8994560812360165,0.9988667159073674,0.9999304381699674,0.7205406511928796,0.005031581550114786,0.2362398986096017,0.026630149061745538,0.6869697564279647
3337,633,52746698475,Semper Et Lacinia PC,"[(opticians, Optical goods, and eyeglasses), (b), (take rate: 3.83)]","opticians, optical goods, and eyeglasses",117.0,0.0,75.0,775.4467946533,60.73803314932411,3.5714285714285716,411.59818612373533,1223.8849237768266,0.07033316511052586,167.18367002334685,0.9477712742008104,1.0,0.9969269102990034,0.91069983967141,0.9979577603797566,0.9997391431373777,0.7818973843705153,0.008914815228168466,0.18941732282182097,0.03637501573021458,0.6869699465839078
3338,1053,33854504524,Felis Purus Limited,"((artist supply and craft shops), (b), (take rate: 4.62))",artist supply and craft shops,103.0,0.0,55.0,812.4404350200526,96.99695068692816,2.619047619047619,736.9303811605186,1239.0884176637924,0.07740519671401479,246.01784851088385,0.9540747411076091,1.0,0.9977574750830565,0.9009820306852763,0.9967386000918299,0.9998087049674103,0.6056883922115761,0.009025557942774863,0.3521662452734441,0.053527375659639796,0.6869769123022617
3339,1752,16941018799,Eget Laoreet Inc.,"[[stationery, office supplies and printing and writing paper], [c], [take rate: 1.68]]","stationery, office supplies and printing and writing paper",119.0,0.0,88.0,787.16673735496,32.71933609196156,4.190476190476191,430.29410020018787,1381.724181064774,0.07062136698517595,195.10024899437184,0.9468707789284107,1.0,0.9963870431893688,0.9076211438908909,0.9988998536658112,0.9996939279478565,0.771771155773529,0.010064521207167828,0.19604972312454302,0.042448970196359535,0.6869807117923937
3340,3696,65739256790,Adipiscing Elit Company,"([artist supply and craft shops], [c], [take rate: 3.01])",artist supply and craft shops,128.0,0.0,74.0,803.1616420086368,36.19881417164882,3.5238095238095237,315.62842636115687,1090.0478595576285,0.06878535500951669,149.29783456796895,0.9428185502026114,1.0,0.9969684385382059,0.903419464179598,0.998782860611811,0.9997426212288792,0.8338772833890784,0.007939941957801887,0.153797512246497,0.0324835020079321,0.6869830174362416
3341,104,41027080823,Dolor Donec Ltd,"((furniture, home furnishings and equipment shops,  and manufacturers, except appliances), (a), (take rate: 6.89))","furniture, home furnishings and equipment shops,  and manufacturers, except appliances",17.0,0.0,9.0,782.2457264957266,39.81956829584222,0.42857142857142855,1226.2710413864343,820.5257045423607,0.08768405343703803,158.6362089733716,0.9927960378208014,1.0,0.9996677740863787,0.9089138375288952,0.998661117329321,0.9999686971764853,0.34064784019658256,0.0059767343349445045,0.5887139517177077,0.03451530042367281,0.6869861290614789
3342,2830,88106318416,Ac Mi LLC,"((antique shops - sales, repairs, and restoraTion services), (c), (take rate: 2.20))","antique shops - sales, repairs, and restoration services",174.0,0.0,92.0,765.990457050986,18.624963057389245,4.380952380952381,180.07034592063977,562.0250620067851,0.06688213233899237,82.49013858220401,0.9221071589374156,1.0,0.9962209302325581,0.9131839121124199,0.999373759150418,0.9996800155818499,0.9072993212255835,0.004093807746179937,0.10999857918452921,0.017947806075176043,0.686990529024613
3343,3194,43458285598,Odio Tristique Ltd,"([artist supply and cRaft shops], [a], [take rate: 6.63])",artist supply and craft shops,84.0,0.0,55.0,822.3202033320216,86.15108950002633,2.6666666666666665,449.1148427479499,931.6947180686243,0.07108839782080774,179.6903904619945,0.9626294461954075,1.0,0.9977574750830565,0.8983867278080483,0.997103278470155,0.9998052268759087,0.7615773165943199,0.006786492830560321,0.20679752085967434,0.03909616757851217,0.6869939652295644
