POA_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
POA5113,4,21,0,3,0,0,32,0,51,4,0,0,0,59,21,347,15,26,6,0,411,85,124,35,56,9,0,307,154,68,20,88,3,5,334,816,83,7,236,37,11,1194,634,13,0,132,29,0,807,45,3,0,34,6,0,95,9,4,0,0,0,0,20,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,49,4,34,7,11,128,1792,779,100,606,88,39,3398
POA5114,5,20,0,4,0,0,33,0,20,0,3,0,0,26,7,154,11,21,4,0,196,51,96,20,41,0,0,212,32,27,18,44,4,0,128,320,90,19,175,144,5,759,1281,25,18,315,50,0,1682,618,3,0,100,14,0,734,34,0,0,11,4,0,52,5,0,0,5,0,0,9,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,34,23,6,21,12,11,115,2401,459,108,732,238,25,3955
POA5115,0,11,0,0,0,0,13,0,12,4,0,0,0,10,0,122,3,6,0,0,132,23,47,0,12,0,0,81,6,18,8,13,0,0,45,122,32,9,60,59,4,282,765,23,3,126,12,0,927,312,0,0,35,5,0,351,13,0,0,0,0,0,22,4,0,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,21,4,14,7,3,59,1268,281,34,259,82,11,1926
POA5116,0,0,0,0,0,0,0,0,10,0,0,0,0,15,0,76,9,0,7,0,95,4,29,7,8,6,0,56,16,12,0,21,12,0,58,145,17,8,34,58,0,269,349,13,3,72,13,0,446,211,0,8,43,8,0,275,29,0,0,11,5,0,35,5,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,5,10,4,40,763,169,41,202,121,8,1294
POA5117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,4,11,0,0,8,0,0,18,13,0,0,7,0,0,23,9,0,0,3,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,28,4,0,63
POA5118,0,8,4,4,0,3,16,0,7,11,0,0,0,22,8,123,5,13,9,0,151,17,31,11,29,5,0,88,22,16,3,49,6,0,101,165,18,4,115,36,0,338,330,12,9,136,18,5,511,177,0,0,43,6,0,231,52,0,0,14,0,0,69,12,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,8,20,5,0,57,800,226,50,430,80,9,1600
POA5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,3,8,0,8,0,0,0,6,8,0,13,0,0,0,7,5,0,7,9,0,0,10,5,0,27,15,0,0,6,3,0,25,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,38,0,0,45,29,3,113
POA5121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,4,3,0,9,0,0,0,4,0,0,4,6,0,0,0,0,0,6,23,0,0,18,0,0,42,28,0,0,8,0,0,34,3,0,0,0,0,0,4,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,65,0,5,34,10,3,120
POA5125,0,23,0,0,0,0,21,0,38,0,0,0,0,45,0,221,8,7,6,0,240,0,77,21,11,0,0,115,0,31,3,7,0,0,45,8,25,10,16,19,0,69,141,44,9,91,15,0,296,328,17,0,72,6,0,434,79,0,0,10,0,0,89,12,0,0,5,0,0,20,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,8,3,4,39,585,502,45,228,50,10,1417
POA5126,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,28,0,4,0,0,28,0,8,0,5,0,0,13,0,5,0,10,0,0,13,7,4,0,14,0,0,24,46,7,0,49,0,0,107,116,0,0,38,0,0,152,10,0,0,3,0,0,11,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0,14,182,64,6,131,3,0,383
POA5127,0,3,0,0,0,0,4,0,13,0,0,0,0,17,0,82,0,0,0,0,85,0,33,0,5,0,0,41,0,12,0,10,0,0,23,0,15,0,12,0,0,27,72,25,3,55,3,0,157,108,0,0,39,0,0,147,23,0,0,0,0,0,29,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,4,0,15,210,196,0,129,7,4,553
POA5131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,7
POA5132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9
POA5133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,9
POA5134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,14
POA5136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,0,0,19
POA5137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,14
POA5138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,0,19
POA5139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,13
POA5140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3
POA5141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,9,0,0,20
POA5142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0,3,0,0,7,5,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,0,0,26
POA5144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,7,4,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,0,18
POA5150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA5151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,0,0,16
POA5152,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,4,5,0,0,8,0,0,0,0,0,0,6,0,0,0,9,0,0,13,8,0,0,17,0,0,27,25,0,0,23,0,0,49,29,0,0,11,0,0,41,24,0,0,4,0,0,27,8,0,0,3,0,0,11,0,0,0,0,0,0,0,8,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,7,0,0,7,108,0,10,87,3,4,204
POA5153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0,0,0,14,0,0,21,3,0,0,6,0,0,14,11,0,0,27,7,0,41,26,0,0,20,0,0,47,8,0,0,7,0,0,19,11,0,0,3,0,0,12,0,0,0,4,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,61,6,4,98,7,0,177
POA5154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,9,9,0,0,8,0,0,17,12,0,0,4,0,0,17,4,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,6,36,0,0,26,5,0,71
POA5155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,0,0,6,0,0,4,0,0,0,7,0,0,3,7,0,0,18,0,0,29,31,0,0,18,0,0,47,25,0,0,8,0,0,33,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,10,80,0,4,62,4,5,150
POA5156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,7,5,0,0,3,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,4,0,22
POA5157,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,3,0,0,0,0,0,5,0,0,0,8,0,0,10,5,0,0,8,0,0,11,3,0,0,9,0,0,10,4,0,0,0,0,0,6,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,0,0,38,3,6,72
POA5158,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,27,0,9,0,0,37,0,11,4,12,0,0,27,6,0,4,15,0,0,25,13,0,3,19,6,0,43,161,0,0,109,7,0,284,494,0,0,126,5,0,625,131,0,0,23,0,0,149,24,0,0,7,0,0,32,12,0,0,3,0,0,14,7,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,10,0,0,28,859,46,19,333,15,5,1279
POA5159,0,0,0,4,0,0,0,0,9,0,0,5,0,20,0,36,0,9,0,0,56,5,18,4,24,8,0,59,6,8,0,21,14,0,52,7,9,4,35,12,0,73,176,18,6,141,3,0,343,430,6,0,165,4,0,602,121,0,0,31,0,0,155,32,0,0,7,0,0,41,5,0,0,0,0,0,6,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,18,0,3,41,790,105,17,461,62,8,1450
POA5160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9
POA5161,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,22,3,9,0,0,31,5,7,4,8,0,0,26,0,5,3,17,0,0,26,20,5,0,38,5,0,67,186,5,3,142,3,0,334,164,0,4,69,5,0,245,8,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,7,0,5,24,387,49,31,291,15,5,775
POA5162,0,20,0,10,0,0,30,0,58,0,0,0,0,62,4,327,13,21,4,0,369,8,97,40,45,12,0,205,11,45,11,49,10,0,124,127,43,27,136,24,5,360,782,62,25,406,23,0,1311,580,16,3,179,23,0,803,52,0,0,17,0,0,72,3,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,13,28,5,23,10,10,93,1588,686,132,895,104,23,3436
POA5163,0,9,0,0,0,0,16,0,27,4,0,0,0,35,0,224,7,9,0,0,238,4,77,21,22,0,3,130,4,29,9,28,0,3,73,39,79,38,71,13,3,239,337,27,24,161,13,4,564,119,3,8,47,4,0,181,10,4,5,5,0,0,22,5,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,8,11,3,10,63,528,502,112,367,45,24,1572
POA5164,0,4,0,0,0,0,10,0,32,6,0,0,5,38,0,166,19,6,0,0,187,0,78,30,4,5,0,114,0,19,16,13,0,0,47,25,48,22,34,6,0,143,196,14,9,75,4,5,299,59,4,8,21,4,0,87,3,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,8,42,288,393,110,156,24,11,980
POA5165,0,3,0,3,0,0,9,0,7,4,4,0,0,11,6,22,0,5,0,0,31,15,10,4,11,0,0,36,16,4,4,13,0,0,44,70,3,0,44,7,0,129,289,5,3,98,5,0,406,318,0,0,49,0,0,369,25,0,0,4,0,0,28,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,0,5,0,0,29,758,59,12,240,21,6,1097
POA5166,0,6,0,0,0,0,6,0,7,0,0,0,0,7,0,21,0,0,0,0,23,0,5,0,4,0,0,14,0,0,0,0,0,0,3,14,0,0,7,0,0,26,79,7,0,34,5,0,121,29,0,0,4,0,0,32,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,124,44,8,55,3,0,239
POA5167,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,26,0,5,5,0,39,3,8,0,10,4,0,29,4,0,0,20,0,0,25,26,5,0,26,0,0,56,106,0,0,60,3,3,173,186,0,0,47,5,0,238,19,0,0,7,0,0,26,10,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,9,364,44,9,185,17,8,613
POA5168,0,10,0,0,0,0,15,0,15,0,0,0,0,16,0,96,3,3,0,3,115,0,51,23,9,0,0,80,3,13,10,15,0,0,45,13,18,9,23,0,0,65,95,33,8,37,3,0,182,112,3,0,23,0,0,144,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,5,0,4,30,240,263,65,117,3,5,693
POA5169,0,3,0,0,0,0,6,0,7,0,0,4,0,11,0,108,6,4,0,4,128,9,36,22,20,0,0,88,0,20,25,17,0,0,77,38,25,21,33,0,0,124,414,17,19,177,9,4,643,686,7,0,130,8,0,825,76,0,0,11,4,0,88,7,0,0,7,0,0,12,3,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0,6,0,7,38,1258,235,102,415,24,11,2044
POA5170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,3,6,0,0,6,0,0,0,0,0,0,4,25,0,0,20,0,0,42,22,0,0,4,0,0,31,5,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,5,42,3,0,109
POA5171,0,0,0,4,4,0,5,0,0,0,0,0,0,6,0,3,6,3,4,0,17,0,0,0,8,4,0,13,7,0,0,3,3,3,13,14,0,0,19,0,0,36,64,0,0,27,0,0,89,82,0,0,20,6,0,103,22,0,0,0,0,0,27,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,12,193,7,8,106,21,3,328
POA5172,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,4,0,0,8,0,0,0,5,0,0,6,0,0,0,8,0,0,9,3,0,0,18,3,0,25,40,0,0,20,0,0,61,24,0,0,18,0,0,34,9,0,0,9,0,0,17,3,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,88,4,0,91,7,0,193
POA5173,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,5,0,4,0,0,16,13,3,10,20,11,0,53,10,0,0,18,0,0,33,83,6,9,65,13,0,173,392,9,8,138,6,4,551,320,0,0,73,0,3,402,31,0,0,10,0,0,45,9,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,13,0,0,31,882,25,27,349,33,14,1330
POA5174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,3,0,0,13,0,0,17,17,0,0,3,0,0,19,58,0,0,30,0,0,88,35,0,0,7,0,0,39,6,0,0,6,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,116,0,5,69,0,0,193
POA5201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,12,10,0,0,10,0,0,20,15,0,0,15,0,0,29,5,0,0,0,0,0,3,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,30,3,0,43,0,3,89
POA5202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,9,8,0,0,6,0,0,9,7,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,17,4,0,36
POA5203,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,4,0,0,9,0,0,0,8,0,0,14,0,0,4,8,0,0,8,9,0,0,11,0,0,15,16,0,0,3,0,0,19,12,0,0,8,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,29,10,4,43,3,0,92
POA5204,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,4,8,0,12,21,0,0,9,3,0,33,11,0,0,11,0,0,22,23,0,0,15,0,0,39,41,0,3,26,0,0,61,37,0,0,13,0,0,49,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,14,131,4,3,91,16,0,239
