POA_CODE_2021,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
POA6489,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,5,0,3,0,7,0,11,0,7,3,14,0,0,4,4,0,0,0,0,4,31,10,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,4,0,6,0,6,0,7,0,7,0,3,0,5,0,0,0,0,4,31,5,43,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,5,0,5,0,0,0,5,0,9,0,13,0,12,0,17,0,17,4,22,0,5,4,9,0,0,0,0,7,64,13,86
POA6490,0,3,0,3,0,11,0,13,0,5,0,10,0,12,0,14,0,6,3,8,0,9,6,12,0,9,3,14,0,20,4,23,6,17,7,22,0,5,3,3,5,0,0,5,11,98,25,136,0,3,0,6,0,7,4,11,0,7,0,6,0,9,0,9,0,6,0,6,0,4,0,8,0,13,9,24,0,19,0,24,3,14,9,21,0,8,0,5,0,0,0,0,7,84,23,120,0,10,0,8,0,20,3,24,0,15,3,12,0,15,0,19,0,16,3,17,0,13,3,20,0,21,15,37,0,37,5,46,11,27,16,44,0,3,3,14,3,0,0,4,15,185,50,255
POA6501,0,27,4,27,0,45,4,48,0,21,0,22,0,24,0,31,3,35,0,37,0,48,4,52,0,73,12,79,5,70,9,79,0,49,0,52,0,18,0,20,4,8,0,7,17,423,28,467,0,23,0,23,0,39,0,44,0,26,0,26,0,15,0,17,0,44,6,50,0,49,0,45,3,71,8,85,7,68,10,78,8,44,3,49,7,22,0,29,6,0,0,6,28,399,30,458,0,53,5,56,0,82,8,94,0,51,0,50,5,39,0,50,3,81,7,97,3,91,4,99,3,147,18,164,10,134,14,157,4,88,5,101,7,44,0,47,8,8,0,13,47,819,56,921
POA6502,0,28,0,27,0,60,3,70,0,39,5,50,0,18,7,26,4,33,6,39,0,49,0,51,0,60,14,78,3,89,6,99,10,78,8,90,8,41,7,55,0,4,4,12,37,509,59,605,0,27,0,25,0,78,8,83,0,36,8,42,0,11,0,11,5,40,4,48,0,57,3,63,3,79,5,83,4,86,15,98,8,77,8,88,6,27,5,42,3,17,0,17,39,522,53,611,0,53,0,56,0,140,10,159,0,77,9,86,0,25,7,33,3,71,13,91,0,105,10,113,3,144,17,167,9,174,22,201,18,154,11,188,19,72,11,97,8,18,4,28,67,1030,115,1221
POA6503,0,66,3,70,0,140,7,148,3,49,0,52,0,55,4,65,0,122,16,146,6,134,14,151,0,136,9,148,9,164,19,196,13,138,19,164,12,85,3,100,6,9,0,15,49,1097,105,1251,0,55,7,62,0,122,10,133,0,54,0,58,0,39,3,42,0,128,14,147,0,139,0,138,5,138,9,156,4,154,13,172,7,106,16,127,4,61,3,67,8,9,0,18,30,996,83,1110,0,119,10,130,0,258,17,278,4,103,0,111,0,93,7,100,3,255,31,287,5,265,19,292,6,277,17,301,12,320,27,360,20,247,33,295,16,148,12,168,11,17,5,30,82,2089,182,2354
POA6504,0,5,0,5,0,11,3,14,0,0,5,5,0,0,0,3,0,16,5,16,0,5,0,3,0,11,8,20,0,15,4,18,0,10,4,18,4,11,5,12,0,0,0,3,6,86,23,110,0,3,0,3,0,8,0,12,0,6,3,8,0,0,0,0,0,6,0,9,0,6,3,11,0,8,0,11,0,20,3,25,0,7,0,13,0,7,0,8,0,0,0,0,4,81,18,100,0,9,0,9,0,18,0,25,0,6,7,13,0,0,0,3,0,19,0,24,0,10,4,12,0,22,4,31,5,35,9,39,0,22,6,30,3,15,3,21,0,0,0,3,8,162,42,213
POA6505,0,4,0,6,0,10,0,10,0,0,0,0,0,5,0,5,0,10,0,10,0,16,0,16,0,6,0,6,0,13,0,13,0,0,0,5,0,4,0,6,0,0,0,0,0,64,3,74,0,0,0,0,0,15,0,15,0,6,0,3,0,0,0,0,0,8,0,8,0,7,0,7,0,3,4,10,0,9,0,9,0,6,0,6,0,4,0,4,0,0,0,0,0,53,3,63,0,8,0,7,0,20,0,20,0,4,0,6,0,3,0,3,0,14,0,17,0,16,0,16,0,9,4,7,0,25,0,25,0,14,0,14,0,13,0,7,0,0,0,0,0,126,8,134
POA6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,9,0,6,0,3,0,6,0,6,0,4,0,8,0,0,0,0,0,0,0,0,0,30,3,32,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,3,0,3,0,4,0,3,0,3,0,3,0,0,0,0,0,22,7,28,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,7,4,10,0,11,0,14,0,10,0,10,0,9,3,9,0,6,0,6,0,0,0,0,0,52,6,58
POA6507,0,19,0,19,0,31,4,34,0,8,8,12,0,7,0,17,0,23,25,44,0,29,11,44,0,30,7,34,0,39,5,50,0,42,0,42,0,13,0,18,0,0,0,3,6,235,66,305,0,10,0,12,0,12,0,17,0,3,0,10,0,11,0,11,0,26,11,37,0,22,3,23,0,29,0,34,0,34,0,40,0,21,0,24,0,11,0,16,0,0,0,6,3,191,28,220,0,28,0,31,0,46,4,50,0,16,6,19,0,19,4,25,0,51,34,81,0,50,20,69,0,58,8,64,0,74,10,87,0,60,0,64,4,30,0,34,0,3,3,4,11,429,93,530
POA6509,0,3,0,3,0,8,0,6,0,0,0,0,0,4,0,4,0,3,0,3,0,7,0,7,0,12,0,14,0,11,0,10,0,10,0,10,0,4,3,12,0,0,0,0,4,63,14,78,0,0,0,0,0,11,3,10,0,0,0,0,0,0,0,3,0,4,0,4,0,11,0,13,0,6,6,10,0,10,4,13,0,3,0,0,0,4,0,5,0,0,0,0,0,52,14,68,0,0,0,7,0,12,6,19,0,4,0,7,0,8,0,9,0,9,0,10,0,18,0,22,0,17,3,24,0,22,3,28,0,13,0,15,0,10,3,16,0,0,0,0,8,114,29,152
POA6510,0,47,8,54,5,115,14,133,3,50,3,56,0,42,14,61,3,92,16,117,3,75,13,93,3,89,21,118,3,132,14,151,12,95,13,118,6,48,7,61,7,6,3,14,45,795,124,972,3,39,7,50,3,113,27,141,0,45,5,49,0,43,3,44,3,94,13,108,6,91,12,105,6,103,15,123,4,116,17,137,6,91,17,112,15,46,3,60,13,14,6,34,54,788,130,971,3,90,16,104,9,228,46,275,3,93,8,103,0,88,17,106,3,186,30,225,9,165,27,200,11,193,35,240,7,248,31,288,16,190,28,234,25,93,10,125,21,20,8,50,106,1591,257,1940
POA6511,0,16,0,16,0,22,0,24,0,13,0,10,0,5,0,4,0,24,4,32,0,18,0,19,0,20,8,26,0,44,3,47,6,48,3,49,0,23,0,24,0,8,0,5,13,224,21,255,0,9,0,9,0,18,0,18,0,3,0,3,0,3,0,4,0,23,0,27,0,14,3,21,0,16,3,24,0,40,5,42,4,33,0,44,0,27,6,29,0,4,0,8,15,193,13,227,0,24,0,24,0,39,0,36,0,17,0,12,0,5,0,9,0,51,7,55,0,33,5,36,3,38,4,49,3,77,5,92,4,80,3,92,4,47,6,53,0,17,0,16,21,421,33,480
POA6512,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,15,3,16,0,9,4,10,0,3,0,6,0,3,0,3,0,0,0,0,0,40,8,49,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,9,0,10,0,8,4,7,0,7,0,7,0,0,0,0,0,0,0,0,0,40,5,42,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,13,0,24,5,22,0,13,5,20,0,11,0,12,0,9,0,9,0,5,0,5,0,77,11,92
POA6513,0,3,0,3,0,8,0,7,0,3,0,5,0,4,0,4,0,8,0,8,0,16,0,17,0,15,0,15,0,10,3,17,0,11,0,11,0,6,0,6,0,0,0,0,0,78,6,85,0,3,0,3,0,17,0,17,0,3,0,7,0,0,0,0,0,3,0,3,0,8,0,8,0,14,0,19,0,12,0,12,0,0,0,5,0,0,0,0,0,0,0,0,0,72,3,80,0,9,0,9,0,25,0,24,0,12,5,10,0,3,0,3,0,9,0,9,0,21,0,23,0,32,0,35,0,21,3,22,0,15,0,13,0,4,0,4,0,0,0,0,0,153,10,162
POA6514,0,12,0,12,3,20,0,25,0,9,0,6,0,3,0,10,0,20,0,18,0,17,0,19,0,22,4,32,4,67,8,76,10,81,6,99,3,35,3,41,3,3,0,6,28,295,26,350,0,7,0,6,0,15,0,19,0,8,0,12,0,0,0,4,0,16,0,22,0,13,0,18,0,32,3,36,4,49,3,61,4,66,5,77,6,25,6,30,6,4,4,11,20,243,29,288,0,19,0,17,3,36,0,40,0,22,3,18,5,10,3,9,0,41,0,40,0,30,0,36,0,59,6,67,6,114,12,136,12,149,13,174,7,57,5,77,8,10,3,17,44,541,51,639
POA6515,0,12,8,14,0,13,0,12,0,3,0,3,0,8,0,9,0,12,7,24,0,16,5,22,0,19,4,25,3,28,8,38,0,16,5,18,0,6,6,13,0,3,0,3,8,139,31,176,0,12,3,15,0,11,0,10,0,0,0,0,0,7,0,7,0,21,5,25,0,17,4,25,0,9,7,14,0,13,0,23,0,19,3,25,0,8,0,9,0,0,0,0,0,122,24,142,0,19,7,31,0,26,0,27,0,5,0,3,0,13,0,16,0,31,15,47,0,31,6,42,0,27,11,36,3,47,12,57,3,36,5,41,0,12,0,18,0,6,0,6,7,262,54,323
POA6516,0,40,0,43,11,93,8,108,0,39,3,36,0,30,0,28,3,72,8,83,4,82,17,98,0,132,14,149,12,136,13,159,9,178,19,208,3,69,8,81,3,7,4,13,51,869,97,1016,3,34,3,42,3,75,4,83,3,31,0,33,0,19,7,31,0,88,9,98,0,105,9,115,0,98,7,111,3,170,15,183,12,150,21,180,13,49,6,68,6,14,4,29,44,842,73,965,6,80,9,84,8,160,10,191,3,65,3,69,3,49,5,61,3,161,17,183,7,187,21,216,0,229,27,259,18,309,27,345,23,329,38,387,16,117,13,148,14,18,5,36,99,1711,173,1985
POA6517,0,12,0,21,0,8,0,14,0,5,5,9,0,5,0,5,0,15,0,20,5,24,11,33,0,22,6,27,0,32,0,35,4,24,3,37,0,16,0,15,0,3,0,3,7,176,34,219,0,9,0,9,0,13,8,22,0,0,0,3,0,12,0,11,0,25,0,25,0,16,8,31,0,15,0,17,0,27,4,33,4,19,4,22,0,6,3,7,0,3,0,4,12,148,31,185,0,27,0,24,0,32,5,40,0,6,3,11,0,20,0,19,0,43,3,48,4,47,19,69,0,31,11,47,0,56,0,64,10,47,8,62,0,16,0,23,0,6,0,11,13,325,67,407
POA6518,0,3,0,3,0,6,0,3,0,3,0,3,0,4,6,6,0,4,0,10,0,12,6,18,0,12,4,16,0,17,0,17,0,14,6,18,5,11,3,9,0,0,3,4,4,78,24,107,0,0,0,0,0,4,0,8,0,0,0,3,0,0,0,4,0,13,0,10,0,12,3,17,0,9,0,9,0,18,3,25,0,8,0,12,0,6,4,11,0,0,3,3,0,82,20,104,0,6,0,7,0,8,0,9,0,4,0,11,0,10,5,9,0,16,3,19,0,22,7,33,0,17,4,24,0,30,4,40,4,26,6,31,5,12,6,25,0,0,5,6,9,159,40,209
POA6519,0,20,6,24,0,29,6,32,0,11,0,11,0,7,0,8,0,21,5,28,0,37,4,38,0,27,6,34,0,38,9,44,6,34,6,41,3,18,3,25,3,3,0,4,14,234,51,296,0,19,8,24,0,30,7,41,0,9,0,11,0,7,0,8,0,27,10,38,0,31,7,36,3,27,4,39,0,29,5,38,0,22,3,29,4,15,0,19,0,0,0,3,14,215,46,274,0,35,9,44,0,56,16,76,0,16,0,19,0,19,3,25,0,48,15,62,0,66,11,77,3,63,8,71,3,64,9,76,6,58,10,72,8,32,7,45,3,0,0,6,25,449,94,575
POA6521,0,13,0,13,0,18,0,21,0,5,0,5,0,7,0,7,0,26,3,26,0,14,5,23,0,27,0,25,0,29,0,28,0,24,8,29,0,9,5,17,0,0,0,3,5,171,24,201,0,6,0,6,0,10,0,10,0,7,0,8,0,0,0,3,0,21,0,23,0,20,3,22,6,20,0,20,0,20,0,25,0,20,4,26,3,9,0,16,0,0,0,0,5,128,12,149,0,21,0,21,0,27,0,27,0,10,0,11,0,14,0,15,0,42,8,48,0,33,8,38,6,43,0,42,0,52,4,54,0,43,11,49,5,22,8,27,0,4,0,7,9,304,34,347
POA6522,0,15,0,15,0,24,0,25,0,6,0,6,0,7,3,12,0,20,0,20,0,17,0,21,0,23,3,29,3,32,10,49,0,29,3,34,4,5,7,17,0,4,0,8,7,184,38,230,0,18,4,22,0,16,6,17,0,0,0,0,0,9,0,9,0,14,0,22,0,23,0,28,0,24,5,26,5,14,5,26,0,13,5,17,0,15,0,13,0,0,0,3,8,151,31,185,0,31,4,38,0,36,3,47,0,3,0,3,0,13,3,16,0,29,4,38,0,39,3,48,0,47,10,55,6,47,19,75,0,45,7,52,4,27,8,34,0,4,0,9,12,333,65,407
POA6525,0,56,4,63,4,180,23,208,0,96,8,104,6,54,8,70,9,83,17,111,4,130,29,160,4,197,28,229,19,267,41,323,22,291,28,344,21,136,26,184,21,16,4,41,99,1506,226,1831,0,61,10,65,5,193,20,214,0,67,6,82,3,47,5,53,4,93,14,116,5,171,20,196,14,217,24,253,14,282,24,321,17,288,31,330,28,131,19,182,13,24,5,45,96,1572,183,1851,0,119,13,127,5,372,47,424,0,161,20,181,6,102,13,122,8,183,33,222,5,298,49,359,16,413,49,479,32,548,69,644,37,574,57,673,49,266,45,362,32,40,11,78,195,3080,403,3680
POA6528,0,7,0,6,3,21,0,27,0,5,0,4,0,5,0,5,0,21,0,19,0,17,4,24,0,18,3,25,0,34,0,39,0,32,0,34,0,11,0,13,0,0,0,0,3,175,17,192,0,13,0,12,0,18,0,21,0,11,0,12,0,4,0,4,0,21,0,21,0,14,0,15,3,21,0,27,3,30,3,35,3,21,0,24,0,6,0,9,4,7,0,10,17,159,9,184,0,14,5,21,3,39,0,42,0,16,0,21,0,13,0,13,0,38,0,40,0,31,4,37,3,44,4,48,3,66,6,72,3,54,0,61,0,20,0,18,4,3,0,10,17,333,26,378
POA6530,22,844,84,947,129,1995,241,2356,51,916,115,1082,28,776,103,907,47,1626,299,1966,43,1643,290,1978,43,1847,257,2147,102,1870,220,2195,135,1381,110,1618,179,633,84,893,131,157,31,324,905,13680,1828,16415,3,868,119,989,60,1927,247,2238,34,897,86,1017,26,825,87,932,40,1740,199,1978,52,1841,218,2112,74,2070,191,2329,109,1896,152,2157,160,1447,126,1732,239,711,83,1035,227,158,58,447,1013,14372,1569,16963,26,1709,200,1930,187,3917,491,4595,83,1810,199,2096,48,1593,191,1836,83,3364,496,3945,101,3483,510,4089,117,3914,441,4477,208,3762,370,4343,288,2824,237,3357,418,1345,168,1932,365,322,91,771,1916,28057,3398,33378
POA6532,0,230,18,256,29,456,56,542,6,209,20,234,6,126,8,135,4,338,39,373,0,373,51,424,9,480,61,547,14,408,53,472,27,288,41,353,22,107,8,132,11,19,7,31,125,3032,355,3512,0,186,9,191,14,470,39,524,0,200,24,225,4,104,12,121,4,401,22,425,7,399,52,450,5,474,38,524,19,411,37,472,24,291,27,342,14,68,11,95,12,16,3,33,107,3016,277,3403,0,415,30,444,37,926,92,1060,13,408,38,459,10,224,27,259,8,734,53,798,4,772,101,883,18,955,101,1069,36,822,89,947,48,579,70,692,30,174,21,229,22,31,5,66,228,6046,642,6915
POA6535,0,27,3,28,4,94,17,123,0,25,0,31,3,19,3,26,0,33,6,46,0,69,15,80,0,84,7,89,10,120,17,143,11,132,20,168,11,69,15,95,10,9,3,20,54,674,113,843,0,26,6,33,5,68,11,89,0,17,3,23,0,17,0,15,0,45,11,57,0,73,13,85,3,70,7,80,4,115,17,135,10,114,16,139,9,53,8,72,20,14,4,34,58,615,96,767,0,53,9,65,11,165,30,209,0,46,3,49,3,31,9,41,0,81,20,101,0,143,23,164,6,146,21,176,14,232,33,281,22,248,38,304,23,118,22,165,30,22,9,61,116,1283,213,1609
POA6536,0,21,0,28,0,57,3,64,0,38,3,38,0,20,4,25,0,48,9,63,0,57,11,78,7,92,17,116,5,127,22,154,9,115,20,145,5,51,5,61,8,3,3,14,34,637,110,782,0,25,6,30,0,56,9,57,0,17,8,19,0,21,4,27,0,55,7,64,0,62,8,76,3,69,12,85,8,129,13,149,9,104,17,126,7,36,4,48,3,0,5,11,31,568,97,701,0,52,11,59,0,113,11,127,0,50,9,62,4,36,8,52,0,103,20,128,5,121,24,149,9,165,30,198,10,253,37,301,26,218,36,275,11,88,18,109,9,10,4,27,66,1207,208,1478
POA6537,0,28,3,34,0,41,7,51,0,9,0,9,0,17,0,20,0,53,3,59,0,57,12,70,0,51,8,62,0,65,10,80,8,63,12,78,5,22,12,39,0,0,0,0,20,408,70,500,0,20,0,25,0,40,12,49,0,11,3,14,0,21,8,26,0,73,9,84,0,52,12,61,0,49,9,55,4,64,12,78,5,51,11,63,0,14,6,22,0,3,5,3,9,398,82,492,0,49,4,55,0,78,24,101,0,22,3,29,0,34,12,45,0,130,14,148,0,105,20,133,6,103,12,122,6,125,24,156,12,109,19,135,5,40,11,63,0,0,5,8,32,809,155,995
POA6556,0,45,4,51,5,116,3,130,5,89,4,98,0,45,0,45,0,87,6,94,7,95,11,110,3,129,13,147,6,166,12,185,12,94,3,107,5,28,0,35,5,5,0,8,48,894,66,1014,0,44,3,46,0,94,3,101,5,53,0,61,0,36,0,35,3,89,4,99,4,117,5,128,5,163,0,170,7,155,8,167,9,96,5,106,4,28,4,34,9,7,0,17,44,885,33,957,0,87,5,96,5,219,6,233,9,143,4,160,0,75,0,80,8,169,15,188,3,217,15,235,12,291,12,317,13,319,21,352,19,185,9,212,8,57,8,69,10,13,0,22,90,1779,100,1969
POA6558,0,11,0,11,4,44,4,50,0,29,24,52,0,12,179,186,0,26,615,636,0,37,553,586,0,53,311,361,0,65,144,213,3,41,50,89,0,23,15,34,0,3,0,7,13,333,1883,2225,0,12,0,12,0,46,0,49,0,30,3,31,0,23,3,23,0,26,0,30,0,44,3,49,3,52,6,61,9,71,6,75,0,37,0,42,0,10,0,15,6,0,0,0,13,356,21,391,0,20,0,23,4,86,3,99,0,65,26,86,0,32,181,212,0,47,610,660,0,78,554,635,3,108,318,423,8,138,144,293,3,78,51,129,0,36,13,49,6,3,0,6,24,686,1902,2613
POA6560,0,33,0,31,8,93,9,103,0,27,0,33,0,46,3,43,5,64,3,71,0,55,9,63,0,68,7,85,4,94,9,108,5,66,8,83,6,32,9,49,5,5,0,8,42,579,66,681,0,26,3,32,4,61,10,80,0,37,3,41,3,23,0,26,0,63,7,69,0,56,6,72,4,104,5,117,13,105,6,118,11,68,12,87,10,33,7,49,7,4,0,7,45,578,65,691,0,57,4,62,11,153,20,187,3,61,5,73,3,67,4,78,5,127,9,137,3,114,15,133,9,173,19,197,17,200,13,228,16,134,19,170,17,62,17,99,7,8,0,15,82,1153,135,1372
POA6562,0,29,4,35,6,85,18,104,3,41,4,42,0,17,3,20,0,57,7,64,0,75,13,82,0,91,9,101,6,73,12,95,11,89,8,113,9,31,3,44,0,3,0,6,41,590,84,712,0,37,4,48,0,68,9,79,0,32,3,34,0,29,0,29,0,51,5,59,0,78,20,97,3,105,12,117,11,85,9,99,3,93,8,100,3,30,0,33,0,3,3,11,23,605,68,702,0,71,11,79,13,156,27,193,3,67,8,78,0,45,3,51,3,108,11,123,0,150,30,178,3,189,24,215,11,157,20,187,13,181,14,215,13,62,3,82,6,7,4,12,61,1193,154,1413
POA6564,0,8,0,10,0,22,0,25,0,6,0,6,0,3,0,7,0,12,0,12,0,22,0,20,3,17,0,20,3,23,3,25,0,29,0,31,0,10,0,11,0,5,0,5,11,151,8,169,0,3,0,3,0,13,0,13,0,10,0,10,0,6,3,7,0,21,0,21,0,15,0,13,0,19,0,19,0,30,0,33,4,21,0,25,0,7,0,7,0,0,0,0,8,147,9,158,0,13,0,15,0,35,4,35,0,18,0,18,0,4,3,15,0,34,0,32,0,34,3,36,3,38,0,46,7,55,7,60,11,48,0,56,0,17,0,19,0,6,0,4,20,291,15,330
POA6566,4,56,3,63,9,138,28,183,4,70,4,79,5,45,9,54,0,95,15,113,4,113,19,139,5,172,34,214,12,285,48,344,17,281,37,333,16,103,18,141,7,21,0,29,77,1374,234,1694,0,44,7,52,5,121,22,151,0,61,4,73,0,37,0,40,0,105,19,131,4,131,19,158,3,190,28,220,17,291,35,342,17,242,25,285,20,87,13,123,12,12,3,27,93,1328,188,1611,3,99,7,116,20,262,54,331,3,135,14,153,4,80,11,93,5,206,35,249,11,245,41,296,8,358,65,436,30,569,88,683,32,526,60,618,32,198,31,263,20,36,9,63,170,2708,419,3296
POA6567,0,7,3,4,0,27,4,29,0,8,4,16,0,8,0,8,0,8,4,10,0,21,3,20,0,28,11,32,0,41,13,57,0,34,9,42,4,16,3,28,0,3,0,3,9,207,42,259,0,6,0,9,0,15,4,19,0,3,0,3,0,7,0,7,0,12,6,17,0,13,3,16,0,36,8,42,3,35,13,52,5,27,0,36,3,10,3,21,0,0,0,3,17,180,34,227,0,12,0,11,0,39,8,49,0,16,4,21,0,17,0,17,0,22,4,29,0,34,9,40,0,68,13,79,8,81,22,108,5,67,9,79,5,34,5,47,0,4,0,8,23,386,73,485
POA6568,0,0,0,0,0,10,0,10,0,7,0,6,0,4,0,5,0,13,6,16,0,4,0,4,0,10,0,13,0,24,0,26,0,15,3,20,0,5,0,5,5,0,0,5,5,100,9,113,0,9,0,9,0,3,0,4,0,3,0,3,0,0,0,0,0,4,0,6,0,8,0,8,0,10,0,14,0,22,4,20,0,13,0,17,0,3,0,8,0,0,0,0,6,88,6,97,0,10,0,10,0,19,0,16,0,9,0,9,0,3,0,6,0,20,4,22,0,13,0,16,0,26,0,26,0,47,5,50,0,30,3,34,0,8,0,15,5,0,0,3,6,185,18,210
POA6569,0,11,0,11,0,21,0,26,0,10,0,10,0,3,0,3,0,10,0,16,0,9,0,14,0,19,0,22,0,18,4,23,0,15,0,18,0,6,0,10,3,0,0,3,12,127,11,146,0,5,4,8,0,17,3,18,0,5,0,6,0,0,0,5,0,12,0,22,0,13,3,15,0,14,0,17,3,10,0,16,0,15,0,15,3,3,0,11,0,3,0,3,12,101,19,125,0,13,4,15,0,36,3,44,0,14,0,14,0,11,0,10,0,30,5,34,0,21,4,29,0,26,12,37,3,31,4,39,3,26,3,31,4,11,4,13,3,3,0,5,16,220,33,270
POA6571,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,12,0,4,0,4,0,4,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,25,5,32,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,8,3,9,0,4,0,4,0,6,0,6,0,0,0,0,0,5,0,5,0,0,0,0,0,27,5,33,0,0,0,0,0,5,7,6,0,0,0,0,0,0,0,0,0,4,0,4,0,13,3,13,0,8,0,8,0,11,0,11,0,7,0,7,0,4,0,4,0,0,0,0,0,59,5,67
