POA_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
POA4388,3,0,4,55,13,3,67,192,22,284
POA4390,136,12,147,1108,364,49,1526,3207,503,5230
POA4400,16,0,22,403,100,21,524,1009,97,1634
POA4401,127,11,145,830,340,44,1211,3083,359,4654
POA4402,0,0,3,25,12,0,38,196,34,265
POA4403,8,3,10,132,57,7,194,392,78,661
POA4404,8,0,9,73,24,6,101,237,45,377
POA4405,265,21,288,2315,722,137,3174,7066,902,11142
POA4406,16,3,16,243,66,7,317,902,165,1380
POA4407,3,3,3,61,36,5,99,277,53,428
POA4408,9,4,10,77,21,3,103,296,44,440
POA4410,39,10,47,130,37,8,172,669,113,954
POA4411,3,0,3,48,17,3,64,124,33,219
POA4412,6,0,6,36,9,0,49,90,32,167
POA4413,105,32,140,1379,355,64,1798,4017,891,6711
POA4415,46,22,64,274,84,18,376,1126,248,1753
POA4416,0,0,0,68,21,6,93,206,26,325
POA4417,12,0,9,123,32,4,162,316,48,522
POA4418,0,0,0,5,7,0,14,57,4,74
POA4419,7,0,12,147,32,6,189,503,192,879
POA4420,29,0,33,195,52,8,259,614,98,964
POA4421,34,6,30,240,93,19,349,1229,206,1785
POA4422,0,0,0,66,19,0,79,233,56,376
POA4423,3,0,3,33,7,0,39,93,21,151
POA4424,0,0,0,50,10,0,58,98,10,169
POA4425,0,0,0,31,6,0,33,79,14,133
POA4426,8,0,8,16,4,0,19,76,24,128
POA4427,3,5,9,41,7,3,54,170,44,267
POA4428,5,0,8,92,33,11,129,328,40,499
POA4454,17,0,20,86,40,9,136,361,103,599
POA4455,91,49,143,1395,412,55,1869,4032,828,6728
POA4461,0,0,0,4,0,0,4,25,0,31
POA4462,0,0,3,16,3,0,22,69,16,106
POA4465,23,3,24,168,60,7,237,666,119,1020
POA4467,0,0,0,15,0,0,16,98,17,133
POA4468,0,0,0,31,18,0,48,166,15,227
POA4470,81,17,97,376,137,15,533,1714,371,2620
POA4472,35,18,60,189,48,6,239,836,107,1186
POA4474,0,0,0,12,4,0,12,42,0,64
POA4477,17,0,17,96,19,0,121,268,42,424
POA4478,3,0,3,75,29,8,113,260,35,406
POA4479,0,0,0,0,0,0,0,7,0,7
POA4480,8,0,13,87,26,5,117,342,37,496
POA4481,0,0,0,15,3,0,14,76,20,109
POA4482,0,0,0,14,4,0,17,65,18,98
POA4486,8,0,8,87,29,5,118,396,45,560
POA4487,34,23,58,451,151,38,639,1589,288,2515
POA4488,7,0,6,38,20,0,56,114,23,188
POA4489,0,0,0,9,5,6,13,44,0,65
POA4490,34,4,32,178,64,14,263,818,102,1178
POA4491,0,0,0,13,4,0,16,61,3,78
POA4492,0,0,0,57,11,0,72,176,22,263
POA4493,0,0,0,3,0,0,3,10,6,16
POA4494,0,0,0,27,6,0,35,68,25,125
POA4496,0,0,0,43,9,0,56,90,23,164
POA4497,4,0,4,49,8,0,57,180,22,255
POA4498,0,0,0,42,0,0,46,64,21,132
POA4500,424,28,457,8801,2552,324,11682,22894,1369,35942
POA4501,126,3,133,995,299,34,1325,3173,292,4786
POA4502,57,8,68,1618,541,65,2215,4533,258,7013
POA4503,481,166,658,10257,2670,385,13310,25188,2235,40731
POA4504,160,6,165,4572,997,190,5755,9364,586,15708
POA4505,390,29,419,4453,1445,184,6088,13826,1085,21003
POA4506,275,28,305,4154,1267,211,5634,12962,1295,19892
POA4507,827,123,956,1671,1065,81,2805,14852,1084,18748
POA4508,333,97,435,2841,1029,169,4037,10586,1135,15759
POA4509,369,60,426,8749,1630,258,10634,16517,1170,28324
POA4510,960,220,1188,8676,2760,375,11814,29513,3313,44635
POA4511,197,17,212,1323,530,45,1895,6073,415,8377
POA4512,49,5,52,605,206,13,818,1965,228,3014
POA4514,108,5,118,1157,379,44,1580,3890,1799,7268
POA4515,71,10,82,602,188,21,817,2480,387,3686
POA4516,45,4,42,736,264,35,1039,2261,151,3451
POA4517,18,3,20,141,23,5,164,553,71,785
POA4518,88,0,93,965,297,19,1279,2994,265,4537
POA4519,181,19,197,1587,460,65,2106,5075,500,7683
POA4520,124,9,140,2584,804,78,3467,7222,451,11135
POA4521,54,6,52,895,311,38,1236,2668,265,4170
POA4550,59,3,57,855,248,41,1139,2712,168,4023
POA4551,1796,333,2140,10905,3428,347,14688,38565,3138,56386
POA4552,264,31,302,1049,505,30,1592,5754,540,7890
POA4553,68,4,70,2168,481,77,2727,5157,485,8366
POA4554,12,3,17,330,131,19,472,1027,141,1641
POA4555,171,14,188,1284,426,54,1757,4221,321,6301
POA4556,1409,271,1694,7883,2121,203,10212,26534,2151,38896
POA4557,213,23,240,3625,980,103,4709,10814,867,16399
POA4558,662,236,904,2681,1077,73,3840,14824,1937,20591
POA4559,88,34,119,1337,357,40,1737,4010,328,6066
POA4560,902,98,1017,5997,1783,229,8009,20322,1688,30012
POA4561,76,8,87,1596,448,39,2088,4463,337,6890
POA4562,70,7,82,1550,397,58,2005,4755,416,7171
POA4563,177,76,257,1380,453,53,1890,5790,584,8261
POA4564,273,33,301,1523,636,68,2231,7145,658,10032
POA4565,437,139,581,2039,635,53,2725,9152,983,12858
POA4566,310,44,353,1057,372,33,1465,5782,458,7704
POA4567,238,15,254,1716,492,40,2254,7369,611,10239
POA4568,45,4,47,571,195,15,782,2139,197,3115
POA4569,22,0,28,278,65,9,349,971,112,1434
POA4570,906,88,1012,6524,2265,330,9115,26392,2831,38338
POA4571,8,0,8,134,55,4,191,473,80,744
POA4572,101,9,109,487,252,17,759,2740,276,3772
POA4573,595,30,621,5958,1404,197,7555,16364,1252,25173
POA4574,17,3,21,202,63,10,273,828,88,1193
POA4575,784,69,859,4331,1281,113,5725,16350,1367,23448
POA4580,129,29,159,339,152,15,499,3854,419,4770
POA4581,6,4,13,131,66,5,198,901,164,1265
POA4600,20,4,16,93,36,3,140,562,66,765
POA4601,20,0,20,143,43,3,185,682,91,961
POA4605,112,8,122,554,312,60,919,2400,399,3715
POA4606,86,12,97,267,89,12,372,1511,173,2053
POA4608,6,0,6,93,55,7,162,530,79,766
POA4610,317,54,368,2152,708,106,2967,8339,998,12303
POA4611,0,0,0,16,0,0,17,74,20,112
POA4612,5,0,4,33,8,0,40,130,35,209
POA4613,22,0,20,84,36,3,126,521,93,738
POA4614,24,4,33,126,46,3,173,747,111,1025
POA4615,135,25,158,735,289,36,1061,4440,775,6275
POA4620,5,0,11,30,27,0,56,284,66,399
POA4621,37,5,45,186,79,0,268,1090,175,1530
POA4625,61,10,72,306,137,17,461,1529,290,2274
POA4626,49,10,52,226,76,18,331,1148,200,1670
POA4627,12,3,13,114,37,5,160,436,91,685
POA4630,91,6,102,305,92,4,400,1375,197,1971
POA4650,832,106,935,4050,1706,244,5996,20862,2806,29670
POA4655,1757,335,2105,8451,2714,400,11571,41109,3718,56399
POA4659,125,21,143,415,193,22,629,3777,368,4772
POA4660,146,14,157,781,277,39,1100,5292,672,7062
POA4662,11,0,11,111,46,5,160,442,73,671
POA4670,2191,264,2468,11356,4120,564,16042,49567,4755,70365
POA4671,81,12,97,678,236,31,945,3811,642,5401
POA4673,7,0,7,74,25,0,99,431,54,587
POA4674,12,0,15,130,50,4,183,1035,178,1393
POA4676,6,0,4,18,8,0,24,102,28,156
POA4677,31,10,36,534,147,18,699,2352,493,3550
POA4678,8,0,11,81,37,8,131,520,57,705
POA4680,502,83,595,9897,2950,483,13328,26521,3110,42958
POA4694,0,0,0,15,0,0,16,72,13,102
POA4695,9,6,14,148,49,8,209,555,120,878
POA4697,0,0,0,13,7,0,14,77,29,120
POA4699,10,0,10,71,29,0,97,214,41,352
POA4700,469,84,557,2353,884,113,3350,9729,1203,14282
POA4701,811,163,980,6770,2724,415,9902,22255,2829,34977
POA4702,232,62,302,4789,1597,252,6628,13656,3224,23511
POA4703,482,56,535,3807,1494,190,5487,13179,1801,20470
POA4704,0,0,0,14,7,0,21,70,8,102
POA4705,0,0,3,55,17,0,78,195,60,335
POA4706,3,0,3,8,4,0,15,37,3,59
POA4707,0,0,5,26,6,0,36,149,33,216
POA4709,0,0,0,154,23,12,191,290,53,534
POA4710,108,35,146,725,305,26,1053,2756,379,4191
POA4711,11,0,13,293,132,16,439,918,103,1459
POA4712,9,0,9,38,11,3,56,127,20,202
POA4713,0,0,0,156,78,5,240,364,53,663
POA4714,54,9,65,256,130,16,397,1748,397,2544
POA4715,105,36,139,1143,336,37,1518,3259,772,5554
POA4716,8,0,8,147,36,0,186,435,37,660
POA4717,5,3,7,831,191,37,1065,1863,680,3607
POA4718,13,6,15,405,82,22,508,1062,391,1968
POA4719,15,4,25,168,50,7,229,532,116,877
POA4720,53,31,81,2901,693,151,3751,6334,1158,11239
POA4721,45,12,54,637,172,26,836,1827,448,3110
POA4722,28,8,43,261,81,12,350,744,212,1306
POA4723,14,0,16,268,90,7,369,623,214,1203
POA4724,7,3,12,64,24,4,95,331,47,473
POA4725,34,5,43,205,67,6,283,812,153,1244
POA4726,3,0,3,53,17,7,79,191,18,291
POA4727,0,0,0,45,8,0,60,134,58,248
POA4728,4,0,4,37,9,4,54,99,19,165
POA4730,76,12,88,430,153,22,602,1636,335,2574
POA4731,0,0,0,23,5,0,27,137,11,186
POA4732,0,0,0,22,6,3,31,73,20,127
POA4733,0,0,0,29,7,0,41,74,19,133
POA4735,17,0,21,110,33,10,150,507,142,799
POA4736,0,0,0,16,6,0,21,72,17,108
POA4737,119,8,130,1177,499,62,1741,4224,747,6713
POA4738,7,0,8,153,67,3,230,617,101,950
POA4739,7,5,6,41,25,0,73,185,40,296
POA4740,1322,254,1592,13522,4747,602,18875,43060,6676,68614
POA4741,63,9,73,988,418,33,1438,3563,1132,6133
POA4742,4,0,9,131,33,7,171,461,360,989
POA4743,0,0,0,91,11,11,115,219,112,450
POA4744,7,3,13,1909,291,88,2288,3227,1612,7120
POA4745,3,0,3,485,87,21,584,1127,568,2284
POA4746,0,0,0,328,37,15,380,616,611,1599
POA4750,28,4,28,1118,293,59,1474,2743,436,4648
POA4751,45,9,57,802,300,35,1136,2172,363,3663
POA4753,15,0,16,966,222,32,1219,1860,340,3423
POA4754,40,3,48,385,101,14,506,1103,304,1911
POA4756,3,4,8,96,40,0,133,297,104,541
POA4757,3,0,3,36,18,9,52,182,44,285
POA4798,7,3,12,78,32,0,111,354,97,553
POA4799,8,0,8,114,67,9,184,548,103,835
POA4800,168,16,188,1581,466,78,2120,5241,802,8166
POA4802,40,10,44,1785,435,75,2296,7462,1631,11389
POA4804,29,4,35,259,73,9,348,1031,389,1763
POA4805,205,28,235,1599,490,47,2140,6304,1093,9532
POA4806,138,12,156,441,229,20,688,2179,302,3168
POA4807,267,43,315,1390,568,46,2005,6045,953,9001
POA4808,15,3,14,166,75,5,250,570,83,900
POA4809,9,3,14,137,34,3,177,559,83,815
POA4810,302,50,353,2610,1044,154,3802,13188,1822,18814
POA4811,134,32,167,1849,696,93,2633,6933,1922,11491
POA4812,446,46,498,2589,947,129,3664,10857,1322,15847
POA4814,604,140,747,6765,2581,314,9658,24596,3576,37822
POA4815,236,14,254,3279,1209,202,4692,10458,1475,16624
POA4816,61,10,74,1215,513,57,1785,4871,868,7524
POA4817,324,42,366,5140,2005,299,7439,15555,1432,24425
POA4818,155,8,168,6613,1620,312,8545,13753,1689,23982
POA4819,42,6,46,222,114,21,354,1656,232,2245
POA4820,200,37,237,1336,514,74,1924,5415,1223,8562
POA4821,27,7,31,189,43,6,244,756,179,1175
POA4822,0,4,6,101,34,4,142,361,118,619
POA4823,5,0,5,128,38,9,167,437,190,798
POA4824,20,0,19,486,131,33,650,1612,456,2714
POA4825,86,24,118,3150,956,175,4281,8759,1737,14783
POA4828,0,0,0,26,12,0,40,122,28,187
POA4829,0,0,0,63,15,3,81,256,80,419
POA4830,0,0,0,285,131,13,430,703,111,1248
POA4849,52,4,62,107,54,5,168,932,130,1227
POA4850,380,73,459,1257,600,43,1902,6507,868,9281
POA4852,49,4,49,540,139,23,700,2343,383,3426
POA4854,107,20,127,716,242,24,988,3075,485,4542
POA4855,15,0,15,101,37,6,140,458,73,673
POA4856,3,0,8,88,36,7,127,392,81,601
POA4858,23,9,33,257,59,7,320,767,108,1199
POA4859,3,6,5,59,32,5,102,262,77,441
POA4860,328,47,372,1463,536,60,2057,6179,938,9179
POA4861,34,3,42,218,74,3,298,839,145,1278
POA4865,90,29,130,1408,464,78,1949,4213,595,6762
POA4868,243,37,276,3557,1205,155,4914,11659,1643,18214
POA4869,99,64,166,3609,1021,167,4799,9256,1434,15486
POA4870,1114,218,1346,10749,3141,441,14335,39526,6867,60723
POA4871,116,17,133,1418,670,157,2251,5455,1064,8773
POA4872,58,16,80,540,203,14,765,2310,482,3559
POA4873,96,17,107,903,308,38,1256,3681,605,5543
POA4874,8,0,11,918,245,80,1238,2136,786,4167
POA4875,21,0,23,1046,539,131,1720,3134,442,5295
POA4876,3,0,3,389,248,30,661,923,250,1837
POA4877,62,16,77,574,168,19,758,3401,694,4864
POA4878,182,29,211,2352,684,92,3126,8443,899,12466
POA4879,228,24,249,3542,909,152,4601,12180,1257,18039
POA4880,306,45,351,1668,588,84,2344,7290,2298,11933
POA4881,54,3,63,638,280,37,946,2542,487,3979
POA4882,51,9,55,445,167,28,639,1707,260,2608
POA4883,267,75,340,1098,450,60,1602,5040,763,7407
POA4884,43,3,50,252,108,3,362,1147,104,1613
POA4885,76,34,107,566,235,24,826,2131,330,3285
POA4886,15,4,17,123,53,9,185,489,128,801
POA4887,35,7,48,193,93,21,309,1201,229,1740
POA4888,41,6,46,255,120,15,391,1630,317,2336
POA4890,0,4,3,183,70,7,258,649,144,1055
POA4891,6,0,6,36,8,0,41,349,53,447
POA4892,8,3,12,761,541,75,1377,2104,599,4079
POA4895,24,4,27,607,214,26,843,2177,594,3611
POA5000,116,20,141,1106,648,39,1790,13869,1597,17259
POA5006,236,46,287,593,388,18,1001,4874,433,6316
POA5007,252,3,259,921,317,33,1270,5658,368,7296
POA5008,314,15,331,2090,608,83,2783,8801,540,12121
POA5009,118,11,126,800,232,26,1060,3376,184,4623
POA5010,179,10,193,848,212,14,1076,3752,274,5100
POA5011,262,23,284,2325,673,74,3074,8085,487,11650
POA5012,172,18,195,1726,422,36,2188,6897,549,9633
POA5013,264,12,279,1470,474,71,2023,6480,473,8972
POA5014,356,16,378,1796,702,76,2572,7710,387,10668
POA5015,84,8,90,800,352,31,1180,3763,241,5187
POA5016,351,22,373,1435,606,62,2101,5452,265,7823
POA5017,78,3,84,778,288,33,1094,2942,249,4285
POA5018,106,8,116,708,469,33,1210,3501,164,4873
POA5019,273,21,297,1274,619,60,1951,5663,470,8090
POA5020,68,11,81,531,300,20,850,1791,75,2711
POA5021,382,25,409,772,617,30,1419,4413,181,6007
POA5022,475,43,519,2468,1162,105,3734,9680,466,13875
POA5023,621,33,663,2575,891,72,3537,10924,694,15158
POA5024,560,31,595,2293,1027,85,3404,8516,421,12347
POA5025,221,14,240,1452,595,40,2094,5459,281,7827
POA5031,239,16,260,1316,456,57,1827,6668,309,8800
POA5032,432,25,460,2162,737,52,2951,8055,389,11394
POA5033,356,12,367,1214,387,30,1630,5750,291,7676
POA5034,247,24,279,1653,607,93,2350,5996,219,8563
POA5035,169,22,193,992,317,32,1339,3901,153,5399
POA5037,534,24,566,1761,503,42,2310,7318,413,10044
POA5038,419,28,453,2690,812,79,3581,10718,541,14843
POA5039,211,19,241,1642,496,56,2193,5096,289,7580
POA5040,75,5,77,347,189,8,546,1478,90,2110
POA5041,468,23,496,2438,851,95,3389,7485,256,11130
POA5042,355,41,394,1671,571,68,2305,7320,548,10179
POA5043,719,59,776,2969,1007,88,4064,12616,782,17456
POA5044,594,39,637,1721,818,60,2601,7035,233,9873
POA5045,540,30,578,2107,1179,73,3360,10248,522,14131
POA5046,432,18,454,1452,602,58,2110,5907,307,8325
POA5047,173,26,204,1364,521,42,1923,5315,306,7544
POA5048,650,26,682,2319,1207,103,3622,9081,511,13221
POA5049,210,20,233,1815,792,78,2687,5655,286,8625
POA5050,236,17,258,956,431,28,1420,3239,126,4789
POA5051,230,16,241,3030,1128,131,4287,7644,254,12180
POA5052,214,20,243,1226,498,67,1796,3607,182,5581
POA5061,231,9,247,1577,667,54,2296,5751,212,8260
POA5062,468,16,498,2685,1177,108,3975,8623,305,12898
POA5063,483,32,521,2106,722,68,2898,7443,300,10643
POA5064,583,39,631,1819,703,40,2557,6074,251,8889
POA5065,459,26,494,1880,737,56,2667,6225,240,9139
POA5066,285,21,311,2353,813,58,3235,6581,178,9990
POA5067,198,9,209,1433,617,42,2097,6914,406,9419
POA5068,521,27,555,1908,747,48,2703,7729,357,10791
POA5069,215,15,235,1347,482,35,1866,5011,229,7109
POA5070,751,77,838,2405,786,65,3258,9387,490,13135
POA5072,447,15,466,2379,772,73,3221,8055,352,11635
POA5073,516,27,553,2898,953,81,3930,9607,421,13959
POA5074,492,88,581,2303,716,52,3078,8446,528,12050
POA5075,399,49,451,1663,756,58,2475,6806,349,9636
POA5076,148,7,157,1600,676,49,2325,5545,192,8065
POA5081,350,24,377,1476,645,50,2180,5830,347,8358
POA5082,338,30,368,2798,817,80,3700,9257,544,13490
POA5083,166,11,177,1403,448,49,1906,4512,175,6589
POA5084,153,14,166,1534,401,44,1977,6406,626,9008
POA5085,434,38,480,4508,964,94,5573,12974,1602,20149
POA5086,333,21,360,3198,834,64,4096,9575,631,14305
POA5087,308,19,332,2165,538,51,2753,7199,454,10411
POA5088,62,0,70,628,166,14,812,2100,157,3071
POA5089,82,4,91,1183,545,35,1766,3784,158,5711
POA5090,635,33,670,1178,493,48,1713,4980,261,6959
POA5091,136,14,149,1393,618,52,2060,4226,198,6495
POA5092,338,26,367,3029,1175,94,4300,10230,539,15062
POA5093,154,14,166,1465,487,39,1991,5488,294,7773
POA5094,7,0,7,127,36,3,169,555,64,786
POA5095,207,60,266,3743,965,109,4810,11952,662,17426
POA5096,202,24,233,2233,797,78,3102,7700,428,11224
POA5097,400,22,426,2273,940,88,3301,7946,320,11569
POA5098,330,66,402,2051,729,62,2842,7404,558,10804
POA5106,40,0,40,0,0,0,0,95,0,99
POA5107,243,33,282,3075,929,76,4081,10057,636,14772
POA5108,548,98,651,6742,2190,278,9214,23257,2045,34510
POA5109,427,37,465,3300,1223,113,4632,11396,774,16801
POA5110,139,15,159,1653,483,67,2201,4671,445,7318
POA5111,0,0,0,3,0,0,3,348,20,376
POA5112,454,108,564,2827,967,111,3903,11180,1293,16376
POA5113,358,54,420,2671,882,167,3727,10106,1383,15216
POA5114,373,52,427,6487,2093,329,8908,17700,1419,28030
POA5115,53,7,63,2553,617,144,3313,5812,428,9552
POA5116,287,26,317,1758,633,74,2459,5826,381,8667
POA5117,55,4,59,808,222,30,1066,1974,110,3141
POA5118,449,97,544,2935,1251,133,4313,10851,739,15904
POA5120,32,8,42,522,153,14,688,1374,172,2226
POA5121,47,9,56,362,142,12,515,1298,107,1921
POA5125,322,80,405,3456,1308,157,4926,11360,500,16781
POA5126,81,0,81,1357,540,50,1949,3921,182,6049
POA5127,107,7,113,1276,638,48,1963,4400,177,6542
POA5131,4,0,4,149,78,5,235,583,25,845
POA5132,3,0,3,69,35,4,113,245,7,365
POA5133,8,0,3,63,19,0,82,212,18,309
POA5134,14,0,14,73,40,6,118,228,30,373
POA5136,4,0,4,96,25,6,129,277,24,432
POA5137,8,0,8,78,49,4,132,320,17,473
POA5138,0,0,0,68,14,5,89,173,28,287
POA5139,3,0,3,49,19,4,75,134,8,222
POA5140,0,0,0,88,20,0,113,247,11,373
POA5141,6,0,6,140,64,12,209,389,37,630
POA5142,15,0,15,111,46,8,163,291,20,476
POA5144,9,0,9,63,44,3,110,247,11,370
POA5150,0,0,0,11,0,0,11,37,6,47
POA5151,3,0,5,60,29,4,98,228,13,338
POA5152,106,8,118,1205,474,56,1735,3347,140,5224
POA5153,99,9,102,1086,465,45,1597,3693,317,5608
POA5154,61,0,61,697,302,24,1021,1711,58,2791
POA5155,43,3,44,812,265,46,1126,1927,81,3136
POA5156,9,0,9,183,74,10,266,509,38,810
POA5157,27,7,31,438,293,26,758,1649,149,2557
POA5158,323,17,333,4551,1927,182,6665,13350,489,20503
POA5159,788,43,833,5679,2671,257,8599,18541,715,27866
POA5160,0,0,0,0,0,0,0,19,3,26
POA5161,279,27,299,1660,688,87,2431,5766,342,8541
POA5162,722,67,796,5491,2388,301,8178,19941,1269,29387
POA5163,233,45,280,2228,1051,114,3401,8150,702,12253
POA5164,102,38,143,665,275,45,983,2838,511,4339
POA5165,178,4,183,850,403,59,1306,3441,260,5015
POA5166,29,3,33,268,106,7,379,1111,74,1569
POA5167,171,14,187,1030,514,52,1589,3462,184,5238
POA5168,88,7,92,884,384,47,1317,3198,229,4738
POA5169,293,87,379,3757,1227,208,5189,10039,682,15915
POA5170,23,0,23,170,101,11,282,713,43,1039
POA5171,175,39,210,935,457,40,1427,3529,290,5247
POA5172,62,0,67,728,374,40,1144,2135,181,3464
POA5173,189,58,249,2316,810,134,3262,6652,626,10534
POA5174,19,0,19,496,194,16,702,1603,154,2470
POA5201,22,5,22,403,170,23,595,1116,147,1853
POA5202,5,0,7,177,67,5,247,438,46,733
POA5203,75,0,72,150,66,5,228,874,61,1158
POA5204,80,12,89,338,266,20,626,2167,186,2982
POA5210,6,0,6,312,116,16,448,973,82,1506
POA5211,848,75,928,1788,1070,140,2999,11069,681,14754
POA5212,140,15,159,240,156,13,405,1497,73,1979
POA5213,20,0,19,208,99,6,316,729,43,1090
POA5214,410,41,452,869,600,40,1510,6616,451,8585
POA5220,4,0,7,20,14,0,37,73,13,123
POA5221,8,0,8,23,8,4,34,242,23,302
POA5222,22,6,23,76,45,4,126,437,41,603
POA5223,63,25,89,522,210,39,771,2013,303,3084
POA5231,20,3,23,191,98,12,301,694,73,1074
POA5232,5,0,5,50,37,3,91,273,16,372
POA5233,31,33,62,224,114,7,344,853,84,1283
POA5234,18,0,14,219,79,5,306,746,55,1109
POA5235,23,14,37,380,158,23,560,1462,180,2204
POA5236,6,0,6,53,19,3,78,180,24,280
POA5237,0,0,0,35,36,0,74,227,14,309
POA5238,131,11,147,434,245,19,700,2879,291,3868
POA5240,4,0,4,91,35,3,127,293,27,445
POA5241,78,3,79,425,148,19,596,1346,116,2061
POA5242,45,7,50,319,87,11,416,934,89,1436
POA5243,10,0,10,117,75,3,195,473,49,723
POA5244,96,7,100,671,330,29,1035,2477,216,3723
POA5245,183,12,197,475,250,18,744,1876,134,2755
POA5250,42,3,44,705,270,40,1014,1884,87,2980
POA5251,363,29,397,3480,1120,168,4776,10008,623,15402
POA5252,39,4,45,1329,358,61,1743,3321,246,5312
POA5253,520,57,583,2526,1091,124,3739,10782,1511,16027
POA5254,31,0,33,404,174,15,593,1328,136,2063
POA5255,221,20,245,1467,723,90,2282,5668,464,8408
POA5256,29,5,33,147,99,8,257,1001,120,1379
POA5259,6,0,10,139,75,6,224,635,62,915
POA5260,51,7,57,163,96,9,272,1074,191,1537
POA5261,6,0,7,55,17,0,74,181,17,274
POA5262,4,0,7,87,17,3,106,234,34,372
POA5263,6,0,6,19,10,0,32,80,4,115
POA5264,43,5,49,149,70,0,226,746,131,1105
POA5265,4,0,6,66,22,0,93,246,31,363
POA5266,14,4,20,99,33,5,129,298,58,488
POA5267,44,5,49,311,88,19,421,1048,164,1633
POA5268,110,6,110,542,215,23,775,2067,211,3059
POA5269,0,0,0,42,6,0,50,150,36,236
POA5270,7,0,7,88,41,7,132,330,45,511
POA5271,177,30,206,1187,401,38,1631,4112,489,6230
POA5272,10,0,15,144,67,6,223,451,70,743
POA5273,0,0,0,25,5,0,33,55,6,91
POA5275,79,6,85,289,118,4,417,1514,138,2063
POA5276,26,0,30,160,99,10,267,819,71,1155
POA5277,54,0,59,429,168,16,612,1623,160,2394
POA5278,4,0,4,58,23,3,80,313,49,443
POA5279,9,0,9,70,28,4,101,301,57,462
POA5280,222,18,246,946,482,34,1462,4465,466,6392
POA5290,676,119,799,3767,1503,209,5485,14252,1284,21015
POA5291,88,45,130,1610,648,62,2326,4731,1236,8294
POA5301,3,0,3,83,37,5,113,268,27,414
POA5302,27,9,32,123,57,0,182,454,70,702
POA5303,0,0,0,32,0,0,32,82,10,128
POA5304,26,0,26,105,33,11,145,510,56,709
POA5306,0,0,0,14,3,0,19,38,6,63
POA5307,35,0,34,68,37,7,114,313,42,470
POA5308,3,0,3,18,4,0,20,81,9,119
POA5309,0,0,0,19,4,0,17,73,16,110
POA5310,0,0,0,10,0,0,8,15,0,26
POA5311,4,0,4,47,33,0,76,225,45,344
POA5320,15,5,18,67,33,3,107,456,48,612
POA5321,0,0,4,36,5,0,40,222,244,504
POA5322,10,3,12,130,43,0,174,572,54,800
POA5330,124,21,144,428,190,17,635,1975,210,2822
POA5331,7,0,7,32,20,6,56,192,13,273
POA5332,5,0,5,47,26,0,74,217,22,314
POA5333,189,26,217,889,355,50,1292,3330,374,4995
POA5340,14,4,14,177,65,12,252,872,100,1230
POA5341,226,17,248,1092,405,39,1528,4647,426,6605
POA5342,9,0,9,165,64,8,240,664,38,937
POA5343,155,18,178,617,245,27,886,2993,306,4186
POA5344,11,3,16,106,62,3,172,557,67,794
POA5345,145,15,158,478,195,16,686,2084,195,2962
POA5346,0,0,6,52,32,0,85,213,16,316
POA5350,0,0,0,101,41,3,136,284,18,443
POA5351,90,8,105,1078,416,39,1540,3246,218,4997
POA5352,203,22,229,824,338,18,1180,3076,205,4456
POA5353,59,3,64,600,233,14,846,2192,200,3239
POA5354,11,0,7,15,19,0,33,238,119,392
POA5355,243,16,261,1296,513,49,1857,4757,249,6865
POA5356,4,0,4,110,52,9,172,441,52,664
POA5357,4,0,10,46,22,0,75,257,54,379
POA5360,16,3,16,218,60,0,286,611,91,987
POA5371,7,0,7,243,82,14,336,676,60,1067
POA5372,40,3,41,503,179,25,712,1241,78,2033
POA5373,73,8,83,484,232,25,744,1995,142,2876
POA5374,40,0,43,181,100,5,288,884,89,1259
POA5381,8,0,9,46,16,5,70,212,17,291
POA5400,9,0,7,181,57,3,239,575,40,855
POA5401,32,3,39,109,58,9,170,470,38,682
POA5410,3,0,3,45,21,0,65,184,7,256
POA5411,3,0,6,47,16,3,67,182,24,269
POA5412,56,6,60,112,79,11,198,768,71,1038
POA5413,16,0,15,106,50,8,156,485,56,700
POA5414,3,0,3,16,4,0,23,84,10,117
POA5415,4,0,4,30,18,0,52,142,12,209
POA5416,0,0,0,25,7,4,39,126,11,178
POA5417,35,7,36,206,66,7,276,871,109,1252
POA5418,0,0,0,16,9,0,31,64,8,101
POA5419,8,0,11,41,8,0,51,112,27,192
POA5420,0,0,0,10,0,5,15,51,3,67
POA5421,0,3,4,15,7,0,19,86,16,125
POA5422,34,8,46,136,71,7,216,1014,214,1439
POA5431,42,11,48,94,57,0,156,515,64,729
POA5432,0,0,0,27,4,0,27,77,4,111
POA5433,35,3,39,128,75,5,211,785,134,1131
POA5434,9,0,16,45,26,0,71,229,46,345
POA5440,5,0,5,13,4,7,20,123,16,151
POA5451,15,0,9,88,43,5,127,455,26,611
POA5452,9,0,9,79,18,3,100,246,12,360
POA5453,135,18,154,750,323,42,1112,2781,295,4186
POA5454,3,0,3,61,27,5,94,186,17,305
POA5455,0,0,0,8,0,0,11,26,0,41
POA5460,4,0,4,116,70,10,195,373,27,591
POA5461,101,6,117,393,177,21,594,1393,123,2105
POA5462,3,0,3,82,34,3,125,272,30,419
POA5464,3,0,3,88,33,6,127,284,41,448
POA5470,3,0,3,14,4,0,15,103,5,127
