POA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
POA6424,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,7,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,20,11,34,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,14,14,31,0,0,0,0,0,0,14,14,31,3,6,14,38,34,72
POA6425,0,0,0,12,5,20,0,0,0,0,0,0,0,0,0,9,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,23,0,0,0,0,0,0,17,7,23,5,8,10,42,40,83
POA6426,0,7,8,55,51,108,0,0,0,3,0,4,0,0,0,126,95,220,0,0,0,5,5,3,0,0,0,0,5,5,0,0,3,0,3,4,0,0,0,0,0,0,0,5,5,0,0,0,4,0,3,11,19,31,6,3,7,6,0,9,217,188,406,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,208,105,315,0,0,0,0,0,3,211,109,315,117,43,155,552,348,894
POA6427,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,28,0,0,0,0,0,0,24,4,28,41,4,46,82,16,93
POA6428,0,0,0,6,6,4,0,0,0,0,0,0,0,0,0,4,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,9,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22,0,0,0,0,0,0,12,10,22,10,9,21,33,28,56
POA6429,5,6,12,52,37,87,0,0,0,13,17,32,0,0,0,51,47,99,14,19,36,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,3,4,12,9,24,0,0,0,3,5,11,5,11,12,15,14,33,0,0,0,191,175,365,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,9,0,7,205,134,337,0,0,0,0,0,0,205,134,342,147,93,240,555,409,967
POA6430,89,158,248,796,817,1615,0,0,0,182,203,384,5,9,11,2111,2124,4235,46,66,122,28,32,63,38,49,85,87,105,188,37,36,73,6,3,13,91,88,180,101,113,216,138,134,273,15,19,34,56,62,115,156,193,345,458,545,1005,19,18,32,4365,4637,9000,188,166,356,142,96,237,3,0,6,0,5,4,39,41,82,24,26,51,64,72,139,5249,4412,9664,29,23,48,7,22,28,5291,4455,9747,1208,985,2193,11354,10567,21920
POA6431,0,0,0,20,9,36,0,0,0,0,0,0,0,0,0,41,11,49,6,11,23,0,0,0,0,0,0,3,6,6,6,4,11,0,0,0,15,23,41,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,89,85,177,0,0,0,198,155,357,0,0,0,0,0,0,0,0,0,25,31,59,0,0,0,0,5,4,27,35,61,216,125,341,4,0,5,0,4,4,221,129,353,126,40,162,572,362,935
POA6432,25,44,70,214,199,416,0,0,0,67,61,127,0,3,5,534,507,1039,16,27,46,4,6,10,16,21,35,28,24,54,23,17,41,0,0,0,25,25,50,20,17,38,29,30,62,9,7,11,11,14,27,33,38,71,103,128,228,3,13,17,1144,1141,2281,10,6,19,18,15,35,0,0,0,0,0,0,0,3,9,10,19,25,9,22,31,1787,1434,3225,3,3,7,7,4,7,1797,1448,3245,903,564,1470,3910,3242,7150
POA6434,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,17,3,22,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,33,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,7,66,0,0,0,0,0,0,56,7,66,58,18,77,147,38,184
POA6436,3,0,3,6,4,12,0,0,0,0,0,0,0,0,0,9,4,15,6,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,6,8,10,0,0,0,30,26,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,18,48,0,0,0,0,0,0,33,18,48,37,12,50,97,56,153
POA6437,0,3,3,15,13,36,0,0,0,3,5,6,0,0,0,56,44,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,8,0,0,0,5,0,5,0,0,4,12,3,18,0,0,0,102,79,177,0,0,0,6,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,126,324,0,0,0,0,0,0,205,126,323,154,70,229,467,282,747
POA6438,6,9,17,16,23,38,0,0,0,10,0,7,0,0,0,35,32,69,4,15,16,4,0,4,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,4,6,14,0,0,0,0,6,6,6,9,17,15,8,27,0,0,5,106,101,209,6,0,3,7,3,9,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,164,130,290,0,6,5,0,0,0,166,134,298,223,74,293,516,325,837
POA6440,6,0,7,39,12,46,0,0,0,3,0,7,0,0,0,67,35,105,43,39,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,10,0,0,0,3,0,3,11,12,16,30,21,52,0,0,0,210,127,343,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,311,181,487,5,0,3,0,0,0,313,177,492,368,103,472,916,419,1333
POA6442,6,15,21,109,102,203,0,0,0,6,5,7,0,0,0,128,134,257,0,0,4,9,6,9,10,15,25,4,7,11,5,3,6,0,0,0,6,6,15,8,4,11,9,12,19,0,0,0,3,0,0,9,18,25,32,36,64,0,9,11,332,347,678,4,0,7,3,10,10,0,0,0,0,0,0,0,0,0,3,7,10,3,7,10,613,529,1148,0,0,3,3,3,11,621,536,1156,318,269,585,1284,1180,2472
POA6443,7,6,17,32,35,70,0,0,0,3,12,17,0,0,0,56,44,101,9,5,12,4,0,4,0,0,0,0,0,4,8,0,8,0,0,0,0,7,7,0,4,10,5,4,6,0,0,0,0,6,4,6,3,9,8,3,15,0,0,0,132,121,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,3,170,116,283,0,0,0,0,0,0,171,116,283,98,67,170,404,315,722
POA6445,0,0,0,8,4,10,0,0,0,0,0,0,0,0,0,18,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,9,0,10,0,4,3,0,0,0,33,25,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,42,80,0,0,4,0,0,0,42,43,86,8,10,20,81,78,159
POA6446,0,0,0,3,8,9,0,0,0,0,0,0,0,0,0,7,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,74,0,0,0,0,0,0,40,41,74,3,3,6,60,56,113
POA6447,0,0,0,7,12,20,0,0,0,0,0,5,0,0,0,10,11,22,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,39,29,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,43,93,0,0,0,0,0,0,49,43,93,9,5,14,95,79,174
POA6448,0,0,0,27,19,44,0,0,0,3,6,6,0,0,0,25,22,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,23,22,45,0,0,0,88,79,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,89,186,0,0,0,0,0,0,93,89,186,24,31,58,213,194,406
POA6450,33,59,90,674,757,1433,0,0,0,94,104,192,0,0,4,709,811,1516,15,28,44,3,11,13,53,73,119,4,7,5,68,89,157,0,6,4,38,43,78,45,48,86,78,99,183,7,8,18,31,32,60,167,219,385,291,307,601,9,4,17,2279,2641,4921,6,4,15,9,7,18,0,0,0,3,3,9,0,0,5,8,12,23,15,13,29,3377,3045,6426,14,8,20,8,10,18,3399,3072,6474,876,735,1614,6624,6540,13159
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6460,0,0,0,58,58,114,0,0,0,0,4,8,0,0,0,73,70,144,0,0,6,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,5,3,6,0,0,0,0,0,0,12,19,33,8,12,19,0,0,0,164,175,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,137,112,251,0,0,0,0,5,4,142,119,261,43,39,84,353,337,688
POA6461,0,0,0,48,45,93,0,0,0,5,0,3,0,0,0,21,32,53,0,0,0,0,0,0,12,4,15,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,7,11,20,6,9,6,0,0,0,98,106,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,108,232,0,0,0,0,0,0,128,108,234,33,20,53,253,238,494
POA6462,0,0,0,13,11,25,0,0,0,0,6,11,0,0,0,13,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,6,21,7,11,16,0,0,0,45,48,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,28,64,0,0,0,0,0,0,35,30,67,10,5,14,90,80,177
POA6463,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,0,0,0,0,0,0,3,9,9,0,0,0,14,6,23
POA6465,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,9,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,0,0,0,0,0,0,3,8,12,4,5,5,23,22,42
POA6466,0,0,0,9,4,14,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,4,3,0,4,20,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,26,0,0,0,0,0,0,15,12,26,4,0,3,33,26,56
POA6467,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,12,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,18,0,0,0,0,0,0,5,9,18,0,6,6,15,16,30
POA6468,0,0,0,7,10,28,0,0,0,0,0,0,0,0,0,20,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,3,0,3,0,0,0,39,40,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,36,76,0,0,0,0,0,0,42,36,76,22,19,40,106,89,194
POA6470,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,3,7,0,0,0,13,10,20
POA6472,0,0,0,18,15,32,0,0,0,0,0,0,0,0,0,15,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,6,0,3,8,4,8,46,37,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,56,0,0,0,0,0,0,32,20,56,9,5,9,88,64,151
POA6473,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,8,7,10,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,15,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,18,0,0,0,0,0,0,5,13,19,3,0,3,22,34,53
POA6475,0,0,0,33,29,66,0,0,0,0,0,0,0,0,0,33,23,58,0,0,0,0,0,0,0,0,3,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,6,4,7,0,0,0,0,0,0,4,0,14,3,0,3,0,0,0,82,72,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,91,75,162,0,0,0,0,0,0,88,75,165,20,10,23,193,153,350
POA6476,0,0,0,7,7,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,22,0,0,0,0,0,0,10,7,22,5,3,6,21,18,44
POA6477,0,0,0,15,32,50,0,0,0,0,0,0,0,0,0,20,17,28,3,6,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,15,7,3,7,0,0,0,53,60,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,43,95,0,0,0,0,0,0,57,45,101,19,12,34,123,117,242
POA6479,4,0,4,30,18,48,0,0,0,7,5,13,0,0,0,34,41,70,27,30,51,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,3,9,0,0,0,3,4,9,11,22,33,18,21,43,0,0,0,141,144,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,74,189,4,0,6,0,0,0,122,76,193,43,32,74,304,251,558
POA6480,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,4,0,0,0,9,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,6,3,11,4,0,9,20,16,39
POA6484,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,15,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,5,9,3,0,0,20,14,35
POA6485,0,0,0,52,62,113,0,0,0,0,4,4,0,0,0,32,18,53,5,0,5,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,3,3,9,0,4,10,0,4,5,0,0,0,0,0,0,6,7,14,13,4,10,0,0,0,113,106,218,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,81,171,0,0,0,0,0,0,90,81,172,26,29,49,234,214,447
POA6487,0,0,0,5,6,9,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,17,0,0,0,0,0,0,11,5,17,0,0,0,19,21,45
POA6488,0,0,0,8,13,23,0,0,0,0,0,0,0,0,0,15,10,26,0,0,0,5,0,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,0,3,0,0,0,30,29,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,30,73,0,0,0,0,0,0,43,30,73,14,14,24,90,79,162
POA6489,0,0,0,12,4,14,0,0,0,0,0,0,0,0,0,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,16,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,43,0,0,0,0,0,0,21,22,43,10,5,13,46,43,86
POA6490,0,0,0,20,18,34,0,0,0,3,0,3,0,0,0,9,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,4,0,3,0,0,0,39,41,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,53,116,0,0,0,0,0,0,69,53,116,35,21,56,136,120,255
POA6501,3,3,6,62,95,152,0,0,0,5,5,11,0,0,0,81,61,139,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,8,0,4,6,10,6,20,0,0,0,7,3,12,9,7,19,5,9,14,0,0,0,181,200,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,246,214,463,0,0,0,0,0,0,251,214,464,35,40,75,467,458,921
POA6502,0,3,4,73,88,162,0,0,0,5,9,9,0,0,0,80,104,186,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,3,4,5,16,9,12,14,4,0,5,0,3,6,11,18,26,24,27,45,0,0,0,224,264,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,252,517,0,0,0,0,4,6,273,256,525,110,94,207,605,611,1221
POA6503,10,18,30,155,188,343,0,0,0,13,6,23,0,0,0,206,176,373,0,0,0,0,5,7,9,8,16,0,3,5,7,0,7,0,0,0,0,6,9,7,10,14,25,33,54,0,0,0,10,4,14,45,50,96,35,39,77,0,0,0,511,520,1038,0,0,9,5,3,8,0,0,0,0,0,0,0,0,0,8,4,6,8,4,6,568,452,1021,0,0,0,3,3,5,571,455,1026,133,101,243,1251,1110,2354
POA6504,0,0,0,16,9,26,0,0,0,0,4,6,0,0,0,15,20,34,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,3,3,5,8,3,13,0,0,0,43,46,93,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,29,59,0,0,0,0,0,0,34,29,59,27,20,46,110,100,213
POA6505,0,0,0,17,9,30,0,0,0,0,0,0,0,0,0,19,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,9,4,10,0,4,0,0,0,0,36,32,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,19,56,0,0,0,0,0,0,29,19,56,4,5,3,74,63,134
POA6506,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,26,0,0,0,0,0,0,14,11,26,3,6,12,32,28,58
POA6507,0,0,0,49,48,102,0,0,0,4,0,3,0,0,0,28,25,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,4,4,3,0,0,0,3,3,4,3,3,8,11,7,16,0,3,3,110,94,199,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,4,122,96,220,4,0,4,0,0,0,123,96,222,68,32,97,305,220,530
POA6509,0,0,0,9,6,12,0,0,0,0,0,4,0,0,0,28,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,36,31,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,45,0,0,0,0,0,0,23,22,45,15,15,31,78,68,152
POA6510,0,4,0,141,165,299,0,0,0,20,17,38,0,0,0,186,210,402,0,0,0,0,3,4,0,0,3,0,0,0,4,4,6,3,5,4,0,6,3,0,0,0,11,6,18,0,0,0,0,0,7,30,33,66,15,29,43,5,0,3,419,483,902,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,4,7,3,10,406,353,757,0,0,4,0,0,0,407,353,764,134,133,268,972,971,1940
POA6511,0,4,7,43,43,85,0,0,0,0,4,3,0,0,0,37,37,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,3,9,7,0,0,0,0,0,0,13,9,23,6,5,7,0,0,0,101,110,210,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,128,84,215,0,0,0,0,0,0,128,84,214,24,17,41,255,227,480
POA6512,0,0,0,12,10,13,0,0,0,0,0,0,0,0,0,3,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,4,0,7,0,0,0,17,27,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,29,0,0,0,0,0,0,17,7,29,9,3,15,49,42,92
POA6513,0,0,0,20,19,38,0,0,0,0,0,0,0,0,0,10,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,0,4,0,4,4,0,4,0,0,0,31,38,72,0,0,0,0,0,0,0,0,0,3,8,6,0,0,0,0,0,0,3,6,6,36,29,68,0,0,0,0,0,0,36,29,68,12,10,18,85,80,162
POA6514,0,0,3,69,68,140,0,0,0,4,3,3,0,0,0,46,58,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,5,0,5,0,0,0,14,13,28,6,9,7,0,0,0,146,152,294,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,6,5,4,6,5,164,97,267,0,0,0,0,0,0,166,104,269,36,27,58,350,288,639
POA6515,0,6,6,22,28,47,0,0,0,0,0,0,0,0,0,22,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,12,11,22,6,5,13,0,0,0,61,65,120,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,53,127,0,0,0,0,0,0,78,53,127,34,28,64,176,142,323
POA6516,5,3,3,144,149,293,0,0,0,11,8,20,0,0,0,111,145,253,0,0,0,0,5,5,0,0,0,0,0,0,6,10,13,0,0,0,0,0,7,0,0,0,13,17,26,0,0,0,0,0,0,17,17,30,16,19,29,0,0,0,310,367,682,7,5,10,4,6,10,0,0,0,0,0,0,0,0,0,0,6,10,0,6,10,565,482,1048,4,0,4,0,0,0,567,490,1054,125,91,213,1016,965,1985
