POA_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
POA5373,45,23,27,27,27,32,26,24,10,241,570,317,325,358,411,586,502,295,83,3447
POA5374,25,12,14,10,13,15,21,15,0,125,233,148,142,126,182,260,239,123,43,1496
POA5381,11,0,3,4,0,4,0,4,0,26,45,35,21,35,41,64,56,25,9,331
POA5400,16,12,8,11,9,13,0,0,0,69,210,216,136,134,130,151,69,21,7,1074
POA5401,7,8,5,16,12,4,3,4,4,63,151,89,72,104,104,137,104,46,39,846
POA5410,8,0,0,0,4,6,0,0,0,18,63,40,32,30,46,55,32,12,3,313
POA5411,8,4,3,4,3,6,8,5,0,41,68,42,30,33,38,60,44,23,6,344
POA5412,12,14,8,5,6,19,11,13,8,96,154,104,83,83,124,207,229,149,60,1193
POA5413,0,7,9,4,7,18,6,12,0,63,121,80,77,75,102,160,128,72,15,830
POA5414,0,0,0,0,4,6,0,0,0,10,19,10,18,12,16,23,26,8,3,135
POA5415,0,0,0,0,6,5,0,0,0,11,35,17,16,23,37,47,54,16,4,249
POA5416,0,5,4,3,0,0,3,0,0,15,29,24,21,22,29,38,34,4,0,201
POA5417,36,22,3,18,11,29,28,20,3,170,247,121,103,145,171,266,263,142,36,1494
POA5418,3,0,4,3,0,5,0,0,0,15,24,12,16,11,15,25,15,5,0,123
POA5419,5,0,0,5,5,8,0,6,0,29,58,19,26,27,32,49,20,14,11,256
POA5420,0,0,0,0,0,0,0,0,0,0,11,7,14,7,10,13,6,9,0,77
POA5421,4,3,3,3,0,0,8,0,3,24,8,11,15,7,25,28,29,4,4,131
POA5422,32,24,30,34,35,49,31,22,11,268,220,129,121,160,216,315,314,152,46,1673
POA5431,13,10,4,8,9,14,11,8,14,91,130,72,67,73,104,161,139,64,48,858
POA5432,0,0,0,3,0,0,4,0,0,7,38,7,16,19,7,23,29,16,0,155
POA5433,21,17,21,20,11,24,24,15,5,158,179,114,128,102,151,229,239,127,39,1308
POA5434,3,7,4,0,12,7,11,4,0,48,56,25,36,43,68,63,76,20,16,403
POA5440,0,0,0,0,4,9,0,0,0,13,18,24,15,16,27,36,19,7,5,167
POA5451,0,7,0,3,6,6,4,10,0,36,89,50,51,63,103,145,128,61,9,699
POA5452,6,0,0,0,0,0,4,0,0,10,94,37,45,58,59,73,60,19,9,454
POA5453,87,47,55,49,59,66,53,22,12,450,915,476,548,573,664,708,681,378,154,5097
POA5454,10,3,3,5,0,0,3,0,0,24,89,30,33,56,44,55,53,24,3,387
POA5455,0,0,0,0,0,0,0,0,0,0,6,4,8,5,5,8,0,0,0,36
POA5460,3,7,4,4,5,5,3,3,0,34,157,89,71,83,99,106,86,51,4,746
POA5461,35,30,15,6,29,18,24,14,14,185,496,281,268,233,342,325,335,204,117,2601
POA5462,6,0,3,5,4,9,4,0,0,31,95,72,50,60,59,88,62,31,3,520
POA5464,6,5,4,9,6,13,8,8,0,59,118,39,53,64,76,105,80,34,3,572
POA5470,0,0,0,0,0,3,0,5,0,8,18,11,10,12,17,38,23,19,3,151
POA5471,0,0,0,0,0,4,0,0,0,4,15,4,0,6,12,18,9,7,0,71
POA5472,9,0,6,5,5,0,9,5,0,39,25,16,8,19,33,33,39,17,0,190
POA5473,22,4,6,13,10,8,10,10,0,83,118,72,66,65,82,127,137,63,10,740
POA5480,12,9,3,6,6,8,9,12,0,65,169,70,69,84,102,135,144,83,30,886
POA5481,3,0,0,0,8,7,10,7,0,35,44,36,19,40,63,125,110,46,10,493
POA5482,8,0,0,6,3,7,0,0,0,24,74,29,38,48,50,86,62,53,38,478
POA5483,4,0,3,10,5,6,3,7,0,38,63,27,29,36,43,51,52,29,12,342
POA5485,19,8,0,11,9,22,10,9,0,88,117,64,54,64,62,143,102,54,10,670
POA5490,5,0,0,0,0,4,0,4,0,13,38,11,9,27,15,41,11,17,0,169
POA5491,16,13,11,11,14,9,4,7,6,91,324,164,180,184,202,280,233,157,77,1801
POA5493,0,0,0,0,0,4,0,0,0,4,3,7,0,4,11,13,4,13,0,55
POA5495,5,9,6,0,13,16,18,11,3,81,47,33,45,31,80,143,138,63,7,587
POA5501,127,96,82,80,110,82,31,26,11,645,1548,964,1024,992,1273,1231,747,300,76,8155
POA5502,36,27,34,28,18,27,16,15,0,201,304,201,230,214,212,257,162,104,21,1705
POA5510,0,0,0,0,0,5,0,0,0,5,13,10,11,6,15,24,15,6,0,100
POA5520,13,7,3,11,4,10,3,7,0,58,96,33,45,49,63,98,89,46,14,533
POA5521,0,0,0,0,0,0,0,6,0,6,22,20,8,21,15,25,18,21,4,154
POA5522,12,9,8,0,8,22,25,17,4,105,177,76,89,86,138,292,338,220,93,1509
POA5523,24,11,9,9,15,15,15,17,5,120,378,140,193,198,218,301,279,163,72,1942
POA5540,308,176,174,148,169,127,103,73,29,1307,2633,1870,1711,1519,1974,2084,1809,1196,453,15249
POA5550,13,9,6,8,7,21,24,3,0,91,171,113,116,111,135,144,112,54,10,966
POA5552,16,4,8,7,3,8,8,0,3,57,79,31,34,42,49,54,38,15,3,345
POA5554,79,53,51,45,58,63,33,41,23,446,927,579,574,580,663,750,687,438,187,5385
POA5555,11,4,6,5,7,19,10,0,0,62,76,33,49,33,65,98,107,47,8,516
POA5556,65,22,23,52,48,71,60,42,7,390,572,318,296,412,495,815,883,494,140,4425
POA5558,73,30,42,30,37,84,110,63,43,512,632,319,392,355,564,889,1203,663,201,5218
POA5560,7,5,5,6,10,5,5,12,3,58,84,36,28,52,65,66,74,43,7,455
POA5570,10,5,0,10,0,8,16,3,0,52,72,32,29,50,57,111,169,65,9,594
POA5571,21,11,15,15,17,25,38,23,12,177,210,113,137,150,170,349,499,255,96,1979
POA5572,0,6,0,0,0,0,4,0,0,10,24,16,17,18,16,33,20,6,0,150
POA5573,57,25,23,20,29,47,31,24,14,270,379,173,179,208,256,385,311,233,87,2211
POA5575,39,14,16,21,16,31,34,21,11,203,344,157,175,195,244,432,473,267,94,2381
POA5576,5,7,10,10,25,18,33,10,4,122,155,97,78,92,145,201,237,99,30,1134
POA5577,18,7,6,5,9,8,10,5,5,73,73,52,48,56,66,114,102,42,16,569
POA5580,3,0,0,4,5,0,9,0,0,21,63,25,25,37,42,70,54,35,17,368
POA5581,0,3,0,0,0,11,12,3,0,29,33,21,30,23,49,113,176,83,38,566
POA5582,0,4,4,0,0,8,13,10,4,43,75,16,49,36,55,115,133,100,17,596
POA5583,15,6,6,0,8,11,24,7,0,77,78,48,43,53,84,162,217,114,24,823
POA5600,80,47,45,54,71,73,34,19,9,432,986,610,709,697,917,957,673,427,175,6151
POA5601,0,0,0,0,0,0,3,0,0,3,0,4,3,3,10,25,35,10,4,94
POA5602,26,11,15,23,32,23,32,13,0,175,225,85,134,137,171,217,243,103,35,1350
POA5603,3,0,6,3,0,7,7,4,0,30,86,28,46,38,49,82,67,18,4,418
POA5604,0,0,4,0,5,3,3,0,0,15,24,8,21,14,29,55,34,20,4,209
POA5605,29,5,12,17,8,21,30,20,3,145,270,120,131,166,190,272,342,242,108,1841
POA5606,260,173,169,153,171,164,136,94,59,1379,2604,1642,1812,1633,1786,1926,1671,960,432,14466
POA5607,95,44,72,104,134,107,83,23,4,666,1069,402,495,728,776,881,701,258,50,5360
POA5608,306,168,184,156,169,180,93,79,36,1371,2362,1589,1669,1375,1756,1829,1307,900,254,13041
POA5609,24,13,24,18,16,8,4,9,6,122,446,244,325,278,266,171,114,92,19,1955
POA5611,0,0,0,0,5,0,8,0,0,13,16,11,5,9,27,17,26,15,0,126
POA5630,0,0,0,0,0,4,0,0,0,4,24,17,15,11,28,16,13,8,0,132
POA5631,6,5,0,6,12,5,15,10,0,59,230,116,106,121,149,116,110,72,43,1063
POA5632,7,0,0,0,5,8,0,0,0,20,65,24,30,25,36,36,7,15,0,238
POA5633,6,0,4,0,4,0,7,0,0,21,67,28,36,20,39,47,25,10,6,278
POA5640,4,6,9,7,8,18,10,13,7,82,191,73,113,103,118,157,134,100,51,1040
POA5641,17,12,9,16,7,4,9,9,5,88,213,74,104,130,102,149,116,82,39,1009
POA5642,8,0,5,5,5,0,0,0,0,23,49,30,20,28,41,43,21,8,4,244
POA5650,9,7,4,0,6,5,5,0,0,36,48,18,21,21,25,22,12,0,3,170
POA5651,0,0,0,0,0,4,4,0,0,8,9,7,0,0,13,12,9,0,0,50
POA5652,8,4,5,9,8,7,4,3,6,54,138,46,69,86,75,81,89,42,36,662
POA5653,0,5,0,4,0,3,0,0,0,12,17,11,5,8,10,15,3,0,0,69
POA5654,13,3,0,0,4,9,0,0,0,29,49,13,29,25,38,40,15,18,6,233
POA5655,0,0,0,0,0,0,4,0,0,4,28,6,9,13,11,9,19,6,0,101
POA5660,0,0,0,0,0,0,0,0,0,0,8,9,10,3,4,7,0,0,0,41
POA5661,6,0,4,8,5,4,3,0,0,30,41,8,17,18,17,17,20,8,0,146
POA5670,10,4,3,6,3,8,6,0,0,40,102,38,35,76,46,90,68,34,8,497
POA5671,0,3,3,5,0,4,0,5,0,20,33,15,17,22,23,23,23,7,0,163
POA5680,35,19,20,15,21,28,28,15,14,195,359,151,208,223,273,370,350,127,61,2122
POA5690,135,54,58,68,94,70,44,19,5,547,807,433,536,438,586,521,406,185,48,3960
POA5700,286,156,161,151,168,159,93,51,21,1246,2035,1235,1553,1206,1357,1553,1170,702,231,11042
POA5701,0,4,0,5,0,0,0,0,0,9,7,4,4,6,0,10,7,0,0,38
POA5710,50,77,271,193,74,46,23,18,6,758,507,293,546,443,325,317,236,98,22,2787
POA5713,0,0,0,0,0,0,0,0,0,0,9,3,0,0,4,4,0,0,0,20
POA5715,0,0,0,0,0,0,0,0,0,0,6,5,0,0,6,9,0,0,0,26
POA5717,0,0,0,0,0,3,0,0,0,3,3,3,6,0,9,6,3,0,0,30
POA5719,0,5,3,0,5,0,0,0,0,13,3,16,10,11,8,4,8,0,0,60
POA5720,0,6,14,4,7,6,0,0,0,37,21,28,48,44,50,42,14,0,3,250
POA5722,6,0,0,4,4,11,4,5,0,34,27,17,17,22,40,62,51,25,10,271
POA5723,32,32,65,40,49,53,59,42,13,385,207,161,297,213,208,255,266,171,30,1808
POA5724,0,0,3,0,3,0,0,0,0,6,11,7,23,10,17,11,7,0,0,86
POA5725,107,73,114,83,79,44,4,5,0,509,1024,437,856,746,510,346,53,14,3,3989
POA5730,0,5,0,0,3,6,0,0,0,14,20,22,10,10,12,21,17,5,0,117
POA5731,10,13,18,9,10,5,4,0,0,69,32,25,45,37,39,46,9,4,0,237
POA5732,0,5,4,5,4,0,7,0,0,25,21,12,21,19,28,24,17,3,0,145
POA5733,0,0,0,0,3,3,7,0,0,13,17,10,22,8,21,26,21,11,0,136
POA5734,5,0,8,0,4,0,0,0,0,17,22,14,19,10,14,20,14,0,0,113
POA5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6000,81,310,616,314,218,169,82,60,18,1868,954,1956,4789,2596,1363,1116,682,272,83,13811
POA6003,29,57,184,58,41,25,17,8,0,419,279,420,1337,647,361,298,200,80,22,3644
POA6004,83,114,325,235,184,129,102,42,5,1219,873,1232,3449,2106,1319,1292,964,352,98,11685
POA6005,24,47,153,98,62,49,31,18,4,486,476,581,1927,1171,599,562,415,263,108,6102
POA6006,71,54,117,103,76,69,62,30,16,598,1498,996,1734,1578,1258,1163,755,405,250,9637
POA6007,42,61,170,79,74,61,54,12,18,571,1098,792,1851,1312,1014,800,684,308,234,8093
POA6008,135,108,188,155,140,129,138,86,54,1133,2616,1683,2479,2293,2027,1915,1812,969,327,16121
POA6009,144,239,117,123,105,104,117,71,28,1048,3049,3983,2009,2034,2221,1959,1962,1225,493,18935
POA6010,167,166,180,122,161,140,149,112,105,1302,3245,2544,1950,1995,2577,2255,2046,1514,742,18868
POA6011,65,93,85,86,73,94,62,60,45,663,1483,1311,1008,947,1281,1297,1099,669,254,9349
POA6012,90,92,91,86,96,92,73,58,40,718,1549,1185,1009,1139,1334,1141,995,594,211,9157
POA6014,185,110,156,135,149,139,120,63,45,1102,4377,2547,2615,3240,3105,2453,1896,1140,716,22089
POA6015,60,49,30,29,63,52,42,34,15,374,1205,973,382,582,1121,998,646,575,319,6801
POA6016,122,75,98,99,86,71,42,20,7,620,2230,1114,1749,1947,1522,1085,686,307,173,10813
POA6017,37,34,126,76,45,34,24,11,0,387,501,424,1364,858,436,381,310,177,67,4518
POA6018,430,293,462,389,340,262,210,217,197,2800,7743,4605,5840,6410,5613,4412,3597,2642,1387,42249
POA6019,226,193,438,334,211,145,147,63,21,1778,3953,2505,4712,3987,3223,2517,1841,1167,454,24359
POA6020,214,140,104,162,215,169,181,89,31,1305,4234,2429,1613,2791,3144,3000,3297,1580,489,22577
POA6021,193,137,222,204,179,160,123,100,47,1365,3424,2182,2950,3121,2702,2409,2099,1457,640,20984
POA6022,44,31,31,44,44,16,29,14,8,261,1027,496,673,752,646,518,665,357,70,5204
POA6023,156,83,77,119,149,87,100,44,22,837,3455,1717,1184,2270,2324,1779,1957,988,314,15988
POA6024,161,104,90,129,146,92,82,49,10,863,2614,1465,1577,2022,1841,1406,1741,870,185,13721
POA6025,324,200,256,286,263,236,159,74,44,1842,6013,3546,3690,4389,4229,4099,3618,1554,449,31587
POA6026,194,137,114,155,185,176,124,68,79,1232,4149,2623,1827,3002,2998,3384,2873,1183,740,22779
POA6027,435,363,382,410,416,430,258,149,71,2914,7522,5362,5246,5820,5796,5972,4563,1861,695,42837
POA6028,212,221,165,185,297,216,99,34,16,1445,4389,3453,2229,2815,4196,3679,1877,718,213,23569
POA6029,26,25,28,19,17,24,16,10,3,168,521,381,216,352,415,368,328,192,73,2846
POA6030,698,466,450,462,485,373,192,128,79,3333,8040,5689,5317,5360,6004,4806,2902,1935,793,40846
POA6031,301,168,188,198,185,115,59,22,0,1236,4700,2526,2988,3055,2498,1638,873,300,58,18636
POA6032,0,6,0,0,5,7,4,0,0,22,28,28,15,19,35,39,17,9,0,190
POA6033,6,3,15,5,6,9,4,0,0,48,71,55,55,51,70,75,48,13,8,446
POA6034,74,38,70,53,39,13,6,0,0,293,1044,431,867,575,386,217,137,46,0,3703
POA6035,226,122,153,153,125,96,46,29,9,959,2757,1186,1491,1556,1413,1117,852,503,151,11026
POA6036,312,202,205,191,237,121,47,32,6,1353,4001,2690,2443,2579,2702,1634,981,401,81,17512
POA6037,85,47,38,78,64,60,26,14,6,418,871,372,440,481,570,522,355,175,35,3821
POA6038,154,85,137,133,112,59,17,9,0,706,2711,1179,2030,1735,1238,704,415,147,35,10194
POA6041,15,13,11,26,29,20,28,13,6,161,238,148,120,153,253,244,277,138,27,1598
POA6042,4,0,0,3,4,4,5,5,0,25,9,3,10,8,7,15,44,10,4,110
POA6043,0,3,0,0,11,3,5,4,0,26,8,12,17,5,47,53,62,26,3,233
POA6044,19,14,12,13,21,27,22,16,0,144,124,92,142,122,176,230,255,123,35,1299
POA6050,131,102,174,127,129,117,98,121,110,1109,2212,1947,2369,2126,2018,1860,1520,999,707,15758
POA6051,137,106,261,193,134,94,76,27,7,1035,1728,1323,3215,2464,1572,1256,1073,449,114,13194
POA6052,107,85,83,98,101,77,60,31,17,659,2022,1261,1603,1844,1601,1448,1027,498,242,11546
POA6053,124,109,148,163,153,110,83,56,54,1000,2618,1476,2361,2434,2102,1780,1346,740,428,15285
POA6054,327,203,258,263,251,209,151,89,32,1783,3729,2235,2951,3043,2859,2647,2060,1096,410,21030
POA6055,400,242,519,422,292,189,107,51,14,2236,7673,3372,6511,5777,3601,2686,1717,749,234,32320
POA6056,595,461,524,460,517,449,307,205,169,3687,6956,5003,5593,5181,5479,5320,4228,2436,971,41167
POA6057,231,142,200,160,168,150,84,48,24,1207,3125,1982,2253,2201,2190,2141,1573,908,318,16691
POA6058,182,112,140,167,127,122,83,37,24,994,2489,1466,1856,1942,1638,1505,1352,665,267,13180
POA6059,208,190,178,201,222,173,149,109,67,1497,3718,2777,2968,3120,3322,3065,2532,1847,815,24164
POA6060,235,180,386,283,243,198,113,68,44,1750,3552,2369,5500,4356,3039,2637,2028,1228,786,25495
POA6061,859,492,732,700,454,367,225,131,50,4010,8093,4865,8542,6827,4405,3935,2908,1561,546,41682
POA6062,359,273,342,332,285,278,167,130,59,2225,5508,3833,5124,4715,4184,4015,3623,2271,876,34149
POA6063,294,172,189,157,147,136,59,36,11,1201,3175,2039,2072,2197,1907,1858,1205,456,138,15047
POA6064,541,306,320,329,296,257,196,101,27,2373,5941,4158,4155,4149,3971,3822,2904,1467,506,31073
POA6065,830,542,583,625,609,416,267,139,64,4075,15465,8599,9009,11029,9414,6672,4788,2558,915,68449
POA6066,288,190,182,163,164,180,103,35,17,1322,3546,2618,2363,2234,2481,2824,1544,658,198,18466
POA6067,0,0,0,0,0,5,0,0,0,5,15,0,14,7,0,5,0,0,0,41
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
POA6069,865,460,491,570,501,283,146,62,32,3410,11760,5941,6749,7490,6010,4037,2556,1351,451,46345
POA6070,46,24,18,28,40,32,22,19,4,233,763,377,237,492,568,521,452,255,58,3723
POA6071,24,32,18,36,54,36,27,17,12,256,601,396,282,384,558,543,463,220,64,3511
POA6072,12,11,17,3,11,14,7,0,0,75,129,96,80,95,125,144,104,42,10,825
POA6073,34,19,22,20,41,36,28,23,15,238,490,313,245,320,449,484,457,293,140,3191
POA6074,13,7,5,14,21,13,5,0,4,82,167,102,92,109,162,149,142,58,17,998
POA6076,209,137,102,183,205,187,141,134,68,1366,3940,2560,1548,2472,3224,3007,2969,1914,676,22310
POA6077,16,19,7,13,14,26,15,12,0,122,187,227,97,123,190,301,302,188,35,1650
POA6078,13,12,9,10,11,22,12,0,0,89,165,134,80,102,121,165,127,43,5,942
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,5,0,23
POA6081,63,32,43,43,55,49,30,15,8,338,926,590,470,597,776,752,519,232,55,4917
POA6082,45,36,41,38,43,42,36,18,3,302,678,380,368,428,477,534,366,161,35,3427
POA6083,29,36,29,43,70,59,28,15,4,313,536,431,244,375,684,668,403,183,41,3565
POA6084,136,116,102,95,154,142,63,29,7,844,1774,1203,1020,1094,1447,1306,833,325,64,9066
POA6090,0,0,3,0,0,0,0,0,0,3,0,0,10,11,0,0,0,0,0,21
POA6100,128,175,279,213,154,142,93,35,10,1229,2099,1942,3495,2715,1854,1762,1280,482,182,15811
POA6101,183,182,318,232,188,140,64,41,16,1364,2708,2029,3727,2908,2198,1692,1238,573,232,17305
POA6102,128,234,341,164,128,79,74,151,240,1539,1613,2680,3396,1780,1158,929,828,837,718,13939
POA6103,109,87,201,166,117,90,47,29,8,854,1480,1220,2811,1807,1160,1143,758,381,136,10896
POA6104,232,165,288,239,202,179,107,87,104,1603,2325,1658,2630,2265,1947,1779,1331,721,432,15088
POA6105,234,202,291,233,178,140,94,50,21,1443,2923,1993,3083,2535,1916,1572,1192,724,335,16273
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,10
POA6107,724,561,815,613,441,324,162,108,48,3796,9644,6461,9845,8073,5248,4220,2958,1557,583,48589
POA6108,359,224,214,239,209,174,123,63,16,1621,4599,2883,2998,3341,3022,2806,2454,1222,329,23654
POA6109,256,132,185,207,165,146,89,48,41,1269,2723,1637,1948,2061,1585,1332,1069,582,215,13152
POA6110,754,398,459,493,464,336,267,196,179,3546,9943,5694,5950,6977,5740,4482,3432,1861,790,44869
POA6111,414,269,268,262,338,281,141,106,66,2145,4319,2772,2785,3073,3188,3166,2707,1242,379,23631
POA6112,1332,689,899,902,621,449,256,130,39,5317,17779,7979,11350,12452,7856,6165,4309,2046,626,70562
POA6121,36,32,14,37,45,33,19,5,6,227,579,424,251,375,495,517,307,117,24,3089
POA6122,426,165,252,256,173,134,76,34,10,1526,6047,2453,3754,3508,2424,1854,1149,467,139,21795
POA6123,40,24,40,25,25,24,13,10,0,201,545,281,412,259,263,239,157,64,21,2241
POA6124,19,5,6,17,20,18,8,5,0,98,255,108,106,154,205,194,95,68,16,1201
POA6125,41,37,93,141,135,85,55,24,7,618,563,423,366,445,648,548,380,211,47,3631
POA6126,0,6,0,7,6,10,0,0,0,29,34,24,11,33,38,48,45,19,3,255
POA6147,218,136,149,166,142,104,87,38,16,1056,2769,1732,2161,2263,1803,1761,1560,774,216,15039
POA6148,144,130,88,136,138,135,104,96,69,1040,3500,2452,1694,2609,2562,2194,2015,1360,583,18969
POA6149,126,109,80,107,96,136,133,77,73,937,3446,2140,1662,2513,2373,2445,2632,1191,512,18914
POA6150,89,138,106,93,118,84,114,64,96,902,1994,2032,1306,1453,1601,1641,1705,975,492,13199
POA6151,154,164,225,160,156,160,152,78,42,1291,2433,2210,2552,2279,2292,2210,2012,937,290,17215
POA6152,220,216,287,197,210,213,173,153,195,1864,3816,3728,4051,3441,2985,2939,2760,1564,942,26226
POA6153,182,141,113,163,191,169,139,68,16,1182,3724,2550,2168,2909,2856,2796,2570,1325,510,21408
POA6154,86,53,60,89,81,62,45,43,38,557,1956,1272,979,1412,1475,1193,1000,763,568,10618
POA6155,451,532,754,726,583,355,171,101,27,3700,10907,7631,5786,8409,7887,6065,4522,1913,647,53767
POA6156,216,148,128,164,192,162,81,66,38,1195,3487,2305,1963,2345,2713,2158,1546,1071,641,18229
POA6157,146,103,136,117,143,112,103,72,43,975,2478,1577,1848,2010,1996,1811,1573,874,439,14606
POA6158,90,58,52,89,81,66,61,54,70,621,1374,912,717,925,1198,1081,876,471,254,7808
POA6159,42,27,40,38,38,36,43,19,0,283,465,353,501,507,471,637,560,338,114,3946
POA6160,70,123,225,136,168,121,78,36,13,970,984,1004,1690,1293,1293,1278,1040,499,166,9247
POA6161,0,3,11,8,3,4,0,0,0,29,14,27,52,19,23,19,3,0,0,157
POA6162,145,107,131,137,156,120,99,51,21,967,1940,1159,1453,1667,1766,1713,1339,705,330,12072
POA6163,629,490,652,594,572,503,359,259,224,4282,8432,6190,7888,7481,7066,7086,5715,3372,1479,54709
POA6164,853,581,679,747,579,382,202,99,51,4173,14691,8205,10692,11468,8838,6148,3894,1637,560,66133
POA6165,0,3,3,0,4,0,0,0,0,10,0,11,3,10,17,11,11,3,0,66
POA6166,140,87,104,97,126,120,99,57,18,848,1923,1177,1215,1462,1513,1513,1195,619,180,10797
POA6167,528,464,826,698,468,262,169,75,24,3514,5907,3453,4549,4603,3668,2837,2039,1043,373,28472
POA6168,367,486,430,322,305,290,236,183,125,2744,3471,2958,3019,2696,3077,3622,3229,2022,825,24919
POA6169,626,326,419,427,431,403,219,195,164,3210,6745,4003,4145,4285,4704,5012,3579,2096,762,35331
POA6170,307,166,241,227,169,93,36,14,10,1263,4505,2181,3297,3100,1990,1283,667,258,49,17330
POA6171,717,350,532,495,383,241,118,82,11,2929,10121,4544,6423,6035,4389,2955,1986,1073,169,37695
POA6172,280,146,150,172,185,115,60,40,35,1183,2974,1883,1628,1672,2011,1646,944,510,216,13484
POA6173,209,131,100,166,160,89,32,14,3,904,3138,1861,1315,2001,2136,1215,526,231,46,12469
POA6174,115,77,73,68,75,24,12,12,0,456,1440,877,899,853,742,473,253,125,15,5677
POA6175,72,44,44,50,54,41,10,8,8,331,986,520,483,579,607,453,248,117,35,4028
POA6176,40,24,32,22,21,19,14,9,0,181,552,251,413,258,233,187,140,48,15,2097
POA6180,135,58,80,81,62,50,34,22,3,525,1718,816,1019,1005,760,548,523,341,46,6776
POA6181,0,3,4,0,4,9,5,0,0,25,77,64,28,55,102,83,45,10,6,470
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,30,19,15,29,30,23,12,0,0,158,283,121,129,175,194,183,115,39,7,1246
POA6208,254,155,146,152,164,161,148,98,61,1339,2407,1322,1328,1423,1510,1701,1806,1117,325,12939
POA6209,21,27,21,25,38,32,51,20,11,246,246,238,163,185,274,310,337,196,50,1999
POA6210,1118,757,726,823,910,813,706,590,389,6832,12354,7835,7379,7957,9115,10254,10654,6895,2584,75027
POA6211,117,79,53,90,129,105,64,43,11,691,1606,816,786,1003,1102,1156,1335,615,80,8499
POA6213,8,5,8,11,19,16,9,5,0,81,113,46,57,67,106,107,102,39,18,655
POA6214,13,11,3,10,4,10,8,0,0,59,143,87,52,95,94,99,88,25,4,687
POA6215,63,52,36,58,66,73,59,39,28,474,697,417,369,482,578,660,627,305,106,4241
POA6218,6,12,3,4,11,7,8,4,0,55,105,59,53,58,64,95,78,22,12,546
POA6219,11,11,3,3,4,11,3,3,0,49,106,71,47,66,101,114,68,28,12,613
POA6220,69,37,35,26,61,51,33,42,18,372,748,390,535,520,577,554,536,338,146,4344
POA6221,0,12,8,0,6,6,0,0,0,32,26,73,26,28,40,44,29,16,6,288
POA6223,0,5,0,0,0,0,0,0,0,5,27,22,11,15,36,27,9,10,0,157
POA6224,31,20,20,20,16,21,20,7,0,155,227,164,128,130,175,173,153,89,18,1257
POA6225,225,115,111,115,124,136,103,54,23,1006,1640,980,938,1019,1193,1357,1271,585,179,9162
POA6226,9,11,12,15,7,11,7,3,0,75,205,109,82,129,138,148,88,21,3,923
POA6227,9,0,6,9,11,9,4,3,0,51,196,77,69,129,109,101,68,33,9,791
POA6228,0,0,0,0,11,0,3,6,0,20,23,14,3,12,25,19,27,12,3,138
POA6229,0,0,0,5,7,10,9,5,0,36,7,4,7,17,26,41,48,17,4,171
POA6230,712,527,708,641,628,505,350,194,108,4373,8294,5202,5546,5738,6102,5778,4749,2530,1030,44969
POA6232,202,96,136,121,126,115,87,89,81,1053,2395,1203,1572,1549,1326,1262,1072,720,303,11402
POA6233,333,200,198,226,208,224,144,66,16,1615,4525,2256,2340,2809,2607,2628,2107,946,208,20426
POA6236,30,19,10,14,44,33,29,11,0,190,374,229,188,231,368,391,286,119,32,2218
POA6237,40,31,20,29,41,44,39,8,0,252,509,260,194,332,379,472,368,124,29,2667
POA6239,69,40,34,58,56,53,61,30,5,406,828,438,407,529,632,713,675,334,106,4662
POA6240,0,0,0,0,0,0,0,10,0,10,17,11,6,23,22,34,30,21,0,164
POA6243,0,0,0,0,4,3,0,0,0,7,13,20,3,11,8,13,19,5,4,96
POA6244,52,8,17,27,33,42,25,21,5,230,302,114,116,186,211,274,208,141,33,1585
POA6251,0,3,0,0,4,10,3,0,0,20,46,23,18,34,53,56,51,14,0,295
POA6252,3,0,0,0,3,4,0,0,0,10,20,6,16,17,19,36,22,16,0,152
POA6253,7,0,6,5,9,13,11,8,0,59,77,36,41,59,79,122,162,56,16,648
POA6254,15,7,4,10,10,10,3,0,0,59,81,45,46,65,73,108,70,42,12,542
POA6255,67,40,25,42,63,63,66,35,11,412,731,349,312,445,582,722,812,365,86,4404
POA6256,9,3,6,8,9,9,0,4,3,51,88,36,31,49,65,78,54,29,4,434
POA6258,108,78,50,65,113,88,67,35,12,616,1129,732,678,691,845,1029,808,431,146,6489
POA6260,19,19,20,16,24,34,18,15,7,172,204,132,159,153,211,225,179,91,43,1397
POA6262,6,6,9,13,17,21,11,7,0,90,110,37,47,71,118,151,123,55,19,731
POA6271,61,54,24,34,57,38,41,16,4,329,663,361,316,401,525,511,433,197,49,3456
POA6275,33,10,9,25,33,23,37,33,4,207,202,77,88,168,182,268,335,152,30,1502
POA6280,505,244,291,332,362,315,271,180,74,2574,5564,2925,2907,3684,4061,4030,4150,2334,925,30580
