POA_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
POA6043,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,0,3,0,29
POA6044,4,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,5,4,0,0,0,0,0,4,4,3,0,0,0,0,7,3,0,0,0,0,0,6,0,4,3,0,0,0,12,9,0,0,0,0,0,8,3,4,0,0,0,0,8,0,4,0,0,0,0,8,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,3,5,0,6,0,0,0,3,4,0,0,0,0,0,3,0,4,0,0,0,0,10,43,22,20,0,0,0,93
POA6050,22,16,22,0,0,0,65,4,4,3,0,0,0,10,9,4,3,0,0,0,22,5,3,0,5,0,0,12,7,8,5,0,0,0,25,10,7,13,6,4,0,43,24,8,16,6,5,0,59,27,22,9,3,4,0,64,27,12,16,0,4,0,63,21,17,7,3,4,0,57,17,18,3,0,0,4,44,50,46,23,3,3,0,126,13,22,11,0,0,0,50,28,29,9,4,0,0,71,30,46,10,7,8,0,101,75,148,38,9,4,0,269,49,93,33,5,5,0,187,47,141,35,5,5,3,233,15,39,21,4,9,5,81,482,700,280,58,59,11,1592
POA6051,24,13,7,0,3,0,48,5,0,0,0,0,0,5,4,0,0,0,3,0,10,4,4,0,3,0,0,16,16,4,0,3,0,0,24,22,10,6,5,0,0,46,34,12,5,0,11,0,56,39,27,4,3,5,4,83,51,32,7,3,3,0,96,55,35,4,11,5,0,109,38,30,5,0,0,4,77,57,49,7,10,4,0,130,22,31,3,0,7,0,68,25,33,0,3,0,0,67,45,41,11,0,6,0,102,55,82,13,3,3,0,155,25,25,8,5,6,0,66,17,19,10,0,0,0,47,18,23,7,6,0,0,59,557,460,101,70,55,13,1262
POA6052,17,19,11,0,5,0,52,7,3,3,0,0,0,11,6,0,4,0,5,0,21,10,0,0,0,0,0,15,11,11,7,0,3,0,38,8,11,8,0,4,0,32,29,23,13,3,10,0,73,22,19,13,8,4,0,63,18,27,15,5,4,0,72,30,32,12,4,0,4,82,17,36,8,5,8,0,60,44,77,24,8,6,4,153,28,52,13,3,4,0,99,24,34,15,3,4,0,79,47,91,11,11,3,0,157,61,143,26,10,17,0,254,19,71,11,0,0,0,103,18,28,3,3,0,0,59,21,26,12,3,0,0,64,423,704,198,63,65,15,1481
POA6053,26,23,17,3,0,0,67,9,0,5,0,0,0,13,23,9,3,3,3,0,33,6,4,5,0,0,0,20,12,22,7,0,5,0,42,26,18,6,4,4,0,56,22,27,10,5,7,0,70,34,47,16,11,9,0,122,49,49,12,9,4,0,128,54,58,17,11,10,0,152,48,58,13,3,5,5,130,87,147,23,6,7,4,276,37,81,12,4,4,0,140,37,56,8,0,0,0,101,71,111,18,7,3,0,213,70,170,32,13,9,0,293,28,48,11,0,4,0,92,10,21,11,4,0,0,48,34,40,8,3,9,0,91,679,976,237,88,92,15,2090
POA6054,42,19,23,3,14,0,97,5,0,14,4,0,0,27,19,4,9,3,8,0,42,7,12,9,0,7,0,37,23,13,12,7,11,0,68,32,29,23,10,17,0,116,46,54,23,5,15,4,152,81,74,26,20,18,3,227,82,93,21,13,16,7,231,88,106,28,14,24,3,264,73,98,24,15,15,3,227,91,162,32,15,10,0,314,32,67,17,5,11,0,133,14,53,8,5,0,5,79,42,91,30,6,9,0,181,50,95,36,0,4,0,197,20,39,7,3,0,0,71,10,25,3,0,4,0,44,33,57,18,9,5,4,134,790,1101,365,138,197,39,2634
POA6055,23,42,17,11,5,0,102,0,0,4,0,7,0,10,15,8,0,0,3,0,34,10,13,5,0,8,0,41,18,16,7,3,6,4,57,27,29,16,14,5,0,89,48,74,25,8,13,4,173,84,144,44,21,23,5,324,161,286,50,31,29,7,571,210,357,51,29,27,4,679,190,359,61,33,23,3,675,254,522,97,34,34,24,965,153,288,46,23,15,4,523,91,210,35,19,8,5,364,130,309,68,28,10,3,551,129,248,68,16,9,4,479,44,93,19,11,3,0,172,39,76,14,0,6,0,140,72,131,35,15,12,0,267,1709,3210,656,309,253,70,6210
POA6056,58,32,42,15,19,0,171,13,3,3,3,4,7,36,20,14,11,9,8,0,67,27,17,13,6,11,0,69,45,17,24,9,28,3,125,71,53,38,12,26,9,206,106,100,47,30,49,3,343,148,155,64,53,55,5,490,177,181,58,46,44,7,513,154,236,74,37,41,9,542,102,193,58,23,27,4,410,171,272,109,39,39,7,630,66,133,47,15,11,4,264,65,79,31,9,8,0,191,87,137,64,13,20,5,327,101,178,59,18,20,6,375,49,57,37,6,5,0,142,20,44,16,6,0,0,90,97,99,42,25,24,3,288,1588,1987,833,382,431,65,5281
POA6057,25,17,8,5,5,0,62,7,0,9,0,0,0,13,7,4,6,0,4,0,26,12,8,9,3,3,0,32,20,11,8,0,7,0,50,37,18,12,7,14,0,90,39,22,26,16,17,3,122,50,69,26,22,29,0,188,66,90,31,14,15,0,221,83,104,43,19,14,4,264,63,109,31,13,10,5,224,98,142,59,22,15,7,336,33,74,20,7,5,3,150,22,49,7,0,0,0,79,43,78,25,14,7,0,156,51,64,25,5,14,0,158,17,26,14,3,3,0,64,11,17,8,0,0,0,38,28,50,25,6,7,6,129,706,948,386,164,177,34,2415
POA6058,16,9,3,5,10,0,43,0,0,5,0,0,0,3,5,6,8,0,6,0,28,10,3,3,3,4,0,20,15,5,9,5,4,4,47,17,9,12,9,3,3,45,24,29,5,9,18,0,92,50,69,15,14,21,5,174,54,94,15,21,13,0,195,80,117,30,22,20,3,273,48,78,20,15,3,4,164,77,122,36,12,13,4,265,33,43,15,12,5,0,106,19,32,3,4,3,0,69,32,34,20,4,10,0,105,20,40,10,5,4,0,88,11,16,3,0,0,0,38,5,15,3,0,4,0,25,30,35,16,8,9,0,106,556,769,241,137,150,28,1890
POA6059,40,37,28,3,11,3,127,8,4,9,0,0,0,25,10,10,8,0,0,0,30,8,13,13,5,3,0,43,19,13,13,0,10,0,56,22,20,15,6,6,0,75,55,37,28,9,14,0,143,40,53,42,6,11,0,153,53,60,22,8,12,0,162,55,80,18,15,8,0,176,49,87,27,0,9,0,178,82,137,62,10,13,3,300,35,80,19,6,3,3,152,42,66,22,4,0,0,138,57,97,38,10,8,0,202,79,180,75,7,10,0,352,28,66,27,5,3,0,128,25,59,39,0,0,0,125,51,60,37,8,9,0,167,754,1149,549,109,153,23,2745
POA6060,35,21,17,3,3,5,82,10,7,0,0,3,0,18,6,9,7,3,5,0,28,12,6,3,3,4,0,34,10,19,8,3,6,0,42,32,21,9,4,10,0,74,55,28,10,9,9,5,117,65,49,14,11,13,0,145,65,50,12,8,14,0,149,96,66,15,14,6,0,208,83,81,11,4,10,0,194,101,107,39,12,13,0,274,51,60,11,5,9,3,140,41,63,16,0,3,0,119,85,104,20,8,5,3,222,80,159,45,11,12,0,305,38,35,10,0,0,0,90,29,42,16,0,3,0,86,35,42,15,8,7,0,112,945,965,262,124,131,28,2452
POA6061,47,28,25,11,18,11,140,11,4,3,4,8,0,23,19,7,12,5,11,0,56,20,3,6,6,16,3,57,35,34,14,17,21,3,124,52,48,30,16,24,11,181,95,111,28,26,40,8,302,143,181,59,32,59,10,483,149,247,43,37,47,4,529,146,221,53,47,40,9,516,75,131,30,20,23,7,281,96,183,49,31,27,11,405,25,50,8,4,7,0,96,18,36,13,3,4,0,76,47,66,15,11,10,3,158,41,74,23,4,8,5,146,14,28,7,0,3,0,53,5,20,8,0,0,0,40,77,80,41,16,20,3,227,1117,1579,465,282,371,85,3890
POA6062,57,48,28,12,16,3,163,11,0,7,0,0,0,26,15,3,6,0,10,0,46,21,7,16,5,9,0,57,34,19,21,10,14,0,103,26,37,27,12,18,0,125,53,51,35,17,23,3,180,84,101,40,15,26,0,267,94,128,56,21,17,0,307,125,181,52,21,23,9,420,101,146,30,18,22,5,321,137,252,78,25,27,3,525,64,95,28,3,8,0,198,42,85,29,3,3,3,170,63,135,34,9,9,0,255,70,154,68,7,20,0,324,27,45,17,0,3,0,97,20,31,8,0,4,0,58,71,89,42,13,18,0,237,1116,1610,624,196,264,49,3856
POA6063,15,21,27,4,6,0,85,3,6,8,0,0,0,17,16,7,15,0,3,0,39,7,6,9,0,0,0,25,28,13,16,3,12,0,63,28,20,20,15,14,3,92,36,43,28,9,12,4,125,39,68,23,13,19,4,168,48,99,27,9,20,5,206,66,125,45,14,23,0,271,41,100,27,8,15,0,193,57,135,52,14,19,4,282,25,52,10,6,6,0,104,17,26,9,8,0,0,61,25,58,17,7,6,0,115,26,39,32,3,7,0,106,6,12,9,3,0,0,30,8,14,4,0,0,0,26,25,50,29,3,12,0,120,514,887,397,120,175,24,2125
POA6064,57,26,41,10,26,3,162,19,6,6,0,6,0,39,30,10,20,13,9,0,81,17,19,14,3,10,3,70,43,23,18,12,20,0,117,42,45,43,18,22,8,176,68,119,47,22,39,4,299,115,149,62,38,56,12,428,89,188,59,28,49,3,423,126,215,67,31,31,7,477,76,139,45,26,18,9,314,106,213,87,24,29,5,466,31,57,33,16,7,0,143,23,38,28,12,10,0,106,40,76,46,6,7,0,174,29,56,33,3,6,0,128,14,28,13,0,6,0,61,9,9,7,0,0,0,32,61,73,49,5,30,4,222,989,1502,724,263,381,68,3918
POA6065,104,96,69,15,23,3,314,21,10,11,4,3,0,54,45,23,24,12,7,0,118,27,37,25,3,10,0,111,54,55,36,17,19,4,189,87,91,67,24,31,0,303,99,171,83,24,30,4,417,158,257,127,46,61,7,662,184,334,105,60,45,4,736,308,570,167,70,45,7,1170,243,581,134,57,42,7,1060,392,939,298,90,60,14,1789,179,476,146,32,18,4,857,121,351,95,31,8,0,609,221,693,190,38,31,7,1187,239,524,245,35,26,6,1079,65,156,72,10,14,0,317,45,115,38,10,6,0,216,147,294,130,35,43,3,643,2739,5778,2085,627,545,86,11851
POA6066,38,20,32,6,14,7,113,8,3,8,0,0,0,18,20,8,15,0,8,0,47,14,10,10,0,4,0,37,21,24,15,3,5,0,69,26,20,28,7,18,0,100,52,51,53,10,17,0,186,53,88,35,20,27,0,231,75,106,51,23,24,3,280,66,150,56,30,16,6,319,59,109,38,10,19,3,236,76,158,66,21,15,6,346,26,70,21,5,3,0,122,12,44,22,0,0,0,81,48,61,35,10,4,0,167,43,64,32,4,10,0,149,5,21,11,6,0,0,44,6,14,3,0,5,0,27,53,56,46,14,14,3,182,707,1055,575,168,212,29,2752
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,48,37,29,12,13,5,144,13,13,3,4,3,0,37,30,14,10,5,0,0,64,18,16,15,0,9,0,57,37,17,11,5,9,4,80,57,47,36,23,21,0,193,100,117,42,31,28,7,326,141,196,71,65,46,11,524,179,363,78,48,46,7,731,222,456,118,71,38,13,920,183,438,96,69,32,7,827,258,604,152,76,53,9,1137,127,315,78,39,9,6,576,84,219,54,22,17,3,394,167,389,119,29,13,0,719,185,314,132,37,30,5,700,64,111,45,3,8,0,228,44,81,26,3,0,0,159,113,169,66,29,22,5,403,2060,3916,1182,578,404,72,8213
POA6070,8,3,6,3,0,0,20,3,0,4,0,0,0,8,4,0,0,0,0,0,6,6,4,0,0,0,0,5,3,3,0,0,0,0,10,6,5,4,0,0,0,20,8,8,4,0,0,0,27,5,5,8,0,0,0,20,11,12,5,0,0,0,30,11,25,6,4,4,0,46,10,18,4,5,3,0,39,25,45,11,8,3,0,88,0,20,8,0,0,0,33,6,17,0,0,0,0,27,11,39,4,0,0,0,59,17,41,18,3,7,0,83,3,13,12,0,0,0,33,6,19,3,0,0,0,31,12,15,9,0,7,3,36,160,299,102,25,31,0,616
POA6071,6,3,13,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,6,0,9,4,0,4,0,0,0,11,4,5,5,0,0,0,17,4,7,4,0,3,0,13,5,9,3,0,0,0,16,12,6,7,0,0,0,30,11,14,6,4,0,0,42,15,18,9,0,0,0,49,9,16,11,0,0,0,37,19,39,7,0,0,0,70,9,15,4,0,0,0,27,4,12,4,0,0,0,20,13,20,17,0,0,0,54,16,25,7,0,0,0,55,7,10,5,0,0,0,25,0,13,4,0,0,0,21,4,6,9,0,0,0,23,163,226,113,21,17,0,549
POA6072,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,4,0,5,0,4,0,0,0,0,3,6,0,4,0,0,0,10,0,8,4,0,0,0,15,5,5,0,0,0,0,12,9,10,4,0,0,0,27,0,4,0,0,0,0,4,3,4,0,0,0,0,8,0,5,3,0,0,0,10,0,6,0,0,0,0,15,5,4,0,0,0,0,8,0,6,4,0,0,0,9,3,0,0,0,0,0,8,52,56,21,4,4,0,143
POA6073,10,9,0,0,0,0,16,0,0,0,0,0,0,4,4,0,4,0,0,0,7,4,0,6,0,0,0,6,4,0,0,0,0,0,5,9,9,9,0,0,0,23,11,0,5,0,0,0,18,10,10,0,0,0,0,21,8,12,3,0,0,0,25,11,17,12,3,4,0,44,0,6,3,0,0,0,15,18,20,10,4,3,0,56,14,8,5,0,4,0,33,7,11,5,0,0,0,19,18,19,9,0,0,0,47,23,22,4,0,0,0,52,3,6,3,0,0,0,9,6,3,0,0,3,0,9,12,4,0,6,0,0,28,162,160,74,22,29,0,442
POA6074,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,3,0,4,0,0,0,5,0,0,5,0,0,0,5,3,0,5,0,0,0,6,0,3,0,0,0,0,3,4,5,3,0,0,0,7,0,8,3,0,4,0,18,5,9,4,0,0,0,19,6,4,0,0,0,0,13,3,0,0,0,0,0,9,3,4,0,0,0,0,15,9,10,3,0,0,0,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,4,0,0,0,9,46,62,26,8,10,0,158
POA6076,45,16,27,0,10,0,97,13,5,4,0,3,0,20,20,7,11,0,7,0,43,21,6,10,0,9,0,43,20,13,16,0,5,0,53,27,24,27,3,10,0,93,31,41,30,12,10,0,123,49,48,35,5,11,0,148,29,66,26,8,11,0,143,50,99,34,13,5,0,201,43,81,27,4,8,0,163,94,181,59,14,14,0,365,44,108,21,6,14,0,197,16,76,26,8,3,0,131,57,173,57,17,6,0,312,101,217,73,14,10,0,414,39,66,33,3,6,0,143,28,48,30,0,0,0,108,35,51,41,11,3,0,146,768,1326,595,112,145,12,2958
POA6077,6,5,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,4,5,0,0,0,0,0,3,4,0,0,0,0,0,8,6,0,0,0,0,0,13,0,3,3,0,0,0,11,0,0,4,0,0,0,7,4,0,0,0,0,0,8,3,0,3,0,0,0,10,5,0,6,0,0,0,11,0,4,0,0,0,0,6,3,0,0,0,0,0,3,3,0,0,0,0,0,4,3,16,13,0,0,0,36,5,13,4,0,0,0,20,0,11,0,0,0,0,14,3,3,4,0,0,0,13,58,62,43,9,6,0,178
POA6078,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,6,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,10,4,0,0,0,9,5,13,4,6,0,0,24,9,7,0,0,0,0,19,4,3,10,0,0,0,11,6,0,0,0,0,0,4,35,41,32,8,0,0,115
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,10,0,7,0,4,0,26,4,0,0,0,0,0,6,4,3,3,0,0,0,15,3,0,6,0,0,0,12,4,4,5,0,0,0,22,0,7,3,0,0,0,9,3,6,7,3,5,0,28,19,16,8,3,0,0,50,15,17,10,3,5,0,49,27,33,3,3,3,0,75,12,21,11,3,0,0,46,22,57,19,3,3,0,107,10,27,4,0,0,0,45,7,18,13,0,0,0,37,23,41,15,0,0,0,82,31,54,28,0,0,0,115,13,21,16,0,0,0,48,13,8,8,0,0,0,28,12,13,11,3,3,0,43,241,351,176,36,29,0,840
POA6082,4,4,0,0,0,0,9,4,0,0,0,4,0,10,4,0,0,0,0,0,4,0,0,0,0,0,0,5,9,0,0,0,0,0,13,9,0,3,0,0,0,22,6,4,0,3,3,0,17,4,10,8,5,0,0,28,4,16,6,5,3,0,32,16,28,3,0,5,0,54,17,16,4,6,8,0,47,27,39,8,0,0,0,77,4,20,3,0,0,0,34,8,22,0,6,0,0,33,7,18,13,4,0,0,45,26,34,19,3,4,0,81,12,3,3,3,0,0,24,4,3,3,0,0,0,17,16,15,15,0,3,0,40,175,233,94,39,36,0,578
POA6083,10,0,0,0,0,0,9,4,3,0,0,0,0,3,9,0,0,0,0,0,11,5,0,0,0,0,0,5,5,4,4,4,0,0,13,6,8,4,0,0,0,21,14,4,7,5,0,0,27,13,8,6,0,0,0,29,14,3,14,0,4,0,34,21,8,9,0,0,0,33,8,9,0,0,0,0,16,21,17,9,0,0,0,54,9,20,0,0,0,0,30,12,10,7,0,0,0,27,28,16,15,0,0,0,67,31,46,17,4,0,0,95,13,20,12,0,0,0,43,15,7,9,0,0,0,28,19,8,19,5,3,0,42,241,191,128,26,14,0,599
POA6084,18,8,8,0,0,0,34,6,4,0,0,0,0,4,8,6,0,0,0,0,13,12,0,3,0,4,0,17,5,0,0,0,0,0,16,22,10,10,6,0,0,44,28,24,17,10,4,0,88,40,37,23,6,9,3,120,30,42,16,10,10,3,102,35,58,22,11,3,0,126,41,50,24,10,10,0,123,66,89,38,14,8,0,214,20,62,12,5,5,0,104,33,36,9,4,0,0,76,64,70,33,10,8,0,180,63,89,37,8,9,0,203,14,20,9,0,4,0,48,9,15,7,0,3,0,34,27,19,26,5,3,0,82,536,624,296,94,76,8,1624
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,16,11,9,0,0,7,49,5,0,4,0,3,0,8,10,3,0,0,3,0,20,6,3,0,0,0,0,13,7,9,4,0,0,0,23,11,4,3,4,3,0,32,19,22,10,0,0,0,60,38,22,9,5,3,0,76,37,31,10,7,3,0,86,50,27,15,5,6,0,106,33,36,6,3,0,3,82,52,63,12,4,6,3,141,16,40,0,0,8,0,60,35,32,8,3,0,0,84,45,53,14,5,8,0,127,72,93,26,4,11,0,208,24,44,9,0,5,0,75,23,12,3,0,6,0,45,24,20,8,0,4,6,65,533,533,143,48,73,18,1351
POA6101,25,18,9,5,4,0,58,5,3,0,0,0,0,10,4,9,6,0,6,0,21,9,5,0,0,3,0,17,11,14,8,3,8,0,33,18,11,4,7,0,0,41,25,34,10,4,4,0,80,44,37,10,10,4,0,104,56,44,9,8,0,0,130,65,57,6,15,4,0,140,64,55,10,4,5,0,137,86,111,20,9,8,3,236,46,53,0,0,5,0,111,36,66,10,6,0,0,115,59,90,19,4,0,3,181,78,118,26,7,13,0,238,17,44,7,4,0,0,74,16,31,4,0,0,0,51,29,28,19,5,5,0,86,698,818,176,86,74,15,1867
POA6102,9,8,3,0,0,0,24,3,0,0,0,0,0,9,5,0,0,0,0,0,9,6,0,4,0,0,0,16,3,9,4,0,0,0,19,4,0,4,0,0,0,19,22,14,6,0,4,0,48,23,27,15,3,5,0,73,40,35,3,0,5,4,84,37,32,6,6,5,0,92,32,26,12,3,6,4,85,34,48,10,7,7,5,104,10,18,0,0,0,0,38,8,15,3,0,4,0,31,17,33,7,4,3,0,60,18,26,3,0,0,3,48,14,11,8,0,0,0,33,5,12,7,0,0,0,20,17,19,5,4,0,0,45,321,334,89,32,48,23,857
POA6103,12,8,5,0,4,0,24,3,0,0,0,0,0,3,7,7,0,0,3,0,17,0,0,0,0,0,0,4,14,3,0,4,0,0,23,10,8,5,0,0,0,24,22,16,3,3,6,0,43,33,20,9,7,10,5,74,46,25,3,0,3,0,82,46,29,13,0,4,0,89,33,26,11,3,3,0,71,62,52,3,11,11,3,137,20,27,3,0,0,0,58,9,19,0,0,0,0,31,23,44,3,0,0,0,74,26,43,10,0,0,0,92,10,13,0,0,0,0,22,3,7,0,0,3,0,20,24,11,0,3,3,0,48,409,362,78,33,45,14,938
POA6104,17,16,17,3,5,6,57,4,3,0,0,0,0,7,7,3,3,0,5,0,20,7,6,0,0,0,0,13,17,0,4,4,8,3,31,24,13,8,3,3,0,55,24,19,14,5,11,0,69,37,30,16,9,3,0,103,46,47,17,7,3,6,117,54,70,14,4,9,0,155,43,48,12,8,12,6,118,52,87,24,20,5,0,186,32,26,5,0,0,0,68,25,26,10,4,0,0,64,34,48,17,3,4,3,99,40,73,27,3,0,0,145,23,16,10,3,0,0,49,11,17,0,0,3,3,36,21,25,14,7,8,0,68,518,559,211,75,88,25,1468
POA6105,12,12,17,4,6,0,49,4,0,0,0,0,0,11,7,8,0,0,3,0,18,7,0,7,5,0,0,19,10,3,0,0,4,0,29,20,16,4,6,4,3,46,31,32,7,8,6,6,83,45,45,9,10,8,4,118,47,68,6,7,9,0,144,73,81,9,16,4,0,190,38,44,22,4,8,0,117,54,96,30,5,9,0,192,23,41,9,7,0,0,77,16,32,10,0,0,3,65,31,45,11,8,10,0,104,20,60,27,9,9,4,115,9,20,6,0,0,0,40,6,12,3,0,0,0,26,34,30,13,0,4,0,81,493,639,196,84,86,28,1525
