POA_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
POA6630,99,38,52,60,74,83,61,20,3,482
POA6631,0,0,0,0,0,5,0,0,0,13
POA6632,19,9,3,16,9,0,5,4,0,63
POA6635,49,44,110,51,63,31,26,3,4,379
POA6638,122,55,70,97,104,103,72,23,9,653
POA6639,0,6,13,7,11,31,22,15,0,109
POA6640,4,19,35,20,31,35,58,11,0,215
POA6642,174,165,270,166,154,155,81,31,0,1200
POA6646,85,72,108,95,88,42,39,13,0,535
POA6701,975,558,715,617,767,750,554,241,70,5259
POA6705,45,21,22,24,24,25,15,0,0,170
POA6707,556,323,544,494,425,378,243,101,16,3074
POA6710,209,49,190,170,126,117,54,21,6,940
POA6712,0,3,13,10,12,8,0,0,0,45
POA6713,358,108,163,235,223,156,35,13,0,1282
POA6714,4510,1859,3357,3525,2482,1418,410,81,11,17657
POA6716,245,96,271,195,131,102,28,5,0,1084
POA6718,155,166,183,149,133,100,64,26,0,977
POA6720,623,232,412,439,299,192,66,19,0,2279
POA6721,1032,355,841,924,581,457,146,37,3,4367
POA6722,2842,1305,2228,1918,1429,1156,333,72,23,11305
POA6725,2679,1244,1890,1829,1545,1210,591,192,50,11236
POA6726,1315,628,994,879,815,621,359,99,25,5730
POA6728,1210,773,941,726,656,590,351,93,23,5365
POA6740,344,205,190,230,203,173,91,33,4,1477
POA6743,1487,757,1190,934,882,739,343,111,22,6455
POA6751,957,361,817,821,556,375,97,22,0,4007
POA6753,1359,682,1565,1339,981,672,147,14,6,6761
POA6754,313,126,224,292,200,142,19,6,0,1324
POA6758,29,95,324,289,230,154,22,10,4,1159
POA6760,75,100,218,195,169,129,32,12,3,927
POA6762,66,104,177,149,87,60,13,4,0,657
POA6765,391,248,330,232,197,184,72,25,9,1678
POA6770,785,556,525,447,373,257,143,49,11,3149
POA7000,1736,2319,3491,1950,1918,1846,1460,672,262,15645
POA7004,1061,946,1499,1036,919,903,881,524,221,7982
POA7005,1709,1927,2822,1543,1440,1478,1583,982,458,13947
POA7007,591,409,425,463,495,416,396,153,43,3387
POA7008,2054,1375,2451,1872,1675,1551,1249,646,338,13210
POA7009,2236,1556,3114,1968,1531,1468,1183,630,224,13898
POA7010,2836,1993,3719,2280,1918,2089,1770,1185,584,18372
POA7011,2803,1794,2550,1988,1821,1878,1431,1060,413,15742
POA7012,144,82,84,112,137,150,102,29,3,838
POA7015,1652,1021,1518,1344,1198,1400,1446,1056,667,11290
POA7016,593,397,646,530,349,316,173,125,38,3171
POA7017,1159,688,772,842,846,846,720,337,92,6300
POA7018,3722,2386,3360,2959,2814,2814,2790,1882,717,23450
POA7019,1738,973,1611,1066,746,693,619,241,62,7744
POA7020,505,272,236,365,426,474,289,89,16,2665
POA7021,512,248,276,334,323,406,284,151,53,2592
POA7022,146,82,89,119,130,159,156,61,22,963
POA7023,41,26,27,39,50,84,82,31,7,383
POA7024,139,42,49,94,87,93,79,14,6,602
POA7025,304,150,136,222,250,315,272,142,38,1822
POA7026,220,128,177,132,146,169,107,64,15,1158
POA7027,40,44,54,53,47,73,48,20,3,372
POA7030,4376,2501,2797,2415,2460,2345,1908,774,146,19720
POA7050,2477,1664,2488,1966,1636,1485,1553,990,349,14593
POA7052,1380,820,847,1055,1012,988,964,489,141,7688
POA7053,588,455,270,387,575,520,493,233,114,3637
POA7054,2089,1032,990,1289,1341,1214,1005,503,146,9609
POA7055,127,71,90,86,61,41,39,17,5,540
POA7109,1786,960,1116,1240,1345,1598,1164,536,138,9872
POA7112,609,345,281,385,455,522,622,234,40,3496
POA7113,173,108,132,119,171,212,189,100,96,1301
POA7116,430,227,216,285,311,415,398,174,23,2490
POA7117,111,59,83,83,122,186,161,96,27,923
POA7119,11,3,3,6,5,9,3,3,3,47
POA7120,254,203,160,173,258,363,294,145,40,1892
POA7139,0,0,0,0,3,0,0,0,0,8
POA7140,2149,1409,1356,1446,1576,1772,1424,715,216,12069
POA7150,463,277,276,373,488,565,515,196,40,3191
POA7155,144,79,39,117,149,148,162,76,16,943
POA7162,100,47,37,70,79,139,124,63,4,667
POA7163,60,21,24,54,55,70,69,32,5,397
POA7170,1058,650,550,703,852,894,694,290,46,5734
POA7171,686,392,577,500,452,483,456,213,65,3824
POA7172,789,441,623,516,488,551,530,344,150,4435
POA7173,1267,767,889,956,965,1292,987,322,70,7509
POA7174,43,11,32,17,28,31,31,9,0,200
POA7175,27,21,22,12,20,37,23,15,0,184
POA7176,38,24,24,15,36,35,10,3,4,185
POA7177,76,32,49,52,47,69,77,39,9,449
POA7178,34,19,27,30,33,76,63,23,14,325
POA7179,39,27,23,48,52,94,97,39,9,422
POA7180,17,11,13,11,8,45,47,14,0,167
POA7182,23,18,29,25,14,51,51,28,8,247
POA7183,0,0,0,3,8,16,7,4,0,42
POA7184,103,67,58,89,130,179,173,94,18,909
POA7185,12,0,11,17,18,40,31,12,5,139
POA7186,25,18,13,23,18,32,54,24,3,196
POA7187,13,9,3,6,22,37,33,10,8,138
POA7190,344,214,252,275,393,696,773,397,112,3458
POA7209,43,35,25,28,62,80,94,41,14,414
POA7210,161,106,101,95,136,167,197,94,33,1076
POA7211,44,29,37,25,30,56,31,21,9,261
POA7212,263,159,158,176,253,308,282,140,33,1778
POA7213,42,27,28,34,51,48,50,16,0,298
POA7214,77,54,34,68,93,122,125,39,19,630
POA7215,515,232,478,444,481,788,750,311,60,4066
POA7216,440,234,247,310,412,703,717,400,101,3563
POA7248,2943,2602,3441,2061,1833,1753,1409,849,285,17177
POA7249,2404,1609,2367,1744,1618,1469,1302,975,574,14056
POA7250,8572,6009,6634,6143,6630,6429,5827,3517,1366,51133
POA7252,469,261,284,336,428,556,430,190,40,2993
POA7253,860,543,521,520,585,778,801,423,139,5160
POA7254,107,42,57,59,89,113,72,23,10,562
POA7255,105,41,52,86,96,159,192,97,20,856
POA7256,273,110,202,215,189,236,234,122,33,1617
POA7257,11,0,7,7,10,9,10,8,0,64
POA7258,175,85,62,106,163,165,142,53,7,962
POA7259,72,54,46,69,91,99,63,16,0,505
POA7260,549,373,319,335,413,487,461,271,135,3334
POA7261,37,22,11,23,34,45,51,9,4,244
POA7262,313,149,220,173,188,328,310,166,55,1891
POA7263,114,50,63,75,68,111,100,39,10,632
POA7264,65,38,60,44,86,145,96,33,8,574
POA7265,45,13,24,28,28,46,28,13,4,233
POA7267,126,80,87,89,132,149,94,39,5,805
POA7268,197,111,106,127,174,188,149,71,12,1133
POA7270,580,331,351,369,523,891,883,377,78,4370
POA7275,528,326,274,295,480,642,523,235,66,3366
POA7276,92,81,58,76,84,120,85,36,5,641
POA7277,1181,691,677,726,881,868,783,543,169,6524
POA7290,500,265,325,285,321,300,247,139,42,2429
POA7291,155,68,97,92,101,97,76,32,13,721
POA7292,120,75,56,92,108,88,86,33,8,655
POA7300,733,428,536,430,478,560,462,250,59,3933
POA7301,760,487,534,455,584,663,699,385,153,4717
POA7302,339,189,229,216,240,262,179,76,26,1753
POA7303,488,275,355,320,342,476,484,237,56,3031
POA7304,968,634,609,622,813,972,970,525,155,6265
POA7305,230,134,121,141,141,229,152,103,17,1265
POA7306,596,400,439,422,601,819,624,290,86,4276
POA7307,1838,1113,1214,1172,1501,1747,1912,1023,332,11849
POA7310,4828,3079,3690,3098,3633,3832,3635,2115,735,28635
POA7315,2415,1664,1519,1607,1933,2460,2185,1356,502,15635
POA7316,1047,640,681,657,860,1023,814,425,144,6285
POA7320,3135,2113,2264,2014,2137,2196,1764,1090,433,17138
POA7321,827,533,558,495,777,804,662,269,41,4968
POA7322,656,420,386,432,528,623,551,336,128,4067
POA7325,1582,847,858,961,1111,1369,1304,756,222,9015
POA7330,1316,745,882,736,811,939,766,384,151,6731
POA7331,85,48,57,66,70,115,96,46,7,595
POA7466,5,4,3,0,3,4,14,0,0,32
POA7467,298,178,192,178,284,282,258,115,28,1808
POA7468,114,49,133,88,84,105,58,44,21,697
POA7469,121,57,81,80,115,158,116,36,9,772
POA7470,101,71,79,87,116,147,105,42,3,752
POA0800,598,813,2402,1286,825,708,394,100,20,7149
POA0810,6976,3797,6525,5583,4320,3284,2453,1115,277,34330
POA0812,4073,2199,2501,2717,2527,2310,1578,611,114,18634
POA0820,3100,2243,4540,3164,2532,2186,1389,602,168,19920
POA0822,5731,4454,4262,3595,3163,2411,1259,385,54,25304
POA0828,345,249,290,256,221,190,100,43,3,1697
POA0829,44,545,588,377,225,108,51,14,7,1963
POA0830,4456,2256,3069,2822,2474,1876,1085,350,113,18501
POA0832,4950,2527,3820,3271,2129,1196,590,202,51,18727
POA0834,312,205,198,215,329,300,202,47,10,1811
POA0835,563,347,346,411,515,498,325,140,16,3153
POA0836,1610,850,869,1106,1326,1049,593,159,33,7597
POA0837,82,38,56,83,61,89,66,15,4,489
POA0838,205,73,107,140,112,135,85,21,0,870
POA0839,87,73,143,45,50,36,54,14,6,510
POA0840,42,9,7,39,76,104,148,28,0,457
POA0841,104,55,46,80,134,106,77,30,0,627
POA0845,79,35,37,46,61,66,57,18,0,396
POA0846,56,16,41,21,40,64,57,25,3,317
POA0847,61,46,46,24,49,45,35,12,0,318
POA0850,1732,962,1441,1091,986,892,522,204,39,7873
POA0852,2160,1697,1531,1129,968,716,401,104,27,8735
POA0853,228,107,261,162,69,23,3,0,3,850
POA0854,181,120,108,93,107,86,42,14,0,755
POA0860,676,347,571,407,416,385,204,68,11,3080
POA0862,144,158,145,84,67,66,42,6,0,715
POA0870,4246,2183,3998,3235,2533,2317,1310,429,96,20341
POA0872,3413,2490,2833,2157,1728,1269,567,178,43,14676
POA0873,495,276,402,339,390,403,262,124,69,2756
POA0874,103,40,130,93,82,85,18,3,4,554
POA0875,618,303,385,387,333,269,123,49,11,2482
POA0880,1250,605,852,907,660,464,168,43,0,4953
POA0885,250,32,107,167,97,77,20,0,0,751
POA0886,161,80,137,114,136,96,23,9,0,755
POA2600,1150,887,989,1033,1138,1072,1126,610,238,8255
POA2601,154,4325,1718,582,355,277,184,71,23,7680
POA2602,5663,4835,6192,5195,4445,3480,2473,1434,828,34540
POA2603,1484,1278,1613,1251,1463,1323,999,563,326,10306
POA2604,1702,1324,2800,2132,1632,1476,1110,575,280,13034
POA2605,2455,1315,1268,1782,1697,1452,1094,886,547,12488
POA2606,1685,1368,3058,1857,1379,1079,797,620,225,12071
POA2607,2628,1627,1680,1905,1957,1826,1417,1229,453,14717
POA2609,100,166,153,132,161,204,138,79,10,1136
POA2611,7592,3837,5620,6062,4606,3219,2909,1996,702,36535
POA2612,1507,4399,5359,2514,1731,1544,1112,581,220,18965
POA2614,3650,2313,2865,2893,2664,2117,1905,1569,610,20595
POA2615,10054,5307,6734,7672,6151,4718,4169,2072,481,47356
POA2617,5546,6195,8820,5406,3736,3197,3168,1432,577,38073
POA2618,256,171,108,170,239,173,175,94,18,1397
POA2900,457,453,1051,590,419,419,408,272,105,4177
POA2902,2942,1749,1855,2131,2100,1798,2020,887,191,15670
POA2903,1895,1027,1215,1338,1185,1218,1186,404,106,9588
POA2904,2525,1357,1451,1773,1577,1837,1615,701,349,13196
POA2905,5735,3507,4123,3918,3731,4058,2396,931,319,28731
POA2906,3630,2368,2484,2449,2724,2405,1231,610,208,18107
POA2911,1197,447,861,1060,555,284,218,140,38,4804
POA2912,1376,1262,2390,1415,996,632,357,148,33,8604
POA2913,8479,4720,7091,6922,4975,3547,2376,1055,226,39396
POA2914,9123,4258,5932,7059,4566,2007,1136,431,72,34576
POA2899,351,186,154,250,297,409,319,174,50,2188
POA6798,285,127,319,271,263,210,178,32,4,1692
POA6799,130,49,65,85,53,111,63,33,11,593
POA9494,5643,5840,9793,8616,7674,7709,5421,1187,183,52069
POA9797,4,72,189,275,190,103,20,4,0,864
