POA_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
POA2019,0,5,..,70,6,77,0,77,..,56,6,60,0,60,..,27,3,27,0,27,..,0,0,4,0,4,..,14,3,18,0,18,..,19,5,27,0,27,..,7,0,7,0,7,..,14,0,17,0,17,..,24,4,24,0,24,..,52,3,57,0,57,..,53,11,64,5,71,..,6,0,3,0,3,..,48,11,57,0,57,..,44,0,44,0,44,..,102,16,117,0,117,..,72,8,74,0,74,..,15,0,18,0,18,..,231,17,250,0,250,..,125,12,134,0,133,..,4,0,4,0,4,..,12,4,14,0,14,..,21,5,27,0,27,..,33,0,41,0,41,..,175,15,192,3,197,..,1581,216,1797,14,1810,..,28,0,33,369,394,4611,1606,217,1825,385,6816,9250,..,..,..,..,9250,..,9,0,9,0,9,..,98,4,103,0,104,..,13,0,16,0,16,..,157,31,189,0,186,..,370,82,451,0,459
POA2020,0,17,..,360,17,381,4,384,..,71,15,81,0,81,..,59,14,75,0,75,..,11,0,11,0,11,..,60,13,71,0,71,..,16,0,14,0,14,..,13,0,13,0,13,..,26,5,31,0,31,..,17,0,17,0,17,..,154,32,181,0,185,..,69,10,77,0,77,..,6,0,13,0,13,..,33,3,38,0,38,..,95,0,92,0,92,..,806,79,889,10,901,..,96,0,97,0,97,..,138,9,145,4,148,..,1136,87,1227,16,1240,..,347,51,397,5,399,..,40,3,44,0,41,..,178,45,217,0,226,..,84,15,101,0,101,..,173,15,187,0,188,..,381,116,499,13,513,..,5325,795,6120,59,6186,..,85,36,119,495,616,3743,5408,831,6244,556,10539,8186,..,..,..,..,8186,..,7,0,7,0,7,..,228,25,252,0,252,..,4,0,4,0,4,..,776,122,902,7,909,..,2329,361,2692,20,2706
POA2021,0,0,..,17,0,22,0,22,..,63,0,64,0,68,..,33,0,35,0,35,..,0,0,0,0,0,..,14,0,18,0,18,..,3,0,3,0,5,..,8,0,8,0,8,..,14,0,16,0,16,..,19,0,19,0,19,..,47,3,47,0,47,..,33,0,32,0,32,..,6,0,6,0,6,..,10,0,10,0,10,..,14,0,14,0,14,..,17,0,17,0,17,..,12,0,12,0,12,..,6,0,7,0,7,..,49,0,49,0,49,..,112,5,119,0,119,..,4,0,4,0,4,..,44,8,53,0,53,..,0,0,0,0,0,..,25,5,29,0,29,..,118,11,130,0,125,..,1009,72,1085,10,1095,..,17,0,17,354,371,6314,1025,72,1103,370,7776,12284,..,..,..,..,12284,..,8,0,7,0,7,..,26,3,31,0,31,..,5,0,5,0,5,..,103,8,112,5,109,..,107,14,121,0,121
POA2022,0,0,..,42,0,46,0,46,..,94,8,99,6,105,..,51,9,58,0,58,..,0,0,0,0,0,..,35,9,45,0,45,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,16,0,16,..,20,0,20,0,20,..,197,9,204,0,204,..,146,21,175,0,174,..,0,0,0,0,0,..,8,0,8,0,8,..,26,0,22,0,22,..,27,0,29,0,29,..,46,0,44,0,47,..,0,0,0,0,0,..,95,0,98,0,100,..,186,14,205,0,202,..,4,0,4,0,4,..,19,5,28,0,28,..,10,0,10,0,10,..,26,6,35,0,35,..,226,12,240,5,243,..,1708,203,1909,15,1925,..,17,6,23,411,431,4602,1725,204,1928,429,6959,9177,..,..,..,..,9177,..,4,0,4,0,4,..,33,0,35,0,39,..,0,0,0,0,0,..,136,16,151,0,150,..,339,81,428,5,429
POA2023,0,0,..,26,0,29,0,29,..,43,0,43,0,43,..,8,0,8,0,8,..,0,0,0,0,0,..,10,0,10,0,10,..,5,0,5,0,5,..,0,0,0,0,0,..,12,0,17,0,17,..,19,0,20,0,20,..,47,0,50,3,51,..,65,9,78,0,78,..,0,0,0,0,0,..,12,0,12,0,12,..,3,0,5,0,5,..,5,0,5,3,9,..,18,0,13,0,13,..,4,0,4,0,4,..,28,4,37,3,38,..,73,0,74,0,74,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,0,0,0,..,13,0,16,0,16,..,156,5,163,3,162,..,891,78,969,11,979,..,22,4,24,188,214,4332,917,78,996,199,5529,8346,..,..,..,..,8346,..,3,0,3,0,9,..,25,3,29,0,29,..,0,0,0,0,0,..,126,19,145,0,145,..,260,58,317,0,318
POA2024,0,0,..,12,0,12,0,12,..,77,12,89,0,89,..,14,0,19,0,19,..,0,0,0,0,0,..,9,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,16,0,14,..,52,3,59,0,59,..,67,9,73,0,75,..,0,0,0,0,0,..,14,0,14,0,14,..,9,0,9,0,9,..,8,0,8,0,8,..,8,0,8,0,8,..,4,0,4,0,4,..,26,0,26,0,26,..,95,4,100,0,100,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,4,0,4,..,12,0,12,0,12,..,119,4,127,4,126,..,862,72,939,3,939,..,22,0,22,375,402,4616,888,72,959,386,5961,8987,..,..,..,..,8987,..,5,0,5,0,5,..,26,0,28,0,28,..,0,0,0,0,0,..,56,10,67,0,67,..,55,15,74,0,72
POA2025,0,0,..,15,0,19,0,19,..,38,0,38,0,37,..,17,4,16,0,19,..,0,0,0,0,0,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,16,0,16,0,16,..,21,4,26,0,26,..,0,0,0,0,0,..,5,0,5,0,5,..,8,0,8,0,8,..,6,0,6,0,6,..,19,0,16,0,18,..,0,0,0,0,0,..,35,0,37,0,39,..,53,7,57,0,58,..,3,0,3,0,3,..,11,0,11,0,11,..,10,0,10,0,10,..,18,0,22,0,22,..,61,6,67,0,68,..,554,42,599,9,606,..,10,0,10,206,215,3145,566,42,610,215,3966,5723,..,..,..,..,5723,..,14,0,15,0,15,..,19,0,22,0,22,..,0,0,0,0,0,..,44,4,49,0,49,..,169,20,187,3,195
POA2026,0,4,..,53,4,60,0,60,..,259,10,268,0,271,..,54,6,58,0,58,..,0,0,0,0,0,..,29,0,30,0,30,..,17,0,14,0,14,..,0,0,0,0,0,..,23,0,20,0,20,..,59,5,58,0,58,..,307,24,335,0,333,..,295,54,346,3,348,..,0,0,0,0,0,..,31,0,35,0,35,..,20,0,20,0,20,..,18,0,18,0,18,..,30,0,36,0,36,..,10,0,10,0,10,..,85,5,86,0,86,..,589,20,612,0,616,..,0,0,0,0,4,..,36,6,40,0,40,..,21,0,20,0,20,..,22,5,28,0,28,..,589,31,619,7,626,..,3385,243,3628,28,3653,..,65,4,68,945,1019,12026,3445,251,3693,976,16699,23903,..,..,..,..,23903,..,24,0,24,0,29,..,99,7,104,0,104,..,8,0,8,0,8,..,79,19,94,0,99,..,154,37,188,3,190
POA2027,0,0,..,21,0,19,0,23,..,44,0,44,0,44,..,18,3,18,0,18,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,14,0,14,..,6,0,6,0,6,..,27,5,27,0,27,..,36,3,39,0,39,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,9,0,9,0,9,..,9,0,9,0,9,..,0,0,0,0,3,..,28,0,28,0,26,..,33,0,33,0,36,..,0,0,0,0,0,..,21,0,23,0,23,..,8,0,8,0,8,..,13,0,16,0,16,..,64,4,72,0,72,..,637,45,684,9,692,..,14,0,18,241,255,3281,657,45,700,252,4230,6120,..,..,..,..,6120,..,7,0,7,0,7,..,19,0,19,0,19,..,0,0,0,0,0,..,114,5,113,0,115,..,198,38,242,5,239
POA2028,0,0,..,5,0,10,0,10,..,31,0,31,0,31,..,10,4,10,0,10,..,0,0,0,0,0,..,9,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,11,0,11,0,11,..,5,0,5,0,10,..,16,3,26,0,19,..,31,0,31,0,31,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,11,0,11,0,11,..,6,0,6,0,3,..,0,0,0,0,0,..,15,0,15,0,12,..,31,0,31,0,31,..,4,0,4,0,4,..,10,0,10,0,10,..,4,0,4,0,4,..,7,3,12,0,12,..,48,3,52,0,52,..,393,40,430,4,437,..,12,0,12,109,121,2040,403,40,440,111,2598,3728,..,..,..,..,3728,..,4,0,4,0,4,..,7,0,7,0,7,..,0,0,0,0,0,..,60,3,66,0,63,..,82,24,105,4,109
POA2029,0,0,..,27,0,31,0,31,..,59,6,65,0,67,..,18,0,17,0,17,..,0,0,0,0,0,..,16,5,22,0,22,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,18,0,18,..,18,0,18,0,18,..,51,8,56,0,60,..,110,8,117,0,117,..,0,0,0,0,0,..,19,0,14,0,14,..,15,5,19,0,19,..,8,0,7,0,7,..,18,0,18,0,18,..,0,0,0,0,0,..,42,3,46,0,46,..,69,3,78,0,78,..,7,0,7,0,7,..,15,3,16,0,16,..,9,4,7,0,8,..,10,0,10,0,10,..,178,10,187,0,191,..,953,98,1052,3,1058,..,21,0,21,294,311,3927,981,98,1072,299,5297,7388,..,..,..,..,7388,..,11,0,11,0,11,..,32,0,30,0,30,..,0,0,0,0,0,..,70,20,89,0,89,..,185,42,227,0,230
POA2030,0,0,..,28,0,28,0,28,..,56,0,59,0,59,..,20,0,19,0,19,..,0,0,0,0,0,..,19,0,19,0,19,..,4,0,4,0,4,..,0,0,0,0,0,..,22,0,19,0,19,..,10,3,17,0,17,..,33,0,33,0,35,..,135,8,150,0,145,..,0,0,0,0,0,..,24,0,24,0,24,..,18,0,20,0,20,..,23,8,27,0,27,..,18,0,20,0,20,..,5,0,5,0,5,..,59,5,66,0,66,..,88,6,93,0,94,..,0,0,0,0,0,..,5,0,8,0,8,..,21,0,24,0,24,..,10,0,10,0,10,..,246,7,254,5,260,..,1373,131,1499,9,1505,..,17,0,18,296,318,5627,1388,128,1519,302,7450,11016,..,..,..,..,11016,..,25,0,25,0,25,..,54,3,56,0,56,..,0,0,0,0,0,..,128,23,153,0,153,..,343,103,444,0,446
POA2031,0,17,..,132,0,132,0,129,..,134,16,148,3,150,..,90,6,91,0,91,..,0,0,0,0,0,..,46,3,50,0,50,..,6,0,6,0,6,..,12,0,12,0,12,..,36,4,35,0,35,..,60,7,65,0,65,..,220,17,236,5,238,..,201,16,219,0,219,..,3,0,3,0,3,..,38,3,38,0,38,..,44,0,45,0,45,..,55,3,56,0,56,..,86,0,87,0,87,..,45,5,41,0,41,..,227,13,233,0,233,..,297,15,309,3,314,..,26,0,26,0,26,..,64,15,85,0,85,..,18,0,20,0,20,..,60,5,67,0,68,..,383,20,401,5,410,..,3359,276,3636,27,3666,..,48,3,51,868,916,13228,3396,282,3682,899,17814,25440,..,..,..,..,25440,..,22,4,27,0,27,..,130,11,144,0,142,..,9,0,9,0,9,..,318,50,365,6,371,..,608,89,700,7,704
POA2032,0,19,..,143,5,144,0,146,..,58,19,75,4,73,..,32,5,35,0,35,..,0,3,3,0,3,..,45,6,53,0,53,..,0,0,0,0,0,..,20,0,20,0,20,..,30,5,30,0,30,..,29,6,30,0,30,..,56,11,67,0,67,..,55,14,68,0,68,..,0,0,0,0,0,..,16,0,20,0,20,..,49,0,48,0,49,..,227,40,267,0,274,..,59,0,59,0,59,..,53,3,57,0,57,..,384,43,430,4,430,..,140,22,159,0,159,..,27,0,29,0,29,..,72,17,86,0,86,..,12,7,26,0,26,..,68,8,74,3,77,..,198,11,212,6,218,..,2657,479,3134,23,3153,..,33,13,47,343,391,3715,2687,491,3176,370,7263,7622,..,..,..,..,7622,..,9,0,9,0,9,..,119,18,142,0,142,..,17,0,17,0,17,..,414,84,503,0,500,..,1097,236,1335,6,1347
POA2033,0,13,..,170,3,173,0,173,..,51,4,55,0,55,..,42,3,44,0,44,..,3,0,10,0,10,..,38,3,48,0,46,..,0,0,0,0,0,..,16,0,16,0,16,..,24,0,24,0,24,..,19,0,19,0,19,..,69,7,74,0,79,..,54,5,60,0,60,..,0,0,0,0,0,..,15,0,18,0,18,..,23,0,23,0,23,..,123,14,141,3,142,..,51,0,49,0,52,..,35,0,35,0,35,..,225,19,242,5,242,..,132,20,150,0,150,..,38,0,41,0,41,..,65,11,74,0,74,..,14,0,14,0,14,..,60,11,70,0,70,..,117,10,121,3,127,..,2125,244,2373,18,2390,..,17,5,28,307,329,3233,2144,250,2398,324,5954,6606,..,..,..,..,6606,..,3,0,3,0,3,..,104,11,120,5,124,..,4,0,4,0,4,..,350,57,405,4,408,..,836,109,945,0,946
POA2034,0,4,..,37,0,34,0,34,..,99,0,103,0,99,..,26,0,25,0,25,..,0,0,6,0,6,..,11,7,18,0,18,..,7,0,6,0,6,..,3,0,3,0,3,..,10,0,19,0,19,..,47,3,50,0,50,..,137,6,145,0,145,..,118,36,151,0,151,..,0,0,0,0,0,..,24,3,18,0,18,..,3,0,3,0,3,..,26,0,24,0,24,..,21,0,21,0,21,..,5,0,5,0,5,..,55,0,57,0,57,..,191,10,199,0,204,..,3,0,3,0,3,..,19,0,21,0,21,..,22,8,29,0,30,..,19,0,25,0,25,..,223,23,245,4,251,..,1781,181,1963,17,1978,..,48,3,51,522,573,8225,1826,181,2014,538,10779,15557,..,..,..,..,15557,..,16,0,16,0,16,..,105,10,113,0,113,..,5,0,3,0,3,..,135,24,160,0,160,..,164,38,200,5,204
POA2035,0,8,..,174,11,186,0,189,..,209,18,231,0,231,..,75,13,87,0,87,..,4,3,11,0,11,..,44,13,54,0,57,..,12,3,12,0,12,..,13,0,13,0,13,..,39,7,47,0,47,..,84,11,97,0,94,..,495,44,539,0,539,..,270,56,331,0,331,..,8,0,6,0,6,..,61,14,71,0,71,..,36,3,41,0,41,..,360,49,406,0,410,..,64,5,69,0,69,..,25,0,26,0,23,..,484,56,541,0,540,..,365,46,410,3,418,..,14,5,13,0,13,..,73,17,94,0,94,..,31,7,37,0,37,..,72,19,90,0,90,..,420,65,481,8,495,..,5565,938,6502,43,6539,..,83,14,98,802,898,10422,5650,950,6605,839,17862,20856,..,..,..,..,20856,..,24,0,24,0,24,..,250,32,288,0,286,..,9,0,9,0,9,..,931,265,1197,9,1207,..,1053,276,1331,7,1337
POA2036,0,14,..,340,32,372,0,380,..,169,10,181,4,184,..,43,4,51,0,51,..,9,0,8,0,8,..,41,13,54,0,54,..,7,0,7,0,7,..,21,3,19,0,19,..,43,7,45,0,45,..,85,7,93,4,95,..,310,27,337,0,336,..,187,61,246,0,246,..,11,0,9,0,10,..,69,9,75,0,75,..,80,0,79,0,80,..,235,31,259,3,264,..,119,0,127,4,127,..,24,4,26,0,28,..,455,35,494,8,498,..,303,59,363,3,365,..,17,0,18,0,18,..,61,6,72,0,78,..,61,19,79,0,82,..,55,14,76,0,76,..,597,77,674,13,689,..,4676,765,5451,55,5498,..,109,16,126,882,1010,10189,4784,784,5569,936,16699,20316,..,..,..,..,20316,..,28,0,28,0,28,..,294,46,336,4,338,..,36,5,43,0,42,..,690,195,882,5,894,..,1073,256,1331,8,1337
POA2037,0,9,..,102,0,102,0,102,..,60,3,63,0,63,..,62,6,64,0,66,..,3,4,7,0,7,..,56,6,63,4,66,..,0,0,0,0,0,..,4,0,4,0,4,..,31,0,33,0,33,..,25,0,25,0,25,..,39,9,48,0,45,..,44,4,46,0,46,..,10,0,10,0,10,..,19,3,19,0,19,..,24,0,25,0,25,..,44,3,44,0,44,..,30,0,30,0,30,..,4,0,0,0,0,..,93,6,97,0,97,..,156,17,169,4,173,..,7,0,7,0,7,..,53,15,64,0,64,..,13,5,20,0,20,..,124,90,213,0,217,..,209,16,224,7,231,..,1972,316,2292,20,2314,..,36,8,44,455,503,5805,2008,326,2332,480,8623,11427,..,..,..,..,11427,..,19,0,19,0,19,..,103,18,118,0,118,..,20,0,20,0,20,..,254,62,310,0,315,..,745,138,879,4,883
POA2038,0,4,..,17,0,17,0,17,..,68,14,81,0,81,..,19,7,23,0,23,..,0,0,4,0,4,..,14,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,11,0,11,..,17,3,17,0,17,..,12,6,19,0,19,..,11,3,17,0,17,..,0,0,0,0,0,..,11,0,11,0,11,..,3,0,3,0,3,..,25,6,26,0,26,..,9,0,9,0,9,..,0,0,0,0,0,..,37,6,39,0,39,..,68,5,77,0,77,..,8,0,8,0,6,..,23,9,27,0,27,..,10,0,10,0,10,..,24,7,30,0,30,..,58,5,68,3,70,..,649,87,734,3,738,..,18,4,24,224,245,3966,665,87,756,231,4956,7675,..,..,..,..,7675,..,10,0,10,0,9,..,36,0,42,0,42,..,3,0,3,0,3,..,59,13,66,0,66,..,91,20,115,5,120
POA2039,0,0,..,35,0,35,0,35,..,45,3,43,0,43,..,11,0,11,0,11,..,0,0,0,0,0,..,18,4,24,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,8,0,8,0,8,..,13,0,13,0,13,..,11,0,12,0,12,..,0,0,0,0,0,..,7,0,5,0,5,..,6,0,6,0,6,..,3,0,3,0,3,..,10,0,11,0,11,..,3,0,3,0,3,..,23,0,27,0,27,..,55,10,60,0,61,..,5,0,5,0,5,..,12,3,17,0,17,..,13,6,11,0,11,..,12,0,18,0,18,..,85,7,90,3,100,..,559,59,622,10,626,..,13,0,13,109,126,3716,569,64,632,113,4472,7127,..,..,..,..,7127,..,13,0,13,0,13,..,32,9,35,0,35,..,0,0,0,0,0,..,74,9,79,0,79,..,94,16,105,0,105
POA2040,0,8,..,80,0,82,0,81,..,348,80,423,0,429,..,51,3,56,0,56,..,0,0,4,0,4,..,31,4,38,0,40,..,23,0,26,6,30,..,4,0,4,0,4,..,21,0,19,0,19,..,18,0,21,0,21,..,73,20,89,0,90,..,31,4,34,0,36,..,4,0,4,0,4,..,42,4,55,0,55,..,20,0,24,0,24,..,24,0,24,0,24,..,31,0,31,0,33,..,9,0,9,0,9,..,94,0,94,0,91,..,173,16,186,3,190,..,8,4,14,0,14,..,49,12,60,0,60,..,22,6,26,0,32,..,68,20,87,0,87,..,227,17,243,9,248,..,2075,283,2361,26,2383,..,44,0,49,463,512,9023,2120,287,2408,493,11923,17580,..,..,..,..,17580,..,11,0,11,0,11,..,108,4,112,0,115,..,11,0,11,0,11,..,206,26,236,3,241,..,298,55,353,7,367
POA2041,0,9,..,34,0,38,0,38,..,72,8,80,4,86,..,31,0,28,0,28,..,0,0,0,0,0,..,18,5,18,0,18,..,9,0,9,0,9,..,0,0,0,0,0,..,7,0,7,0,7,..,10,0,10,0,10,..,30,0,30,0,29,..,39,4,43,0,43,..,0,0,0,0,0,..,13,0,13,0,13,..,10,0,9,0,9,..,10,0,10,0,8,..,16,0,16,0,16,..,3,0,3,0,3,..,34,0,36,0,38,..,80,10,84,0,86,..,5,0,5,0,5,..,15,6,25,0,25,..,14,3,18,0,18,..,21,7,28,4,32,..,116,6,122,0,120,..,887,102,992,12,999,..,15,0,15,284,295,6764,906,103,1004,287,8058,13166,..,..,..,..,13166,..,15,0,16,0,16,..,58,8,66,0,66,..,5,0,5,0,5,..,68,7,73,0,73,..,172,40,211,0,219
POA2042,0,7,..,70,0,71,0,73,..,50,0,53,3,54,..,45,5,48,0,48,..,0,0,0,0,0,..,24,4,28,0,28,..,13,9,23,0,23,..,5,0,5,0,5,..,4,0,7,0,7,..,13,0,13,0,13,..,68,10,75,0,78,..,27,0,26,0,26,..,0,0,0,0,0,..,15,4,25,0,25,..,11,0,11,0,11,..,28,4,27,0,27,..,20,0,20,0,20,..,14,0,14,0,14,..,70,4,78,0,78,..,143,5,155,0,155,..,11,0,11,0,11,..,73,19,97,0,96,..,20,4,25,0,25,..,61,30,92,0,95,..,156,7,165,0,165,..,1435,222,1651,9,1662,..,31,3,34,385,417,7070,1464,224,1687,390,9146,14508,..,..,..,..,14508,..,16,0,16,0,16,..,89,9,99,0,96,..,9,0,12,0,12,..,169,28,198,5,200,..,271,33,305,0,301
POA2043,0,6,..,39,0,39,0,39,..,22,0,22,0,22,..,18,0,18,0,22,..,0,0,0,0,0,..,24,4,29,0,29,..,11,11,20,0,20,..,0,0,0,0,0,..,9,0,9,0,9,..,13,0,11,0,11,..,29,0,31,0,31,..,33,0,34,0,34,..,0,0,0,0,0,..,6,0,6,0,6,..,7,0,7,0,7,..,17,0,17,0,17,..,12,0,12,0,12,..,4,0,4,0,4,..,47,0,47,0,47,..,71,10,82,0,82,..,4,0,4,0,4,..,23,5,23,0,23,..,9,0,12,0,12,..,29,13,39,0,39,..,75,9,84,4,86,..,878,92,972,8,979,..,16,0,16,146,169,3548,893,92,990,160,4694,7394,..,..,..,..,7394,..,12,0,12,0,12,..,27,0,27,0,27,..,11,0,11,0,11,..,140,17,158,0,162,..,316,37,357,3,359
