POA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
POA6015,3,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,9,17,14,22,39,38,136,3,4,11,19,14,22,39,38,149,497,196,224,505,476,280,209,93,2482,13,12,7,21,12,14,13,7,91,514,214,246,543,496,316,257,136,2726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,7,18,0,0,0,0,3,0,0,7,18,448,167,330,560,486,315,302,168,2775,11,7,5,16,12,14,13,10,82,462,175,333,577,500,326,317,185,2877,3,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,9,16,15,25,42,42,154,3,4,12,21,15,25,42,42,167,950,362,555,1065,963,593,513,262,5259,27,16,15,39,20,23,25,13,178,973,382,582,1121,998,646,575,319,5601
POA6016,0,9,3,0,0,0,0,0,14,4,0,6,0,3,0,0,0,16,0,4,18,30,19,21,22,12,127,5,8,19,35,18,21,22,12,147,501,756,900,686,490,277,122,46,3786,25,35,35,31,19,8,6,3,168,539,797,952,758,531,314,147,54,4102,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,4,7,5,0,7,32,0,0,11,4,8,5,0,7,40,560,913,952,742,528,341,155,109,4300,16,35,30,19,15,21,11,8,146,574,949,994,764,551,368,165,120,4486,0,7,0,0,4,0,0,0,11,4,0,6,0,4,0,0,0,15,0,7,26,37,24,34,22,18,156,6,14,32,38,29,34,22,18,183,1065,1668,1852,1440,1021,619,274,145,8086,41,71,62,46,37,28,18,9,314,1114,1749,1947,1522,1085,686,307,173,8583
POA6017,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,9,0,5,5,7,6,17,7,3,54,0,11,9,9,6,17,7,3,59,181,592,409,196,163,139,61,17,1766,15,48,43,24,21,11,0,3,164,200,649,468,233,183,164,75,20,1984,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,4,6,0,0,0,0,0,12,210,655,363,191,184,135,97,40,1879,16,56,28,9,11,13,5,3,131,225,711,391,202,194,146,99,44,2022,0,4,6,0,0,0,0,0,4,0,6,0,3,0,0,0,0,8,0,9,5,8,8,15,6,5,59,0,16,12,8,8,15,6,5,69,390,1245,772,388,342,273,158,60,3638,35,103,70,35,25,20,11,5,299,424,1364,858,436,381,310,177,67,4002
POA6018,0,24,14,6,3,0,0,0,52,7,24,10,12,7,0,0,0,57,3,41,53,85,104,150,163,122,726,14,86,82,107,110,150,163,122,834,2176,2478,2852,2481,1925,1390,880,274,14453,57,186,157,105,86,60,105,89,851,2249,2744,3091,2695,2125,1603,1143,489,16136,5,5,0,0,0,0,0,0,11,5,4,6,0,0,0,0,0,11,0,3,13,21,11,22,11,8,95,7,11,20,21,11,22,11,8,114,2286,2942,3200,2823,2215,1878,1371,728,17442,67,146,98,80,60,87,113,164,812,2361,3098,3316,2922,2290,1989,1494,896,18371,7,20,21,12,3,0,0,0,65,10,24,18,15,7,0,0,0,71,4,43,69,106,117,173,173,131,817,21,91,100,131,120,173,173,131,951,4461,5420,6047,5302,4140,3268,2250,999,31895,123,333,257,180,149,156,221,255,1661,4605,5840,6410,5613,4412,3597,2642,1387,34508
POA6019,3,35,25,4,0,0,0,0,67,8,21,6,6,4,0,0,0,41,0,41,46,60,54,71,68,55,396,11,89,76,75,64,71,68,55,505,1268,1918,1776,1431,1119,754,394,119,8788,49,212,152,86,57,42,18,6,620,1329,2220,2001,1589,1243,866,477,180,9911,0,0,3,0,0,0,0,0,5,0,3,6,0,0,0,0,0,5,0,4,5,13,6,0,7,10,51,0,10,14,14,6,0,7,10,67,1114,2343,1871,1557,1224,927,646,249,9939,61,139,103,57,39,44,32,12,485,1175,2493,1987,1637,1270,973,687,272,10488,7,37,30,4,0,0,0,0,73,8,23,8,12,4,0,0,0,49,0,42,49,76,63,73,78,61,439,12,98,87,92,72,73,78,61,565,2384,4264,3645,2987,2350,1678,1042,370,18718,109,345,250,146,93,85,49,23,1110,2505,4712,3987,3223,2517,1841,1167,454,20398
POA6020,0,4,3,6,0,0,0,0,14,4,3,0,5,14,0,0,0,24,5,3,32,65,67,165,131,48,517,6,14,40,82,83,165,131,48,560,1241,739,1229,1426,1299,1368,622,124,8038,28,33,53,68,47,54,35,23,347,1281,783,1319,1570,1423,1582,791,190,8938,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,8,21,8,20,13,3,77,0,3,15,18,12,20,13,3,85,1126,785,1423,1517,1533,1639,729,240,8997,21,39,31,36,31,55,50,52,321,1149,830,1473,1571,1572,1711,796,299,9407,0,4,6,6,0,0,0,0,14,3,3,3,8,12,0,0,0,30,5,6,42,85,79,184,143,52,591,8,14,52,100,94,184,143,52,641,2366,1525,2655,2946,2828,3000,1347,366,17033,51,76,89,96,77,114,84,79,668,2429,1613,2791,3144,3000,3297,1580,489,18347
POA6021,0,3,3,0,0,0,0,0,9,5,4,0,6,0,0,0,0,13,0,10,20,36,36,74,43,29,246,7,14,27,40,33,74,43,29,274,1029,1340,1449,1238,1088,796,581,216,7734,46,73,58,63,46,34,24,9,355,1081,1430,1535,1337,1170,899,660,257,8364,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,10,3,34,0,3,0,9,5,3,10,3,36,1065,1449,1527,1317,1198,1164,749,351,8815,39,64,52,42,40,34,41,29,337,1100,1516,1583,1360,1243,1203,799,382,9186,0,11,7,0,0,0,0,0,14,5,4,0,4,0,0,0,0,9,0,12,21,37,42,78,53,35,280,7,23,26,46,41,78,53,35,312,2097,2789,2979,2552,2287,1959,1329,562,16550,80,141,108,108,83,66,71,36,688,2182,2950,3121,2702,2409,2099,1457,640,17551
POA6022,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,5,10,13,17,61,39,12,154,0,4,15,13,21,61,39,12,163,248,300,357,306,210,239,140,17,1821,14,24,17,13,8,3,0,9,81,267,329,379,338,237,303,180,31,2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,6,5,0,22,0,5,0,4,11,6,5,0,23,230,343,362,302,270,340,166,38,2045,4,3,11,12,7,9,10,5,51,231,351,369,315,285,357,175,39,2124,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,3,8,17,27,64,41,11,172,0,9,11,17,27,64,41,11,181,479,645,717,609,484,576,306,57,3869,18,28,25,25,13,15,14,12,132,496,673,752,646,518,665,357,70,4186
POA6023,0,3,4,0,0,0,0,0,7,0,6,7,0,0,0,0,0,10,0,9,29,41,30,113,84,24,335,0,12,34,38,38,113,84,24,352,905,540,991,1088,784,766,399,77,5545,16,28,33,39,28,21,7,4,179,916,583,1063,1164,850,899,491,112,6074,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,9,3,7,15,14,0,49,0,3,10,3,7,15,14,0,51,789,579,1169,1129,906,1020,460,187,6247,7,21,24,17,11,27,29,12,155,797,603,1207,1159,930,1057,503,200,6460,0,3,5,0,0,0,0,0,8,0,3,5,0,0,0,0,0,8,0,13,36,44,39,122,94,24,382,0,17,47,51,42,122,94,24,406,1693,1112,2158,2217,1695,1787,858,263,11791,21,49,64,59,46,44,41,18,333,1717,1184,2270,2324,1779,1957,988,314,12530
POA6024,0,8,0,0,0,0,0,0,9,3,5,5,3,0,0,0,0,12,0,18,16,28,43,125,71,17,323,7,29,21,34,43,125,71,17,346,720,703,942,844,603,672,346,53,4884,23,29,58,53,31,19,20,0,226,747,760,1011,938,676,816,436,68,5457,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,5,8,11,11,5,3,50,0,4,8,8,11,11,5,3,52,695,778,963,882,705,899,403,101,5421,15,30,39,15,17,22,21,7,173,721,814,1002,904,731,929,435,110,5647,0,8,3,0,0,0,0,0,13,3,5,3,4,0,0,0,0,21,0,19,19,35,62,132,79,22,369,7,34,24,44,62,132,79,22,400,1420,1482,1903,1726,1303,1570,745,153,10301,43,60,91,72,41,41,44,7,403,1465,1577,2022,1841,1406,1741,870,185,11105
POA6025,0,5,7,7,5,0,0,0,24,3,10,12,9,3,0,0,0,36,0,23,55,77,100,204,116,34,616,4,44,75,92,104,204,116,34,680,1788,1669,1984,1926,1728,1493,615,130,11334,56,96,98,87,66,47,34,3,488,1847,1806,2162,2112,1907,1739,765,173,12505,0,3,0,3,0,0,0,0,7,0,5,0,0,0,0,0,0,4,0,4,11,8,30,16,17,5,95,6,6,14,18,27,16,17,5,111,1662,1823,2169,2048,2110,1827,737,235,12606,37,51,44,54,54,40,37,35,350,1694,1879,2226,2118,2195,1885,787,278,13065,3,7,7,10,5,0,0,0,33,5,10,13,9,4,0,0,0,41,4,28,68,93,127,218,135,43,714,8,50,89,115,136,218,135,43,792,3443,3497,4154,3974,3836,3316,1352,369,23944,93,142,144,144,122,84,68,42,837,3546,3690,4389,4229,4099,3618,1554,449,25574
POA6026,0,3,3,8,5,0,0,0,18,3,0,4,4,0,0,0,0,16,3,9,47,57,74,159,68,53,471,9,10,52,66,80,159,68,53,502,1369,863,1350,1291,1429,1244,427,190,8163,25,35,52,56,50,30,9,18,282,1403,909,1452,1417,1562,1432,504,260,8941,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,5,0,0,8,21,20,16,10,17,86,0,4,5,27,20,16,10,17,93,1209,892,1519,1530,1778,1392,649,423,9387,15,27,25,29,31,30,26,32,210,1223,916,1550,1580,1824,1441,679,474,9689,0,3,4,8,5,0,0,0,15,3,3,4,8,0,0,0,0,20,3,14,53,83,89,174,75,69,562,9,15,63,94,99,174,75,69,596,2576,1753,2871,2819,3203,2642,1073,616,17546,42,56,74,79,84,63,38,54,486,2623,1827,3002,2998,3384,2873,1183,740,18637
POA6027,4,11,12,7,0,0,0,0,31,6,10,14,10,8,0,0,0,44,0,34,64,125,200,210,99,40,780,10,58,91,140,213,210,99,40,854,2738,2441,2657,2542,2548,1935,722,178,15760,106,146,172,168,141,84,59,50,920,2855,2655,2920,2849,2897,2230,871,268,17536,4,3,0,0,0,0,0,0,9,5,3,0,3,0,0,0,0,12,5,7,18,24,46,30,7,8,144,10,10,16,32,49,30,7,8,163,2411,2471,2795,2833,2941,2213,908,354,16927,84,113,93,82,82,90,78,62,680,2501,2591,2906,2942,3075,2332,987,429,17767,9,10,11,11,4,0,0,0,41,9,14,14,9,8,0,0,0,58,3,45,86,152,247,236,106,50,921,21,72,106,175,256,236,106,50,1017,5143,4916,5450,5374,5494,4152,1624,535,32686,196,259,263,246,220,173,134,112,1604,5362,5246,5820,5796,5972,4563,1861,695,35310
POA6028,5,0,0,6,0,0,0,0,11,5,4,0,4,7,0,0,0,20,3,15,46,72,92,73,36,7,348,8,16,48,86,98,73,36,7,381,1733,1041,1201,1843,1694,886,278,70,8737,49,44,58,94,56,31,13,3,348,1789,1105,1310,2020,1845,981,325,79,9465,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,11,23,23,8,4,0,63,4,5,13,23,23,8,4,0,66,1623,1079,1464,2110,1766,870,372,116,9397,37,42,26,33,46,20,17,10,236,1660,1122,1504,2170,1830,894,393,128,9700,6,0,0,6,0,0,0,0,14,5,4,0,8,7,0,0,0,26,3,14,51,97,108,80,37,7,408,10,25,56,113,120,80,37,7,444,3357,2118,2668,3958,3461,1752,647,184,18136,84,84,87,130,98,48,33,12,580,3453,2229,2815,4196,3679,1877,718,213,19164
POA6029,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,5,5,9,11,14,3,52,0,0,8,7,12,11,14,3,56,172,90,144,191,171,134,79,23,1014,7,15,11,7,10,7,9,6,58,180,102,164,210,193,155,97,33,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,5,0,0,3,0,0,3,0,5,5,0,0,11,196,103,181,205,172,164,88,37,1147,6,9,5,0,6,9,3,0,43,207,111,191,207,180,178,94,39,1201,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,4,5,6,10,19,3,60,0,0,8,11,14,10,19,3,63,368,192,327,397,346,303,167,63,2163,13,21,16,9,17,12,11,4,99,381,216,352,415,368,328,192,73,2330
POA6030,5,3,0,5,4,0,0,0,22,8,11,10,7,6,0,0,0,41,7,41,58,97,128,157,121,90,695,21,62,64,110,138,157,121,90,761,2737,2336,2321,2573,2104,1136,693,197,14091,124,191,189,184,140,54,44,37,969,2889,2585,2571,2865,2385,1348,857,319,15817,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,13,34,32,18,22,10,128,10,3,20,38,31,18,22,10,138,2645,2588,2642,2978,2316,1468,991,401,16028,147,131,127,127,73,65,73,67,812,2798,2728,2787,3137,2426,1549,1079,475,16985,11,3,8,5,4,0,0,0,33,8,11,8,7,8,0,0,0,44,8,51,69,129,158,174,139,95,825,33,68,81,145,169,174,139,95,901,5383,4927,4958,5548,4420,2603,1681,596,30116,274,324,320,313,216,117,114,100,1779,5689,5317,5360,6004,4806,2902,1935,793,32797
POA6031,0,4,5,0,0,0,0,0,18,0,13,0,4,0,0,0,0,18,0,20,30,40,37,37,12,5,176,0,34,37,47,40,37,12,5,207,1237,1280,1347,1108,711,351,135,20,6195,47,86,76,79,36,23,3,0,345,1283,1399,1462,1232,784,405,159,22,6742,5,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,4,8,8,4,0,0,32,7,7,3,9,8,4,0,0,46,1189,1540,1544,1227,825,436,139,38,6939,46,44,50,24,21,21,4,0,214,1244,1588,1595,1272,855,465,144,38,7199,5,8,5,5,0,0,0,0,25,0,11,6,4,0,0,0,0,19,3,21,35,48,45,44,12,5,203,8,39,47,62,46,44,12,5,251,2427,2815,2890,2339,1538,791,279,50,13135,91,134,124,101,50,42,8,3,559,2526,2988,3055,2498,1638,873,300,58,13943
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,11,5,22,16,8,6,0,71,0,0,0,3,6,0,0,0,13,9,14,5,18,17,12,7,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,8,21,8,0,0,70,3,0,0,0,0,0,0,0,9,11,6,14,13,20,9,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,24,13,19,28,34,11,4,0,141,4,0,0,5,8,3,0,0,18,28,15,19,35,39,17,9,0,167
POA6033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,11,0,0,0,3,0,7,0,0,11,26,25,23,23,39,31,3,0,167,3,3,0,0,5,0,0,0,15,27,31,26,27,39,34,4,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,24,41,30,18,9,3,159,0,0,0,0,3,0,0,0,13,28,19,28,42,34,19,9,3,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,11,0,0,0,3,0,7,0,0,13,49,42,44,65,68,44,15,4,334,3,12,5,0,7,3,0,0,27,55,55,51,70,75,48,13,8,371
POA6034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,6,4,6,0,0,31,0,4,10,6,4,6,0,0,36,187,381,241,162,70,58,23,0,1127,13,31,31,21,5,0,0,0,99,202,421,278,182,88,66,26,0,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,224,430,280,192,121,72,24,0,1335,5,19,17,8,5,3,0,0,60,231,452,296,205,128,72,24,0,1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,3,9,8,0,0,35,0,4,11,3,9,8,0,0,41,407,815,521,346,198,128,47,0,2465,23,51,43,28,12,3,0,0,162,431,867,575,386,217,137,46,0,2667
POA6035,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,10,17,40,25,48,26,10,164,3,12,17,40,27,48,26,10,177,591,606,650,608,477,331,205,42,3514,46,60,65,51,38,7,18,10,303,641,679,727,700,548,390,245,57,3989,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,5,10,5,4,0,21,0,0,4,7,10,5,4,0,32,510,747,784,670,544,433,227,67,3992,35,58,42,31,26,24,23,22,260,545,811,833,712,577,461,255,87,4281,0,3,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,9,3,10,20,43,31,56,25,3,191,5,12,23,44,35,56,25,3,207,1102,1360,1431,1285,1023,770,431,110,7508,81,122,103,82,65,32,41,26,559,1186,1491,1556,1413,1117,852,503,151,8266
POA6036,5,0,0,3,0,0,0,0,12,0,4,0,3,0,0,0,0,5,7,6,27,47,46,44,13,6,188,6,10,30,55,45,44,13,6,205,1271,1058,1080,1161,687,388,149,32,5829,55,70,79,92,51,9,6,0,368,1331,1135,1188,1304,784,446,175,36,6402,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,7,17,12,5,4,0,48,0,9,7,19,12,5,4,0,54,1320,1238,1333,1337,813,523,206,40,6802,45,64,50,44,28,12,13,7,258,1356,1306,1390,1398,847,538,228,50,7112,5,5,0,4,3,0,0,0,17,0,4,0,3,0,0,0,0,9,0,9,37,66,53,48,20,6,240,6,17,35,66,59,48,20,6,263,2590,2292,2406,2495,1498,911,357,69,12622,102,129,130,138,78,26,20,6,621,2690,2443,2579,2702,1634,981,401,81,13511
POA6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,19,21,27,6,8,83,0,4,3,19,18,27,6,8,87,182,189,181,247,225,144,84,4,1264,19,26,41,26,27,10,5,0,146,205,220,219,294,274,178,96,16,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,0,0,18,0,0,0,4,6,3,0,0,19,155,209,233,248,219,161,79,20,1323,18,14,22,20,21,12,4,3,116,169,222,256,277,246,174,79,17,1451,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,9,28,26,22,6,8,99,0,4,6,31,24,22,6,8,104,333,399,414,495,449,306,162,24,2588,39,37,56,45,48,23,10,4,260,372,440,481,570,522,355,175,35,2953
POA6038,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,18,18,17,19,17,7,4,98,4,27,25,18,20,17,7,4,106,535,861,793,522,283,171,49,12,3222,31,53,58,48,22,4,7,0,219,569,935,873,580,325,190,63,14,3549,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,16,0,5,4,0,3,3,0,0,19,586,1060,840,630,364,213,74,19,3795,24,32,18,20,10,10,6,0,123,607,1101,862,657,381,225,85,19,3937,3,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,18,23,17,21,19,11,4,111,4,27,26,23,18,19,11,4,129,1116,1922,1635,1152,653,387,125,31,7018,55,87,75,67,31,8,4,0,337,1179,2030,1735,1238,704,415,147,35,7482
POA6041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,15,8,0,44,0,0,5,3,11,15,8,0,44,66,43,60,115,110,121,59,9,589,4,7,14,20,12,8,7,6,68,77,45,72,142,131,146,78,14,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10,0,0,0,0,3,0,4,0,12,66,63,78,104,109,116,56,12,601,7,4,7,5,3,13,6,0,44,72,72,87,108,120,133,65,12,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,15,16,10,0,58,0,0,5,3,15,16,10,0,57,131,110,132,222,219,240,108,23,1191,18,9,19,23,19,21,17,6,109,148,120,153,253,244,277,138,27,1357
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,0,0,7,0,0,0,3,5,22,3,0,36,0,3,4,5,0,4,3,0,13,3,5,7,4,9,25,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,14,0,4,32,0,0,0,3,0,3,5,0,8,0,3,3,5,9,17,3,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,0,0,7,0,6,3,4,11,38,0,4,69,0,0,3,0,0,5,4,0,24,3,10,8,7,15,44,10,4,100
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,4,0,0,8,7,11,3,21,19,27,9,0,103,0,0,0,7,3,5,0,0,14,7,11,3,29,23,38,12,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,14,24,25,13,0,92,3,0,0,3,5,0,0,0,12,3,6,3,18,29,29,14,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,4,0,0,11,9,17,5,38,44,53,19,3,190,3,0,0,8,5,4,0,0,23,12,17,5,47,53,62,26,3,221
