POA_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
POA4360,8,0,13,95,131,71,55,77,69,495
POA4361,56,9,86,393,529,293,277,569,127,2181
POA4362,47,7,84,388,521,276,296,484,190,2151
POA4363,3,0,0,83,133,59,49,95,66,493
POA4364,0,0,0,26,36,12,18,31,23,147
POA4365,3,0,3,82,108,69,63,122,74,518
POA4370,247,82,527,2898,4023,2108,1700,3711,1265,15706
POA4371,0,0,13,112,168,98,74,90,40,580
POA4372,3,0,7,20,38,15,12,28,11,123
POA4373,32,7,47,134,209,101,116,237,78,869
POA4374,4,0,3,57,107,45,47,59,29,343
POA4375,0,0,0,35,45,22,11,37,27,180
POA4376,3,3,12,51,62,43,37,74,44,302
POA4377,5,0,11,87,124,75,69,101,58,508
POA4378,8,0,14,77,140,58,57,107,31,469
POA4380,125,24,260,1093,1792,1070,780,1453,616,6797
POA4381,0,0,7,86,132,96,66,109,78,565
POA4382,0,0,4,85,134,51,47,68,27,408
POA4383,4,4,14,84,119,57,70,157,49,526
POA4384,0,0,0,7,17,4,5,5,3,42
POA4385,27,5,51,158,228,110,112,269,90,972
POA4387,16,3,30,179,270,144,110,288,121,1105
POA4388,0,0,4,49,74,34,36,74,21,284
POA4390,74,14,147,1056,1424,583,446,1185,539,5230
POA4400,9,0,22,334,467,197,176,364,91,1634
POA4401,72,15,145,794,1167,541,451,1346,360,4654
POA4402,0,0,3,47,47,24,49,62,41,265
POA4403,0,5,10,119,165,72,78,151,76,661
POA4404,4,3,9,80,112,48,39,51,40,377
POA4405,155,27,288,2135,2876,1292,1089,2832,921,11142
POA4406,8,3,16,239,332,162,191,293,167,1380
POA4407,0,0,3,72,100,42,40,112,57,428
POA4408,8,4,10,66,107,53,53,119,39,440
POA4410,28,13,47,140,192,121,141,237,123,954
POA4411,0,0,3,47,55,31,31,33,26,219
POA4412,0,0,6,29,48,14,21,29,32,167
POA4413,58,38,140,1240,1606,756,695,1516,899,6711
POA4415,25,22,64,303,401,185,139,469,246,1753
POA4416,0,0,0,62,91,32,43,68,28,325
POA4417,6,0,9,89,127,77,55,131,54,522
POA4418,0,0,0,14,24,13,8,10,5,74
POA4419,0,0,12,125,175,85,86,216,192,879
POA4420,24,0,33,169,223,95,121,253,113,964
POA4421,21,5,30,233,344,231,233,524,220,1785
POA4422,0,0,0,91,73,36,37,78,58,376
POA4423,0,0,3,42,39,15,17,21,21,151
POA4424,0,0,0,33,47,21,27,29,10,169
POA4425,0,0,0,27,33,18,10,22,14,133
POA4426,0,0,8,25,30,17,8,17,31,128
POA4427,0,5,9,41,60,20,23,77,46,267
POA4428,0,0,8,78,132,64,54,128,42,499
POA4454,6,4,20,110,132,54,51,148,102,599
POA4455,41,55,143,1356,1667,726,560,1578,850,6728
POA4461,0,0,0,7,7,0,3,6,0,31
POA4462,0,0,3,16,33,11,15,17,17,106
POA4465,13,3,24,159,251,114,103,276,119,1020
POA4467,0,0,0,29,32,17,10,31,15,133
POA4468,3,0,0,42,53,22,24,62,22,227
POA4470,49,17,97,489,577,247,205,732,370,2620
POA4472,21,23,60,217,298,111,120,326,109,1186
POA4474,0,0,0,15,19,8,10,8,3,64
POA4477,3,0,17,91,99,42,49,97,38,424
POA4478,5,0,3,94,100,31,44,94,38,406
POA4479,0,0,0,0,0,0,0,0,0,7
POA4480,7,0,13,115,129,40,43,129,32,496
POA4481,0,0,0,18,26,5,9,40,20,109
POA4482,0,0,0,16,21,3,5,38,18,98
POA4486,3,0,8,90,134,54,62,165,46,560
POA4487,17,16,58,485,635,255,207,645,290,2515
POA4488,4,0,6,34,48,23,20,37,23,188
POA4489,0,0,0,9,18,3,7,27,0,65
POA4490,22,0,32,176,275,134,85,416,99,1178
POA4491,0,0,0,19,29,12,11,13,3,78
POA4492,0,0,0,67,66,23,13,76,18,263
POA4493,0,0,0,0,0,0,0,6,6,16
POA4494,0,0,0,25,28,10,13,28,24,125
POA4496,0,0,0,27,41,16,19,41,23,164
POA4497,0,0,4,51,69,24,31,61,15,255
POA4498,0,0,0,20,23,20,15,33,17,132
POA4500,252,30,457,7734,10764,4683,3260,8069,1426,35942
POA4501,92,3,133,1022,1275,514,387,1300,296,4786
POA4502,37,8,68,1553,2154,956,660,1412,275,7013
POA4503,264,165,658,8524,11833,4726,3538,9798,2309,40731
POA4504,123,5,165,3522,4827,2089,1482,3181,611,15708
POA4505,247,27,419,4298,5863,2617,2004,5091,1131,21003
POA4506,182,32,305,3785,5122,2349,1893,5426,1321,19892
POA4507,443,130,956,2906,5069,2885,2062,4700,1129,18748
POA4508,207,93,435,2929,3804,1867,1346,4658,1160,15759
POA4509,256,55,426,6109,8326,3427,2510,6745,1201,28324
POA4510,620,223,1188,8067,10934,5216,4311,12681,3422,44635
POA4511,80,16,212,1335,2214,1282,967,2163,414,8377
POA4512,31,6,52,587,820,461,308,600,231,3014
POA4514,77,7,118,1047,1577,812,704,1300,1824,7268
POA4515,45,16,82,601,804,459,414,990,412,3686
POA4516,18,4,42,707,989,494,369,715,177,3451
POA4517,6,3,20,143,221,117,81,140,79,785
POA4518,43,0,93,839,1335,669,512,928,260,4537
POA4519,101,25,197,1397,2128,1071,818,1734,532,7683
POA4520,53,7,140,2329,3593,2000,1336,1419,462,11135
POA4521,18,6,52,776,1272,715,508,628,265,4170
POA4550,25,3,57,767,1188,600,440,855,180,4023
POA4551,976,349,2140,11286,16270,7720,4978,12925,3208,56386
POA4552,131,28,302,1291,2305,1443,1089,1219,544,7890
POA4553,33,0,70,1686,2494,1144,834,1708,499,8366
POA4554,8,3,17,327,495,276,173,224,145,1641
POA4555,100,20,188,1224,1919,894,674,1236,358,6301
POA4556,758,263,1694,8035,11472,5539,3521,8130,2197,38896
POA4557,108,23,240,3747,4894,1976,1250,3644,888,16399
POA4558,396,240,904,4156,5697,2250,1299,5229,1959,20591
POA4559,35,30,119,1193,1810,889,655,1187,335,6066
POA4560,534,98,1017,5462,8720,4369,3164,6568,1725,30012
POA4561,35,12,87,1244,2065,1078,777,1365,363,6890
POA4562,43,8,82,1301,2189,1203,876,1176,420,7171
POA4563,87,82,257,1439,2354,1350,1045,1480,595,8261
POA4564,164,29,301,2033,2896,1337,799,2296,667,10032
POA4565,238,142,581,2232,3519,1893,1293,2915,1004,12858
POA4566,148,42,353,1477,2228,1164,669,1697,474,7704
POA4567,149,19,254,2054,3163,1487,806,2093,634,10239
POA4568,22,0,47,578,924,538,415,465,197,3115
POA4569,12,3,28,218,410,227,193,265,118,1434
POA4570,549,95,1012,6863,9788,5333,4548,8868,2934,38338
POA4571,3,0,8,129,204,101,113,123,77,744
POA4572,76,9,109,864,1093,433,213,887,278,3772
POA4573,366,36,621,5057,7797,3578,2248,5183,1301,25173
POA4574,3,3,21,208,334,186,168,217,85,1193
POA4575,469,73,859,4996,6605,3061,1915,5448,1418,23448
POA4580,69,24,159,680,1082,709,674,1213,409,4770
POA4581,4,0,13,217,327,178,104,271,167,1265
POA4600,11,4,16,134,187,107,102,163,74,765
POA4601,13,0,20,179,234,129,114,213,91,961
POA4605,69,10,122,633,837,460,410,974,396,3715
POA4606,52,13,97,341,483,275,256,499,195,2053
POA4608,0,0,6,134,192,121,89,164,71,766
POA4610,176,56,368,2134,3218,1501,1375,3032,1038,12303
POA4611,0,0,0,9,19,24,7,30,18,112
POA4612,0,0,4,29,39,24,34,52,35,209
POA4613,9,0,20,93,148,100,105,196,94,738
POA4614,13,3,33,174,198,126,130,290,115,1025
POA4615,85,27,158,909,1389,803,762,1619,787,6275
POA4620,0,0,11,65,82,56,52,75,63,399
POA4621,20,4,45,239,341,203,180,380,182,1530
POA4625,38,6,72,357,512,263,240,605,291,2274
POA4626,28,11,52,286,386,172,178,445,212,1670
POA4627,4,3,13,114,161,77,82,170,88,685
POA4630,54,6,102,295,480,242,247,504,194,1971
POA4650,522,97,935,4797,7081,3812,3450,7664,2862,29670
POA4655,1060,350,2105,9511,14626,7512,5891,14968,3881,56399
POA4659,63,20,143,673,1108,761,647,1203,387,4772
POA4660,73,12,157,1107,1569,1000,931,1769,692,7062
POA4662,4,0,11,115,157,105,67,152,78,671
POA4670,1318,276,2468,12172,17917,8966,7076,19293,4944,70365
POA4671,45,10,97,807,1182,729,771,1260,651,5401
POA4673,3,0,7,97,146,72,88,126,57,587
POA4674,7,0,15,159,309,212,221,309,182,1393
POA4676,0,0,4,28,26,15,22,37,25,156
POA4677,17,6,36,508,925,503,420,679,515,3550
POA4678,9,0,11,93,183,97,102,172,58,705
POA4680,291,95,595,8124,11925,5184,4281,10250,3200,42958
POA4694,0,0,0,15,26,18,12,19,14,102
POA4695,6,7,14,147,227,106,106,171,117,878
POA4697,0,0,0,9,28,16,17,24,35,120
POA4699,8,0,10,53,93,52,43,72,40,352
POA4700,300,85,557,2795,3744,1498,1105,3910,1232,14282
POA4701,447,169,980,6615,9157,4029,2908,9385,2891,34977
POA4702,111,72,302,4033,5835,2803,2435,5170,3238,23511
POA4703,279,55,535,3781,5588,2707,1998,4553,1840,20470
POA4704,0,0,0,14,27,17,12,17,10,102
POA4705,0,0,3,76,80,30,26,68,62,335
POA4706,0,0,3,3,15,12,12,11,6,59
POA4707,4,0,5,29,46,19,30,57,36,216
POA4709,0,0,0,112,141,50,62,115,52,534
POA4710,68,37,146,673,1078,553,448,1050,387,4191
POA4711,0,0,13,299,412,225,166,260,98,1459
POA4712,0,0,9,23,62,15,32,51,19,202
POA4713,0,0,0,313,102,24,11,164,49,663
POA4714,38,17,65,335,479,297,282,744,406,2544
POA4715,51,36,139,1027,1357,634,526,1227,780,5554
POA4716,0,0,8,144,174,88,82,124,46,660
POA4717,5,3,7,642,884,363,303,727,689,3607
POA4718,5,3,15,311,453,205,184,427,399,1968
POA4719,13,8,25,138,213,95,112,205,122,877
POA4720,23,27,81,2267,3056,1200,1007,2546,1167,11239
POA4721,28,8,54,592,733,306,295,726,456,3110
POA4722,21,8,43,255,267,149,142,273,209,1306
POA4723,10,0,16,204,255,137,156,232,212,1203
POA4724,4,5,12,92,118,53,40,116,52,473
POA4725,10,6,43,224,354,130,106,272,169,1244
POA4726,0,0,3,35,96,34,34,80,17,291
POA4727,0,0,0,50,55,23,25,46,56,248
POA4728,0,0,4,23,38,17,21,46,22,165
POA4730,43,12,88,518,717,231,198,567,338,2574
POA4731,3,0,0,30,39,17,20,54,17,186
POA4732,0,0,0,12,38,10,16,27,20,127
POA4733,0,0,0,31,31,14,20,24,22,133
POA4735,8,0,21,143,204,61,50,197,141,799
POA4736,0,0,0,18,36,7,7,20,18,108
POA4737,64,17,130,1125,1645,812,775,1582,774,6713
POA4738,0,0,8,130,229,114,138,230,103,950
POA4739,6,5,6,46,64,35,39,67,40,296
POA4740,794,264,1592,13295,18217,7515,5784,16930,6870,68614
POA4741,35,11,73,935,1398,745,705,1211,1143,6133
POA4742,3,0,9,122,158,66,67,221,364,989
POA4743,0,0,0,91,102,31,27,88,114,450
POA4744,10,3,13,1230,1729,615,509,1419,1622,7120
POA4745,0,0,3,327,525,211,161,484,577,2284
POA4746,0,0,0,202,326,131,98,234,610,1599
POA4750,12,8,28,964,1303,527,424,999,436,4648
POA4751,28,7,57,686,985,447,371,816,368,3663
POA4753,9,0,16,667,930,410,354,716,343,3423
POA4754,33,3,48,309,447,220,246,392,302,1911
POA4756,5,4,8,70,135,74,73,86,102,541
POA4757,0,0,3,41,69,37,49,47,45,285
POA4798,5,3,12,71,134,53,55,145,98,553
POA4799,0,0,8,111,202,105,121,192,101,835
POA4800,96,21,188,1444,2115,1117,845,1809,829,8166
POA4802,27,9,44,2378,2883,1016,670,2777,1665,11389
POA4804,17,9,35,251,339,167,158,448,401,1763
POA4805,135,28,235,1590,2214,978,825,2809,1120,9532
POA4806,72,21,156,543,738,360,347,867,304,3168
POA4807,157,45,315,1518,2109,1073,833,2484,988,9001
POA4808,8,5,14,164,227,123,99,210,87,900
POA4809,4,4,14,128,207,95,94,209,83,815
POA4810,158,53,353,4092,5478,1888,1150,4367,1839,18814
POA4811,82,31,167,2178,2895,1156,772,2539,1949,11491
POA4812,274,43,498,3179,4421,1636,1087,4186,1337,15847
POA4814,370,141,747,7625,10020,4030,2727,9774,3643,37822
POA4815,133,15,254,2948,4178,1864,1459,4649,1525,16624
POA4816,27,9,74,1410,1748,950,784,1769,867,7524
POA4817,194,49,366,4921,7036,2944,2017,6032,1468,24425
POA4818,110,6,168,4624,7083,2879,2182,5491,1716,23982
POA4819,16,6,46,333,674,348,209,435,235,2245
POA4820,135,37,237,1444,1912,976,829,2175,1229,8562
POA4821,21,7,31,193,254,110,111,336,179,1175
POA4822,3,4,6,108,137,70,56,125,116,619
POA4823,0,0,5,144,158,47,55,202,191,798
POA4824,15,4,19,513,618,242,202,679,472,2714
POA4825,55,26,118,2869,3731,1457,1100,3824,1796,14783
POA4828,0,0,0,38,31,6,11,65,32,187
POA4829,0,0,0,67,94,30,23,119,83,419
POA4830,3,0,0,366,346,45,28,333,122,1248
POA4849,41,4,62,161,268,150,145,370,129,1227
POA4850,229,74,459,1499,2233,1169,1124,2378,883,9281
POA4852,23,3,49,585,972,479,351,650,387,3426
POA4854,60,18,127,827,1018,548,489,1168,494,4542
POA4855,9,0,15,106,182,84,68,149,86,673
POA4856,6,0,8,89,126,80,66,148,88,601
POA4858,15,12,33,192,335,155,140,256,116,1199
POA4859,0,0,5,88,111,43,40,85,82,441
POA4860,195,43,372,1533,2156,1055,892,2598,943,9179
POA4861,24,3,42,214,347,127,146,293,140,1278
POA4865,52,29,130,1294,1891,858,678,1431,610,6762
POA4868,145,38,276,3451,4934,2097,1428,4648,1655,18214
POA4869,49,67,166,2984,3984,1736,1292,4034,1457,15486
POA4870,683,223,1346,12019,15897,6090,4021,15704,6993,60723
POA4871,59,18,133,2261,1792,888,884,1853,1088,8773
POA4872,26,18,80,535,862,435,437,786,499,3559
POA4873,47,13,107,917,1491,753,630,1125,629,5543
POA4874,4,0,11,794,1060,340,278,880,807,4167
POA4875,19,0,23,1321,1139,448,398,1547,445,5295
POA4876,0,0,3,463,397,105,127,484,258,1837
POA4877,35,16,77,945,1270,491,300,1146,708,4864
POA4878,118,25,211,2661,3593,1401,932,2973,915,12466
POA4879,134,27,249,3566,5467,2361,1399,3960,1292,18039
POA4880,151,50,351,1867,2591,1293,1075,2774,2334,11933
POA4881,26,9,63,721,1170,597,440,566,490,3979
POA4882,32,6,55,476,689,368,289,527,267,2608
POA4883,156,84,340,1380,1843,916,804,1676,787,7407
POA4884,22,11,50,279,468,291,219,241,112,1613
POA4885,46,35,107,529,922,546,402,548,343,3285
POA4886,9,3,17,112,205,110,123,126,130,801
POA4887,24,11,48,234,404,249,217,395,244,1740
POA4888,28,4,46,333,524,273,340,560,307,2336
POA4890,0,4,3,215,218,62,71,339,144,1055
POA4891,5,0,6,70,112,42,28,147,53,447
POA4892,7,3,12,1126,635,305,381,1029,610,4079
POA4895,13,4,27,631,795,344,395,873,581,3611
POA5000,60,19,141,3860,4446,1219,578,5557,1604,17259
POA5006,142,52,287,1583,1846,622,324,1498,447,6316
POA5007,196,11,259,1738,2293,701,340,1840,397,7296
POA5008,180,15,331,2447,3358,1294,858,3600,566,12121
POA5009,64,11,126,969,1346,527,322,1258,198,4623
POA5010,152,14,193,916,1051,420,303,2123,287,5100
POA5011,165,23,284,2528,3414,1332,816,3073,490,11650
POA5012,118,20,195,1750,2034,829,629,3810,582,9633
POA5013,195,14,279,1698,2239,930,614,3015,474,8972
POA5014,221,17,378,2257,3077,1225,779,2931,401,10668
POA5015,40,7,90,1141,1683,545,346,1229,250,5187
POA5016,262,19,373,1654,2428,979,571,1912,271,7823
POA5017,47,4,84,803,1120,487,370,1258,246,4285
POA5018,55,9,116,1041,1425,680,439,1139,149,4873
POA5019,180,23,297,1631,2461,1012,586,1915,484,8090
POA5020,34,8,81,545,849,407,227,598,84,2711
POA5021,215,29,409,1238,1720,857,554,1463,178,6007
POA5022,256,42,519,3190,4340,1911,1052,2892,487,13875
POA5023,364,37,663,3075,3993,1715,1167,4465,745,15158
POA5024,273,27,595,2654,3613,1752,1051,2846,437,12347
POA5025,104,20,240,1758,2142,1013,700,1916,304,7827
POA5031,114,21,260,2099,2770,941,590,2058,339,8800
POA5032,234,24,460,2352,3338,1359,913,3034,402,11394
POA5033,241,16,367,1571,2166,759,496,2367,311,7676
POA5034,159,20,279,2030,2872,1229,611,1576,246,8563
POA5035,95,20,193,1221,1773,660,346,1236,160,5399
POA5037,341,32,566,2225,2728,1103,703,2862,427,10044
POA5038,207,41,453,3254,4366,1707,1054,3901,568,14843
POA5039,92,22,241,1586,2354,1017,602,1712,310,7580
POA5040,27,7,77,496,582,313,194,440,89,2110
POA5041,317,25,496,2507,3649,1688,854,2167,267,11130
POA5042,152,41,394,2236,2803,1129,781,2651,572,10179
POA5043,445,61,776,3712,4758,1905,1226,5041,816,17456
POA5044,414,46,637,2226,3084,1332,687,2282,263,9873
POA5045,312,35,578,3255,4404,1775,897,3267,532,14131
POA5046,275,22,454,1786,2564,1016,581,2047,321,8325
POA5047,84,19,204,1644,2221,862,613,1894,316,7544
POA5048,351,30,682,2894,4156,1768,959,2906,532,13221
POA5049,94,14,233,1872,2886,1316,756,1496,304,8625
POA5050,128,16,258,1056,1551,774,451,821,137,4789
POA5051,75,16,241,2825,4375,2019,1047,1652,256,12180
POA5052,115,16,243,1193,1954,1014,453,795,171,5581
POA5061,131,9,247,2012,2651,1208,592,1589,216,8260
POA5062,254,15,498,2971,4306,2010,1011,2291,307,12898
POA5063,307,38,521,2503,3477,1437,735,2169,323,10643
POA5064,380,46,631,1821,2635,1306,744,2112,268,8889
POA5065,233,29,494,2037,2809,1327,754,1966,252,9139
POA5066,96,20,311,2382,3280,1564,876,1683,203,9990
POA5067,81,9,209,2342,3101,1149,543,1863,421,9419
POA5068,284,34,555,2455,3255,1524,780,2405,374,10791
POA5069,109,13,235,1690,2334,993,491,1371,233,7109
POA5070,440,82,838,2819,3871,1624,946,3372,505,13135
POA5072,241,14,466,2545,3431,1570,983,2743,360,11635
POA5073,261,32,553,3012,4032,1812,1228,3422,452,13959
POA5074,277,83,581,2425,3202,1430,991,3468,542,12050
POA5075,246,50,451,1900,2647,1256,767,2697,363,9636
POA5076,61,11,157,1740,2518,1175,687,1741,201,8065
POA5081,201,21,377,1896,2494,1171,610,1847,338,8358
POA5082,193,28,368,3014,4253,1771,884,3009,555,13490
POA5083,73,11,177,1437,2075,856,459,1592,179,6589
POA5084,84,14,166,1639,1963,791,654,3298,652,9008
POA5085,291,43,480,3908,5200,2062,1520,5841,1618,20149
POA5086,177,22,360,2814,3846,1666,1212,4121,646,14305
POA5087,177,20,332,2037,2897,1229,799,2977,467,10411
POA5088,40,0,70,573,825,342,253,909,167,3071
POA5089,46,5,91,1273,1794,844,538,1105,171,5711
POA5090,434,26,670,1286,1862,869,589,2073,278,6959
POA5091,65,15,149,1340,2110,957,623,1272,194,6495
POA5092,153,19,367,3039,4268,2005,1372,3805,568,15062
POA5093,94,12,166,1490,2085,930,691,2257,309,7773
POA5094,3,0,7,151,177,74,61,266,62,786
POA5095,114,55,266,3711,4774,1812,1233,5198,701,17426
POA5096,105,26,233,2330,3063,1350,992,3052,447,11224
POA5097,276,22,426,2407,3520,1535,996,2769,337,11569
POA5098,224,65,402,2067,2771,1242,884,3266,575,10804
POA5106,32,0,40,14,3,0,0,79,0,99
POA5107,164,31,282,2654,3137,1568,1305,5436,673,14772
POA5108,358,88,651,6283,7777,3361,2806,12199,2094,34510
POA5109,205,40,465,3227,4448,1928,1482,4917,791,16801
POA5110,97,15,159,1329,1720,766,617,2427,455,7318
POA5111,0,0,0,105,55,14,0,185,12,376
POA5112,269,112,564,2875,3676,1647,1470,5369,1342,16376
POA5113,237,52,420,2493,3122,1420,1423,5350,1410,15216
POA5114,255,61,427,5655,7512,3169,2480,7757,1457,28030
POA5115,26,3,63,1905,2603,1053,823,2711,445,9552
POA5116,150,26,317,1717,2429,1103,779,2260,378,8667
POA5117,31,7,59,695,930,446,263,694,114,3141
POA5118,242,95,544,3214,4727,2133,1470,3604,759,15904
POA5120,14,8,42,473,581,251,180,561,178,2226
POA5121,33,7,56,378,473,200,156,603,110,1921
POA5125,172,79,405,3924,5118,2195,1320,3744,489,16781
POA5126,33,7,81,1335,1965,857,496,1197,194,6049
POA5127,44,7,113,1469,2072,911,528,1369,183,6542
POA5131,0,0,4,195,271,129,120,97,27,845
POA5132,0,0,3,78,111,52,52,56,12,365
POA5133,4,0,3,64,113,54,36,35,15,309
POA5134,0,0,14,73,131,60,45,40,30,373
POA5136,0,0,4,97,133,89,40,46,26,432
POA5137,4,0,8,109,148,91,54,38,22,473
POA5138,0,0,0,64,86,45,43,27,29,287
POA5139,0,0,3,47,67,32,17,41,10,222
POA5140,0,0,0,95,135,52,40,32,13,373
POA5141,0,0,6,139,217,106,62,63,40,630
POA5142,0,0,15,94,192,75,40,50,22,476
POA5144,0,0,9,75,129,65,43,49,17,370
POA5150,0,0,0,12,21,5,4,0,5,47
POA5151,0,0,5,82,136,47,23,35,15,338
POA5152,28,9,118,1137,1803,950,545,640,151,5224
POA5153,44,4,102,1216,1842,966,568,697,326,5608
POA5154,40,0,61,598,965,512,305,355,56,2791
POA5155,10,4,44,668,1146,560,297,381,85,3136
POA5156,3,0,9,163,294,140,70,107,40,810
POA5157,12,6,31,513,812,474,287,324,144,2557
POA5158,191,19,333,4553,6675,2904,1786,4075,510,20503
POA5159,483,45,833,6208,9012,4140,2408,5347,749,27866
POA5160,0,0,0,9,5,3,5,0,3,26
POA5161,158,23,299,1770,2560,1106,725,2039,337,8541
POA5162,386,79,796,6312,8449,3604,2523,7181,1320,29387
POA5163,164,50,280,2371,3337,1493,1167,3156,735,12253
POA5164,66,40,143,734,1015,475,398,1223,495,4339
POA5165,99,11,183,1038,1437,593,446,1234,262,5015
POA5166,11,0,33,324,456,183,152,374,75,1569
POA5167,118,14,187,1088,1652,671,465,1170,188,5238
POA5168,54,7,92,967,1318,629,414,1185,233,4738
POA5169,153,87,379,3425,4857,2103,1351,3474,701,15915
POA5170,8,0,23,223,341,140,78,205,50,1039
POA5171,93,32,210,1015,1629,832,523,961,292,5247
POA5172,31,0,67,755,1096,604,366,463,182,3464
POA5173,111,55,249,2096,3107,1481,1022,2205,619,10534
POA5174,6,0,19,501,817,346,250,399,155,2470
POA5201,4,5,22,378,581,297,200,259,143,1853
POA5202,6,0,7,154,210,114,79,119,54,733
POA5203,47,0,72,186,313,196,143,261,56,1158
POA5204,34,11,89,434,895,525,392,552,188,2982
POA5210,3,0,6,312,469,223,182,233,79,1506
POA5211,459,87,928,2523,4105,2461,1667,3304,699,14754
POA5212,84,11,159,342,567,343,244,410,77,1979
POA5213,12,0,19,226,359,187,99,173,48,1090
POA5214,203,52,452,1401,2458,1412,968,1865,487,8585
POA5220,0,0,7,28,35,8,18,20,19,123
POA5221,4,0,8,45,97,50,37,51,26,302
POA5222,8,3,23,89,200,111,74,87,45,603
POA5223,30,25,89,543,903,486,348,501,307,3084
POA5231,8,3,23,216,338,178,124,147,72,1074
POA5232,0,0,5,85,121,59,60,37,12,372
POA5233,17,30,62,242,373,201,160,211,90,1283
POA5234,6,0,14,222,386,170,118,151,58,1109
POA5235,13,9,37,418,652,324,265,374,180,2204
POA5236,5,0,6,49,83,40,37,47,23,280
POA5237,0,0,0,53,96,55,33,60,9,309
POA5238,85,12,147,603,927,597,476,966,297,3868
POA5240,3,0,4,105,154,65,44,58,27,445
POA5241,46,7,79,396,604,332,231,376,117,2061
POA5242,9,7,50,325,446,240,148,175,93,1436
POA5243,3,0,10,168,220,118,64,96,50,723
POA5244,67,4,100,803,1143,527,405,623,216,3723
POA5245,137,9,197,538,826,438,256,567,136,2755
POA5250,20,3,44,653,1016,463,340,417,90,2980
POA5251,213,26,397,3419,4983,2037,1422,2918,626,15402
POA5252,13,4,45,1165,1810,812,525,751,250,5312
POA5253,293,61,583,2845,3955,1989,1442,4259,1536,16027
POA5254,7,0,33,405,595,339,241,330,140,2063
POA5255,135,15,245,1657,2460,1265,932,1616,475,8408
POA5256,15,5,33,242,353,214,170,289,109,1379
POA5259,5,0,10,172,250,133,123,174,66,915
POA5260,31,7,57,252,333,207,177,375,194,1537
POA5261,0,0,7,50,92,38,30,45,21,274
POA5262,0,0,7,74,116,58,42,46,34,372
POA5263,0,0,6,16,35,20,11,21,6,115
POA5264,30,6,49,182,302,151,112,225,134,1105
POA5265,0,0,6,71,94,52,37,79,27,363
POA5266,10,9,20,105,118,67,58,78,59,488
POA5267,24,9,49,345,434,234,150,303,167,1633
POA5268,64,4,110,624,862,351,260,747,211,3059
POA5269,0,0,0,52,61,30,22,37,30,236
POA5270,3,0,7,121,139,72,63,68,46,511
POA5271,99,28,206,1219,1695,794,582,1449,488,6230
POA5272,9,0,15,147,217,107,76,121,75,743
POA5273,0,0,0,23,27,16,18,10,6,91
POA5275,45,7,85,337,572,292,238,474,138,2063
POA5276,10,0,30,215,317,195,139,214,67,1155
POA5277,30,7,59,433,654,330,234,581,166,2394
POA5278,0,0,4,84,112,58,46,88,56,443
POA5279,0,0,9,67,103,81,52,94,68,462
POA5280,131,26,246,1064,1724,973,678,1454,500,6392
POA5290,376,123,799,4122,5846,2636,1865,5212,1337,21015
POA5291,43,44,130,1507,2260,1176,837,1258,1253,8294
POA5301,0,0,3,85,123,70,41,72,26,414
POA5302,18,6,32,147,185,77,74,163,65,702
POA5303,0,0,0,33,33,15,14,22,10,128
POA5304,22,0,26,146,172,87,68,185,60,709
POA5306,0,0,0,14,18,9,10,6,6,63
POA5307,19,0,34,80,123,67,46,109,34,470
POA5308,0,0,3,18,25,17,22,25,11,119
POA5309,0,0,0,27,23,13,11,25,15,110
POA5310,0,0,0,7,13,0,3,5,0,26
POA5311,0,0,4,64,90,51,31,62,43,344
POA5320,11,0,18,98,134,91,74,159,51,612
POA5321,0,0,4,47,65,46,21,71,245,504
POA5322,3,0,12,149,254,104,74,171,51,800
POA5330,79,12,144,506,709,369,336,680,214,2822
POA5331,0,5,7,28,70,44,32,73,23,273
POA5332,4,0,5,47,97,52,33,71,25,314
POA5333,113,27,217,906,1398,718,477,1124,377,4995
POA5340,0,5,14,263,323,179,101,252,108,1230
POA5341,134,25,248,1188,1693,879,591,1819,431,6605
POA5342,4,0,9,194,292,133,96,188,41,937
POA5343,93,21,178,779,1063,514,404,1114,305,4186
POA5344,6,3,16,163,217,113,71,156,75,794
POA5345,96,15,158,475,793,414,288,793,196,2962
POA5346,0,0,6,61,91,43,28,74,20,316
POA5350,0,0,0,103,144,60,53,66,21,443
POA5351,57,13,105,987,1695,776,519,802,222,4997
POA5352,129,17,229,882,1356,691,492,833,203,4456
POA5353,28,5,64,665,938,522,338,579,201,3239
POA5354,9,0,7,46,72,39,23,95,121,392
POA5355,144,15,261,1446,2026,1043,684,1408,260,6865
POA5356,0,0,4,140,175,106,71,107,64,664
POA5357,4,5,10,47,97,54,39,91,48,379
POA5360,3,3,16,216,311,156,102,102,97,987
POA5371,7,0,7,223,329,144,117,191,60,1067
POA5372,32,3,41,430,578,294,230,426,69,2033
POA5373,43,10,83,572,809,437,325,588,154,2876
POA5374,26,0,43,226,346,179,152,279,82,1259
POA5381,0,0,9,56,76,39,47,61,13,291
POA5400,3,0,7,216,223,124,85,163,52,855
POA5401,20,0,39,123,179,100,86,152,42,682
POA5410,3,0,3,52,61,33,30,71,11,256
POA5411,0,0,6,53,64,32,31,65,24,269
