POA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
POA6758,5,20,12,111,0,148,0,0,0,148,0,148,5,0,3,0,0,8,0,0,0,0,0,0,9,0,0,0,0,9,96,27,14,116,5,258,28,0,0,0,0,28,6,0,0,0,0,6,8,0,0,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,21,3,4,31,0,59,6,0,0,17,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,9,0,0,0,0,9,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,34,10,4,25,0,73,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,5,66,0,6,16,0,88,7,0,0,0,464,471,261,45,24,358,475,1163
POA6760,8,10,15,81,0,114,0,0,0,242,4,246,12,0,0,0,0,12,6,0,0,4,0,10,8,3,0,0,0,11,43,14,12,93,5,167,8,0,0,0,0,8,0,0,0,0,0,0,11,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,21,4,5,20,0,50,10,0,3,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,9,7,0,20,0,36,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,11,9,10,0,64,3,0,0,3,275,281,173,28,29,416,287,933
POA6762,3,16,5,57,0,81,0,0,0,218,4,222,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,8,0,12,65,11,10,51,0,137,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,8,0,4,19,0,31,0,3,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,13,0,30,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,3,5,0,47,0,0,0,0,137,137,144,22,20,328,140,654
POA6765,4,20,22,131,0,177,0,10,3,1142,21,1176,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,4,44,14,16,90,0,164,21,0,0,0,0,21,4,0,0,0,0,4,0,0,4,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,7,0,5,29,0,41,6,3,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0,0,19,7,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,14,6,6,20,0,46,0,0,0,4,0,4,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,5,46,4,0,19,0,69,0,0,0,14,118,132,145,36,36,1319,144,1680
POA6770,13,15,9,174,11,222,5,16,0,2148,66,2235,10,0,0,3,0,13,3,0,0,0,0,3,3,0,0,4,0,7,61,13,11,181,14,280,14,0,0,0,0,14,5,0,0,0,0,5,15,0,0,17,0,32,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,20,7,6,75,5,113,5,6,0,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,0,37,4,72,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,56,10,0,25,6,97,3,0,0,35,328,366,209,45,18,2452,421,3145
POA7000,83,673,451,3536,33,4776,0,12,8,232,0,252,1039,17,30,36,5,1127,46,16,5,12,0,79,115,47,52,126,0,340,1132,670,486,3900,41,6229,98,6,15,5,0,124,67,11,11,23,0,112,174,68,50,365,4,661,85,20,13,75,0,193,22,11,0,15,0,48,314,3,16,15,0,348,280,181,130,1480,12,2083,132,68,22,188,0,410,56,0,10,4,0,70,16,4,0,11,0,31,5,0,0,0,0,5,8,9,4,8,0,29,8,5,9,7,0,29,59,22,14,17,0,112,102,18,22,82,0,224,31,8,3,13,0,55,0,0,0,0,0,0,270,181,127,1148,8,1734,19,9,0,11,0,39,33,11,5,0,0,49,40,6,7,8,0,61,44,5,3,0,0,52,117,0,5,0,0,122,51,26,14,64,0,155,1426,209,137,250,13,2035,49,9,0,42,812,912,4893,1302,895,7656,897,15643
POA7004,40,371,267,1897,19,2594,3,9,4,105,0,121,467,6,9,31,0,513,5,0,0,7,0,12,70,30,23,66,0,189,668,377,250,2103,21,3419,30,0,5,0,0,35,48,10,4,21,0,83,124,39,29,202,0,394,17,7,9,25,0,58,5,4,0,0,0,9,91,5,4,5,0,105,147,82,56,705,4,994,61,21,11,62,0,155,31,0,7,0,0,38,3,11,0,4,0,18,0,0,0,3,0,3,3,0,0,0,0,3,0,4,0,4,0,8,23,12,0,9,0,44,55,14,4,31,0,104,33,0,0,14,0,47,3,7,0,0,0,10,182,106,61,686,5,1040,13,0,0,4,0,17,14,6,6,3,0,29,27,0,0,8,0,35,17,3,0,0,0,20,40,0,0,0,0,40,36,10,7,22,0,75,661,100,69,140,5,975,17,0,0,30,329,376,2397,690,466,4052,377,7982
POA7005,76,450,320,2884,26,3756,0,4,5,96,0,105,2016,15,34,21,9,2095,22,5,6,21,0,54,102,40,30,93,0,265,1001,494,322,3151,45,5013,91,0,8,0,0,99,42,9,3,25,0,79,161,50,26,250,7,494,163,23,4,72,4,266,8,11,0,0,0,19,349,0,12,13,0,374,173,106,69,1082,8,1438,151,32,17,108,9,317,96,5,7,6,0,114,24,10,4,10,0,48,5,0,0,0,0,5,8,4,0,9,0,21,5,3,0,3,0,11,37,12,19,9,0,77,83,17,14,41,0,155,35,0,0,8,0,43,0,4,0,0,0,4,270,121,94,952,7,1444,23,0,6,0,0,29,49,9,3,3,0,64,38,6,0,10,0,54,48,0,0,0,0,48,118,0,3,0,0,121,42,12,3,44,0,101,1215,130,100,183,7,1635,50,0,4,46,488,588,5647,891,633,6202,578,13951
POA7007,12,142,121,855,4,1134,0,0,4,57,0,61,286,0,8,12,0,306,4,0,3,0,0,7,38,14,4,28,0,84,279,143,107,865,6,1400,10,0,4,0,0,14,13,7,0,3,0,23,49,28,10,76,0,163,21,6,0,8,0,35,5,6,0,0,0,11,40,0,3,4,0,47,59,23,15,240,0,337,33,12,0,31,0,76,15,0,0,0,0,15,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5,8,0,0,0,0,8,11,0,0,8,0,19,10,12,4,15,0,41,23,5,8,4,0,40,0,0,0,0,0,0,64,38,21,255,0,378,11,0,4,0,0,15,24,9,7,0,0,40,6,0,0,0,0,6,11,0,0,0,0,11,9,0,0,4,0,13,13,6,0,11,0,30,280,41,40,55,4,420,11,0,0,12,109,132,1088,267,201,1715,124,3395
POA7008,76,535,351,3436,31,4429,0,18,7,237,3,265,585,15,14,26,3,643,29,10,3,16,0,58,91,52,19,98,0,260,675,530,326,3579,41,5151,70,6,14,8,0,98,35,13,8,24,0,80,123,59,28,280,3,493,105,28,9,53,0,195,26,16,3,13,0,58,390,9,5,6,0,410,173,124,61,1202,10,1570,198,55,30,176,4,463,28,0,5,4,0,37,8,10,3,12,0,33,3,0,0,0,0,3,7,0,0,8,0,15,8,4,3,6,0,21,26,14,5,10,0,55,91,32,10,65,0,198,21,4,4,9,0,38,0,0,0,0,0,0,204,138,81,957,7,1387,17,9,0,5,0,31,12,4,4,3,0,23,36,11,5,14,0,66,21,0,0,0,0,21,74,0,0,0,0,74,33,8,6,56,0,103,1420,129,109,162,26,1846,47,5,0,39,411,502,3932,1013,628,7124,521,13218
POA7009,134,418,263,3592,43,4450,6,18,11,471,8,514,458,9,17,33,0,517,53,3,6,13,3,78,54,29,17,88,0,188,571,401,251,3564,48,4835,138,8,23,3,0,172,16,3,9,15,4,47,90,49,26,309,0,474,79,20,7,47,0,153,9,10,0,11,0,30,561,4,4,8,4,581,83,102,47,1127,15,1374,128,50,9,120,0,307,10,0,0,0,0,10,18,0,5,4,0,27,0,0,0,0,0,0,4,0,3,14,0,21,8,12,0,3,0,23,26,13,8,16,0,63,120,29,16,67,0,232,18,7,3,11,0,39,7,0,3,0,0,10,120,105,70,789,3,1087,19,8,0,4,0,31,20,5,0,0,0,25,30,0,0,5,0,35,34,0,0,0,0,34,152,7,0,0,0,159,24,18,10,35,0,87,2150,122,94,197,17,2580,95,7,0,69,527,698,4589,836,512,7312,647,13896
POA7010,133,472,317,5103,93,6118,6,18,15,877,15,931,354,0,15,20,0,389,45,12,5,14,0,76,54,29,13,73,0,169,682,420,296,5002,132,6532,164,4,19,6,0,193,17,8,3,18,0,46,110,41,35,317,7,510,66,16,4,40,0,126,11,7,0,13,0,31,560,5,5,0,0,570,105,93,46,1363,18,1625,105,45,10,121,0,281,31,0,0,5,0,36,12,0,4,10,0,26,3,0,0,5,0,8,7,5,0,0,0,12,23,9,8,3,0,43,20,16,16,9,0,61,96,27,11,58,0,192,19,6,0,11,0,36,4,5,0,0,0,9,130,94,59,940,9,1232,21,3,9,3,0,36,8,3,0,6,0,17,49,4,4,4,0,61,41,5,0,0,0,46,147,0,0,0,0,147,19,9,6,31,0,65,3014,129,76,193,29,3441,114,12,6,157,808,1097,5509,863,564,10371,1072,18379
POA7011,87,455,236,5520,66,6364,0,18,8,934,15,975,158,10,8,25,4,205,20,6,0,14,0,40,69,26,14,66,0,175,530,404,236,5483,89,6742,121,4,27,7,0,159,13,6,3,25,0,47,109,30,42,308,0,489,28,12,0,24,0,64,14,11,0,25,0,50,241,9,5,9,0,264,96,54,36,1237,20,1443,56,34,11,131,0,232,8,3,0,7,0,18,0,0,5,0,0,5,0,3,3,0,0,6,4,6,0,6,0,16,15,4,12,8,0,39,12,21,4,6,0,43,52,25,0,40,0,117,16,0,5,9,0,30,4,0,3,0,0,7,139,88,51,880,16,1174,11,0,0,0,0,11,15,4,9,3,0,31,18,0,0,16,0,34,28,0,0,4,0,32,42,0,0,0,0,42,20,3,6,30,0,59,1110,95,35,234,8,1482,50,7,3,146,634,840,2665,772,437,11064,807,15745
POA7012,0,40,23,310,6,379,0,4,0,50,0,54,5,0,0,0,0,5,0,0,0,0,0,0,8,3,0,11,0,22,65,28,10,301,4,408,0,0,0,0,0,0,4,0,0,0,0,4,11,14,0,25,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,3,64,0,91,3,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,59,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,23,4,10,24,0,61,0,0,0,3,23,26,113,61,29,600,32,835
POA7015,48,406,251,3644,60,4409,0,12,4,237,4,257,312,7,11,14,0,344,6,0,0,6,0,12,83,41,18,56,0,198,673,375,246,4020,46,5360,54,0,13,4,0,71,10,6,5,28,0,49,98,32,25,226,3,384,23,5,0,31,0,59,14,6,5,12,0,37,113,3,3,14,0,133,124,85,71,1165,12,1457,55,25,6,112,0,198,29,0,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,0,20,10,13,3,3,0,29,32,7,7,12,0,58,35,13,3,44,0,95,9,0,3,3,0,15,3,8,0,0,0,11,171,93,62,870,3,1199,0,0,0,0,0,0,16,4,3,0,0,23,21,0,3,13,0,37,16,0,0,0,0,16,29,3,0,0,0,32,22,7,3,31,0,63,640,67,53,135,4,899,23,5,0,53,310,391,2214,700,450,7514,413,11291
POA7016,6,74,34,1040,24,1178,0,13,3,229,8,253,16,0,0,0,0,16,0,0,0,0,0,0,10,6,0,14,0,30,74,58,40,1037,25,1234,11,0,0,0,0,11,0,0,0,9,0,9,13,11,4,39,0,67,5,4,0,5,0,14,0,0,0,0,0,0,8,0,0,0,0,8,20,10,4,175,0,209,7,6,0,16,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,104,3,127,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,62,20,9,53,0,144,3,0,0,37,685,725,227,125,66,2025,731,3174
POA7017,13,213,126,2429,18,2799,0,7,8,234,0,249,41,0,8,0,0,49,12,10,0,11,0,33,28,11,14,35,0,88,325,199,114,2280,26,2944,16,0,15,0,0,31,11,0,0,9,0,20,40,21,15,136,0,212,24,3,4,30,0,61,10,0,0,6,0,16,29,0,0,3,0,32,38,24,10,547,3,622,51,31,5,65,0,152,3,0,3,0,0,6,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,3,0,10,18,10,4,6,0,38,27,14,5,33,0,79,11,6,0,5,0,22,0,0,0,0,0,0,58,36,24,429,3,550,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,3,0,10,4,0,0,0,0,4,19,0,4,0,0,23,14,0,0,11,0,25,220,42,18,99,0,379,8,0,0,63,149,220,844,371,202,4686,198,6301
POA7018,96,808,556,7767,72,9299,6,21,6,678,6,717,653,7,37,34,6,737,45,18,0,42,0,105,142,78,37,151,0,408,1242,814,487,7732,93,10368,79,3,26,3,0,111,28,11,7,45,0,91,187,66,43,505,5,806,138,25,6,79,0,248,25,10,0,14,0,49,302,8,11,15,0,336,220,158,75,2127,22,2602,134,63,12,208,5,422,36,0,4,0,0,40,9,0,0,8,0,17,4,0,0,0,0,4,19,5,0,15,0,39,8,15,11,14,0,48,41,21,15,18,0,95,84,45,20,102,0,251,25,8,10,11,0,54,8,5,0,0,0,13,300,176,125,1777,20,2398,8,0,0,0,0,8,62,5,0,11,0,78,35,3,3,10,0,51,38,0,0,5,0,43,94,0,0,0,0,94,42,18,22,76,0,158,1415,167,147,274,14,2017,65,9,10,151,767,1002,4654,1447,954,15448,950,23453
POA7019,45,223,135,2855,40,3298,0,19,3,545,8,575,128,4,0,9,0,141,10,4,5,0,0,19,22,9,14,45,0,90,228,206,137,2715,36,3322,30,0,9,0,0,39,4,0,0,12,0,16,25,14,17,135,4,195,4,6,0,6,0,16,10,5,0,3,0,18,99,5,0,0,0,104,25,32,27,549,3,636,24,22,0,92,3,141,19,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,3,6,0,0,0,9,7,8,0,9,0,24,13,9,4,3,0,29,4,5,0,23,0,32,3,0,0,0,0,3,0,0,0,0,0,0,47,43,24,404,8,526,3,0,0,0,0,3,14,0,3,3,0,20,5,0,0,7,0,12,25,0,0,0,0,25,30,0,0,0,3,33,8,3,0,16,0,27,409,36,30,141,11,627,18,3,0,61,412,494,1108,391,237,5510,502,7748
POA7020,4,112,84,897,0,1097,0,11,0,99,0,110,8,0,0,9,0,17,0,0,0,0,0,0,26,8,12,35,0,81,174,115,72,966,3,1330,4,0,0,0,0,4,7,0,0,4,0,11,28,17,6,63,0,114,7,3,0,3,0,13,4,0,0,3,0,7,0,0,0,0,0,0,31,24,14,244,0,313,15,5,5,30,0,55,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,0,5,13,5,3,3,0,24,6,10,0,11,0,27,0,0,0,0,0,0,0,0,0,0,0,0,48,19,15,230,0,312,0,0,0,0,0,0,3,0,7,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,60,10,20,48,0,138,0,0,0,16,62,78,352,199,143,1912,67,2673
POA7021,6,98,90,904,8,1106,0,5,0,86,0,91,3,0,0,0,0,3,0,0,0,0,0,0,21,11,12,29,0,73,179,110,73,932,0,1294,4,0,5,0,0,9,0,0,0,5,0,5,20,4,4,84,0,112,7,0,0,9,0,16,6,0,0,0,0,6,8,0,0,0,0,8,32,17,9,222,0,280,17,5,4,27,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,11,3,0,4,0,0,7,7,4,6,6,0,23,12,6,0,11,0,29,0,0,0,0,0,0,0,0,0,0,0,0,46,31,16,205,0,298,0,0,0,0,0,0,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,16,0,31,45,32,19,53,0,149,0,0,0,11,67,78,331,196,140,1847,73,2587
POA7022,0,50,29,314,4,397,0,3,0,27,0,30,0,0,0,5,0,5,0,0,0,0,0,0,8,4,0,5,0,17,63,35,24,330,8,460,0,0,5,0,0,5,4,0,0,4,0,8,14,3,0,29,0,46,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,12,8,98,3,139,4,3,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,21,12,9,81,3,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,23,15,3,10,0,51,0,0,0,6,46,52,123,73,45,659,64,964
POA7023,4,14,12,110,6,146,0,0,0,14,0,14,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,4,39,10,14,151,3,217,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,41,4,60,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,16,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,11,3,0,8,0,22,0,0,0,0,16,16,67,30,20,249,19,385
POA7024,4,20,16,226,0,266,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,11,33,22,25,209,0,289,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,14,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,66,0,70,6,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,57,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,16,0,35,0,0,0,4,27,31,62,35,30,439,34,600
POA7025,3,69,51,626,7,756,0,3,0,27,0,30,4,0,0,3,0,7,0,0,0,0,0,0,15,10,4,9,0,38,153,68,50,657,15,943,0,0,0,0,0,0,9,0,0,6,0,15,14,4,6,48,0,72,6,3,0,5,0,14,3,0,0,0,0,3,3,0,0,0,0,3,39,12,14,146,13,224,3,5,0,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,37,11,8,160,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,15,48,5,8,27,0,88,0,0,0,14,63,77,279,113,85,1261,88,1826
POA7026,3,28,23,466,4,524,0,0,0,55,0,55,4,0,0,0,0,4,0,0,0,0,0,0,5,8,0,5,0,18,55,20,21,413,0,509,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,18,0,32,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,100,5,121,7,6,0,3,0,16,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,0,9,64,0,89,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,14,41,6,0,11,0,58,0,0,0,7,108,115,115,41,36,846,116,1154
POA7027,0,0,3,109,9,121,0,0,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,110,9,145,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,15,0,22,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,8,0,0,0,10,85,95,32,8,5,233,95,373
POA7030,46,413,255,8260,101,9075,0,36,12,1904,31,1983,56,0,5,9,0,70,5,4,5,18,0,32,45,18,24,52,3,142,473,357,259,7491,178,8758,63,5,24,4,0,96,11,3,0,16,5,35,88,36,22,426,14,586,10,13,5,27,0,55,9,8,0,13,0,30,43,6,0,5,0,54,93,54,35,1332,30,1544,40,26,14,127,0,207,5,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,17,0,28,16,5,0,6,0,27,20,8,0,8,0,36,60,19,13,65,0,157,0,0,0,3,0,3,5,0,0,0,0,5,88,59,50,979,14,1190,6,0,0,0,0,6,12,0,0,4,0,16,9,0,0,11,0,20,10,0,0,0,0,10,15,0,0,0,0,15,23,3,0,31,0,57,386,88,32,326,9,841,22,8,0,193,1100,1323,1332,689,444,15847,1410,19722
