POA_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA6101,6,67,601,2574,1156,168,50,37,4669,3,134,370,769,65,3,3,21,1366,0,0,28,103,15,0,0,0,156,3,139,399,876,81,3,3,26,1525,3,120,113,172,57,9,0,5,479,4,71,215,13,0,0,0,3,299,0,46,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,239,328,185,57,9,0,5,825,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,11,18,443,1330,3634,1295,184,59,71,7034
POA6102,8,65,332,1141,727,187,83,34,2568,24,135,332,849,205,39,54,43,1678,3,58,66,127,63,24,53,10,400,24,189,401,979,267,67,100,53,2076,5,142,161,20,0,0,0,5,335,0,34,36,25,0,0,0,0,92,12,36,55,0,0,0,0,3,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,213,252,44,0,0,0,10,536,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,51,468,988,2159,991,250,187,103,5195
POA6103,0,79,269,1013,612,69,10,23,2075,0,102,191,251,25,0,0,15,589,0,37,84,214,95,3,0,3,444,0,144,278,466,123,3,0,21,1034,0,63,145,34,0,0,0,5,249,3,130,288,65,0,0,0,5,489,0,133,160,21,0,0,0,3,324,0,215,327,148,0,0,0,8,696,0,0,0,0,0,0,0,0,4,0,542,928,267,3,0,0,16,1760,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,5,765,1475,1744,743,71,10,69,4873
POA6104,5,56,483,2076,1571,158,25,57,4434,0,127,157,274,35,4,0,9,605,4,24,171,216,35,3,0,9,461,4,147,325,482,66,10,0,27,1064,3,59,64,58,0,0,0,0,180,0,5,12,0,0,0,0,0,19,0,33,25,26,0,0,0,0,83,0,14,27,27,0,0,0,0,67,0,5,0,0,0,0,0,0,7,3,109,129,115,5,0,0,0,362,5,5,3,0,0,0,0,0,8,0,0,0,6,0,0,0,4,8,13,319,941,2677,1639,168,31,86,5881
POA6105,0,50,399,2518,1331,174,34,58,4559,6,30,220,467,78,4,0,14,819,0,75,275,136,40,0,0,7,532,4,103,494,603,117,4,0,24,1348,0,30,101,4,0,0,0,30,173,0,20,53,0,0,0,0,0,77,0,18,46,6,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,73,215,9,0,0,0,35,328,0,5,0,0,0,0,0,6,11,0,0,0,4,0,0,0,4,10,5,218,1106,3137,1448,175,34,136,6262
POA6106,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6
POA6107,13,130,717,5853,5733,725,157,214,13539,4,99,406,1269,161,10,0,45,1996,0,61,175,142,24,3,0,8,418,5,156,579,1411,183,12,0,57,2411,0,48,168,99,0,0,0,5,324,0,40,116,28,0,0,0,3,191,0,18,110,0,0,0,0,0,122,0,41,61,0,0,0,0,0,102,0,6,8,3,0,0,0,0,22,0,155,459,131,3,0,0,9,763,4,8,17,4,3,0,0,4,43,0,12,13,9,9,0,0,0,45,15,465,1784,7416,5930,737,162,285,16801
POA6108,6,21,171,2997,3788,519,51,91,7654,0,22,233,317,21,0,0,11,596,0,0,42,4,0,0,0,0,42,0,22,269,319,21,0,0,13,642,0,0,19,0,0,0,0,0,20,0,8,29,27,0,0,0,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,10,0,8,57,26,0,0,5,3,104,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,7,56,499,3347,3810,518,56,105,8401
POA6109,0,14,169,1954,1372,168,47,50,3781,0,14,142,234,12,3,0,3,411,0,4,48,12,0,0,0,0,64,0,23,186,240,12,3,0,7,476,0,16,37,73,8,0,0,3,137,0,16,12,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,11,0,28,54,79,6,0,0,3,181,17,89,10,6,12,4,4,10,144,0,0,0,0,5,0,0,0,3,25,149,433,2282,1406,175,55,67,4583
POA6110,8,72,508,5283,6817,680,123,179,13672,3,155,333,712,31,4,6,19,1261,0,6,50,62,5,0,0,0,127,3,162,384,772,35,6,6,22,1390,0,39,83,103,0,0,5,6,228,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,14,0,41,98,99,0,0,5,3,250,0,0,4,0,3,0,0,0,17,0,0,4,6,0,0,0,3,11,14,273,998,6164,6857,690,131,214,15341
POA6111,7,45,328,3608,3130,548,125,93,7882,0,47,173,473,15,4,0,14,731,0,0,3,5,0,0,0,0,13,0,49,176,481,13,4,0,14,747,0,19,35,0,0,0,0,4,54,0,0,17,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,18,0,25,53,11,0,0,0,4,94,11,37,0,4,0,0,0,7,59,0,0,6,3,0,0,0,0,9,20,151,569,4099,3147,556,125,114,8790
POA6112,13,70,496,7882,11344,1123,193,259,21382,3,192,503,1200,70,4,3,58,2033,0,8,7,11,3,0,0,0,33,3,201,511,1213,68,4,3,58,2059,0,15,40,23,0,0,0,6,84,0,0,25,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,4,0,16,0,23,63,24,6,0,4,7,125,8,32,86,24,4,0,0,8,174,0,0,3,3,7,0,0,4,16,28,331,1157,9151,11433,1128,204,328,23762
POA6121,4,4,32,118,539,174,57,10,943,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,32,119,540,174,60,15,956
POA6122,0,9,105,1557,4508,448,94,95,6815,0,7,13,45,3,0,0,0,68,0,0,0,0,0,0,0,0,0,0,7,13,45,3,0,0,0,68,0,0,14,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,10,0,3,20,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,141,1603,4521,448,94,98,6922
POA6123,0,3,30,226,414,43,9,9,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,226,414,40,9,9,733
POA6124,3,8,46,140,172,39,7,10,426,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,46,143,174,37,7,10,433
POA6125,0,15,57,222,533,100,39,15,975,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,48,36,0,0,0,9,110,0,3,3,0,3,0,0,0,17,8,25,115,261,539,98,39,16,1100
POA6126,0,7,10,27,32,8,5,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,27,28,8,5,0,86
POA6147,0,23,127,2457,1849,225,54,63,4786,4,55,170,329,21,0,0,3,582,0,0,24,71,0,0,0,0,93,4,56,192,400,17,0,0,8,676,0,4,22,87,10,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,4,23,84,17,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,7,83,334,2946,1884,227,59,68,5599
POA6148,7,16,190,2203,2534,489,100,33,5567,0,25,377,495,68,4,4,10,984,0,0,3,22,25,6,0,0,56,0,25,380,512,98,9,4,10,1041,0,12,15,13,6,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,56,3,0,0,0,3,62,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,9,0,20,72,20,9,0,0,3,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,62,643,2743,2641,499,105,45,6740
POA6149,0,8,53,1143,3748,728,112,35,5830,0,33,129,304,30,6,0,5,505,0,0,5,9,0,0,0,0,16,0,33,132,314,32,7,3,5,520,0,84,89,0,0,0,0,9,180,0,0,0,0,0,0,0,0,0,0,3,120,17,0,0,0,4,148,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,15,3,90,215,17,5,0,0,9,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,134,402,1472,3782,739,118,49,6694
POA6150,0,0,127,574,2402,607,131,28,3868,0,16,148,78,31,8,0,4,279,0,0,0,42,9,0,0,0,53,0,19,150,119,39,4,0,4,333,0,0,29,0,0,0,0,0,37,0,0,34,3,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,73,12,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,19,350,698,2443,617,134,41,4298
POA6151,0,33,424,1227,1191,308,34,22,3238,0,11,183,213,13,3,0,3,432,0,174,610,912,99,12,0,28,1827,0,184,790,1118,111,18,4,32,2261,0,75,167,44,0,0,0,0,292,0,130,237,54,5,0,0,4,432,0,118,162,207,3,0,0,3,498,0,79,315,117,5,3,0,0,529,0,0,0,0,0,0,0,0,0,9,406,883,422,12,3,0,14,1746,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,626,2101,2770,1319,329,40,72,7254
POA6152,0,33,378,1988,2388,526,115,49,5477,4,118,1239,781,113,7,0,29,2289,0,18,318,1029,206,22,4,9,1615,4,141,1564,1807,317,26,4,36,3903,0,56,362,135,32,3,7,3,606,0,75,237,37,0,0,0,0,352,0,23,38,25,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,158,639,199,34,3,7,5,1041,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,0,0,20,4,330,2590,4002,2741,553,123,92,10438
POA6153,0,19,299,2028,2457,663,115,38,5622,4,37,285,603,141,22,7,12,1102,0,0,82,298,167,27,0,4,579,4,41,363,903,303,54,5,18,1680,0,15,158,52,0,0,0,0,223,0,27,70,12,0,0,0,3,106,0,59,157,125,5,0,0,4,357,0,48,104,19,0,0,0,4,177,0,0,0,0,0,0,0,0,5,6,145,489,205,5,0,0,12,863,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,8,211,1151,3141,2763,711,126,59,8174
POA6154,0,13,118,1001,1410,262,43,16,2857,4,21,417,387,37,6,3,13,879,0,15,31,62,28,0,0,0,133,4,34,446,448,65,8,3,14,1017,0,8,23,7,0,0,0,0,41,0,4,10,3,0,0,0,0,14,0,18,22,3,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,57,8,0,0,0,3,101,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,72,618,1462,1474,266,48,29,3980
POA6155,5,39,146,3068,10326,1448,241,121,15394,0,26,102,468,76,4,0,7,688,0,0,21,27,27,7,0,3,82,0,23,121,493,103,7,3,14,763,0,33,101,251,13,0,0,4,403,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,16,0,36,114,247,11,4,6,3,429,0,0,0,5,0,0,0,0,3,0,3,0,4,0,0,0,5,11,7,102,380,3822,10442,1457,252,135,16599
POA6156,5,26,398,2270,2025,420,71,48,5268,0,56,438,414,48,0,0,9,967,0,0,63,188,66,17,3,3,333,0,56,501,601,108,19,4,14,1304,0,17,87,7,0,0,0,0,114,0,19,62,8,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,45,157,17,3,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,127,1059,2891,2136,443,77,67,6792
POA6157,3,14,332,1829,1295,157,43,27,3702,0,39,888,788,82,7,0,25,1831,0,16,26,83,33,5,0,0,164,0,57,915,870,118,14,0,24,1990,3,69,82,4,5,0,0,3,162,0,30,90,14,0,0,0,0,134,0,3,18,3,5,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,3,103,187,25,14,0,0,4,342,0,0,0,0,0,0,0,0,0,0,0,5,8,11,0,0,0,20,13,176,1439,2730,1436,167,46,54,6055
POA6158,7,13,184,797,694,194,33,13,1926,0,11,87,108,9,6,0,4,225,0,3,90,196,28,3,0,0,327,0,12,183,306,38,8,0,0,548,0,16,20,12,0,0,0,0,59,0,39,97,16,0,0,0,3,156,0,27,106,41,0,0,0,0,174,0,0,30,4,0,0,0,0,33,0,0,0,0,0,0,0,0,4,5,84,249,80,0,0,0,4,424,0,4,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,9,117,624,1186,732,201,33,18,2913
POA6159,3,11,78,246,142,23,0,0,511,0,6,48,36,7,3,0,0,98,9,64,114,217,18,3,0,6,430,9,76,159,254,28,7,0,3,535,0,4,9,0,0,0,0,0,12,0,10,38,35,7,0,0,0,87,15,100,237,140,13,0,0,4,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,102,284,184,20,0,0,4,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,192,528,680,193,29,0,13,1659
POA6160,4,45,322,817,336,66,21,16,1622,6,53,333,203,27,0,0,10,631,0,81,258,269,51,0,0,16,676,5,132,597,462,76,9,0,21,1306,3,85,97,12,4,3,3,0,215,6,58,158,35,0,0,0,5,264,24,237,273,41,0,0,0,11,580,0,30,26,0,0,0,0,0,53,0,4,0,0,4,0,0,0,5,31,407,552,97,6,3,11,16,1116,0,3,3,3,0,0,0,0,12,0,4,0,3,3,0,0,0,10,35,595,1478,1384,417,72,31,53,4068
POA6161,0,3,7,21,3,0,3,0,43,0,5,4,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,14,8,25,6,0,3,6,61
POA6162,6,86,501,1805,944,134,27,34,3535,3,68,230,132,25,0,0,3,468,0,22,92,156,26,3,0,7,302,9,86,320,291,51,3,0,15,769,0,48,48,8,0,0,0,0,109,3,59,92,37,0,0,0,0,194,0,23,13,12,0,0,0,0,48,0,0,0,0,0,0,0,0,0,3,8,3,3,4,0,0,0,22,7,137,158,61,4,0,4,4,375,16,54,51,7,4,0,0,8,138,0,4,0,5,0,0,0,0,15,32,363,1031,2167,1001,142,36,54,4832
POA6163,24,165,1017,7553,6654,894,140,182,16627,0,345,1136,1304,135,12,3,55,2992,6,75,213,256,72,6,4,13,636,7,418,1346,1558,209,15,7,70,3630,0,83,324,82,3,0,0,11,505,0,95,288,115,0,0,0,6,509,0,158,259,66,3,0,0,8,499,0,13,93,25,0,0,0,3,131,7,13,14,18,12,4,0,0,59,6,353,989,303,19,4,0,30,1702,0,0,4,0,0,0,0,0,5,0,7,11,8,0,0,0,8,37,41,951,3361,9416,6881,916,147,283,21996
POA6164,9,35,235,5462,12523,1123,167,157,19707,0,61,294,982,159,10,0,22,1524,0,33,105,225,14,0,0,3,379,0,95,396,1209,171,10,0,25,1908,0,71,171,20,0,0,0,11,265,0,106,211,25,0,0,0,0,351,0,116,327,14,0,0,0,8,461,0,50,107,0,0,0,0,5,160,0,6,10,0,3,0,0,0,28,0,347,832,59,3,0,0,22,1263,0,0,0,0,0,0,0,0,5,0,0,0,4,5,0,0,4,13,4,473,1463,6741,12706,1138,166,205,22897
POA6165,0,0,0,8,9,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,20
POA6166,0,15,78,990,2040,306,47,26,3504,0,7,23,80,14,0,0,0,127,0,5,0,5,13,5,0,0,20,0,6,24,84,22,5,0,0,145,0,4,23,6,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,6,0,0,0,0,30,6,47,115,26,5,0,0,0,207,0,0,0,0,0,0,0,0,0,7,77,245,1112,2066,306,47,34,3888
POA6167,11,89,489,3915,4050,373,69,143,9136,0,65,116,139,10,0,0,4,331,0,12,52,21,0,0,0,0,88,0,75,168,160,10,0,0,5,419,0,56,176,49,0,0,0,9,284,0,0,90,39,0,0,0,3,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,11,0,58,265,91,0,0,0,14,428,0,0,0,3,0,0,0,0,8,0,0,0,6,0,0,0,0,7,10,223,919,4167,4062,372,72,168,9994
POA6168,11,27,344,3689,3032,334,43,103,7582,0,147,540,444,15,0,0,41,1185,3,30,161,181,29,3,0,6,414,3,180,698,628,41,3,0,48,1590,0,51,349,121,18,0,0,22,565,0,25,90,0,0,0,0,0,112,0,48,163,61,0,0,0,3,275,0,0,15,14,0,0,0,0,27,0,0,3,0,0,0,0,0,11,0,127,620,198,28,0,0,29,996,19,94,55,5,0,0,0,5,180,0,5,3,0,0,0,0,5,9,35,430,1723,4518,3096,334,43,186,10370
POA6169,8,56,432,4334,6622,726,113,152,12434,0,27,98,199,3,0,0,9,346,0,12,17,6,6,0,0,0,41,0,40,120,203,7,0,0,9,385,0,57,288,106,7,0,0,10,473,0,0,21,9,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,3,0,0,19,0,63,311,119,13,4,0,15,528,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,3,8,166,862,4653,6648,732,114,178,13350
POA6170,0,17,94,1757,3159,260,40,69,5404,0,9,44,72,4,0,0,0,132,0,0,0,0,0,0,0,0,3,0,9,45,77,4,0,0,0,133,0,6,20,0,0,0,0,0,27,0,15,49,0,0,0,0,0,73,0,3,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,75,0,0,0,0,4,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,47,221,1834,3158,260,40,77,5648
POA6171,3,107,436,2571,7868,623,102,131,11843,0,4,143,146,16,0,0,4,314,0,8,37,45,0,0,0,0,98,0,14,185,191,16,0,0,8,409,0,0,0,0,0,0,0,0,0,0,5,35,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,10,35,0,0,0,0,0,44,9,34,47,0,3,0,0,5,89,0,0,0,0,3,0,0,0,8,12,155,700,2766,7893,622,102,143,12397
POA6172,3,3,19,587,3203,280,41,75,4207,0,12,155,82,8,0,0,9,267,0,0,0,5,4,0,0,0,7,0,12,158,85,8,0,0,9,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,181,679,3215,281,37,84,4488
POA6173,0,3,20,386,2971,383,29,37,3822,0,0,0,16,11,0,0,0,29,0,0,4,6,0,0,0,0,13,0,0,8,18,11,0,0,0,38,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,28,415,2980,383,29,39,3872
POA6174,0,6,76,724,927,131,10,23,1891,0,0,4,20,3,0,0,0,34,0,0,5,4,0,0,0,0,7,0,0,12,24,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,4,21,0,7,84,752,947,130,10,23,1953
POA6175,0,5,32,313,840,111,17,10,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,32,313,844,111,17,13,1336
