POA_CODE_2021,POL_CL_Oth_SEO,POL_CL_Oth_UOLSE_VWorW,POL_CL_Oth_UOLSE_NWorNAA,POL_CL_Oth_UOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_UOLSE_VWorW,POL_CL_Tot_UOLSE_NWorNAA,POL_CL_Tot_UOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_UOLSE_VWorW,POL_Croatian_UOLSE_NWorNAA,POL_Croatian_UOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_French_SEO,POL_French_UOLSE_VWorW,POL_French_UOLSE_NWorNAA,POL_French_UOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_UOLSE_VWorW,POL_German_UOLSE_NWorNAA,POL_German_UOLSE_Tot,POL_German_NS,POL_German_Tot,POL_Greek_SEO,POL_Greek_UOLSE_VWorW,POL_Greek_UOLSE_NWorNAA,POL_Greek_UOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_UOLSE_VWorW,POL_IAL_Bengali_UOLSE_NWorNAA,POL_IAL_Bengali_UOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Guj_SEO,POL_IAL_Guj_UOLSE_VWorW,POL_IAL_Guj_UOLSE_NWorNAA,POL_IAL_Guj_UOLSE_Tot,POL_IAL_Guj_NS,POL_IAL_Guj_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_UOLSE_VWorW,POL_IAL_Hindi_UOLSE_NWorNAA,POL_IAL_Hindi_UOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Nepali_SEO,POL_IAL_Nepali_UOLSE_VWorW,POL_IAL_Nepali_UOLSE_NWorNAA,POL_IAL_Nepali_UOLSE_Tot,POL_IAL_Nepali_NS,POL_IAL_Nepali_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_UOLSE_VWorW,POL_IAL_Punjabi_UOLSE_NWorNAA,POL_IAL_Punjabi_UOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhal_SEO,POL_IAL_Sinhal_UOLSE_VWorW,POL_IAL_Sinhal_UOLSE_NWorNAA,POL_IAL_Sinhal_UOLSE_Tot,POL_IAL_Sinhal_NS,POL_IAL_Sinhal_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_UOLSE_VWorW,POL_IAL_Urdu_UOLSE_NWorNAA,POL_IAL_Urdu_UOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_UOLSE_VWorW,POL_IAL_Oth_UOLSE_NWorNAA,POL_IAL_Oth_UOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_UOLSE_VWorW,POL_IAL_Tot_UOLSE_NWorNAA,POL_IAL_Tot_UOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_UOLSE_VWorW,POL_Italian_UOLSE_NWorNAA,POL_Italian_UOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japan_SEO,POL_Japan_UOLSE_VWorW,POL_Japan_UOLSE_NWorNAA,POL_Japan_UOLSE_Tot,POL_Japan_NS,POL_Japan_Tot,POL_Khmer_SEO,POL_Khmer_UOLSE_VWorW,POL_Khmer_UOLSE_NWorNAA,POL_Khmer_UOLSE_Tot,POL_Khmer_NS,POL_Khmer_Tot,POL_Korean_SEO,POL_Korean_UOLSE_VWorW,POL_Korean_UOLSE_NWorNAA,POL_Korean_UOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedon_SEO,POL_Macedon_UOLSE_VWorW,POL_Macedon_UOLSE_NWorNAA,POL_Macedon_UOLSE_Tot,POL_Macedon_NS,POL_Macedon_Tot,POL_Malayalam_SEO,POL_Malayalam_UOLSE_VWorW,POL_Malayalam_UOLSE_NWorNAA,POL_Malayalam_UOLSE_Tot,POL_Malayalam_NS,POL_Malayalam_Tot,POL_Persian_ED_SEO,POL_Persian_ED_UOLSE_VWorW,POL_Persian_ED_UOLSE_NWorNAA,POL_Persian_ED_UOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_UOLSE_VWorW,POL_Polish_UOLSE_NWorNAA,POL_Polish_UOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Portuguese_SEO,POL_Portuguese_UOLSE_VWorW,POL_Portuguese_UOLSE_NWorNAA,POL_Portuguese_UOLSE_Tot,POL_Portuguese_NS,POL_Portuguese_Tot,POL_Russian_SEO,POL_Russian_UOLSE_VWorW,POL_Russian_UOLSE_NWorNAA,POL_Russian_UOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_UOLSE_VWorW,POL_Samoan_UOLSE_NWorNAA,POL_Samoan_UOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_UOLSE_VWorW,POL_Serbian_UOLSE_NWorNAA,POL_Serbian_UOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipin_SEO,POL_SAL_Filipin_UOLSE_VWorW,POL_SAL_Filipin_UOLSE_NWorNAA,POL_SAL_Filipin_UOLSE_Tot,POL_SAL_Filipin_NS,POL_SAL_Filipin_Tot,POL_SAL_Indon_SEO,POL_SAL_Indon_UOLSE_VWorW,POL_SAL_Indon_UOLSE_NWorNAA,POL_SAL_Indon_UOLSE_Tot,POL_SAL_Indon_NS,POL_SAL_Indon_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_UOLSE_VWorW,POL_SAL_Tagalog_UOLSE_NWorNAA,POL_SAL_Tagalog_UOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_UOLSE_VWorW,POL_SAL_Oth_UOLSE_NWorNAA,POL_SAL_Oth_UOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_UOLSE_VWorW,POL_SAL_Tot_UOLSE_NWorNAA,POL_SAL_Tot_UOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_UOLSE_VWorW,POL_Spanish_UOLSE_NWorNAA,POL_Spanish_UOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_UOLSE_VWorW
POA2025,..,3,0,5,0,5,..,221,25,244,3,250,..,12,0,15,0,18,..,83,7,90,0,90,..,35,3,35,0,35,..,42,5,45,0,45,..,3,0,4,0,4,..,5,0,5,0,5,..,10,0,10,0,10,..,6,0,6,0,6,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,28,0,32,0,32,..,65,0,63,0,64,..,33,5,33,0,39,..,0,0,0,0,0,..,12,0,12,0,12,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,9,0,9,..,14,0,14,0,14,..,22,0,22,0,22,..,42,11,48,0,48,..,0,0,0,0,0,..,3,0,6,0,6,..,10,0,10,0,10,..,17,0,16,0,16,..,23,0,20,0,26,..,0,0,0,0,0,..,47,3,45,0,51,..,91,13,99,0,100,..,11
POA2026,..,9,0,9,0,9,..,236,51,288,3,291,..,38,0,45,0,42,..,726,26,755,7,764,..,316,9,325,0,328,..,241,21,265,6,269,..,21,0,21,0,21,..,9,0,9,0,9,..,41,4,42,0,42,..,12,0,12,0,12,..,18,0,18,0,18,..,8,0,8,0,8,..,3,0,3,0,3,..,3,0,3,0,3,..,119,5,123,0,123,..,523,27,552,4,562,..,83,10,93,0,92,..,0,0,0,0,0,..,43,6,50,0,56,..,26,0,21,0,21,..,0,0,0,0,0,..,28,4,34,0,34,..,103,7,109,0,109,..,592,36,628,6,632,..,501,90,586,3,590,..,3,0,3,0,3,..,42,0,44,0,44,..,42,0,44,0,44,..,32,3,34,0,34,..,51,7,58,0,58,..,18,0,18,0,18,..,138,13,146,0,146,..,1122,61,1179,10,1190,..,9
POA2027,..,9,3,12,0,12,..,323,46,368,0,367,..,7,0,7,0,7,..,71,0,74,0,74,..,60,0,60,0,61,..,68,0,72,0,72,..,3,0,4,0,4,..,7,0,5,0,5,..,14,0,14,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,35,3,37,0,40,..,91,0,94,7,93,..,27,3,26,0,26,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,15,0,17,0,17,..,13,0,13,0,13,..,46,5,47,0,47,..,43,5,48,0,48,..,0,0,0,0,0,..,3,0,3,0,3,..,18,0,18,0,18,..,13,0,13,0,13,..,11,0,11,0,11,..,8,0,8,0,11,..,49,0,49,0,53,..,60,0,66,3,66,..,0
POA2028,..,5,3,5,0,5,..,145,28,171,3,174,..,8,0,4,0,4,..,57,0,57,0,57,..,23,0,23,0,23,..,25,0,27,0,27,..,3,0,3,0,3,..,0,0,5,0,5,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,14,0,14,..,54,0,54,0,54,..,10,4,16,0,16,..,0,0,0,0,0,..,11,0,15,0,15,..,3,0,3,0,3,..,0,0,0,0,0,..,16,0,16,0,16,..,15,0,15,0,15,..,28,3,30,0,37,..,48,0,48,0,48,..,0,0,0,0,0,..,12,0,12,0,12,..,4,0,4,0,4,..,9,0,12,0,12,..,8,0,8,0,12,..,4,0,4,0,4,..,26,0,27,0,27,..,62,3,66,0,66,..,7
POA2029,..,0,0,0,0,0,..,254,59,312,0,316,..,6,0,5,0,5,..,109,0,103,0,103,..,40,0,44,0,43,..,107,6,114,0,114,..,3,0,3,0,3,..,4,0,4,0,4,..,29,0,29,0,29,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,51,0,49,0,49,..,123,7,134,4,137,..,32,0,30,0,34,..,0,0,0,0,0,..,31,5,42,0,42,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,23,0,23,..,23,0,23,0,23,..,101,14,108,4,111,..,175,17,196,0,196,..,0,0,0,0,0,..,31,4,30,0,30,..,26,5,26,0,26,..,20,0,19,0,19,..,30,0,30,0,30,..,0,0,0,0,0,..,84,3,86,0,86,..,139,12,153,0,153,..,7
POA2030,..,14,0,17,0,17,..,479,127,608,0,615,..,14,0,11,0,11,..,116,0,116,0,114,..,66,0,66,0,66,..,324,15,340,0,340,..,3,0,3,0,3,..,0,0,0,0,0,..,28,0,28,0,31,..,0,0,0,0,0,..,9,0,7,0,7,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,52,0,53,0,56,..,127,0,125,0,125,..,31,0,31,0,31,..,0,0,0,0,0,..,31,0,30,0,30,..,17,0,17,0,17,..,0,0,0,0,0,..,41,0,41,0,44,..,23,3,23,0,23,..,71,0,70,0,76,..,245,18,267,8,268,..,0,0,0,0,0,..,42,0,47,0,47,..,22,0,25,0,25,..,43,13,54,0,54,..,26,0,30,0,29,..,7,0,7,0,7,..,104,14,120,0,120,..,146,11,158,6,163,..,0
POA2031,..,39,3,50,0,50,..,975,139,1114,6,1124,..,44,4,51,0,51,..,434,26,463,0,467,..,264,8,275,0,281,..,433,50,490,3,490,..,39,0,39,0,39,..,21,0,21,0,21,..,104,0,104,0,104,..,54,0,54,0,56,..,18,0,18,0,18,..,24,0,24,0,24,..,19,0,19,0,19,..,31,0,31,0,31,..,313,0,313,0,313,..,287,33,315,5,321,..,133,6,136,4,141,..,4,0,4,0,4,..,69,3,70,0,70,..,17,0,17,0,17,..,21,0,21,0,21,..,61,4,67,0,67,..,109,13,122,0,120,..,391,34,422,8,429,..,361,35,394,4,394,..,3,0,3,0,3,..,58,3,66,0,66,..,65,4,74,0,74,..,101,10,108,0,108,..,128,8,133,0,138,..,70,5,74,0,74,..,369,22,390,0,394,..,555,24,585,12,593,..,36
POA2032,..,49,13,61,0,61,..,1562,332,1899,10,1909,..,23,0,23,0,23,..,141,3,152,0,154,..,46,0,45,0,45,..,681,161,840,8,844,..,73,0,78,0,78,..,19,0,19,0,19,..,105,3,105,0,105,..,47,4,55,0,55,..,18,0,18,0,18,..,26,0,25,0,24,..,60,4,62,0,62,..,46,0,46,0,46,..,392,13,406,0,406,..,119,20,144,0,147,..,50,8,56,0,59,..,0,3,6,0,6,..,66,14,79,0,79,..,0,0,0,0,0,..,45,0,46,0,46,..,63,4,70,0,70,..,48,5,53,0,53,..,121,26,143,0,148,..,99,21,125,0,129,..,3,0,3,0,3,..,24,8,31,0,31,..,82,0,90,4,87,..,463,75,536,7,541,..,93,3,99,0,99,..,112,3,117,0,117,..,748,88,830,7,841,..,271,40,310,0,312,..,59
POA2033,..,39,3,46,0,46,..,1227,171,1396,8,1399,..,17,0,15,0,15,..,123,0,120,0,125,..,31,0,31,0,33,..,386,63,458,0,458,..,69,4,72,0,72,..,9,4,9,0,9,..,142,0,142,0,141,..,28,0,30,0,30,..,22,0,20,0,20,..,32,0,34,0,34,..,32,0,30,0,33,..,25,0,25,0,25,..,360,9,367,4,374,..,107,11,123,0,123,..,68,8,73,0,73,..,7,5,11,0,11,..,76,10,87,0,90,..,3,0,3,0,3,..,29,0,29,0,29,..,65,0,65,0,65,..,33,3,35,0,35,..,134,8,139,6,141,..,103,8,115,0,115,..,7,0,7,0,7,..,29,4,32,0,30,..,39,0,39,0,39,..,253,23,276,3,280,..,72,4,73,0,74,..,49,0,53,0,53,..,415,27,437,5,442,..,280,31,310,0,310,..,66
POA2034,..,14,3,20,0,20,..,312,63,380,5,384,..,23,0,21,0,21,..,381,9,393,4,391,..,168,4,169,0,173,..,356,34,391,0,395,..,10,0,10,0,10,..,3,0,3,0,3,..,32,0,32,0,32,..,10,0,10,0,10,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,73,0,76,0,76,..,184,3,191,4,197,..,40,0,43,0,43,..,0,0,6,0,6,..,19,10,23,0,23,..,16,0,15,0,15,..,8,0,8,0,8,..,30,5,35,0,35,..,88,9,90,0,90,..,254,21,278,0,278,..,192,56,250,0,250,..,0,0,0,0,0,..,36,6,37,0,37,..,3,0,3,0,3,..,52,0,49,0,49,..,30,0,30,0,30,..,6,0,7,0,7,..,91,3,95,0,95,..,336,22,358,0,362,..,5
POA2035,..,65,15,85,0,85,..,2055,561,2615,15,2632,..,117,11,131,0,131,..,836,49,883,9,896,..,186,9,193,0,193,..,1445,205,1650,3,1657,..,53,5,58,0,60,..,33,3,39,0,39,..,121,0,124,3,125,..,39,0,33,0,33,..,28,0,26,0,26,..,37,0,37,0,37,..,18,0,18,0,18,..,19,0,14,0,14,..,350,12,363,5,364,..,415,36,448,0,452,..,129,15,151,0,151,..,5,3,9,0,9,..,77,20,95,0,98,..,21,3,22,0,22,..,22,0,22,0,22,..,67,4,80,0,80,..,161,13,174,3,174,..,1010,83,1090,0,1095,..,485,85,569,0,569,..,11,0,12,0,12,..,106,24,130,0,130,..,63,3,65,0,67,..,656,87,743,8,744,..,107,5,109,0,109,..,39,3,43,0,49,..,867,98,964,5,971,..,641,75,715,3,726,..,23
POA2036,..,94,31,118,0,118,..,1853,479,2330,17,2346,..,77,15,88,6,89,..,486,22,515,4,515,..,118,4,121,7,125,..,651,55,699,5,704,..,386,37,429,0,429,..,28,0,32,0,29,..,171,3,175,3,174,..,14,0,18,0,18,..,51,3,58,0,58,..,32,3,32,0,32,..,47,0,51,0,55,..,27,4,29,0,29,..,763,61,822,8,831,..,325,24,347,3,359,..,72,4,77,0,77,..,15,6,18,0,18,..,69,21,91,0,91,..,15,0,15,0,15,..,37,4,46,0,46,..,85,7,98,0,98,..,139,15,157,3,161,..,608,61,668,8,679,..,350,80,432,0,431,..,15,0,21,0,18,..,128,24,149,0,153,..,114,0,114,0,113,..,454,55,509,4,514,..,201,3,209,5,216,..,46,6,49,0,52,..,818,65,882,16,897,..,584,106,688,6,689,..,30
POA2037,..,39,12,46,0,46,..,1033,207,1238,5,1241,..,31,0,31,0,31,..,124,0,124,0,124,..,122,3,123,0,123,..,128,12,142,8,149,..,17,0,17,0,17,..,14,0,14,0,14,..,91,0,91,0,91,..,25,4,26,0,26,..,16,0,16,0,16,..,21,0,21,0,21,..,17,0,17,0,17,..,18,0,18,0,23,..,220,4,225,0,224,..,139,4,141,0,141,..,102,10,109,0,113,..,9,3,13,0,13,..,79,10,91,4,92,..,0,0,0,0,0,..,13,0,13,0,13,..,65,0,63,0,63,..,40,0,42,0,42,..,75,8,89,5,90,..,69,6,74,0,77,..,12,0,12,0,12,..,23,4,30,0,30,..,38,0,43,0,43,..,79,10,82,0,82,..,44,0,47,0,47,..,4,0,6,0,6,..,171,11,174,0,174,..,295,26,328,8,328,..,19
POA2038,..,10,0,9,0,9,..,163,35,199,5,200,..,24,3,30,0,29,..,59,0,59,0,59,..,39,5,48,0,48,..,98,13,108,0,108,..,4,0,4,0,4,..,0,0,0,0,0,..,21,0,21,0,21,..,7,0,7,0,7,..,8,0,8,0,8,..,7,0,7,0,7,..,7,0,7,0,7,..,4,0,4,0,4,..,49,0,49,0,49,..,113,24,140,0,141,..,29,3,36,0,36,..,0,0,4,0,4,..,14,0,18,0,18,..,0,0,0,0,0,..,5,0,5,0,5,..,21,0,27,0,27,..,23,3,21,0,21,..,23,9,34,0,34,..,17,5,26,0,26,..,0,0,0,0,0,..,23,0,23,0,23,..,4,0,4,0,4,..,32,6,31,0,31,..,20,0,22,0,22,..,5,0,5,0,5,..,60,5,62,0,62,..,113,9,121,0,124,..,11
POA2039,..,0,0,7,0,7,..,171,21,190,0,190,..,26,0,25,0,25,..,51,0,51,0,56,..,34,0,39,0,39,..,54,11,69,0,69,..,0,0,0,0,0,..,6,0,6,0,6,..,37,0,39,0,39,..,5,0,5,0,5,..,4,0,4,0,4,..,9,0,9,0,9,..,5,0,5,0,5,..,0,0,0,0,0,..,69,0,68,0,68,..,74,5,79,0,79,..,26,0,26,0,26,..,0,0,0,0,0,..,29,6,36,0,40,..,4,0,4,0,4,..,0,0,0,0,0,..,22,0,22,0,22,..,19,0,19,0,19,..,30,0,25,0,25,..,20,9,24,0,24,..,0,0,0,0,0,..,10,0,10,0,10,..,8,0,8,0,8,..,10,0,10,0,10,..,11,0,13,0,13,..,3,0,3,0,3,..,37,0,38,0,38,..,101,8,111,3,113,..,13
POA2040,..,22,0,26,0,26,..,528,88,616,10,627,..,64,3,71,0,71,..,113,3,118,3,120,..,137,4,139,6,144,..,266,64,328,0,328,..,10,0,10,5,15,..,13,0,13,0,13,..,64,0,61,0,61,..,23,0,27,0,27,..,7,0,7,0,7,..,11,0,11,0,11,..,12,0,12,0,12,..,15,0,15,0,15,..,157,3,158,5,158,..,679,139,817,3,819,..,93,4,97,0,97,..,4,0,9,0,9,..,48,12,62,4,65,..,51,0,55,6,55,..,7,0,7,0,4,..,42,4,50,0,50,..,33,5,39,0,39,..,134,44,176,0,178,..,50,7,57,3,54,..,6,0,0,0,0,..,71,15,83,0,83,..,29,0,30,0,30,..,50,0,50,0,50,..,47,0,44,0,44,..,14,0,14,0,14,..,141,0,142,0,144,..,309,31,337,7,345,..,18
POA2041,..,9,0,9,0,9,..,252,54,299,0,303,..,13,0,12,0,12,..,121,3,124,5,124,..,100,0,100,0,106,..,98,15,110,0,112,..,5,0,5,0,5,..,9,0,9,0,9,..,33,0,33,0,33,..,9,0,9,0,9,..,6,0,6,0,6,..,4,0,4,0,4,..,9,0,9,0,9,..,5,0,5,0,5,..,68,0,74,0,74,..,134,17,152,4,158,..,45,0,49,0,49,..,0,0,0,0,0,..,32,7,38,0,38,..,16,0,16,0,16,..,5,0,5,0,5,..,16,0,16,0,16,..,17,0,15,0,15,..,48,3,44,0,48,..,52,10,58,0,58,..,0,0,0,0,0,..,22,0,22,0,22,..,15,0,15,0,15,..,9,0,9,0,12,..,20,0,20,0,18,..,5,0,5,0,5,..,43,0,42,4,46,..,138,13,147,7,152,..,5
POA2042,..,26,5,30,0,30,..,469,64,530,0,532,..,21,3,26,0,26,..,173,4,168,0,172,..,115,0,116,0,115,..,249,75,324,0,324,..,31,0,32,0,32,..,11,0,11,0,11,..,50,0,50,0,52,..,30,0,30,0,30,..,5,0,5,0,5,..,17,0,17,0,17,..,14,0,16,0,16,..,11,0,11,0,11,..,168,3,170,0,172,..,114,5,117,4,119,..,73,11,82,0,82,..,0,0,0,0,0,..,39,7,41,0,41,..,28,10,34,0,34,..,5,0,5,0,5,..,26,0,26,0,26,..,23,0,24,0,24,..,139,20,154,0,153,..,37,0,37,0,42,..,0,0,0,0,0,..,31,4,38,0,38,..,22,0,22,0,22,..,54,6,63,0,61,..,43,0,41,0,41,..,21,4,21,0,21,..,139,10,150,0,150,..,278,17,296,0,296,..,22
POA2043,..,17,0,17,0,17,..,479,57,536,4,539,..,13,0,13,0,13,..,104,8,112,4,115,..,73,4,76,0,78,..,56,10,65,0,65,..,6,0,6,0,6,..,3,0,5,0,5,..,37,0,37,0,37,..,4,0,4,0,4,..,6,0,6,0,6,..,4,0,4,0,4,..,9,0,9,0,9,..,10,0,10,0,10,..,90,0,93,0,93,..,62,0,59,0,58,..,34,0,36,0,37,..,0,0,0,0,0,..,43,8,51,0,51,..,22,9,33,0,33,..,3,0,3,0,3,..,16,0,16,0,16,..,24,0,27,0,27,..,64,3,71,0,71,..,57,0,56,0,56,..,0,0,0,0,0,..,18,0,18,0,18,..,16,0,16,0,16,..,34,0,34,3,36,..,23,0,23,0,23,..,9,0,9,0,9,..,80,0,80,3,79,..,155,11,167,0,167,..,12
POA2044,..,6,3,10,0,10,..,281,92,374,5,378,..,13,0,16,0,16,..,47,0,50,0,50,..,29,0,29,0,30,..,153,56,212,0,209,..,7,0,7,0,7,..,0,0,0,0,0,..,49,0,49,0,49,..,40,8,43,0,43,..,4,0,4,0,4,..,9,0,9,0,9,..,3,0,3,0,3,..,6,0,6,0,6,..,122,8,125,3,127,..,42,6,52,0,52,..,23,0,23,0,23,..,0,0,0,0,0,..,21,0,21,0,21,..,143,59,200,0,200,..,4,0,4,0,4,..,3,0,3,0,3,..,10,0,10,0,10,..,39,22,63,0,63,..,26,0,27,0,27,..,3,0,3,0,3,..,13,4,22,0,22,..,32,0,36,0,35,..,54,9,58,0,64,..,50,4,52,0,52,..,16,6,17,0,17,..,147,16,162,3,163,..,110,14,126,4,129,..,9
POA2045,..,5,5,9,0,9,..,127,25,148,0,148,..,23,0,23,0,23,..,16,0,16,0,16,..,3,0,3,0,3,..,114,11,128,0,128,..,9,0,9,0,9,..,0,0,0,0,0,..,15,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,31,0,31,0,29,..,821,220,1042,0,1041,..,18,5,20,0,20,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,37,6,43,5,47,..,3,0,3,0,3,..,3,0,3,0,3,..,13,0,13,0,13,..,8,0,8,0,8,..,0,0,0,0,0,..,10,0,10,0,10,..,5,0,5,0,5,..,23,0,23,0,23,..,75,7,83,0,81,..,7
POA2046,..,53,18,75,0,75,..,1278,375,1654,5,1661,..,92,3,93,0,93,..,88,0,91,0,92,..,74,0,79,3,80,..,580,78,650,0,652,..,11,0,11,0,11,..,27,0,24,0,24,..,99,4,102,3,106,..,12,0,12,0,12,..,11,0,14,0,17,..,7,0,13,0,13,..,18,0,17,0,17,..,11,0,11,0,11,..,199,14,209,3,210,..,2249,392,2639,5,2647,..,65,4,73,0,73,..,4,5,3,0,3,..,124,57,185,0,182,..,45,0,49,0,49,..,6,0,6,0,6,..,84,8,94,0,94,..,77,7,84,0,84,..,126,7,133,6,139,..,86,8,96,0,96,..,8,0,8,0,8,..,89,5,93,0,99,..,31,0,33,0,33,..,47,5,52,0,52,..,67,0,64,0,67,..,9,0,9,0,9,..,144,6,152,0,156,..,377,34,415,4,413,..,29
POA2047,..,20,0,20,0,20,..,318,88,412,6,412,..,43,6,46,0,46,..,58,0,61,4,61,..,53,0,53,0,55,..,292,62,358,0,360,..,3,0,3,0,3,..,9,0,9,0,9,..,65,0,64,0,64,..,7,0,8,0,11,..,6,0,6,0,6,..,11,0,11,0,11,..,11,4,12,0,12,..,11,0,11,0,11,..,127,4,131,0,132,..,335,44,383,7,383,..,36,0,39,0,41,..,0,0,3,0,3,..,57,6,63,0,63,..,6,0,6,0,6,..,4,0,4,0,4,..,37,3,48,0,48,..,20,0,23,0,23,..,47,7,45,4,53,..,57,4,59,0,59,..,0,0,0,0,0,..,27,3,33,0,33,..,25,0,25,0,25,..,26,0,26,0,26,..,23,0,26,0,26,..,8,0,8,0,8,..,89,0,88,0,88,..,134,6,141,0,141,..,21
POA2048,..,9,0,9,0,9,..,176,38,211,0,210,..,9,6,14,0,14,..,50,0,51,0,51,..,24,0,29,0,29,..,162,31,193,4,193,..,3,0,3,0,3,..,0,0,0,0,0,..,19,0,19,0,21,..,16,0,16,0,16,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,55,0,55,0,52,..,114,20,134,0,134,..,32,0,34,0,34,..,0,0,0,0,0,..,19,0,19,0,19,..,15,0,18,0,18,..,3,0,3,0,3,..,9,0,9,0,9,..,8,0,8,0,8,..,81,39,125,0,124,..,11,0,11,0,11,..,0,0,0,0,0,..,21,12,32,0,29,..,12,0,12,0,12,..,27,0,29,0,29,..,10,0,10,0,10,..,14,0,14,0,14,..,65,0,65,0,65,..,127,15,145,3,146,..,18
POA2049,..,13,0,19,0,19,..,416,71,483,5,491,..,12,0,20,0,20,..,65,0,65,0,66,..,29,0,29,0,31,..,194,49,248,0,247,..,13,0,13,0,13,..,3,0,3,0,3,..,37,0,37,0,37,..,17,0,17,0,17,..,8,0,15,0,15,..,19,0,19,0,19,..,6,0,9,4,11,..,9,0,9,0,9,..,121,0,122,4,126,..,194,34,222,4,224,..,54,6,58,0,58,..,0,0,0,0,0,..,30,4,32,0,32,..,11,6,17,0,17,..,5,0,5,0,5,..,12,0,12,0,12,..,27,0,27,0,27,..,167,102,270,0,265,..,32,0,32,0,32,..,0,0,0,0,0,..,28,4,33,0,33,..,16,0,16,0,16,..,25,0,27,0,27,..,41,0,41,0,41,..,13,0,13,0,13,..,100,0,101,0,101,..,176,17,188,3,196,..,12
POA2050,..,22,0,20,0,20,..,534,78,609,5,615,..,3,0,3,0,3,..,63,0,65,3,67,..,51,0,51,0,50,..,46,4,52,0,52,..,20,0,20,0,20,..,6,0,6,0,6,..,62,0,62,0,62,..,5,0,5,0,5,..,13,0,13,0,13,..,13,0,13,0,13,..,18,0,18,0,18,..,16,0,16,0,16,..,150,0,150,0,150,..,84,5,92,0,91,..,63,4,70,0,69,..,6,0,6,0,6,..,51,4,54,0,54,..,9,0,9,0,9,..,8,0,8,0,8,..,41,0,41,0,41,..,29,0,29,0,29,..,49,5,52,0,52,..,22,5,29,0,29,..,5,0,5,0,6,..,6,0,6,0,6,..,25,0,34,0,31,..,41,3,41,0,41,..,45,0,42,0,42,..,14,0,14,0,14,..,122,0,128,0,128,..,116,8,125,0,125,..,19
