POA_CODE_2021,A75_84_L_PinE_NS_19,A75_84_L_PinE_NS_20,A75_84_L_PinE_NS_21,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B_05,A75_84_T_05_10,A75_84_T_11_15,A75_84_T_16,A75_84_T_17,A75_84_T_18,A75_84_T_19,A75_84_T_20,A75_84_T_21,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B_05,A85ov_SEO_05_10,A85ov_SEO_11_15,A85ov_SEO_16,A85ov_SEO_17,A85ov_SEO_18,A85ov_SEO_19,A85ov_SEO_20,A85ov_SEO_21,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_UOLSE_VWW_B_05,A85ov_UOLSE_VWW_05_10,A85ov_UOLSE_VWW_11_15,A85ov_UOLSE_VWW_16,A85ov_UOLSE_VWW_17,A85ov_UOLSE_VWW_18,A85ov_UOLSE_VWW_19,A85ov_UOLSE_VWW_20,A85ov_UOLSE_VWW_21,A85ov_UOLSE_VWW_YNS,A85ov_UOLSE_VWW_T,A85ov_UOLSE_NWNAA_B_05,A85ov_UOLSE_NWNAA_05_10,A85ov_UOLSE_NWNAA_11_15,A85ov_UOLSE_NWNAA_16,A85ov_UOLSE_NWNAA_17,A85ov_UOLSE_NWNAA_18,A85ov_UOLSE_NWNAA_19,A85ov_UOLSE_NWNAA_20,A85ov_UOLSE_NWNAA_21,A85ov_UOLSE_NWNAA_YNS,A85ov_UOLSE_NWNAA_T,A85ov_UOLSE_PinE_NS_B_05,A85ov_UOLSE_PinE_NS_05_10,A85ov_UOLSE_PinE_NS_11_15,A85ov_UOLSE_PinE_NS_16,A85ov_UOLSE_PinE_NS_17,A85ov_UOLSE_PinE_NS_18,A85ov_UOLSE_PinE_NS_19,A85ov_UOLSE_PinE_NS_20,A85ov_UOLSE_PinE_NS_21,A85ov_UOLSE_PinE_NS_YNS,A85ov_UOLSE_PinE_NS_T,A85ov_UOLSE_T_B_05,A85ov_UOLSE_T_05_10,A85ov_UOLSE_T_11_15,A85ov_UOLSE_T_16,A85ov_UOLSE_T_17,A85ov_UOLSE_T_18,A85ov_UOLSE_T_19,A85ov_UOLSE_T_20,A85ov_UOLSE_T_21,A85ov_UOLSE_T_YNS,A85ov_UOLSE_T_T,A85ov_L_PinE_NS_B_05,A85ov_L_PinE_NS_05_10,A85ov_L_PinE_NS_11_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_17,A85ov_L_PinE_NS_18,A85ov_L_PinE_NS_19,A85ov_L_PinE_NS_20,A85ov_L_PinE_NS_21,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B_05,A85ov_T_05_10,A85ov_T_11_15,A85ov_T_16,A85ov_T_17,A85ov_T_18,A85ov_T_19,A85ov_T_20,A85ov_T_21,A85ov_T_YNS,A85ov_T_T,T_SEO_B_05,T_SEO_05_10,T_SEO_11_15,T_SEO_16,T_SEO_17,T_SEO_18,T_SEO_19,T_SEO_20,T_SEO_21,T_SEO_YNS,T_SEO_T,T_UOLSE_VWW_B_05,T_UOLSE_VWW_05_10,T_UOLSE_VWW_11_15,T_UOLSE_VWW_16,T_UOLSE_VWW_17,T_UOLSE_VWW_18,T_UOLSE_VWW_19,T_UOLSE_VWW_20,T_UOLSE_VWW_21,T_UOLSE_VWW_YNS,T_UOLSE_VWW_T,T_UOLSE_NWNAA_B_05,T_UOLSE_NWNAA_05_10,T_UOLSE_NWNAA_11_15,T_UOLSE_NWNAA_16,T_UOLSE_NWNAA_17,T_UOLSE_NWNAA_18,T_UOLSE_NWNAA_19,T_UOLSE_NWNAA_20,T_UOLSE_NWNAA_21,T_UOLSE_NWNAA_YNS,T_UOLSE_NWNAA_T,T_UOLSE_PinE_NS_B_05,T_UOLSE_PinE_NS_05_10,T_UOLSE_PinE_NS_11_15,T_UOLSE_PinE_NS_16,T_UOLSE_PinE_NS_17,T_UOLSE_PinE_NS_18,T_UOLSE_PinE_NS_19,T_UOLSE_PinE_NS_20,T_UOLSE_PinE_NS_21,T_UOLSE_PinE_NS_YNS,T_UOLSE_PinE_NS_T,T_UOLSE_T_B_05,T_UOLSE_T_05_10,T_UOLSE_T_11_15,T_UOLSE_T_16,T_UOLSE_T_17,T_UOLSE_T_18,T_UOLSE_T_19,T_UOLSE_T_20,T_UOLSE_T_21,T_UOLSE_T_YNS,T_UOLSE_T_T,T_L_PinE_NS_B_05,T_L_PinE_NS_05_10,T_L_PinE_NS_11_15,T_L_PinE_NS_16,T_L_PinE_NS_17,T_L_PinE_NS_18,T_L_PinE_NS_19,T_L_PinE_NS_20,T_L_PinE_NS_21,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B_05,T_T_05_10,T_T_11_15,T_T_16,T_T_17,T_T_18,T_T_19,T_T_20,T_T_21,T_T_YNS,T_T_T
POA6210,0,0,0,13,17,2305,68,54,12,0,6,10,6,0,87,2552,613,13,6,0,0,0,0,0,0,43,672,51,0,4,0,0,0,0,0,0,6,63,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,59,0,4,0,0,0,0,0,0,6,70,5,0,0,0,0,0,0,0,0,11,16,676,10,12,0,0,0,0,0,0,61,758,10211,2770,2065,225,151,170,187,88,57,402,16318,942,1005,1042,158,115,169,189,65,27,66,3758,56,49,55,11,17,26,39,17,11,7,289,4,6,3,0,0,0,0,0,0,0,12,998,1054,1104,172,128,196,224,81,33,79,4061,13,4,5,0,0,0,0,0,0,32,62,11222,3820,3176,391,284,357,416,173,88,510,20441
POA6211,0,0,0,0,0,226,3,9,0,4,0,0,0,0,7,246,19,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,4,25,1254,315,264,18,6,12,17,3,9,31,1935,94,67,71,3,17,12,10,0,3,7,292,4,0,0,0,4,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,98,66,75,3,21,12,13,0,3,7,304,0,0,0,0,0,0,0,0,0,0,3,1358,381,338,24,29,29,33,4,13,38,2243
POA6213,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,58,11,3,0,0,0,0,0,0,6,81,7,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,74,11,6,0,0,0,0,0,0,6,95
POA6214,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,3,0,0,0,0,0,0,3,75,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,66,4,3,0,0,0,0,0,0,3,74
POA6215,0,0,0,8,8,91,0,0,0,0,0,0,0,0,22,112,16,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,7,29,0,0,0,0,0,0,0,0,7,37,430,65,44,5,0,7,0,6,0,32,592,46,36,27,0,3,0,7,3,0,8,121,8,0,5,0,0,4,9,7,0,0,28,0,0,0,0,0,0,0,0,0,0,0,53,36,29,0,3,4,11,9,0,11,149,0,0,0,0,0,0,0,0,0,17,22,481,97,74,3,6,10,12,9,0,61,761
POA6218,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,51,6,0,0,0,0,0,0,0,4,58,5,0,6,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,54,3,3,0,0,0,3,0,0,3,69
POA6219,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,74,10,0,3,0,0,0,0,0,4,90,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,5,84,10,0,3,0,0,0,0,0,4,101
POA6220,0,0,0,0,0,84,0,0,0,0,0,0,0,0,6,95,18,0,0,0,0,0,0,0,0,7,27,11,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,11,47,321,47,38,13,7,8,6,0,0,28,476,71,69,156,47,31,44,66,13,9,40,550,17,0,6,0,3,30,25,0,0,9,87,0,0,0,0,0,0,0,0,0,0,4,85,70,163,48,36,76,93,16,9,50,641,0,0,0,0,0,0,0,0,0,0,7,406,118,201,63,45,77,104,16,9,79,1120
POA6221,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,16,0,0,8,0,0,0,0,0,0,29
POA6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,3,0,9,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,7,0,0,0,0,21
POA6224,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,4,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,107,19,11,0,0,0,0,0,0,7,145,13,0,9,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,9,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,125,18,13,0,0,0,0,0,0,7,168
POA6225,0,0,0,0,0,124,3,0,0,0,0,0,0,0,6,142,24,0,0,0,0,0,0,0,0,0,24,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,8,30,0,0,0,0,0,0,0,0,8,41,705,87,38,8,0,8,6,4,4,24,878,68,35,25,0,0,9,0,0,0,4,146,3,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,67,39,30,0,0,9,0,0,0,4,154,0,0,0,0,0,0,0,0,0,11,11,773,123,64,7,3,11,7,6,4,38,1041
POA6226,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,18,10,0,0,3,0,0,0,0,105,0,9,4,0,0,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,63,33,13,0,0,3,0,5,0,0,121
POA6227,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,17,0,5,0,0,0,0,0,5,84,6,0,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,63,17,10,5,0,0,0,0,0,5,97
POA6228,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,4,0,0,0,0,0,13
POA6229,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,30,0,5,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,6,5,0,0,0,0,0,0,0,38
POA6230,0,0,0,0,5,656,21,20,0,5,0,0,0,0,23,731,207,0,4,0,0,0,0,0,0,21,238,49,0,0,0,0,0,0,0,0,3,56,23,0,0,0,0,0,0,0,0,5,26,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,3,86,0,0,0,0,0,0,0,0,0,0,0,284,5,7,0,0,0,0,0,0,27,325,3966,1007,656,74,81,69,94,53,28,154,6183,642,787,827,143,156,130,174,76,23,53,3008,72,41,35,3,19,25,47,16,7,4,274,3,0,3,0,0,0,0,0,0,0,15,712,833,860,151,175,162,217,99,27,53,3290,6,0,0,0,0,0,0,0,0,85,91,4683,1842,1515,222,257,230,319,152,52,291,9565
POA6232,0,0,0,0,0,166,4,6,0,0,0,6,0,0,11,186,33,4,0,0,0,0,0,0,0,0,36,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,42,4,0,0,0,0,0,0,0,0,45,852,261,162,13,14,8,14,11,3,42,1382,130,154,197,26,22,10,12,10,3,5,566,6,6,12,0,0,8,13,8,0,0,49,0,0,0,0,0,0,0,0,0,0,0,134,160,204,30,23,24,29,16,3,5,617,0,0,0,0,0,0,0,0,0,0,0,982,420,370,43,35,33,37,30,4,51,2000
POA6233,0,0,0,4,10,268,12,0,0,0,3,0,0,0,11,287,38,0,0,0,0,0,0,0,0,6,43,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,50,0,0,0,0,0,0,0,0,0,53,1848,565,348,25,20,32,17,16,8,55,2919,198,258,230,19,38,36,21,12,24,24,848,4,15,16,0,5,8,19,7,0,5,85,0,0,0,0,0,0,0,0,0,0,9,197,274,237,21,42,42,44,15,22,25,938,3,0,0,0,0,0,0,0,0,3,14,2057,836,584,44,62,81,59,30,28,84,3868
POA6236,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,34,12,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,228,38,16,0,0,0,0,0,0,14,302,20,9,3,0,0,3,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,3,0,0,3,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,245,49,24,0,0,3,3,5,0,14,337
POA6237,0,0,0,0,0,36,0,0,0,0,0,0,0,0,3,44,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,259,30,17,0,0,4,3,0,0,9,329,22,17,15,0,7,4,3,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,15,0,7,4,3,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,283,48,33,5,9,5,9,4,0,11,395
POA6239,0,0,0,0,0,90,4,0,0,0,0,0,0,0,4,102,22,0,0,0,0,0,0,0,0,0,22,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,28,493,57,37,5,0,0,0,3,4,36,637,53,26,20,4,0,14,18,0,5,4,148,10,6,7,0,0,8,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,66,32,20,4,0,17,19,4,8,9,178,0,0,0,0,0,0,0,0,0,0,0,555,94,62,10,0,20,22,6,5,47,816
POA6240,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,5,0,0,0,0,0,0,5,28,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,4,5,0,0,0,0,0,0,5,28
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10
POA6244,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,26,7,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,11,144,18,9,3,0,0,0,0,0,17,183,5,7,4,4,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,4,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,155,20,8,3,0,0,0,5,0,20,214
POA6251,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5,3,0,0,0,0,0,0,0,51,4,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,48,6,4,0,0,0,0,0,0,0,58
POA6252,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,0,0,0,0,0,3,28,3,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,23,0,5,0,0,0,0,0,0,6,33
POA6253,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,26,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,113,21,3,3,0,0,0,0,0,4,155,10,4,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,127,20,8,3,0,0,0,0,0,4,168
POA6254,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,16,5,0,0,0,0,0,0,4,80,12,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,69,12,7,0,0,0,0,0,0,4,95
POA6255,0,0,0,0,0,133,0,0,0,0,0,0,0,0,4,137,20,0,0,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,6,30,744,68,26,0,7,6,6,3,0,39,893,39,31,13,0,0,0,4,0,0,0,93,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,43,31,17,0,0,0,5,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,788,100,44,0,7,6,15,3,0,40,997
POA6256,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,4,0,0,0,0,0,0,0,45,3,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,43,6,7,0,0,0,0,0,0,0,58
POA6258,0,0,0,0,0,109,0,7,0,0,0,0,0,0,3,123,25,0,0,0,0,0,0,0,0,0,25,15,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,8,51,489,41,41,0,4,3,9,7,0,29,618,89,32,41,0,14,7,24,9,6,24,251,11,0,8,0,0,0,4,0,0,3,39,0,0,0,0,0,0,0,0,0,0,4,99,37,52,0,17,7,28,4,11,27,291,0,0,0,0,0,0,0,0,0,4,5,591,78,93,0,21,9,34,12,12,63,913
POA6260,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,15,140,11,7,0,3,0,5,3,4,11,190,14,9,16,0,0,12,12,7,0,0,75,6,0,0,0,0,7,9,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,11,9,13,0,0,21,24,12,0,3,98,0,0,0,0,0,0,0,0,0,0,0,156,21,18,4,4,21,28,10,5,15,284
