POA_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
POA4413,35,1339,790,250,1928,0.8,1560,2.6
POA4415,41,1083,706,200,1595,0.7,1252,2.3
POA4416,37,1300,855,200,1464,0.8,1466,2.5
POA4417,40,828,730,150,1676,0.8,1285,2.5
POA4418,48,548,621,50,1687,0.7,1125,2.4
POA4419,35,500,905,160,1682,0.7,1428,2.3
POA4420,40,867,818,173,1984,0.8,1529,2.5
POA4421,48,780,475,180,1066,0.9,854,2.2
POA4422,47,1300,709,125,1531,0.8,1239,2.5
POA4423,38,1860,604,100,1786,0.8,1031,2.6
POA4424,37,1100,811,180,1906,0.8,1437,2.7
POA4425,41,702,862,120,1906,0.7,1343,2.3
POA4426,50,1000,617,110,1562,0.7,1281,2.3
POA4427,50,650,504,182,1218,0.8,1021,2.4
POA4428,42,1083,813,155,1884,0.8,1483,2.5
POA4454,43,436,920,150,1949,0.7,1509,2.4
POA4455,36,1408,957,250,2190,0.7,1772,2.5
POA4461,58,0,724,250,1625,0.7,1187,2.1
POA4462,49,205,662,0,1458,0.7,1292,2.3
POA4465,44,997,622,170,1514,0.7,1037,2.3
POA4467,47,0,745,110,1937,0.7,1333,2.5
POA4468,50,150,628,110,1362,0.7,1109,2.3
POA4470,42,876,825,178,1828,0.7,1345,2.2
POA4472,49,867,694,157,1581,0.8,1162,2.2
POA4474,47,750,524,62,1374,0.9,1187,2.5
POA4477,46,450,725,100,1422,0.7,1131,2.3
POA4478,42,771,809,144,1478,0.8,1379,2.4
POA4479,59,3188,374,0,1375,0.6,1312,2.2
POA4480,40,850,851,140,2021,0.7,1330,2.3
POA4481,38,0,1062,90,2562,0.8,2125,2.3
POA4482,40,953,1078,113,2562,0.9,1792,2.2
POA4486,45,650,758,140,1713,0.7,1257,2.2
POA4487,38,1230,773,210,1708,0.8,1400,2.5
POA4488,43,367,792,155,1300,0.7,1069,2.5
POA4489,51,0,494,155,966,0.9,833,2.3
POA4490,43,707,536,125,1267,0.8,920,2.2
POA4491,57,1045,485,93,1375,0.8,959,2
POA4492,35,696,984,153,1981,0.9,1625,2.5
POA4493,65,3000,824,0,2124,0.8,1875,2
POA4494,35,0,777,75,1624,0.7,1406,2.6
POA4496,38,532,871,205,1812,0.8,1300,2.5
POA4497,42,800,729,132,1553,0.8,1228,2.7
POA4498,32,0,1024,110,1906,0.8,1625,2.9
POA4500,36,1783,851,375,2163,0.8,1947,2.8
POA4501,37,1517,747,320,1700,0.8,1371,2.4
POA4502,38,1725,811,360,2086,0.8,1853,2.7
POA4503,33,1733,834,360,1942,0.8,1705,2.7
POA4504,33,1900,889,415,2283,0.8,2207,3.1
POA4505,37,1820,772,360,2007,0.8,1753,2.7
POA4506,34,1560,709,345,1629,0.8,1449,2.7
POA4507,63,1647,529,335,1229,0.7,961,2
POA4508,40,1517,620,325,1486,0.8,1270,2.5
POA4509,33,1998,916,410,2261,0.8,2113,3
POA4510,38,1588,639,325,1526,0.8,1318,2.6
POA4511,50,1733,569,385,1414,0.7,1204,2.4
POA4512,43,2000,778,345,2168,0.8,2115,3
POA4514,39,1733,692,350,1811,0.8,1616,2.7
POA4515,42,1517,732,340,1569,0.8,1403,2.6
POA4516,40,2000,789,370,2185,0.8,2183,3.1
POA4517,43,1800,726,325,1853,0.7,1442,2.4
POA4518,42,1820,739,400,1861,0.8,1740,2.8
POA4519,41,1733,687,390,1742,0.8,1534,2.7
POA4520,45,2459,976,488,2955,0.8,2795,3
POA4521,44,2167,892,385,2401,0.8,2189,2.8
POA4550,42,1777,724,390,1793,0.8,1646,2.7
POA4551,44,1950,732,450,1845,0.8,1489,2.5
POA4552,56,1700,631,370,1498,0.7,1259,2.3
POA4553,34,2000,882,500,2232,0.8,2171,3
POA4554,45,1950,695,363,2003,0.9,1893,2.9
POA4555,43,1930,748,425,1998,0.8,1768,2.7
POA4556,42,2000,760,451,2058,0.7,1687,2.5
POA4557,39,1950,851,459,2041,0.8,1730,2.5
POA4558,46,1733,764,410,1784,0.8,1384,2.1
POA4559,43,1950,736,400,2072,0.8,1785,2.8
POA4560,43,1733,687,375,1734,0.8,1415,2.5
POA4561,41,1950,765,400,1981,0.8,1848,2.8
POA4562,46,2058,768,465,2064,0.8,1945,2.8
POA4563,50,1733,664,420,1668,0.8,1436,2.5
POA4564,49,1804,754,433,1790,0.8,1495,2.3
POA4565,51,1842,637,440,1584,0.8,1302,2.4
POA4566,56,1991,749,490,1799,0.7,1399,2.2
POA4567,49,2167,885,515,2195,0.7,1833,2.3
POA4568,48,1731,648,413,1631,0.8,1421,2.6
POA4569,46,1517,628,385,1552,0.9,1294,2.5
POA4570,46,1300,565,295,1400,0.8,1169,2.4
POA4571,49,1600,626,300,1437,0.9,1254,2.4
POA4572,47,1820,901,410,2209,0.8,1682,2.1
POA4573,42,2000,813,490,2080,0.8,1771,2.6
POA4574,49,1517,652,300,1515,0.9,1244,2.4
POA4575,43,2037,809,470,2087,0.8,1696,2.5
POA4580,63,1200,443,280,926,0.7,772,2
POA4581,55,1560,632,280,1294,0.7,1006,1.9
POA4600,53,1000,496,220,1270,0.8,948,2.1
POA4601,49,1083,510,180,1304,0.8,1014,2.3
POA4605,41,953,495,140,1176,0.8,991,2.5
POA4606,52,1073,536,220,1343,0.7,1003,2.2
POA4608,50,1100,552,240,1326,0.8,1055,2.3
POA4610,41,1200,640,260,1547,0.7,1249,2.4
POA4611,48,867,546,250,1233,0.9,1125,2.4
POA4612,53,1300,438,205,1149,1,732,2.2
POA4613,53,778,441,180,938,0.8,784,2.2
POA4614,54,867,447,220,954,0.7,811,2.2
POA4615,52,1000,469,225,1159,0.8,909,2.2
POA4620,56,700,476,200,1197,0.8,945,2.1
POA4621,53,971,460,200,1114,0.8,791,2.2
POA4625,48,1083,592,228,1378,0.8,1120,2.3
POA4626,42,1200,726,210,1510,0.8,1263,2.3
POA4627,47,834,509,140,1125,0.8,980,2.3
POA4630,51,867,537,170,1329,0.7,990,2.2
POA4650,49,1150,520,255,1298,0.8,1035,2.3
POA4655,51,1439,556,340,1327,0.7,1109,2.3
POA4659,60,1300,459,270,1026,0.7,858,2.1
POA4660,56,1127,490,280,1179,0.8,945,2.2
POA4662,45,1300,492,270,1276,0.9,1125,2.6
POA4670,46,1300,614,285,1467,0.8,1194,2.4
POA4671,52,1000,470,250,1200,0.9,958,2.3
POA4673,53,1200,519,200,1447,0.9,1138,2.3
POA4674,55,1010,446,210,1023,0.9,864,2.2
POA4676,57,1042,446,150,1042,0.9,880,2.1
POA4677,50,1493,561,300,1360,0.9,1072,2.3
POA4678,55,1517,529,233,1361,0.8,1187,2.3
POA4680,36,1638,799,275,2139,0.7,1746,2.6
POA4694,49,1127,492,250,1906,0.7,1350,2.3
POA4695,43,1445,625,200,1914,0.9,1519,2.6
POA4697,47,1000,478,175,1050,0.8,1125,2.4
POA4699,44,1690,608,238,1562,0.9,1262,2.7
POA4700,39,1300,742,265,1946,0.8,1403,2.3
POA4701,37,1400,781,270,1925,0.8,1496,2.5
POA4702,37,1560,780,330,1944,0.8,1649,2.7
POA4703,43,1733,776,350,2042,0.8,1636,2.5
POA4704,48,1700,766,250,2083,0.7,1399,2.2
POA4705,46,0,923,110,1694,0.8,1577,2.5
POA4706,51,1000,624,80,2050,0.7,1062,2.1
POA4707,52,793,682,100,1687,0.8,977,2
POA4709,29,33,1504,15,3269,0.8,3125,2.9
POA4710,48,1517,629,350,1474,0.7,1272,2.4
POA4711,44,1885,893,350,2341,0.8,2276,3
POA4712,45,643,748,115,1575,0.8,1300,2.4
POA4713,23,0,361,120,707,1.2,684,3.3
POA4714,53,840,463,200,1101,0.8,813,2.1
POA4715,36,1387,888,260,2255,0.8,1908,2.5
POA4716,43,1404,780,200,2048,0.7,1668,2.5
POA4717,31,1083,1268,220,2792,0.8,2358,2.6
POA4718,35,1083,926,225,2171,0.8,1797,2.5
POA4719,41,1099,891,200,1937,0.8,1375,2.3
POA4720,32,1642,1036,300,2517,0.8,2203,2.7
POA4721,36,1300,1034,220,2314,0.8,1882,2.5
POA4722,39,1192,978,200,2225,0.7,1838,2.6
POA4723,35,1517,991,210,2245,0.8,1925,2.6
POA4724,44,650,953,120,2083,0.7,1547,2.5
POA4725,43,1213,869,200,2060,0.7,1487,2.2
POA4726,41,313,752,94,1562,0.7,1320,2.3
POA4727,43,607,806,190,1708,0.7,1325,2.2
POA4728,38,542,809,100,1562,0.8,1292,2.5
POA4730,39,1188,978,200,2175,0.7,1623,2.3
POA4731,54,521,663,95,1281,0.9,1036,2.2
POA4732,45,2000,778,80,1625,0.7,1042,2.4
POA4733,39,0,888,300,2208,0.9,1812,3.1
POA4735,47,867,881,150,2010,0.8,1276,2
POA4736,39,1260,887,100,2250,0.7,1437,2.2
POA4737,41,1733,729,300,1960,0.8,1650,2.6
POA4738,48,1557,717,240,1875,0.9,1510,2.5
POA4739,54,1300,675,175,1600,0.8,966,2.1
POA4740,38,1733,882,340,2232,0.8,1839,2.5
POA4741,44,1733,806,250,2076,0.9,1768,2.6
POA4742,37,1300,1140,277,2326,0.8,1955,2.5
POA4743,35,1950,1727,32,2799,0.8,2394,2.4
POA4744,31,1300,1553,111,3327,0.8,3079,2.8
POA4745,32,672,1406,100,2951,0.7,2444,2.5
POA4746,32,1120,1618,55,3154,0.8,2660,2.7
POA4750,36,1733,937,380,2313,0.8,2077,2.8
POA4751,37,1733,921,360,2390,0.8,2156,2.7
POA4753,33,1924,1000,400,2570,0.8,2367,3
POA4754,36,1700,801,300,2153,0.9,1968,2.9
POA4756,48,1415,622,250,1604,0.9,1205,2.3
POA4757,48,1300,518,250,1281,0.9,1013,2.5
POA4798,47,1300,601,230,1553,0.8,1328,2.4
POA4799,52,1400,539,220,1434,0.9,1105,2.4
POA4800,44,1625,745,280,1861,0.8,1489,2.5
POA4802,36,1733,893,365,1942,0.8,1622,2.3
POA4804,43,1000,702,200,1619,0.7,1242,2.3
POA4805,42,1500,713,270,1781,0.8,1344,2.4
POA4806,49,1100,676,220,1652,0.8,1271,2.4
POA4807,44,1300,738,230,1848,0.8,1353,2.3
POA4808,46,1228,757,200,1940,0.8,1496,2.5
POA4809,47,1235,680,200,1676,0.8,1303,2.4
POA4810,40,1600,981,300,2351,0.8,1610,2
POA4811,36,1517,935,340,2192,0.8,1807,2.4
POA4812,39,1400,802,260,1937,0.8,1352,2.2
POA4814,34,1515,819,320,2077,0.8,1717,2.6
POA4815,35,1408,735,295,1710,0.8,1486,2.7
POA4816,44,1560,621,150,1521,0.9,1300,2.6
POA4817,36,1517,870,330,2097,0.8,1866,2.7
POA4818,32,1702,978,355,2248,0.8,2074,2.8
POA4819,58,1353,626,290,1372,0.7,1001,1.9
POA4820,41,1300,677,220,1758,0.8,1341,2.4
POA4821,41,769,829,160,1797,0.8,1352,2.3
POA4822,36,800,930,133,1952,0.8,1770,2.6
POA4823,34,550,1049,130,2281,0.8,1735,2.5
POA4824,34,1200,1210,240,2354,0.8,1930,2.5
POA4825,31,1536,1133,260,2603,0.9,2212,2.6
POA4828,36,307,977,147,2041,1,1339,2.5
POA4829,37,1020,1030,141,1974,0.9,1571,2.3
POA4830,26,489,388,123,967,1.3,1223,3.7
POA4849,60,1300,506,252,1178,0.8,852,1.9
POA4850,51,1170,643,200,1557,0.7,1161,2.2
POA4852,50,1400,686,300,1461,0.8,1244,2.2
POA4854,43,1300,681,250,1518,0.8,1296,2.4
POA4855,46,1300,642,260,1474,0.9,1225,2.3
POA4856,47,1083,628,250,1460,0.8,1171,2.4
POA4858,44,1409,724,260,1712,0.8,1419,2.5
POA4859,46,882,586,240,1562,0.8,1154,2.3
POA4860,42,1285,642,250,1476,0.8,1175,2.4
POA4861,47,1170,584,230,1529,0.8,1131,2.3
POA4865,38,1647,819,325,2031,0.8,1750,2.7
POA4868,38,1517,783,350,1824,0.8,1554,2.6
POA4869,32,1517,815,365,1925,0.8,1745,2.9
POA4870,39,1600,814,310,1976,0.8,1510,2.4
POA4871,42,1300,554,170,1374,1,1250,2.7
POA4872,49,1374,637,225,1571,0.9,1253,2.4
POA4873,47,1430,656,260,1547,0.8,1218,2.3
POA4874,30,2061,1300,295,3008,1,2606,3
POA4875,28,1791,539,148,1225,1.1,1362,3.3
POA4876,24,1300,608,120,1292,1.3,1324,3.5
POA4877,45,1636,822,350,1835,0.8,1426,2.2
POA4878,41,1625,804,360,1955,0.8,1555,2.4
POA4879,44,1733,849,400,2044,0.7,1701,2.4
POA4880,40,1500,693,280,1641,0.8,1304,2.5
POA4881,47,1647,622,270,1644,0.9,1352,2.5
POA4882,44,1600,715,300,1837,0.8,1479,2.5
POA4883,46,1368,646,280,1509,0.8,1153,2.3
POA4884,53,1489,704,288,1682,0.8,1332,2.3
POA4885,51,1339,641,250,1502,0.8,1269,2.4
POA4886,51,1000,528,230,1232,0.8,1039,2.2
POA4887,50,1083,516,230,1256,0.8,955,2.2
POA4888,52,1083,474,250,1112,0.9,859,2.2
POA4890,30,992,766,170,1755,1.1,1698,3
POA4891,55,1168,640,220,1449,0.9,974,1.8
POA4892,30,600,367,120,884,1.2,1080,3.4
POA4895,40,1300,520,140,1309,1,1028,2.4
POA5000,31,1733,726,400,2056,1,1365,1.8
POA5006,39,1914,964,390,2653,0.8,1867,1.9
POA5007,35,1710,877,365,2153,0.8,1673,2.1
POA5008,37,1712,717,310,1958,0.8,1489,2.4
POA5009,38,1700,754,315,2033,0.8,1561,2.4
POA5010,38,1500,529,230,1555,0.9,1229,2.6
POA5011,36,1733,877,340,2187,0.8,1729,2.4
POA5012,35,1506,573,285,1529,0.9,1320,2.7
POA5013,39,1441,599,260,1652,0.8,1254,2.4
POA5014,41,1583,732,300,1946,0.8,1372,2.3
POA5015,42,1517,832,315,1970,0.8,1430,2.1
POA5016,43,1710,836,305,2242,0.8,1655,2.3
POA5017,40,1400,608,260,1501,0.8,1144,2.3
POA5018,51,1636,758,365,1953,0.7,1566,2.3
POA5019,48,1733,770,300,2146,0.8,1437,2.1
POA5020,48,1950,849,390,2126,0.7,1758,2.5
POA5021,54,1788,791,370,2048,0.7,1548,2.2
POA5022,47,2000,928,340,2547,0.8,1871,2.3
POA5023,39,1712,706,310,1816,0.8,1347,2.3
POA5024,45,2000,819,340,2208,0.8,1672,2.5
POA5025,41,1814,791,375,2125,0.8,1710,2.5
POA5031,37,1800,812,350,2199,0.8,1664,2.3
POA5032,40,1800,827,300,2185,0.8,1635,2.4
POA5033,37,1647,731,300,1937,0.8,1418,2.3
POA5034,41,2105,1003,350,2724,0.8,2020,2.4
POA5035,37,1733,886,300,2196,0.9,1627,2.3
POA5037,37,1733,781,320,2088,0.8,1575,2.3
POA5038,36,1733,822,315,2062,0.9,1553,2.3
POA5039,37,1821,818,300,2213,0.8,1554,2.4
POA5040,45,2060,630,165,1956,0.8,1468,2.4
POA5041,42,2000,893,320,2603,0.8,2025,2.6
POA5042,36,1625,691,315,1918,0.8,1476,2.4
POA5043,38,1614,694,300,1837,0.8,1307,2.2
POA5044,47,2000,883,350,2483,0.8,1724,2.3
POA5045,47,1950,940,330,2335,0.8,1600,2.1
POA5046,40,1733,762,335,1964,0.8,1421,2.2
POA5047,37,1733,709,350,1857,0.8,1434,2.4
POA5048,47,1850,796,350,2197,0.7,1576,2.3
POA5049,44,1852,876,375,2247,0.8,1853,2.5
POA5050,45,1800,810,380,2235,0.8,1871,2.6
POA5051,42,1950,966,375,2553,0.8,2172,2.7
POA5052,45,2000,966,380,2664,0.8,2168,2.6
POA5061,44,2383,1120,375,3159,0.8,2291,2.4
POA5062,44,2167,991,340,2869,0.8,2194,2.6
POA5063,42,2078,956,380,2539,0.9,1916,2.3
POA5064,46,2556,888,400,2674,0.8,2131,2.6
POA5065,43,2167,930,335,2562,0.9,1859,2.4
POA5066,45,2455,1046,410,2919,0.8,2399,2.7
POA5067,40,2150,1002,380,2533,0.8,1820,2.1
POA5068,44,2000,884,340,2448,0.8,1725,2.3
POA5069,41,2179,1012,330,2836,0.8,1976,2.3
POA5070,41,1828,789,320,2111,0.8,1507,2.2
POA5072,41,2000,834,350,2331,0.8,1797,2.5
POA5073,40,1842,775,350,2116,0.8,1667,2.5
POA5074,39,1707,727,335,1895,0.8,1447,2.4
POA5075,43,1650,743,350,1975,0.8,1477,2.5
POA5076,43,1733,828,360,2265,0.8,1938,2.7
POA5081,43,2167,1009,355,2735,0.8,2056,2.4
POA5082,37,1950,959,340,2483,0.9,1995,2.5
POA5083,37,1795,887,320,2309,0.9,1779,2.4
POA5084,33,1517,588,290,1545,0.9,1314,2.7
POA5085,34,1642,804,350,2032,0.8,1692,2.6
POA5086,36,1625,738,300,1972,0.8,1574,2.6
POA5087,36,1628,773,310,1979,0.8,1536,2.4
POA5088,37,1500,706,300,1671,0.8,1363,2.4
POA5089,41,1733,856,369,2305,0.8,2038,2.7
POA5090,46,1517,658,320,1715,0.8,1270,2.3
POA5091,42,1582,804,340,2071,0.8,1713,2.6
POA5092,39,1471,736,335,1831,0.8,1492,2.5
POA5093,39,1430,681,320,1670,0.8,1417,2.5
POA5094,38,1348,620,310,1427,0.9,1320,2.6
POA5095,34,1517,778,350,1959,0.8,1659,2.6
POA5096,38,1320,696,310,1699,0.8,1442,2.6
POA5097,42,1500,760,335,1959,0.7,1564,2.4
POA5098,40,1449,658,320,1683,0.8,1375,2.5
POA5106,79,0,360,309,725,0.8,525,1.1
POA5107,36,1381,585,300,1513,0.9,1385,2.9
POA5108,36,1257,588,280,1438,0.8,1226,2.7
POA5109,39,1300,624,295,1508,0.8,1255,2.5
POA5110,36,1378,632,310,1552,0.9,1403,2.8
POA5111,23,0,1292,104,0,0.9,1350,1
POA5112,37,1192,512,230,1302,0.8,992,2.5
POA5113,34,975,488,250,1122,0.8,944,2.5
POA5114,33,1300,728,300,1709,0.8,1481,2.8
POA5115,29,1300,773,300,1607,0.8,1439,2.7
POA5116,38,1387,677,300,1658,0.7,1301,2.4
POA5117,35,1827,894,350,2365,0.8,2248,3.1
POA5118,43,1452,754,280,1959,0.7,1488,2.5
POA5120,35,1733,829,300,2050,0.8,1763,2.8
POA5121,37,1454,720,333,1588,0.8,1390,2.5
POA5125,42,1635,832,320,2261,0.7,1841,2.6
POA5126,40,1517,850,340,2130,0.8,1809,2.6
POA5127,42,1517,813,310,2119,0.7,1733,2.5
POA5131,49,2000,813,395,2426,0.8,2243,2.9
POA5132,47,1950,810,263,2125,0.8,2092,2.8
POA5133,47,2000,850,300,2466,0.8,2233,2.9
POA5134,46,2029,817,350,2196,0.8,1895,2.7
POA5136,41,2167,855,315,2588,0.8,2316,2.8
POA5137,50,2016,942,350,2573,0.8,2312,2.7
POA5138,43,1907,892,363,2166,0.9,1988,2.9
POA5139,38,2000,892,330,2333,0.8,2089,2.8
POA5140,40,2058,1095,500,2859,0.8,2625,2.7
POA5141,43,2167,866,365,2336,0.8,2241,2.9
POA5142,43,1800,872,385,2537,0.8,2079,2.5
POA5144,53,2200,759,300,2250,0.8,1699,2.6
POA5150,44,2300,1174,260,2749,0.7,2666,2.6
POA5151,41,2100,951,280,2928,0.8,2386,2.8
POA5152,46,2167,1070,420,2986,0.8,2430,2.6
POA5153,45,1733,854,340,2343,0.8,2033,2.7
POA5154,45,2200,995,500,2844,0.8,2561,2.8
POA5155,41,1733,970,400,2419,0.8,2074,2.6
POA5156,41,1800,1009,345,2469,0.8,2229,2.7
POA5157,48,1950,793,285,2223,0.8,1936,2.7
POA5158,41,1600,842,370,2113,0.8,1857,2.6
POA5159,43,1590,800,355,2106,0.7,1801,2.6
POA5160,48,2167,550,190,1875,1.1,725,1.6
POA5161,40,1365,704,325,1724,0.7,1334,2.4
POA5162,41,1300,678,300,1650,0.7,1308,2.4
POA5163,40,1300,615,280,1486,0.7,1209,2.4
POA5164,41,1148,493,250,1181,0.7,889,2.2
POA5165,39,1395,641,325,1480,0.7,1194,2.2
POA5166,44,1200,599,300,1367,0.7,1072,2.2
POA5167,43,1517,748,340,1845,0.8,1439,2.4
POA5168,40,1365,661,274,1646,0.7,1250,2.3
POA5169,37,1562,767,340,1877,0.8,1527,2.5
POA5170,46,1320,697,335,1698,0.7,1380,2.4
POA5171,49,1733,729,330,1930,0.8,1503,2.5
POA5172,47,1733,783,320,2085,0.8,1809,2.6
POA5173,40,1400,660,320,1578,0.8,1290,2.5
POA5174,42,1463,737,315,1775,0.8,1445,2.5
POA5201,41,1700,902,340,2199,0.8,1973,2.7
POA5202,40,1404,689,300,1807,0.8,1537,2.7
POA5203,56,1300,551,250,1358,0.7,1069,2.2
POA5204,60,1227,539,278,1241,0.7,947,2
POA5210,41,1541,725,340,1817,0.8,1647,2.7
POA5211,60,1300,549,290,1265,0.7,994,2.1
POA5212,61,1210,592,280,1306,0.7,1073,2.1
POA5213,49,1300,708,283,1662,0.7,1330,2.3
POA5214,62,1198,535,277,1186,0.7,938,2
POA5220,43,880,687,200,1375,0.8,1100,2.3
POA5221,62,711,522,200,1221,0.7,861,1.8
POA5222,56,1053,651,220,1323,0.7,1004,2
POA5223,48,1083,692,211,1617,0.8,1209,2.2
POA5231,46,1733,845,300,2287,0.8,1912,2.6
POA5232,52,1888,755,120,1937,0.8,1875,2.8
POA5233,48,1625,765,280,2136,0.8,1787,2.6
POA5234,43,1602,776,320,2075,0.8,1754,2.7
POA5235,48,1420,685,250,1731,0.8,1365,2.4
POA5236,45,1408,662,250,1562,0.8,1192,2.4
POA5237,50,1092,590,225,1413,0.8,1192,2.3
POA5238,57,1083,487,215,1147,0.7,838,2
POA5240,43,1733,838,325,2125,0.9,1968,2.8
POA5241,43,1473,759,310,1867,0.8,1529,2.5
POA5242,44,1647,843,335,2240,0.8,1851,2.7
POA5243,48,1824,889,340,2419,0.7,2024,2.5
POA5244,45,1625,778,320,2054,0.8,1714,2.6
POA5245,51,1978,781,350,2324,0.8,1788,2.5
POA5250,41,1733,884,370,2333,0.8,2127,2.8
POA5251,37,1625,814,350,2045,0.7,1634,2.5
POA5252,37,1500,854,340,2073,0.8,1768,2.6
POA5253,43,1116,597,240,1380,0.7,1083,2.3
POA5254,44,1300,654,250,1635,0.8,1369,2.5
POA5255,47,1517,676,300,1683,0.7,1364,2.5
POA5256,56,1083,497,250,1185,0.7,874,2
POA5259,49,1127,629,150,1411,0.7,1255,2.3
POA5260,49,879,507,225,1193,0.7,912,2.2
POA5261,45,889,680,150,1762,0.8,1163,2.4
POA5262,44,1017,862,200,1949,0.7,1458,2.4
POA5263,53,1135,1067,75,2143,0.7,1708,2.1
POA5264,54,1042,606,198,1330,0.7,1039,2.1
POA5265,48,467,582,150,1525,0.6,1088,2.1
POA5266,37,845,868,150,1816,0.7,1461,2.3
POA5267,42,773,784,170,1792,0.7,1412,2.4
POA5268,41,888,820,220,1818,0.8,1483,2.4
POA5269,38,672,703,138,1800,0.9,1449,2.7
POA5270,47,1000,932,200,2069,0.7,1829,2.5
POA5271,41,1083,780,225,1765,0.8,1425,2.4
POA5272,44,758,818,150,1891,0.8,1442,2.5
POA5273,41,1033,949,120,2036,0.7,1562,2.5
POA5275,53,1170,667,200,1487,0.7,1155,2.1
POA5276,54,1207,732,250,1673,0.7,1227,2.1
POA5277,47,867,715,190,1620,0.7,1253,2.2
POA5278,48,874,626,162,1399,0.7,1179,2.3
POA5279,48,618,581,150,1431,0.7,1175,2.3
POA5280,50,975,600,175,1496,0.7,1095,2.2
POA5290,41,1083,691,220,1641,0.7,1197,2.2
POA5291,43,1458,833,220,2093,0.8,1861,2.7
POA5301,51,550,627,100,1402,0.7,1134,2.3
POA5302,46,867,736,161,1661,0.7,1368,2.3
POA5303,40,661,900,200,2312,0.8,1687,2.4
POA5304,42,563,756,155,1762,0.7,1237,2.1
POA5306,55,488,575,23,1562,0.7,1062,2.1
POA5307,54,559,455,170,1153,0.7,831,2.1
POA5308,45,589,490,123,1300,0.7,924,2.2
POA5309,45,363,512,135,1292,0.8,966,2.7
POA5310,42,657,383,0,1291,1,1125,2.9
POA5311,49,650,594,155,1451,0.7,1097,2.3
POA5320,57,832,492,180,1125,0.7,789,1.9
POA5321,47,672,479,145,1140,0.7,866,2.1
POA5322,50,975,684,180,1625,0.7,1261,2.3
POA5330,49,1000,618,200,1347,0.7,1032,2.2
POA5331,53,1213,672,150,1375,0.8,1257,2.2
POA5332,52,867,602,190,1300,0.7,1134,2.3
POA5333,45,1083,690,225,1681,0.7,1243,2.3
POA5340,43,1083,790,200,1695,0.8,1377,2.4
POA5341,44,1083,653,200,1502,0.8,1193,2.3
POA5342,47,1148,755,230,1695,0.7,1488,2.5
POA5343,43,1083,621,210,1416,0.7,1075,2.2
POA5344,48,1083,692,205,1869,0.8,1482,2.5
POA5345,47,1041,595,200,1425,0.7,1100,2.2
POA5346,50,867,631,195,1489,0.8,1277,2.4
POA5350,41,1733,882,300,2284,0.8,2205,3
POA5351,43,1517,806,300,2053,0.8,1786,2.7
POA5352,48,1500,787,300,2008,0.7,1489,2.3
POA5353,47,1300,694,250,1691,0.8,1307,2.4
POA5354,59,650,520,200,1138,0.7,818,1.7
POA5355,44,1391,714,295,1797,0.7,1384,2.4
POA5356,44,1171,641,252,1674,0.8,1472,2.6
POA5357,57,867,534,170,1308,0.7,890,2
POA5360,43,1452,815,315,2053,0.8,1867,2.7
POA5371,38,1560,796,300,2147,0.8,1985,2.9
POA5372,33,1400,790,330,1992,0.8,1755,2.9
POA5373,49,1152,651,245,1564,0.7,1202,2.3
POA5374,51,936,488,200,1307,0.7,963,2.2
POA5381,53,542,439,200,933,0.7,739,2.1
POA5400,32,1473,668,275,2040,0.8,1708,2.7
POA5401,45,1018,612,220,1550,0.8,1166,2.5
POA5410,43,1207,719,233,1678,0.9,1463,2.6
POA5411,45,1083,615,245,1609,0.8,1388,2.7
POA5412,57,975,526,225,1375,0.7,1012,2.1
POA5413,51,780,530,200,1209,0.7,982,2.2
POA5414,51,1083,701,188,1625,0.6,1152,2.2
POA5415,52,1475,773,295,1859,0.8,1451,2.4
POA5416,49,835,578,200,1312,0.8,1125,2.3
POA5417,52,875,555,183,1297,0.7,919,2.1
POA5418,50,402,476,175,1125,0.8,833,2.3
POA5419,45,763,534,130,1406,0.7,916,2.3
POA5420,40,555,700,120,2062,0.7,1625,2.6
POA5421,56,298,437,135,880,0.6,589,1.8
POA5422,54,585,463,155,1023,0.6,731,1.9
POA5431,54,641,614,150,1429,0.7,1053,2.2
POA5432,41,780,655,120,1437,0.8,1187,2.4
POA5433,53,962,618,200,1431,0.7,1031,2.1
POA5434,51,689,807,135,1823,0.8,1220,2.2
POA5440,49,79,687,75,1474,0.6,1024,1.8
POA5451,54,1207,729,235,1567,0.7,1241,2.1
POA5452,43,1300,763,280,1800,0.8,1437,2.7
POA5453,45,1330,761,250,1808,0.7,1411,2.3
POA5454,43,704,626,150,1454,0.8,1112,2.4
POA5455,38,1300,900,165,1937,0.9,1437,2.4
POA5460,41,1083,595,220,1591,0.8,1243,2.6
POA5461,45,1029,638,227,1488,0.7,1145,2.4
POA5462,42,997,665,230,1699,0.7,1269,2.5
POA5464,46,737,723,183,1515,0.8,1309,2.4
POA5470,56,737,584,150,1775,0.9,1050,2.2
POA5471,53,400,900,0,2166,0.7,1312,2.1
POA5472,53,325,514,83,1062,0.6,875,1.9
POA5473,51,650,488,160,1218,0.7,935,2.1
POA5480,49,867,584,200,1375,0.7,1034,2.3
POA5481,59,867,546,155,1277,0.7,980,2
POA5482,55,988,619,180,1477,0.7,1240,2.3
POA5483,48,1230,743,180,1843,0.7,1416,2.3
POA5485,51,1083,630,200,1455,0.7,1260,2.4
