POA_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
POA6148,3458,2375,1597,2523,2455,2076,1897,1294,562,18251,0,0,0,0,6,0,11,0,4,16,0,0,3,0,0,5,3,0,0,9,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,41,49,29,33,23,27,8,6,263,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,48,43,53,34,31,30,34,8,8,302,48,44,55,34,37,29,40,9,14,314,3507,2424,1654,2564,2495,2107,1937,1306,574,18565
POA6149,3406,2062,1581,2417,2280,2291,2529,1142,502,18204,0,0,0,0,0,0,6,6,0,14,0,3,0,5,0,0,0,3,0,8,5,3,5,3,4,5,0,0,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,32,35,43,28,19,22,23,13,8,212,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,37,34,53,38,22,31,27,13,8,260,37,34,53,37,22,35,33,19,7,272,3442,2101,1629,2448,2303,2325,2559,1157,507,18476
POA6150,1968,1952,1206,1413,1535,1569,1622,942,485,12699,0,4,0,0,0,3,0,0,0,10,0,5,0,0,0,0,0,3,0,8,3,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,101,103,106,96,111,116,144,159,117,1051,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,118,109,104,117,119,146,163,117,1084,104,121,109,101,117,119,145,168,119,1099,2069,2074,1316,1517,1651,1686,1769,1112,604,13792
POA6151,2374,2105,2334,2148,2155,2044,1848,893,276,16165,0,3,6,6,4,12,12,3,0,34,0,0,0,5,8,5,3,0,0,26,6,0,0,6,12,3,3,0,0,34,0,0,0,0,4,15,4,0,0,31,0,0,5,4,0,0,0,0,0,8,70,126,81,75,56,71,53,19,15,569,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,9,0,0,0,0,0,0,11,4,0,0,3,0,0,0,0,0,3,82,132,99,96,81,94,71,24,13,698,78,139,108,101,86,104,75,23,13,733,2450,2237,2432,2250,2242,2149,1925,915,293,16899
POA6152,3762,3545,3810,3288,2839,2756,2571,1498,923,24985,0,3,3,5,3,0,3,5,3,35,0,0,0,0,0,6,0,0,0,14,0,3,0,0,3,5,4,0,0,12,0,0,0,0,4,0,0,0,0,13,4,0,0,0,0,0,0,0,0,9,66,159,115,84,60,85,88,43,17,720,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,166,118,87,67,104,101,43,17,771,68,171,126,95,70,102,104,50,23,809,3838,3720,3932,3383,2901,2859,2675,1551,941,25793
POA6153,3678,2465,2086,2811,2743,2638,2381,1274,505,20574,0,0,0,0,0,3,3,4,4,11,0,3,3,0,0,6,0,0,0,21,0,0,5,0,5,4,0,0,0,9,0,0,0,0,0,6,0,0,0,11,0,0,0,3,0,0,0,0,0,5,36,63,73,39,31,51,38,18,7,364,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,69,85,52,44,58,42,22,7,415,37,69,85,52,44,66,48,19,8,424,3712,2535,2165,2866,2788,2697,2426,1293,515,21000
POA6154,1929,1237,906,1360,1414,1121,937,747,552,10208,4,0,0,0,0,0,0,0,5,10,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,21,18,13,34,20,15,12,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,28,18,18,13,36,20,15,9,175,11,28,19,19,13,36,20,15,13,182,1938,1265,928,1383,1430,1158,959,759,567,10390
POA6155,10798,7458,5544,8125,7572,5761,4373,1847,637,52112,0,0,0,3,0,9,11,3,3,36,0,7,5,3,0,0,3,7,0,31,0,0,0,4,0,0,3,0,0,17,3,0,0,4,4,0,3,0,0,19,0,0,0,0,4,4,0,0,0,10,115,167,105,76,53,46,52,35,7,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,122,183,119,87,63,56,62,41,9,740,119,185,118,93,71,61,80,42,10,773,10919,7635,5657,8222,7644,5825,4451,1889,646,52891
POA6156,3423,2215,1851,2225,2560,2016,1460,1021,624,17389,10,0,0,0,4,4,3,6,3,29,0,0,0,0,0,5,5,3,0,9,0,0,3,0,0,5,3,0,0,17,0,0,0,0,0,5,5,0,0,3,0,0,0,0,0,0,0,0,0,0,48,69,57,32,48,44,34,32,13,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,72,65,36,51,53,47,42,13,421,51,70,68,36,52,61,47,42,16,450,3471,2287,1917,2258,2610,2080,1506,1063,639,17839
POA6157,2397,1485,1681,1856,1895,1655,1427,834,428,13657,0,0,4,9,3,9,5,3,0,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,0,0,4,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,26,41,50,38,27,32,25,19,10,260,0,0,0,0,0,0,0,5,0,3,6,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,34,42,57,39,31,37,31,18,10,291,33,42,55,53,37,41,36,23,8,327,2433,1524,1734,1908,1935,1694,1462,861,436,13985
POA6158,1348,869,664,867,1128,1012,792,450,251,7393,0,0,3,0,0,0,0,0,0,10,0,3,0,0,3,0,3,0,0,10,5,0,10,0,0,0,3,0,0,17,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,6,24,33,19,23,27,9,15,7,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,39,28,28,34,21,14,7,201,11,22,46,26,28,33,21,13,7,211,1362,895,710,893,1156,1046,813,463,259,7605
POA6159,441,333,439,474,426,585,497,288,114,3593,0,0,6,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,6,0,0,3,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,15,13,24,16,13,9,3,127,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,19,10,27,17,11,8,3,141,14,26,23,10,27,17,13,8,7,147,458,365,463,490,447,601,513,300,111,3745
POA6160,977,923,1499,1198,1192,1177,963,463,164,8562,0,3,0,5,0,7,4,4,0,22,0,39,68,24,20,0,7,0,0,165,0,0,3,9,7,6,4,0,0,33,0,0,0,14,3,20,3,0,0,48,0,0,3,4,0,3,0,0,0,13,37,93,102,99,130,96,74,60,42,736,0,3,0,0,0,0,4,0,0,13,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,37,144,179,154,165,140,96,62,42,1026,42,148,179,161,165,144,98,66,41,1049,1011,1076,1682,1359,1364,1325,1064,531,202,9612
POA6161,11,23,49,16,21,22,3,0,0,144,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,26,27,21,60,58,30,0,259,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,24,28,21,60,58,30,0,259,11,22,32,28,18,64,58,30,0,272,24,44,74,52,37,81,60,35,3,415
POA6162,1880,1089,1320,1558,1647,1589,1266,654,314,11307,0,0,0,0,0,0,3,0,4,8,0,0,3,0,3,4,5,0,0,24,0,0,3,6,5,10,12,4,0,39,0,0,4,5,5,6,0,0,0,13,0,0,0,0,0,0,0,0,0,5,30,52,56,41,35,34,25,11,4,284,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,57,65,45,44,57,54,15,4,364,28,57,65,45,48,54,55,15,11,371,1912,1137,1384,1605,1692,1638,1317,667,316,11678
POA6163,8283,5886,7361,7029,6710,6678,5466,3258,1412,52088,5,3,4,12,4,13,9,16,5,76,4,8,3,4,7,4,5,0,0,28,0,3,4,4,6,9,13,4,0,39,0,0,3,4,0,5,3,0,0,9,0,0,3,3,0,0,0,0,0,3,143,176,213,154,107,117,88,47,30,1072,0,0,6,0,0,7,0,0,0,13,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,152,186,237,165,115,136,109,52,33,1180,151,198,241,179,119,147,119,66,36,1254,8437,6079,7604,7211,6832,6822,5584,3324,1451,53341
POA6164,14456,7915,10151,10866,8380,5772,3700,1571,547,63344,6,3,6,7,7,7,3,0,3,46,0,0,6,5,0,8,0,0,0,12,0,0,4,3,3,4,5,0,0,20,6,5,0,6,0,4,4,0,0,23,5,3,5,0,0,0,0,0,0,15,151,203,155,117,108,93,85,39,18,964,3,0,5,3,0,0,8,0,0,16,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,161,212,166,130,126,112,94,43,18,1063,170,210,173,138,132,120,103,43,19,1107,14625,8129,10320,11011,8513,5889,3800,1611,565,64451
POA6165,0,11,3,10,13,11,4,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,4,0,0,0,0,16,3,0,9,0,4,0,0,0,0,16,4,12,7,10,13,9,4,3,0,75
POA6166,1901,1121,1144,1397,1437,1413,1129,584,177,10297,0,0,0,0,0,3,0,8,4,18,0,0,0,0,0,0,5,0,0,7,0,5,5,4,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,21,34,23,26,21,34,30,24,5,223,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,27,35,30,31,26,44,44,24,5,266,27,35,31,32,27,51,49,26,9,282,1926,1158,1173,1429,1465,1460,1176,615,182,10581
POA6167,5806,3304,4266,4406,3480,2684,1931,1014,362,27261,3,4,0,5,5,4,7,0,0,27,0,0,0,6,0,3,0,0,0,10,0,0,0,3,0,0,0,4,0,10,0,4,0,0,3,0,0,0,0,5,0,0,0,0,3,9,7,0,0,14,86,102,86,68,54,61,35,17,6,513,0,0,0,0,0,0,0,6,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,106,88,79,65,75,39,19,6,559,85,114,87,80,68,78,45,22,7,590,5893,3418,4354,4485,3557,2762,1979,1034,362,27851
POA6168,3382,2688,2778,2459,2866,3320,3012,1941,791,23246,4,19,9,14,7,4,10,11,0,80,0,5,43,24,10,5,14,0,0,96,0,0,0,3,6,9,5,0,0,23,8,7,3,4,8,8,7,4,0,50,0,3,0,7,8,4,6,0,0,18,93,198,269,173,144,100,69,42,13,1091,0,0,5,0,0,0,0,0,0,5,0,5,6,0,7,5,0,0,0,23,0,5,6,5,8,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,105,218,329,217,181,125,92,49,13,1333,107,234,341,230,184,134,108,59,16,1417,3495,2921,3122,2686,3054,3458,3121,1997,805,24662
POA6169,6611,3778,3798,3971,4348,4633,3299,1977,747,33155,11,5,3,4,3,7,17,14,0,64,0,0,0,0,4,4,5,4,0,12,0,0,5,0,3,0,3,0,0,8,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,8,114,121,115,86,74,98,49,21,10,697,0,0,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,129,121,86,81,109,56,30,10,742,127,129,124,90,86,116,79,40,13,808,6734,3908,3925,4066,4430,4752,3372,2017,756,33961
POA6170,4440,2076,3081,2954,1867,1190,634,250,46,16529,0,0,0,0,0,3,0,0,0,7,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,6,38,49,56,31,30,26,17,7,3,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,49,58,36,34,31,22,7,3,274,41,49,60,36,36,31,24,8,3,281,4475,2125,3138,2987,1902,1221,656,254,48,16812
POA6171,9965,4328,5949,5611,4039,2676,1853,1011,163,35599,0,0,0,6,0,9,4,9,5,33,0,0,0,4,0,0,0,0,0,12,0,6,3,0,0,4,6,0,0,18,0,0,3,5,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,114,108,98,72,61,56,43,18,0,566,5,6,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,113,106,82,70,62,53,19,0,624,115,116,102,84,70,75,57,24,4,657,10082,4445,6054,5699,4115,2752,1912,1035,166,36249
POA6172,2916,1792,1518,1527,1852,1524,877,492,212,12710,12,0,5,3,0,0,0,0,0,24,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,53,43,30,42,22,20,9,5,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,43,30,47,25,22,9,6,0,240,61,44,36,49,28,26,9,7,0,259,2980,1836,1551,1576,1880,1546,891,498,213,12968
POA6173,3070,1761,1172,1834,1957,1118,491,217,46,11670,0,3,5,0,6,3,5,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,3,31,50,24,17,24,10,3,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,50,28,21,24,18,11,5,0,179,34,51,28,20,26,16,9,5,0,195,3103,1809,1199,1855,1984,1131,507,222,51,11860
POA6174,1410,815,833,809,687,433,245,121,15,5367,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,19,5,5,3,10,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,19,10,5,5,10,0,0,94,16,27,19,8,9,5,10,0,0,102,1428,837,848,821,692,440,254,120,20,5465
POA6175,967,497,439,532,556,394,225,99,31,3740,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,14,5,7,7,10,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,14,5,3,7,10,0,0,72,14,18,14,5,3,7,12,5,0,76,979,522,454,536,561,402,233,103,31,3817
POA6176,544,239,398,238,214,174,130,40,15,1984,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,0,3,3,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,0,3,7,8,0,0,36,9,6,7,0,3,7,8,3,0,38,550,245,406,245,219,185,130,43,15,2023
POA6180,1698,778,929,932,693,489,475,311,43,6353,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,30,25,23,9,18,10,8,6,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,23,11,18,10,7,6,0,136,30,24,23,11,18,10,12,3,0,140,1727,802,955,943,716,500,481,317,43,6492
POA6181,73,62,31,56,90,70,41,10,6,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,11,73,63,31,54,90,74,45,16,6,451
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,277,110,122,155,170,164,97,36,10,1150,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,5,5,0,6,7,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,5,5,0,6,7,0,0,46,13,6,8,8,0,4,7,0,0,46,286,115,131,169,175,173,107,38,10,1194
POA6208,2335,1213,1196,1277,1357,1518,1593,1030,307,11825,0,0,8,0,4,3,18,4,3,41,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,62,71,49,36,35,38,46,23,11,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,66,48,36,37,44,59,23,11,388,62,65,54,36,48,49,72,33,19,428,2401,1284,1249,1316,1401,1569,1663,1056,326,12250
POA6209,242,215,143,158,254,287,305,182,40,1832,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,11,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,4,6,10,8,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,9,5,15,20,0,0,69,4,10,8,9,8,12,20,0,0,78,245,223,153,166,258,306,329,180,40,1911
POA6210,12077,7327,6754,7252,8276,9167,9477,6326,2470,69133,10,19,11,15,10,42,56,38,21,228,0,6,0,4,0,10,5,0,0,36,6,0,5,4,13,6,17,5,0,61,0,0,0,3,0,4,12,0,0,23,0,0,0,3,4,5,3,0,0,14,264,258,240,211,250,271,239,130,65,1926,0,0,0,0,4,0,9,0,0,26,0,3,5,0,4,3,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,277,270,252,222,275,296,296,149,65,2099,290,292,264,244,286,339,351,183,81,2326,12365,7612,7021,7494,8564,9508,9829,6510,2551,71463
POA6211,1582,750,702,893,967,1016,1180,564,71,7717,0,0,0,0,5,3,0,3,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,9,30,24,19,22,16,3,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,11,28,30,22,29,16,3,177,15,26,13,28,29,29,32,15,3,191,1602,775,713,921,994,1044,1210,580,76,7910
POA6213,104,47,51,58,94,101,95,37,18,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,11,19,13,11,5,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,11,19,9,12,5,0,74,12,3,4,12,19,9,12,5,0,76,117,52,61,71,109,112,103,38,18,672
