POA_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA5118,2188,180,4,16,0,2390,3026,155,9,0,10,3201,520,241,37,0,0,800,69,139,15,0,0,226,14,40,0,0,0,50,335,87,7,0,0,430,74,9,0,0,0,80,7,4,3,0,0,9,1012,516,60,0,5,1600,71,63,10,0,14,147,70,26,6,0,0,107,6367,942,85,16,27,7440
POA5120,263,5,0,62,4,325,454,14,0,9,0,471,31,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,45,20,0,0,11,0,29,0,0,0,0,0,3,97,7,0,16,0,113,16,0,0,3,0,21,12,0,0,3,0,17,835,19,0,81,7,947
POA5121,312,4,0,0,0,320,413,4,0,0,0,421,65,0,0,0,0,65,0,0,0,0,0,0,5,0,0,0,0,5,34,0,0,0,0,34,10,0,0,0,0,10,3,0,0,0,0,3,123,0,0,0,0,120,15,0,0,0,0,15,13,0,0,0,0,13,872,9,0,0,0,885
POA5125,2289,134,0,6,0,2426,3338,108,4,0,0,3452,509,77,0,0,0,585,378,117,0,0,0,502,24,22,0,0,0,45,200,31,0,0,0,228,47,4,0,0,0,50,8,0,0,0,0,10,1160,253,0,0,0,1417,68,179,0,0,0,246,54,5,0,0,0,67,6909,686,3,0,4,7605
POA5126,933,9,0,0,0,944,1411,14,0,0,0,1425,169,15,0,0,0,182,46,16,0,0,0,64,6,0,0,0,0,6,123,5,0,0,0,131,3,0,0,0,0,3,0,0,0,0,0,0,343,38,0,0,0,383,17,0,0,0,0,21,19,0,0,0,0,19,2729,63,0,0,0,2792
POA5127,1027,68,0,0,0,1097,1211,101,3,0,0,1319,156,55,0,0,0,210,146,42,3,0,0,196,0,0,0,0,0,0,83,48,0,0,0,129,7,0,0,0,0,7,4,0,0,0,0,4,394,145,4,0,0,553,23,10,0,0,0,40,17,5,0,0,0,25,2681,327,8,0,0,3022
POA5131,160,0,0,0,0,165,148,0,0,0,0,151,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,330,3,0,0,0,329
POA5132,74,0,0,0,0,74,59,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,147
POA5133,56,0,0,0,0,56,56,0,0,0,0,56,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,123
POA5134,72,0,0,0,0,72,59,0,0,0,0,59,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,145
POA5136,70,0,0,0,0,70,83,0,0,0,0,83,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,19,7,0,0,0,0,7,0,0,0,0,0,0,175,5,0,0,0,179
POA5137,96,0,0,0,0,96,75,0,0,0,0,75,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,9,0,0,0,0,9,0,0,0,0,0,0,193,0,0,0,0,192
POA5138,41,0,0,0,0,41,49,0,0,0,0,49,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,5,0,0,0,0,5,4,0,0,0,0,4,116,0,0,0,0,116
POA5139,47,0,0,0,0,47,38,0,0,0,0,38,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,97
POA5140,58,0,0,0,0,58,92,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,163,0,0,0,0,163
POA5141,100,0,0,0,0,105,117,0,0,0,0,117,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,20,5,0,0,0,0,5,0,0,0,0,0,0,243,5,0,0,0,247
POA5142,86,0,0,0,0,84,80,0,0,0,0,88,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,4,15,0,0,0,16,0,0,0,0,0,0,199,19,0,0,0,219
POA5144,78,0,0,0,0,78,61,0,0,0,0,61,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,159,0,0,0,0,159
POA5150,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
POA5151,56,0,0,0,0,56,58,0,0,0,0,58,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,138
POA5152,1003,18,6,0,0,1025,1012,9,0,0,0,1024,97,5,3,0,3,108,0,0,0,0,0,0,0,0,10,0,0,10,84,5,0,0,0,87,3,0,0,0,0,3,0,0,0,0,0,4,177,7,13,0,3,204,53,21,0,0,0,72,19,0,4,0,0,23,2266,53,31,0,0,2347
POA5153,970,0,3,0,4,975,1130,0,0,0,0,1134,61,0,0,0,0,61,0,4,0,0,0,6,4,0,0,0,0,4,96,0,0,0,0,98,7,0,0,0,0,7,0,0,0,0,0,0,174,4,0,0,0,177,28,0,14,0,0,42,20,0,0,0,0,24,2315,5,24,3,4,2356
POA5154,538,0,0,0,0,542,559,0,0,0,3,564,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,26,5,0,0,0,0,5,0,0,0,0,0,0,69,0,0,0,0,71,8,0,0,0,0,8,3,0,0,0,0,3,1186,0,0,0,3,1192
POA5155,532,5,3,0,0,536,782,3,0,0,0,784,76,0,0,0,0,80,0,0,0,0,0,0,4,0,0,0,0,4,60,3,0,0,0,62,4,0,0,0,0,4,5,0,0,0,0,5,145,0,0,0,0,150,21,4,0,0,0,25,10,0,0,0,0,10,1484,15,3,0,0,1503
POA5156,122,0,0,0,0,123,193,0,0,0,0,193,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,20,0,0,0,0,22,7,0,0,0,0,7,3,0,0,0,0,3,346,0,0,0,0,353
POA5157,475,0,0,0,0,484,469,0,0,0,0,469,25,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38,3,0,0,0,0,3,6,0,0,0,0,6,70,0,0,0,0,72,15,0,0,0,0,19,15,0,0,0,0,15,1049,5,0,5,0,1059
POA5158,3117,98,0,0,0,3219,4534,117,0,0,0,4646,766,94,0,0,0,859,30,18,0,0,0,46,12,3,0,0,0,19,294,37,0,0,0,333,19,0,0,0,0,15,5,0,0,0,0,5,1119,156,0,0,0,1279,51,8,0,0,0,58,57,4,0,0,0,63,8881,378,3,0,3,9262
POA5159,4242,158,0,11,0,4411,5934,107,0,0,4,6045,750,43,3,0,0,790,106,0,0,0,0,105,12,6,0,0,0,17,439,18,3,6,0,461,13,12,0,41,0,62,9,0,0,0,0,8,1317,77,5,45,4,1450,129,351,0,0,5,483,74,35,0,0,0,111,11696,724,13,58,8,12507
POA5160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,15
POA5161,1248,101,4,0,0,1357,1793,87,3,0,5,1895,301,87,0,0,0,387,43,3,0,0,0,49,18,9,0,0,0,31,243,46,0,0,0,291,6,6,0,0,0,15,3,4,0,0,0,5,615,161,0,0,0,775,39,104,7,0,0,144,29,15,4,0,0,50,3726,469,12,0,5,4212
POA5162,3667,353,10,75,0,4102,5724,344,10,3,0,6088,1224,349,13,0,4,1588,413,280,0,0,0,686,103,32,0,0,0,132,758,128,3,0,0,895,44,15,0,51,0,104,13,12,0,0,0,23,2547,810,21,49,4,3436,141,228,27,5,0,402,115,40,3,8,0,161,12190,1770,72,136,14,14180
POA5163,1470,51,3,0,0,1523,2450,76,5,0,4,2530,468,52,4,0,0,528,266,156,78,0,0,502,71,42,6,0,0,112,324,43,0,0,0,367,25,24,0,0,0,45,14,6,4,0,0,24,1161,324,90,0,0,1572,39,21,0,0,0,55,56,22,9,0,0,84,5175,490,103,0,4,5768
POA5164,462,20,5,0,0,489,561,17,4,0,0,578,245,33,7,0,0,288,135,252,8,0,0,393,44,68,0,0,0,110,131,23,0,0,0,156,9,15,0,0,0,24,6,10,0,0,0,11,564,396,18,0,0,980,15,21,0,0,0,33,29,24,0,0,0,48,1637,473,25,0,0,2130
POA5165,589,47,14,8,0,655,620,87,18,0,0,721,479,244,39,0,5,758,32,25,0,0,0,59,11,3,0,0,0,12,179,54,3,0,0,240,10,7,0,4,0,21,4,5,0,0,0,6,722,330,39,4,4,1097,21,8,0,4,0,22,27,13,0,0,0,44,1966,486,68,16,5,2545
POA5166,270,5,0,0,0,274,273,12,0,0,0,284,113,10,0,0,0,124,26,19,0,0,0,44,8,0,0,0,0,8,51,7,0,0,0,55,5,0,0,0,0,3,0,0,0,0,0,0,201,37,0,0,0,239,0,0,0,0,0,0,13,6,0,0,0,18,763,53,0,0,0,816
POA5167,744,30,31,0,0,802,913,40,42,0,3,1002,274,38,51,0,0,364,3,0,39,0,0,44,4,0,0,0,0,9,142,15,26,0,0,185,9,0,3,0,0,17,3,0,0,0,0,8,442,52,115,0,0,613,15,0,39,0,0,54,19,5,6,0,0,27,2131,124,237,0,4,2503
POA5168,509,17,13,0,0,539,912,39,26,0,0,978,195,20,16,0,0,240,187,46,27,0,0,263,48,5,13,0,0,65,95,8,18,0,0,117,0,0,0,0,0,3,0,4,0,0,0,5,522,82,84,0,3,693,86,0,0,0,0,83,30,4,0,0,0,35,2055,141,124,0,7,2330
POA5169,1662,56,86,32,0,1835,3347,43,95,0,5,3482,1065,62,127,0,0,1258,185,0,49,0,0,235,80,0,27,0,0,102,371,5,33,0,0,415,20,3,4,5,0,24,12,0,4,0,0,11,1735,68,237,5,4,2044,27,108,42,0,0,177,53,11,10,0,0,69,6817,287,462,30,13,7612
POA5170,178,0,4,0,6,191,184,0,3,0,3,184,53,0,5,0,0,59,0,0,0,0,0,0,5,0,0,0,0,5,44,0,0,0,0,42,3,0,0,0,0,3,0,0,0,0,0,0,100,0,5,0,0,109,8,0,0,0,0,8,3,0,0,0,0,3,477,0,13,0,6,493
POA5171,889,60,6,24,5,978,872,22,3,0,0,902,159,18,13,0,0,193,0,0,7,0,0,7,3,0,0,0,0,8,95,3,3,0,0,106,12,0,0,0,0,21,3,0,0,0,0,3,277,25,25,0,3,328,63,67,5,0,0,132,18,4,3,0,0,23,2119,173,39,28,7,2373
POA5172,635,0,3,0,0,644,628,0,0,0,0,633,79,5,0,0,0,88,0,4,0,0,0,4,6,0,0,0,0,0,84,5,5,0,0,91,6,0,0,0,0,7,0,0,0,0,0,0,176,8,6,0,0,193,22,6,5,0,0,27,14,0,0,0,0,14,1475,17,18,0,7,1515
POA5173,1316,93,5,46,9,1474,2020,79,4,4,0,2102,766,100,14,0,0,882,24,0,0,0,0,25,23,3,0,0,0,27,307,36,7,0,4,349,11,5,0,18,4,33,8,0,0,0,0,14,1144,139,20,20,4,1330,26,77,0,0,0,105,54,3,0,0,0,61,4559,389,26,74,16,5072
POA5174,338,0,0,0,0,341,567,9,0,0,0,579,113,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,5,65,4,0,0,4,69,0,0,0,0,0,0,0,0,0,0,0,0,172,6,6,3,4,193,11,6,0,0,0,10,19,0,0,0,0,19,1112,17,9,3,4,1143
POA5201,268,0,0,0,0,267,416,0,0,0,0,419,30,0,0,0,0,30,0,3,0,0,0,3,0,0,0,0,0,0,43,0,0,0,0,43,0,0,0,0,0,0,3,0,0,0,0,3,81,5,0,0,0,89,9,0,0,0,0,9,12,0,0,0,0,12,784,5,0,5,0,792
POA5202,111,0,0,0,0,111,167,0,0,0,0,167,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,37,0,0,0,0,36,7,0,0,0,0,9,0,0,0,0,0,0,324,0,0,0,0,323
POA5203,238,0,0,0,0,241,175,3,0,0,0,183,30,0,0,0,0,29,3,3,0,0,0,10,0,4,0,0,0,4,41,0,0,4,0,43,3,0,0,0,0,3,0,0,0,0,0,0,73,12,0,4,0,92,29,0,0,0,0,38,4,0,0,0,0,11,531,18,0,7,0,555
POA5204,749,24,14,27,0,806,386,11,0,0,0,397,85,18,23,0,0,131,0,0,0,0,0,4,0,0,0,0,0,3,75,7,7,0,0,91,14,0,0,0,0,16,0,0,0,0,0,0,172,30,31,3,0,239,33,0,0,6,0,32,21,0,0,5,0,25,1354,60,48,32,4,1505
POA5210,190,0,0,5,6,199,360,0,0,0,0,358,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,31,0,0,0,0,4,4,0,0,0,0,0,0,63,0,0,0,4,66,7,0,0,0,0,7,7,0,0,0,0,7,624,0,0,3,6,642
POA5211,3489,177,23,23,9,3728,1711,61,11,0,9,1784,658,133,50,0,4,844,35,13,0,0,0,48,42,43,9,0,0,92,400,54,5,0,0,466,45,13,0,9,0,70,7,5,0,0,0,10,1181,258,76,8,9,1524,123,167,11,0,7,305,82,18,4,0,0,104,6587,675,118,34,29,7446
POA5212,389,8,8,3,5,414,217,0,0,0,0,218,77,3,16,0,0,106,8,0,4,0,0,8,9,3,4,0,0,18,50,3,8,0,0,62,10,0,0,0,0,14,0,0,0,0,0,0,154,13,32,0,0,209,115,3,0,0,0,118,5,0,0,0,0,5,879,29,41,3,5,954
POA5213,234,0,0,6,0,238,176,0,0,0,0,181,40,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,47,3,0,0,0,0,3,0,0,0,0,0,0,89,7,0,3,0,92,3,0,0,0,0,3,3,0,0,0,0,3,509,7,0,3,0,519
POA5214,2020,94,15,40,6,2168,939,32,9,8,6,987,398,43,39,0,0,474,18,22,0,0,0,41,35,6,0,0,0,45,237,19,9,0,0,265,39,6,0,12,5,51,9,0,0,0,0,12,725,100,57,8,0,895,118,74,0,0,0,191,66,7,3,0,3,85,3876,307,79,56,15,4326
POA5220,20,0,0,0,0,20,19,0,0,3,0,22,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,3,0,59
POA5221,87,0,0,0,3,94,27,0,0,0,0,27,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,6,0,0,0,0,6,0,0,0,0,0,0,27,3,0,0,0,32,8,0,0,0,0,8,4,0,0,0,0,4,151,3,0,0,3,154
POA5222,139,0,0,0,0,145,79,0,0,0,0,84,13,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,33,0,0,0,0,33,6,0,0,0,0,9,0,0,0,0,0,0,54,0,0,0,0,55,4,0,0,0,0,8,4,0,0,0,0,6,291,0,0,5,0,295
POA5223,574,9,0,4,3,584,404,6,0,0,0,413,84,8,6,0,0,103,28,15,0,0,0,48,13,5,0,0,0,19,111,7,8,0,0,123,31,3,0,0,3,37,0,0,0,0,0,3,270,36,15,0,5,332,67,0,0,0,0,67,34,3,0,0,3,37,1344,45,21,7,10,1430
POA5231,178,0,0,14,0,184,232,0,0,0,0,232,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,3,0,5,0,0,0,0,0,0,34,0,0,5,0,36,5,0,0,0,0,5,3,0,0,0,0,3,450,0,0,14,0,465
POA5232,76,0,0,0,0,76,63,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,143
POA5233,209,0,5,0,0,218,226,0,0,0,0,230,26,0,0,0,0,24,0,0,0,0,0,0,0,0,3,0,0,9,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,66,0,5,0,0,71,12,0,0,0,0,11,5,0,0,0,0,5,522,0,10,0,0,532
POA5234,190,3,0,0,0,193,222,0,0,0,0,226,28,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,45,7,0,0,0,53,6,0,0,0,0,6,3,0,0,0,0,3,467,12,0,0,0,477
POA5235,400,0,0,9,3,416,460,5,9,0,0,464,39,0,3,0,0,42,0,0,0,0,0,0,0,0,8,0,0,8,40,0,7,0,0,43,9,0,0,0,0,14,4,0,0,0,0,4,92,0,18,0,5,111,23,0,0,0,0,20,7,0,0,3,0,14,979,3,21,20,10,1029
POA5236,48,0,0,0,0,51,68,0,0,0,0,71,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,138,0,0,0,0,138
POA5237,58,0,0,0,0,65,68,0,0,0,0,73,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,143,0,0,4,0,149
POA5238,884,20,0,62,9,968,471,5,0,9,3,480,172,4,3,0,0,181,34,0,0,0,0,37,6,12,0,0,0,21,128,3,5,0,0,139,13,0,0,5,0,18,0,0,0,0,0,0,355,29,12,4,0,395,42,0,0,5,0,47,32,4,0,3,0,33,1785,61,13,70,11,1933
POA5240,77,0,0,0,0,77,80,0,0,0,0,80,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,3,184,0,0,0,0,184
POA5241,279,33,0,3,0,314,450,6,3,0,0,456,60,0,0,0,0,65,14,0,0,0,0,12,3,11,0,0,0,13,43,0,0,0,0,47,7,0,0,0,0,5,0,0,0,0,0,0,125,17,0,0,0,140,8,19,0,0,0,32,18,3,0,0,0,21,872,83,5,3,0,959
POA5242,247,6,0,0,0,252,261,4,0,0,0,270,39,9,0,0,0,45,3,0,0,0,0,3,3,3,0,0,0,3,28,3,0,0,0,30,0,0,0,0,0,3,0,0,0,0,0,0,74,14,0,0,0,86,7,0,0,0,0,9,10,0,0,0,0,10,595,29,0,0,0,622
POA5243,128,0,0,0,0,134,131,4,0,0,0,134,25,9,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,36,5,3,0,0,44,5,0,0,0,0,5,3,0,0,0,0,3,307,10,3,0,0,319
POA5244,566,13,4,0,0,588,677,4,0,0,3,683,103,3,18,0,0,123,5,0,0,0,0,5,13,10,0,0,0,24,69,3,0,0,0,82,14,0,0,0,0,12,0,0,0,0,0,0,203,21,20,0,3,246,15,38,0,0,0,55,10,0,0,0,0,13,1485,76,28,0,7,1589
POA5245,471,6,4,28,0,515,408,8,0,0,0,417,65,8,0,0,0,79,0,0,0,0,0,3,0,20,0,0,0,25,36,6,7,0,0,46,5,5,0,13,4,25,3,0,0,0,0,7,114,39,4,16,4,179,24,12,13,0,0,53,6,5,0,0,0,13,1024,71,22,39,8,1171
POA5250,456,3,0,0,0,458,678,5,0,0,0,680,80,7,3,0,0,90,9,0,0,0,0,9,3,0,0,0,0,4,41,0,3,0,0,43,5,0,0,0,0,5,0,0,0,0,0,0,131,11,4,0,0,146,8,0,0,0,0,8,14,0,0,0,0,14,1284,16,5,0,0,1313
POA5251,1677,81,4,19,0,1785,3041,62,4,0,3,3119,1126,164,16,0,0,1300,206,72,0,0,0,278,49,31,0,0,0,75,313,33,6,0,5,355,38,16,0,8,0,61,3,6,0,0,0,9,1732,318,20,8,4,2086,176,74,0,0,0,250,76,9,0,0,0,90,6706,546,35,25,11,7329
POA5252,616,7,0,0,6,629,1328,15,0,0,0,1342,258,8,0,0,0,271,20,0,0,0,0,20,8,0,0,0,0,8,121,0,0,0,0,118,37,0,0,0,0,37,0,0,0,0,0,0,452,10,0,0,0,460,20,0,0,0,3,23,18,0,0,0,0,22,2427,29,0,0,9,2473
POA5253,2231,78,0,51,13,2374,2180,39,0,3,5,2231,1129,256,32,0,4,1417,230,242,0,0,0,475,53,36,0,0,0,84,439,52,0,3,5,498,56,23,3,10,0,94,14,8,0,0,0,17,1910,621,36,19,10,2591,170,42,0,0,0,215,116,25,0,4,4,150,6610,806,35,76,30,7551
POA5254,370,0,0,0,0,373,418,0,0,0,5,423,33,0,0,0,0,33,3,0,0,0,0,3,0,0,0,0,0,0,48,0,0,0,0,47,11,0,0,0,0,11,0,0,0,0,0,0,90,0,0,0,0,89,18,0,0,0,0,18,14,0,0,0,0,17,915,0,0,0,0,925
POA5255,1482,43,0,10,0,1537,1538,12,0,0,4,1560,279,32,0,5,0,307,41,19,0,0,0,58,35,25,0,0,0,59,179,11,0,0,6,191,24,0,0,3,0,26,4,0,0,0,0,4,553,85,0,6,7,644,64,18,0,0,0,82,33,9,0,0,0,44,3672,159,3,20,11,3865
POA5256,311,4,0,11,0,322,237,0,0,0,0,237,32,0,0,0,0,29,0,0,5,0,0,5,0,0,0,0,0,0,45,0,0,0,0,46,3,0,0,3,0,9,0,0,0,0,0,0,80,0,8,7,0,92,18,0,0,0,0,20,9,0,0,3,0,15,649,0,3,22,0,683
POA5259,187,0,0,4,0,189,103,0,0,0,0,103,16,0,0,0,0,16,24,0,0,0,0,24,15,0,0,0,0,16,39,0,0,0,3,37,21,0,0,0,0,21,0,0,0,0,0,0,105,3,0,0,3,106,29,0,0,0,0,30,7,0,0,0,0,7,430,3,0,4,3,439
POA5260,286,5,0,4,0,298,232,0,0,0,0,239,73,6,0,0,0,76,5,0,0,0,0,6,0,6,0,0,0,7,54,0,0,0,0,61,3,0,0,0,0,9,0,0,0,0,0,0,139,17,0,4,0,153,8,10,0,0,0,16,17,3,0,0,0,19,681,31,0,10,0,726
POA5261,59,0,0,0,0,62,32,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,4,0,0,0,4,0,0,0,0,0,0,9,4,0,0,0,17,19,0,0,0,0,19,5,0,0,0,0,5,122,0,0,0,0,126
POA5262,83,0,0,0,0,85,47,0,0,0,0,47,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,19,0,0,0,0,26,8,0,0,0,0,8,3,0,0,0,0,3,170,0,0,0,0,173
POA5263,24,0,0,0,0,24,12,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,0,0,14,0,0,0,0,0,0,19,0,0,0,0,19,5,0,0,0,0,5,0,0,0,0,0,0,53,0,0,0,0,56
POA5264,237,0,0,0,0,241,117,0,0,3,0,121,44,4,0,0,0,50,18,0,7,0,0,18,9,0,0,0,0,9,35,0,0,0,0,30,16,0,0,0,0,16,0,0,0,0,0,0,119,3,7,0,0,128,25,0,4,0,0,24,13,0,0,0,0,14,510,3,5,4,5,525
