POA_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA5372,0,0,3,4,3,11,27,14,23,86,0,0,0,0,0,0,0,0,0,6,9,7,15,12,9,11,9,10,3,77,73,152,383,337,313,309,236,82,41,1920
POA5373,0,0,4,7,14,11,33,42,16,132,0,0,0,0,0,0,0,0,0,0,3,3,21,14,19,18,35,38,25,181,70,131,325,358,411,586,502,295,83,2760
POA5374,0,0,0,0,0,5,20,19,23,72,0,0,4,0,0,0,0,0,0,8,0,9,8,4,10,16,22,14,0,85,41,64,144,126,182,260,239,123,43,1214
POA5381,0,0,0,0,0,6,10,4,5,32,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,3,4,18,9,14,21,35,41,64,56,25,9,275
POA5400,0,0,0,0,0,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,4,3,9,11,12,4,0,3,41,28,159,136,133,130,151,69,21,7,821
POA5401,0,0,0,3,0,5,8,13,17,42,0,0,0,0,0,0,0,0,0,0,10,0,0,14,7,11,4,3,7,51,26,37,72,104,104,137,104,46,39,654
POA5410,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,5,0,0,0,13,11,23,32,30,46,55,32,12,3,249
POA5411,0,0,0,0,0,3,3,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,5,8,0,0,23,11,20,30,33,38,60,44,23,6,255
POA5412,0,0,0,0,4,5,10,18,15,59,0,0,0,0,0,0,0,0,0,4,0,9,8,3,4,17,9,10,3,67,18,55,83,83,124,207,229,149,60,1003
POA5413,0,0,0,0,0,3,5,19,7,33,0,0,3,0,0,0,0,0,0,6,5,3,7,0,13,18,12,9,0,62,13,34,77,75,102,160,128,72,15,669
POA5414,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,10,0,7,18,12,16,23,26,8,3,113
POA5415,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,7,8,16,23,37,47,54,16,4,203
POA5416,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,3,0,0,14,5,10,21,22,29,38,34,4,0,173
POA5417,0,0,0,8,3,14,17,23,6,75,0,0,0,0,0,0,0,0,0,0,5,5,3,18,14,15,25,15,9,107,35,46,103,145,171,266,263,142,36,1213
POA5418,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,5,0,0,12,8,0,16,11,15,25,15,5,0,100
POA5419,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,7,0,16,5,3,26,27,32,49,20,14,11,186
POA5420,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,14,7,10,13,6,9,0,68
POA5421,0,0,0,0,0,4,3,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,3,20,4,4,15,7,25,28,29,4,4,122
POA5422,0,0,0,0,5,19,31,32,10,100,0,0,0,0,0,5,0,0,0,9,16,10,29,30,33,46,29,26,8,222,39,54,121,160,216,315,314,152,46,1402
POA5431,0,0,0,0,4,0,10,12,14,37,0,0,0,0,0,0,0,0,3,3,0,0,4,6,19,11,14,9,17,77,20,19,67,73,104,161,139,64,48,703
POA5432,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,9,4,0,16,19,7,23,29,16,0,104
POA5433,0,0,0,0,4,5,22,22,13,75,0,0,0,0,0,0,0,0,0,0,6,7,19,18,16,25,20,24,5,137,32,50,128,102,151,229,239,127,39,1093
POA5434,0,0,0,0,3,0,4,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,9,11,6,0,49,5,22,36,43,68,63,76,20,16,341
POA5440,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,10,3,3,0,23,7,13,15,16,27,36,19,7,5,150
POA5451,0,0,0,0,0,3,0,7,4,18,0,0,0,0,0,0,0,0,0,0,0,7,5,0,10,7,9,3,0,33,7,24,51,63,103,145,128,61,9,595
POA5452,0,0,0,0,0,0,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,8,11,13,45,58,59,73,60,19,9,345
POA5453,0,0,3,3,8,10,35,72,43,173,0,0,4,0,0,0,5,5,4,9,19,14,54,34,54,51,45,29,15,304,100,208,548,573,664,708,681,378,154,4011
POA5454,0,0,0,0,0,8,5,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,4,7,0,24,8,15,33,56,44,55,53,24,3,294
POA5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,8,0,0,0,31
POA5460,0,0,0,0,0,4,12,7,0,21,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,8,7,3,0,30,22,38,71,83,99,106,86,51,4,559
POA5461,0,0,4,7,6,14,29,36,49,148,0,0,0,0,0,0,0,0,0,3,11,12,14,0,31,13,26,27,19,156,52,122,268,233,342,325,335,204,117,2005
POA5462,0,0,0,0,0,0,3,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,3,0,26,16,33,50,60,59,88,62,31,3,399
POA5464,0,0,5,0,5,3,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,11,3,11,0,47,9,15,53,64,76,105,80,28,3,439
POA5470,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,10,12,17,38,23,19,3,124
POA5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,6,12,18,9,7,0,63
POA5472,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,4,6,0,22,3,8,8,19,33,33,39,17,0,159
POA5473,0,0,0,0,3,0,10,13,8,33,0,0,0,0,0,0,0,0,0,0,4,4,4,13,6,9,18,11,0,69,18,26,66,65,82,127,137,63,10,597
POA5480,0,0,0,0,0,6,4,20,9,43,0,0,0,0,0,0,0,0,0,0,0,9,6,6,5,11,8,8,5,54,14,34,69,84,102,135,144,83,30,692
POA5481,0,0,0,0,0,0,9,4,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,9,5,0,38,8,12,19,40,63,125,110,46,10,433
POA5482,0,0,0,0,0,0,7,15,18,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,17,3,12,38,48,50,86,62,53,38,396
POA5483,0,0,0,0,0,5,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,8,0,28,6,9,29,36,43,51,52,29,12,263
POA5485,0,0,0,0,0,3,14,10,4,28,0,0,0,0,0,0,0,6,0,3,9,0,0,10,13,25,7,17,0,77,24,19,54,64,62,143,102,54,10,530
POA5490,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,14,5,4,9,27,15,41,11,17,0,134
POA5491,0,0,0,0,0,12,17,47,23,97,0,0,0,0,0,0,0,0,0,0,0,3,11,9,11,9,0,8,5,59,28,86,180,184,202,280,233,157,77,1426
POA5493,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,4,0,4,11,13,4,13,0,56
POA5495,0,0,0,0,4,5,10,10,0,33,0,0,0,0,0,0,0,0,0,0,4,4,3,0,7,16,19,6,3,61,9,19,45,31,76,143,138,63,7,524
POA5501,0,3,13,21,30,54,71,46,20,260,0,0,0,6,4,0,4,8,3,36,29,26,55,60,92,82,49,31,15,439,237,419,1024,992,1273,1237,748,297,76,6300
POA5502,0,5,9,12,4,4,15,16,5,68,0,0,5,8,4,0,0,0,0,20,12,13,27,30,14,22,18,17,0,160,46,103,230,214,212,256,162,104,21,1359
POA5510,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,0,3,11,6,15,24,15,6,0,87
POA5520,0,0,0,0,0,4,9,11,3,33,0,0,0,0,0,0,0,0,0,4,0,0,3,7,9,12,3,14,0,45,6,14,45,49,63,98,89,46,14,429
POA5521,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,4,11,8,21,15,25,18,21,4,118
POA5522,0,0,5,0,0,8,21,48,25,107,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,19,19,19,11,97,6,42,89,86,138,292,338,220,93,1310
POA5523,0,0,3,3,7,8,26,30,21,93,0,0,0,0,0,0,3,0,0,3,3,0,9,9,17,7,10,11,7,78,28,56,193,198,218,301,279,163,72,1513
POA5540,10,9,19,19,38,93,253,345,186,969,0,0,0,6,13,5,6,10,11,59,43,55,139,110,127,120,136,112,53,900,399,936,1711,1519,1973,2084,1809,1196,453,12072
POA5550,0,0,5,4,3,7,15,12,5,43,0,0,0,0,0,0,0,0,0,4,7,3,6,5,7,16,14,10,0,61,25,50,116,111,135,144,112,54,10,754
POA5552,0,0,0,0,0,4,5,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,5,0,0,23,3,21,34,42,49,54,38,15,3,265
POA5554,0,0,8,8,11,18,64,97,59,263,0,0,0,0,5,6,0,4,0,13,18,24,45,37,45,63,43,51,33,347,128,248,574,580,663,750,687,437,187,4260
POA5555,0,0,0,0,0,4,17,9,0,23,0,0,0,0,0,0,0,0,0,0,4,0,6,0,6,18,8,9,3,46,10,10,49,33,65,98,107,47,8,425
POA5556,0,0,4,3,4,25,76,101,52,274,0,0,0,0,0,0,3,0,0,7,17,9,19,49,38,75,67,64,15,341,73,157,296,412,496,815,885,494,140,3764
POA5558,0,0,5,8,6,33,81,97,40,269,0,0,0,0,3,0,3,0,0,10,11,9,26,25,33,70,109,82,46,408,80,147,392,355,564,889,1203,663,201,4488
POA5560,0,0,0,0,3,0,4,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,6,11,0,35,8,16,28,52,65,66,74,43,7,355
POA5570,0,0,0,0,4,7,12,13,3,42,0,0,0,0,0,0,0,0,0,0,6,0,0,7,3,4,22,7,0,53,7,12,29,50,57,111,169,65,9,515
POA5571,0,0,0,0,6,18,36,39,27,124,0,0,0,0,0,0,3,0,0,3,4,6,15,9,16,29,43,34,16,178,27,51,137,150,170,349,499,255,96,1737
POA5572,0,0,0,0,0,0,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,3,8,17,18,16,33,20,6,0,128
POA5573,0,0,0,0,5,5,32,51,24,126,0,0,0,0,0,0,0,0,0,0,14,10,19,17,22,30,36,27,18,201,45,78,179,210,256,385,311,233,87,1776
POA5575,0,0,5,0,5,6,43,53,24,138,0,0,0,0,0,4,0,0,0,5,3,0,9,18,12,27,33,35,4,144,26,78,175,195,244,432,473,265,94,1989
POA5576,0,0,0,0,0,12,9,17,13,55,0,0,0,0,0,0,0,0,0,0,3,3,9,4,19,23,23,12,3,103,19,53,78,92,145,201,237,99,30,955
POA5577,0,0,0,0,0,0,6,10,3,29,0,0,0,0,0,0,0,0,0,0,4,0,6,9,16,11,14,3,0,50,7,28,48,56,66,114,102,42,16,489
POA5580,0,0,0,0,0,3,3,10,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,15,9,9,25,37,42,70,54,35,17,290
POA5581,0,0,0,0,0,0,3,13,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,5,22,9,11,30,23,49,113,176,83,38,530
POA5582,0,0,0,0,0,0,7,14,3,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,15,7,0,34,0,8,49,36,55,115,133,100,17,514
POA5583,0,0,0,0,0,0,19,11,7,40,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,17,22,16,0,73,16,25,43,53,84,162,217,114,24,745
POA5600,0,0,0,4,9,19,33,67,39,174,0,0,3,0,3,0,3,6,5,18,11,10,28,33,47,37,41,56,50,329,116,278,709,697,911,957,673,427,175,4950
POA5601,0,0,0,0,0,0,7,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,3,10,25,35,10,4,89
POA5602,0,0,0,0,0,9,19,22,13,55,0,0,0,0,0,0,0,0,0,0,5,0,12,19,28,15,29,15,11,129,23,38,134,137,171,217,243,103,35,1098
POA5603,0,0,0,0,0,0,8,4,7,20,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,12,4,5,32,6,16,46,38,49,82,67,18,4,330
POA5604,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,3,0,0,21,0,4,21,14,29,55,34,20,4,191
POA5605,0,0,0,0,4,8,17,67,35,129,0,0,0,0,0,0,0,3,0,3,6,0,9,14,14,18,21,29,16,120,23,53,131,166,190,272,342,242,108,1528
POA5606,3,3,18,16,26,48,150,191,135,590,0,0,3,0,0,0,7,3,0,19,62,63,125,140,124,130,132,102,56,930,345,801,1807,1631,1786,1926,1663,960,432,11357
POA5607,0,0,4,4,7,21,43,42,13,131,0,0,0,0,0,0,0,0,0,6,18,9,37,56,80,69,63,24,3,365,111,129,495,728,776,881,701,258,50,4125
POA5608,7,15,21,27,26,76,176,191,51,597,0,3,10,7,13,5,6,10,4,66,54,71,151,131,176,166,131,121,50,1055,340,807,1673,1373,1759,1829,1307,899,252,10236
POA5609,0,0,0,0,0,3,3,11,5,23,0,0,0,0,0,0,0,0,0,0,0,0,19,11,13,6,5,8,3,64,38,128,325,278,266,171,114,92,19,1438
POA5611,0,0,0,0,3,0,7,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,0,0,16,5,0,5,9,27,17,26,15,0,99
POA5630,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,15,11,28,16,13,8,0,94
POA5631,0,0,0,0,0,3,6,13,16,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,5,7,12,4,48,25,49,106,121,149,116,110,72,43,794
POA5632,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,10,4,8,30,25,36,36,7,15,0,154
POA5633,0,0,0,0,0,0,3,8,4,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,7,0,0,22,9,10,36,20,39,47,25,10,6,209
POA5640,0,0,0,0,0,4,9,18,22,58,0,0,0,0,0,0,5,0,0,5,4,6,9,3,12,23,9,16,9,81,17,29,113,103,118,157,134,100,51,812
POA5641,0,0,0,0,5,3,12,24,17,66,0,0,0,0,0,0,0,0,0,0,3,7,8,11,4,7,9,5,9,56,11,42,104,130,102,149,116,82,39,766
POA5642,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,16,5,14,20,28,41,43,21,8,4,173
POA5650,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,5,0,0,16,8,12,21,21,25,22,12,0,3,114
POA5651,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,13,12,9,0,0,50
POA5652,0,0,0,0,0,4,9,8,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,5,6,3,10,41,14,18,69,86,75,82,89,42,36,499
POA5653,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,6,5,8,10,15,3,0,0,48
POA5654,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,12,0,3,0,25,4,3,29,25,38,40,15,18,6,178
POA5655,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,9,13,11,9,19,6,0,70
POA5660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,7,0,0,0,30
POA5661,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,5,0,0,26,0,3,17,18,17,17,20,8,0,105
POA5670,0,0,0,3,0,0,3,12,5,20,0,0,0,0,0,0,0,0,0,4,0,4,3,4,3,9,3,3,3,34,13,12,35,76,46,90,68,34,8,379
POA5671,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,4,0,5,0,11,8,5,17,22,23,23,23,7,0,133
POA5680,0,0,0,0,5,8,26,38,27,109,0,0,0,0,0,0,0,0,0,6,6,4,18,20,24,26,32,16,7,154,36,75,208,219,273,370,350,127,61,1718
POA5690,5,0,9,15,32,35,50,45,21,223,0,0,6,0,0,4,4,6,0,23,30,33,63,65,92,66,45,25,14,429,116,223,527,438,586,521,406,185,48,3046
POA5700,11,12,32,23,37,67,150,207,90,622,0,0,13,13,9,23,11,13,4,81,58,54,137,133,141,139,119,100,26,914,315,602,1544,1206,1352,1552,1163,702,231,8672
POA5701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,10,4,0,4,6,0,10,7,0,0,30
POA5710,0,4,16,15,3,8,30,16,8,104,0,4,0,0,0,0,0,0,0,10,8,15,49,42,22,32,18,13,8,204,60,157,546,443,325,317,236,98,22,2200
POA5713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,11
POA5715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,9,0,0,0,21
POA5717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,9,6,3,0,0,27
POA5719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11,3,14,10,11,8,4,8,0,0,52
POA5720,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,9,4,3,6,0,0,0,30,9,22,48,44,50,42,14,0,3,232
POA5722,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,5,3,0,25,4,10,17,22,40,62,51,25,10,235
POA5723,3,3,4,0,11,9,32,39,0,101,0,0,0,0,0,0,5,5,0,11,17,14,68,35,47,52,77,44,13,375,58,76,297,213,208,255,266,171,30,1574
POA5724,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,10,0,5,23,10,17,11,7,0,0,71
POA5725,0,0,4,11,3,7,0,5,0,34,0,0,0,3,0,0,0,0,0,6,31,37,110,83,70,37,4,3,0,378,90,236,858,746,510,346,53,14,3,2848
POA5730,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,6,0,0,0,13,10,6,10,10,12,21,17,5,0,94
POA5731,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,8,18,9,10,10,4,0,0,70,11,15,45,37,39,46,9,4,0,199
POA5732,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,6,0,4,5,4,0,7,0,0,25,7,5,21,16,28,24,17,3,0,127
POA5733,0,0,0,0,0,8,3,3,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,8,4,0,0,18,0,3,22,8,21,26,21,11,0,112
POA5734,0,0,0,0,5,3,3,0,0,15,0,0,0,0,3,0,0,0,0,11,0,0,8,0,0,0,0,0,0,15,3,11,19,10,14,20,14,0,0,97
POA5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6000,0,0,20,14,22,13,29,23,13,143,0,11,18,14,3,20,9,8,8,89,39,247,576,293,179,151,85,54,25,1650,238,1641,4781,2594,1363,1116,674,272,82,12768
POA6003,0,0,0,0,3,10,11,9,8,44,0,0,0,3,0,5,0,5,7,25,3,45,170,47,35,22,10,8,0,348,37,351,1337,647,361,298,200,80,22,3339
POA6004,0,0,3,4,8,10,24,29,9,92,0,0,10,9,5,7,5,5,6,53,18,70,277,219,160,130,109,52,11,1035,140,989,3449,2109,1316,1290,964,352,98,10694
POA6005,0,0,0,0,3,10,12,20,19,61,0,0,9,7,4,4,4,6,3,28,7,31,130,85,42,40,39,27,9,409,67,470,1924,1171,599,562,415,263,108,5577
POA6006,0,0,0,5,3,10,33,90,94,246,0,0,5,0,0,11,5,23,36,77,5,20,91,70,38,52,65,45,35,417,159,618,1734,1578,1258,1163,755,399,250,7908
POA6007,0,3,0,0,3,10,14,32,38,91,0,0,0,5,0,0,0,3,10,19,10,37,138,50,46,35,49,49,67,484,125,494,1851,1314,1014,800,684,308,234,6828
POA6008,0,0,8,8,11,20,22,22,33,129,0,0,6,5,0,0,7,3,0,27,15,47,133,116,95,88,138,126,76,837,285,929,2480,2290,2027,1912,1814,969,327,13039
POA6009,0,0,0,7,7,8,13,20,36,79,0,0,0,3,0,0,3,0,3,19,65,75,83,92,58,57,94,72,40,638,1079,2191,2009,2026,2223,1954,1959,1225,493,15161
POA6010,0,0,0,8,3,11,17,33,34,115,0,0,0,5,5,5,3,0,3,15,48,57,132,80,106,103,129,117,119,879,508,1119,1950,1992,2577,2255,2039,1514,737,14693
POA6011,0,0,0,0,4,0,3,13,12,37,0,0,0,0,0,0,0,3,0,8,17,22,60,62,36,65,45,61,56,416,261,541,1009,947,1281,1297,1099,669,254,7354
POA6012,0,0,0,4,13,5,20,22,13,82,0,0,0,0,4,8,4,0,0,28,17,26,72,59,60,66,75,65,49,481,238,553,1009,1139,1338,1147,995,594,211,7222
POA6014,0,0,6,7,8,14,33,39,72,176,0,3,5,3,13,14,8,5,5,52,15,28,125,94,81,66,92,59,58,607,495,1165,2617,3240,3105,2453,1896,1140,716,16823
POA6015,0,0,0,0,0,0,5,17,23,50,0,0,0,0,0,5,0,0,4,8,12,9,20,21,39,27,31,31,12,200,213,377,382,582,1121,998,646,575,319,5215
POA6016,0,0,5,5,12,18,46,68,69,218,0,0,10,5,3,8,3,15,15,55,11,28,78,71,44,45,40,20,25,357,206,570,1749,1947,1522,1082,683,307,173,8247
POA6017,0,4,6,3,11,17,18,44,29,127,0,0,3,0,8,3,9,3,3,40,6,25,112,67,35,28,25,9,3,326,52,327,1362,858,431,375,310,177,67,3952
POA6018,0,0,13,19,29,42,101,239,209,652,0,0,7,13,14,30,22,32,20,148,50,71,342,252,184,164,188,256,271,1776,900,2228,5846,6410,5612,4412,3594,2637,1388,33019
POA6019,6,3,10,11,19,14,32,67,62,214,0,0,8,11,8,4,6,4,0,33,38,64,367,259,145,98,114,70,28,1181,476,1232,4707,3986,3223,2509,1841,1163,454,19602
POA6020,0,0,0,4,8,11,61,95,49,229,0,0,0,3,0,6,5,5,0,24,18,28,73,86,109,95,133,107,90,754,516,1080,1613,2787,3147,2999,3293,1581,489,17512
POA6021,0,5,11,17,32,40,254,419,230,1019,0,0,14,19,11,26,48,63,60,239,27,48,147,127,124,105,100,128,117,920,419,1148,2948,3117,2697,2407,2099,1449,626,16908
POA6022,0,0,5,0,3,3,28,50,11,102,0,0,0,3,7,6,6,4,0,23,10,3,25,25,24,10,18,25,12,162,103,236,673,752,646,518,665,357,70,4024
POA6023,4,0,0,3,6,10,29,60,63,165,0,0,3,5,3,4,4,4,3,24,11,11,51,64,70,53,71,75,24,434,361,670,1184,2270,2324,1773,1956,988,314,11837
POA6024,6,0,6,6,10,12,49,58,27,178,3,0,4,8,5,3,0,6,10,42,16,27,65,90,74,56,61,53,11,442,336,654,1574,2022,1839,1406,1741,866,178,10628
POA6025,6,3,18,7,21,35,71,122,68,353,0,0,5,3,10,14,9,12,3,58,30,40,148,142,148,133,117,90,62,918,770,1636,3685,4389,4223,4097,3615,1551,449,24419
POA6026,4,3,5,7,8,21,72,101,122,338,0,0,4,0,6,5,12,21,19,71,20,15,63,74,94,85,76,69,75,576,586,1189,1827,3002,2998,3384,2873,1183,740,17772
POA6027,10,5,17,26,35,57,145,117,62,468,0,5,5,7,18,18,11,12,7,87,78,121,265,271,254,251,222,231,205,1892,1160,2771,5238,5819,5790,5965,4560,1858,694,33864
POA6028,3,4,0,22,15,23,57,41,28,190,0,0,8,5,5,7,3,4,4,36,33,41,82,82,132,103,63,44,34,617,775,1598,2229,2815,4194,3676,1874,716,212,18083
POA6029,0,0,0,0,0,0,6,16,11,38,0,0,0,0,0,0,0,0,0,6,8,3,19,18,11,19,15,5,0,100,80,172,216,352,415,368,328,192,73,2201
POA6030,12,9,27,57,59,85,105,156,99,605,5,5,11,26,36,30,25,14,15,163,123,134,324,324,326,258,164,211,154,2025,1352,2810,5311,5356,5999,4806,2894,1938,790,31256
POA6031,4,0,13,21,29,29,27,22,4,160,0,4,18,14,22,18,11,0,0,92,43,33,118,117,113,66,46,25,6,587,613,1176,2988,3054,2497,1638,873,300,58,13199
POA6032,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,6,0,0,5,3,3,0,0,13,5,16,15,19,35,39,17,9,0,160
POA6033,0,0,0,0,0,7,3,0,0,10,0,0,0,0,4,0,0,5,0,5,0,3,11,5,0,7,3,0,0,33,10,19,55,44,69,75,48,13,8,349
POA6034,3,0,6,5,5,0,6,9,0,30,0,0,5,0,0,0,0,0,0,10,11,14,50,41,25,16,3,0,0,162,88,252,867,575,386,217,137,46,0,2577
POA6035,6,3,8,11,12,19,23,39,21,142,0,0,7,5,0,0,3,3,0,27,37,34,120,109,86,71,45,72,58,628,336,509,1490,1555,1408,1120,852,499,151,7922
POA6036,0,6,10,20,26,21,36,31,5,151,0,4,3,8,22,3,9,0,0,57,42,43,126,121,130,83,49,40,5,641,646,1288,2439,2579,2700,1631,981,399,78,12750
