POA_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA5354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,8,9,0,0,0,8,8,3,3,0,8,4,0,0,0,10,6,0,0,0,6,0,0,0,0,3,4,0,0,0,4,8,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,5,5,0,3,0,8,0,0,0,0,0,52,11,13,0,79
POA5355,15,6,5,0,16,3,4,0,0,9,8,0,0,0,13,4,0,3,0,12,26,0,25,0,48,22,3,24,0,51,149,10,37,0,193,119,20,33,3,172,113,27,48,4,197,116,52,20,3,197,63,67,25,0,152,75,63,17,0,158,118,176,43,0,338,86,123,11,0,220,57,107,9,0,171,13,70,3,0,85,31,105,0,0,143,35,81,29,0,144,9,4,3,0,18,1075,920,328,17,2338
POA5356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,3,0,6,10,0,0,0,14,5,5,4,0,16,16,3,3,0,23,11,9,0,0,25,5,9,0,0,20,9,7,0,0,17,16,11,3,0,29,7,23,0,0,25,9,3,0,0,10,0,4,0,0,4,4,0,0,0,8,7,7,0,0,16,3,4,0,0,5,100,93,27,4,227
POA5357,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,5,8,0,0,0,8,6,0,4,0,15,9,0,0,0,9,8,7,0,0,14,6,3,0,0,8,4,0,0,0,3,6,7,0,0,15,0,0,0,0,5,0,5,0,0,0,5,0,0,0,5,0,3,0,0,8,4,5,0,0,12,0,0,0,0,5,60,31,13,7,105
POA5360,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,5,0,7,0,0,0,0,0,10,0,4,0,16,18,8,9,0,25,12,6,3,0,22,19,5,7,0,33,0,12,0,0,13,10,14,3,0,31,10,35,5,0,45,11,27,0,0,38,20,18,0,0,34,6,11,0,0,14,4,22,0,0,29,7,16,7,0,31,0,0,0,0,0,134,164,41,0,344
POA5371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,6,0,10,10,0,4,0,17,14,6,10,0,24,8,8,3,0,20,18,6,0,0,28,7,10,4,0,21,6,13,0,0,20,17,18,4,0,42,11,25,3,0,37,13,30,0,0,40,0,18,0,0,16,9,22,4,0,35,3,30,3,0,39,0,4,0,3,10,118,195,45,6,366
POA5372,8,0,0,0,8,0,0,0,0,0,0,0,0,0,4,6,0,3,0,5,3,0,5,0,8,4,3,10,0,17,27,10,14,0,54,15,10,14,3,36,24,14,7,0,53,18,25,4,0,49,14,33,10,0,52,21,27,6,0,54,54,66,12,4,137,23,50,9,0,81,22,36,0,0,55,11,17,0,0,28,11,23,0,0,34,16,30,8,0,60,4,0,5,0,8,274,344,113,8,741
POA5373,15,0,0,0,15,0,0,0,0,0,3,0,3,0,8,0,0,4,0,4,14,0,5,0,20,15,0,15,0,37,68,5,16,0,87,40,12,15,0,74,41,17,28,0,85,57,26,14,4,101,29,19,11,0,58,28,40,8,0,83,49,44,10,0,105,32,46,4,0,85,21,25,8,0,47,8,20,0,0,28,18,35,0,0,52,14,39,5,0,61,8,0,0,0,12,468,331,157,5,959
POA5374,3,4,0,0,8,3,0,0,0,9,0,3,0,0,4,0,0,4,0,8,14,0,5,0,18,3,3,7,0,11,26,9,4,0,41,31,9,8,0,43,23,9,3,0,34,23,15,6,0,49,3,10,0,0,19,6,9,6,0,23,23,21,5,0,44,16,18,0,0,37,3,7,0,0,11,4,4,0,0,8,3,12,0,0,13,11,15,7,0,32,0,0,0,0,0,198,138,54,5,404
POA5381,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,3,9,5,0,0,18,3,0,5,0,9,3,0,0,0,7,0,3,0,0,6,0,0,0,0,0,0,0,0,0,6,0,8,0,0,8,0,7,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,40,35,12,4,86
POA5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,3,3,0,3,0,8,13,0,3,0,19,10,4,5,0,22,6,11,0,0,19,5,11,0,0,20,9,6,0,0,13,23,31,0,0,56,5,14,4,0,21,0,11,0,0,10,0,7,0,0,11,0,13,0,0,16,9,13,4,0,26,3,0,0,0,5,101,126,29,5,260
POA5401,0,0,3,0,4,0,0,0,0,0,6,0,4,0,6,0,0,0,0,6,0,0,6,0,5,5,0,12,0,9,13,5,3,0,19,7,4,4,0,9,11,0,0,0,17,7,11,0,0,20,5,11,4,0,16,9,7,5,0,16,18,11,0,0,30,3,10,0,0,9,3,9,0,0,12,4,4,0,0,8,3,4,0,0,11,6,6,4,0,18,0,0,0,0,4,87,82,43,6,221
POA5410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,7,0,0,0,0,6,0,4,0,0,4,4,6,0,0,5,0,5,0,0,4,0,5,0,0,8,7,3,0,0,13,3,0,0,0,4,0,3,0,0,4,0,4,0,0,0,0,4,0,0,7,0,7,0,0,6,0,0,0,0,0,34,37,12,0,85
POA5411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,3,3,0,0,7,8,3,4,0,10,0,7,0,0,9,4,4,0,0,9,3,5,0,0,3,6,4,0,0,6,0,5,0,0,4,0,4,0,0,6,4,3,0,0,8,0,3,0,0,4,0,3,3,0,14,0,0,0,0,0,42,36,10,3,92
POA5412,6,0,0,0,5,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,13,0,5,0,12,4,0,8,0,7,26,0,4,0,34,28,3,10,0,39,16,5,7,0,30,20,10,6,0,38,8,3,3,0,15,17,5,10,0,29,20,7,8,0,34,5,8,3,0,16,9,12,0,0,17,0,7,0,0,7,12,3,0,0,16,7,9,0,0,27,3,0,4,0,3,192,82,55,0,328
POA5413,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,11,0,5,0,17,0,0,3,0,5,21,7,3,0,31,15,5,0,0,23,17,6,7,0,28,20,3,0,0,26,0,4,0,0,6,11,7,0,0,19,7,9,0,0,18,6,5,0,0,15,0,5,0,0,3,0,0,0,0,0,6,8,0,0,13,5,13,4,0,23,0,0,0,0,0,120,76,35,3,234
POA5414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,6,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,9,0,0,10,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,4,0,35
POA5415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,5,0,0,0,5,3,0,3,0,7,5,0,0,0,5,4,0,0,0,9,0,0,0,0,0,5,0,0,0,8,12,3,0,0,14,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,6,5,0,0,7,6,4,0,0,11,0,0,0,0,0,50,22,8,0,72
POA5416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,6,3,0,0,11,0,0,0,0,6,5,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,7,0,0,0,0,0,37,20,10,0,60
POA5417,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,17,6,5,3,0,14,44,4,9,0,57,24,5,4,0,35,21,7,3,0,34,26,12,4,4,43,10,8,6,0,18,3,13,5,0,22,19,21,0,0,34,15,19,0,0,29,8,12,0,0,19,3,8,0,0,10,6,4,0,0,8,15,21,4,0,43,0,3,0,0,9,216,132,39,6,394
POA5418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,0,0,0,5,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,17,11,3,0,35
POA5419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,3,10,0,0,0,8,6,0,0,0,3,0,0,0,0,3,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,7,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,9,0,0,0,0,0,27,26,10,0,61
POA5420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,3,0,0,0,0,0,9,10,0,0,22
POA5421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,3,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,6,5,0,28
POA5422,3,0,4,0,8,5,0,0,0,5,4,0,0,0,0,0,0,7,0,8,13,0,10,0,18,5,0,12,0,19,53,5,7,0,70,28,3,5,3,42,17,13,10,0,36,18,12,12,0,47,12,3,8,0,27,7,3,0,0,14,15,6,3,4,22,7,7,0,0,13,12,4,0,0,8,0,0,0,0,0,7,3,0,0,7,18,8,6,0,36,4,0,5,0,10,216,77,85,11,384
POA5431,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,18,6,0,0,21,11,4,3,0,20,16,9,0,0,17,15,13,0,0,26,3,7,0,0,9,5,0,0,0,5,13,12,0,0,30,10,6,0,0,17,5,7,0,0,12,3,0,0,0,3,6,9,0,0,11,13,16,10,0,29,0,0,0,0,0,121,74,18,0,218
POA5432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,3,3,0,0,0,5,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,3,0,0,0,3,14,18,0,0,35
POA5433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,4,0,14,0,4,8,4,12,26,4,4,0,32,17,0,7,0,25,21,5,3,0,27,16,4,3,0,18,5,7,4,0,21,10,10,0,0,19,13,10,6,0,32,8,15,6,0,22,8,5,0,0,13,3,3,0,0,4,7,6,0,0,11,13,26,6,0,46,6,0,0,0,7,174,92,53,7,327
POA5434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,0,0,3,3,0,0,0,10,3,0,0,0,3,0,0,0,0,3,7,5,0,0,14,9,0,0,0,12,3,3,0,0,9,0,5,0,0,6,0,0,0,0,0,3,0,0,0,3,4,8,0,0,17,0,0,0,0,0,50,32,10,0,94
POA5440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,19,10,4,0,31
POA5451,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,5,19,0,0,0,17,7,0,6,0,10,11,8,5,0,17,20,7,0,0,29,10,6,0,0,16,7,0,4,0,15,16,4,4,0,28,4,0,0,0,10,5,6,0,0,10,0,3,0,0,4,7,9,0,0,15,6,10,4,0,26,7,0,0,0,3,123,59,21,0,207
POA5452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,12,9,0,0,0,9,3,3,0,0,8,9,10,0,0,22,4,3,0,0,5,3,0,0,0,3,12,7,0,0,21,6,6,0,0,10,4,7,0,0,8,0,0,0,0,4,0,7,0,0,11,4,6,0,0,9,0,0,0,0,0,60,60,7,0,125
POA5453,13,0,0,0,9,4,0,0,0,7,3,0,0,0,3,5,0,4,0,7,16,0,9,0,21,11,3,20,0,35,53,10,13,0,77,66,13,29,0,106,65,7,24,0,103,92,33,13,0,141,45,39,14,0,94,49,32,5,0,85,79,88,3,0,169,58,60,7,0,127,45,46,3,0,98,20,24,0,0,42,45,68,4,0,118,28,73,18,0,125,9,3,3,0,19,707,502,173,10,1394
POA5454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,15,4,0,0,0,7,3,0,3,0,9,3,3,0,0,12,4,4,0,0,12,4,3,0,0,8,5,4,0,0,6,4,5,0,0,3,0,0,0,0,5,5,0,0,0,3,7,0,0,0,7,6,7,3,0,8,0,0,0,0,0,51,36,16,0,106
POA5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,7,0,0,15
POA5460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,8,4,0,6,0,4,14,0,3,0,18,8,5,0,0,18,7,0,0,0,14,3,9,5,0,16,4,3,0,0,10,4,10,0,0,13,11,15,0,0,30,14,14,0,0,24,0,5,0,0,10,0,3,0,0,7,0,6,4,0,10,5,7,4,0,14,0,0,0,0,0,91,78,35,0,208
POA5461,7,0,0,0,5,8,0,0,0,6,0,0,0,0,3,0,0,3,0,5,10,0,6,0,16,8,0,9,0,21,47,12,14,0,76,36,6,13,0,56,24,18,14,0,59,31,24,10,0,67,14,16,8,0,37,30,18,3,0,51,45,37,3,4,87,27,30,0,0,53,12,23,0,0,31,9,20,0,0,28,6,14,0,0,26,14,39,4,0,55,6,7,0,0,16,328,259,104,6,695
POA5462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,7,3,0,3,0,4,11,0,0,0,11,5,4,0,0,11,4,6,4,0,11,6,3,4,0,6,0,0,0,0,9,4,5,0,0,7,8,18,6,0,21,12,7,0,0,18,0,5,0,0,5,0,4,0,0,4,4,3,0,0,8,4,7,4,0,18,3,0,0,0,3,64,56,24,0,148
POA5464,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,5,0,0,20,11,3,3,0,17,3,3,0,0,8,7,8,0,0,17,8,3,0,0,6,7,6,0,0,16,6,8,0,0,22,7,3,0,0,10,3,0,0,0,4,0,3,0,0,3,0,0,0,0,3,3,8,0,0,20,0,0,0,0,0,76,61,12,0,153
POA5470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,3,0,0,0,6,4,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,19,16,3,0,38
POA5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,15,9,0,0,22
POA5472,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,0,0,8,0,0,0,0,4,4,0,0,0,6,0,0,0,0,4,0,0,0,0,0,4,0,0,0,9,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,28,12,0,0,48
POA5473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,7,0,0,4,0,7,25,4,4,4,35,15,3,7,0,23,6,5,0,0,11,7,5,3,0,15,11,4,5,0,19,8,5,0,0,12,14,10,3,0,15,0,6,0,0,9,0,4,0,0,3,4,3,0,0,4,0,4,0,0,9,7,13,0,0,21,5,0,0,0,5,103,50,31,4,193
POA5480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,3,0,0,0,3,17,0,0,0,16,18,5,3,0,21,11,8,8,0,30,15,11,8,0,25,11,5,0,0,16,3,9,0,0,12,0,16,5,0,16,0,11,4,0,14,5,7,0,0,14,0,3,0,0,8,4,4,0,0,4,4,16,0,0,21,0,0,0,0,0,111,89,22,9,229
POA5481,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,16,0,0,0,16,5,0,0,0,11,14,5,0,0,19,11,0,0,0,11,3,0,0,0,6,8,0,0,0,10,9,5,0,0,11,3,8,0,0,14,0,6,0,0,7,0,0,0,0,3,4,0,0,0,9,5,11,4,0,20,0,0,0,0,0,99,36,11,0,151
POA5482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,10,10,0,0,0,10,9,3,0,0,10,6,10,0,0,16,0,8,0,0,6,9,0,0,0,7,7,4,0,0,14,4,3,0,0,12,6,0,0,0,5,6,0,0,0,4,0,5,0,0,10,4,9,0,0,13,0,0,0,0,5,70,48,10,0,128
POA5483,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,9,0,0,0,9,0,3,0,0,5,7,0,0,0,10,0,0,0,0,0,8,0,0,0,13,3,6,0,0,9,6,7,0,0,12,3,0,0,0,9,3,0,0,0,5,0,3,0,0,9,5,8,0,0,12,0,0,0,0,0,46,36,7,0,89
POA5485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,9,3,0,0,0,6,12,0,0,0,13,3,4,0,0,11,9,5,0,0,9,12,0,4,0,21,3,6,5,0,10,5,5,0,0,13,9,9,0,0,14,7,8,0,0,15,5,3,0,0,7,0,0,0,0,0,4,0,0,0,3,12,19,0,0,30,0,3,0,0,4,92,66,17,5,176
POA5490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,3,0,0,5,6,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,19,16,4,0,45
POA5491,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,12,5,0,0,0,15,35,0,4,0,41,25,5,13,0,35,17,15,3,0,33,35,16,5,0,60,6,12,8,0,29,15,11,0,3,32,35,34,4,0,65,23,21,0,0,41,9,16,0,0,25,11,8,0,0,18,11,14,0,0,28,14,26,0,0,45,5,0,0,0,3,255,179,53,0,488
POA5493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,14
POA5495,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,9,0,3,0,4,21,0,0,0,24,19,0,3,0,19,8,0,0,0,10,16,4,0,0,18,10,0,0,0,11,3,0,4,0,4,8,8,0,0,17,5,0,0,0,12,6,0,0,0,11,0,0,0,0,3,4,5,0,0,7,8,5,0,0,14,0,0,0,0,5,112,32,21,0,173
POA5501,22,0,4,0,27,4,0,0,0,6,4,6,3,0,11,3,0,7,0,12,19,3,19,3,46,18,5,27,0,52,101,8,28,0,139,59,21,31,5,117,56,36,24,5,123,85,76,35,0,189,58,72,23,0,147,51,89,23,0,164,136,198,11,3,346,81,140,13,7,241,53,98,8,0,159,19,61,5,0,79,31,107,7,0,145,49,137,27,0,214,14,8,8,0,30,867,1078,289,26,2259
POA5502,5,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,4,0,10,18,7,6,0,27,15,4,8,0,27,17,7,4,0,31,19,13,5,0,41,10,12,5,0,32,13,14,0,0,27,24,27,10,3,60,7,24,3,0,36,12,11,0,0,27,0,5,0,0,7,6,19,0,0,36,12,35,3,0,54,7,0,0,0,10,189,189,62,5,439
POA5510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,17,13,5,0,34
POA5520,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,9,0,0,8,0,8,11,0,0,0,15,7,3,4,0,10,7,0,6,0,17,4,5,0,0,14,0,6,0,0,11,7,7,0,0,10,4,3,0,0,11,6,0,0,0,8,3,0,0,0,3,0,3,0,0,3,0,4,0,0,3,6,10,3,0,17,0,0,0,0,4,67,43,26,4,138
POA5521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,15,15,5,0,37
POA5522,4,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,5,0,5,8,0,0,0,8,11,4,7,0,13,52,6,5,0,59,34,3,9,0,40,33,8,3,0,41,27,7,5,0,39,17,8,3,0,29,5,3,5,0,18,17,14,3,0,32,9,12,0,0,26,9,9,0,0,14,8,8,0,0,11,12,10,0,0,26,12,12,0,0,25,8,0,0,0,12,265,98,37,4,403
POA5523,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,5,0,9,12,0,8,0,17,4,0,4,0,10,40,0,7,0,50,31,5,8,6,51,26,7,8,0,40,21,9,9,0,35,15,15,4,0,36,11,19,4,0,32,16,34,3,0,57,19,20,0,0,40,15,16,0,0,30,3,12,0,0,13,16,20,0,3,42,25,35,3,0,56,5,6,0,0,7,264,192,63,6,527
POA5540,19,5,3,0,26,11,3,11,0,21,3,3,24,0,32,5,0,23,0,30,66,13,64,5,148,45,12,100,3,152,317,30,88,8,444,160,36,133,20,351,152,62,99,6,316,170,93,83,8,355,70,103,61,5,233,86,94,25,0,206,180,219,44,4,447,115,177,25,7,324,68,125,13,0,206,49,96,0,0,146,62,109,10,0,180,82,163,56,0,305,41,20,27,0,92,1710,1350,891,74,4026
