POA_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
POA6044,0,0,0,3,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,7,9,10,7,0,35,0,0,0,0,0,0,0,0,0,0
POA6050,0,0,3,19,9,10,19,12,8,78,0,0,0,0,0,6,11,20,13,53,0,0,10,14,0,8,6,0,0,41,0,13,12,78,13,14,18,20,9,176,0,0,9,22,8,4,0,0,0,49,0,0,5,12,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,6,7,54,13,12,9,4,8,116,0,5,3,44,5,26,67,88,64,304,0,3,3,13,17,4,0,0,0,43,0,4,0,31,6,0,0,0,0,46,0,0,0,0,3,0,0,0,0,3,0,0,14,65,25,23,22,13,6,166,0,0,0,0,0,0,5,0,0,4,0,0,9,20,3,4,3,3,0,39,0,0,0,3,3,21,8,4,0,39,0,8,7,49,3,0,0,0,0,61,0,3,9,3,9,7,15,11,13,57,3,8,21,102,50,63,43,14,4,300,0,0,0,3,6,3,0,11,4,30
POA6051,0,0,8,25,18,10,20,10,4,88,0,0,3,0,0,3,0,0,0,16,0,0,0,48,7,0,0,0,0,56,0,53,33,334,27,27,35,13,7,527,0,5,11,56,21,4,6,3,0,100,0,0,3,27,5,4,5,0,0,38,0,0,0,3,0,0,4,0,0,9,0,0,3,105,12,10,7,0,0,138,0,0,0,40,4,8,11,22,17,109,6,0,0,36,13,4,0,0,0,54,0,3,3,54,4,5,0,0,0,61,0,0,0,3,0,0,0,0,0,5,0,0,19,74,23,19,32,8,5,181,0,0,0,0,0,0,0,6,0,10,0,0,6,40,9,7,4,0,0,67,0,0,0,10,4,3,11,0,0,27,0,0,26,75,0,0,0,0,0,108,0,0,0,13,7,0,13,6,0,38,0,0,10,123,43,45,34,9,0,280,0,0,0,0,3,3,0,0,0,9
POA6052,0,3,4,14,7,6,15,4,0,61,0,0,0,4,0,5,7,10,11,34,0,0,4,21,3,4,7,3,0,48,0,5,4,74,17,25,20,19,8,177,0,0,5,18,7,9,0,0,0,35,0,9,10,15,3,4,3,0,0,41,0,3,0,6,4,0,4,0,0,15,0,0,4,67,9,12,9,6,0,115,0,0,0,26,13,18,45,29,43,175,0,0,5,10,8,6,0,0,0,27,0,0,3,15,7,4,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,4,44,18,31,19,11,0,135,0,0,0,0,0,0,0,0,0,8,0,0,0,8,4,5,5,0,0,20,0,0,0,9,7,21,26,3,4,79,0,0,8,32,0,0,0,0,0,38,0,0,0,6,7,4,5,7,5,32,0,4,5,78,33,46,28,6,0,192,0,0,0,0,3,0,6,5,3,18
POA6053,0,0,4,13,17,13,19,8,0,77,0,4,0,0,0,0,0,5,0,12,0,0,0,19,4,10,3,0,0,37,7,20,33,169,31,48,28,30,9,368,0,0,4,23,3,8,6,0,0,43,0,0,4,20,4,0,5,0,0,35,0,4,6,11,6,0,0,0,0,24,3,0,0,108,17,20,18,14,0,188,0,0,0,18,11,14,42,49,29,167,3,0,0,20,15,3,4,0,0,43,0,0,0,30,5,0,4,0,0,45,0,0,0,4,0,0,0,0,0,6,0,4,4,69,20,23,20,9,4,153,0,0,0,0,0,0,8,3,5,16,0,0,4,17,5,4,8,3,3,51,0,0,0,13,12,16,10,3,7,57,0,0,16,35,0,0,0,0,0,52,0,5,4,11,7,3,13,9,5,65,4,6,19,158,62,83,48,13,3,403,0,0,0,0,0,0,0,0,0,6
POA6054,0,0,3,27,7,9,21,17,3,90,0,0,0,0,0,3,7,4,0,15,0,0,4,18,5,6,0,4,0,29,4,27,18,176,41,62,56,45,13,436,0,5,0,37,12,11,7,0,0,70,0,0,0,11,4,5,3,0,0,29,0,6,0,14,8,5,0,0,0,29,0,0,4,98,29,12,16,5,0,164,0,4,5,25,8,20,48,35,31,177,0,0,0,23,13,0,0,0,0,37,0,0,3,28,3,0,0,0,0,41,0,0,0,3,0,0,0,0,0,4,0,7,11,59,23,40,31,9,0,187,0,0,0,3,0,7,12,11,5,31,0,0,0,23,10,9,21,9,0,64,0,0,0,29,17,32,31,20,0,134,0,0,0,32,3,0,0,0,0,42,0,0,0,4,7,9,15,19,7,68,0,12,34,191,104,139,58,21,4,567,0,0,0,4,6,3,10,5,0,30
POA6055,0,0,3,24,13,11,21,10,0,82,0,0,0,0,5,0,0,0,0,11,0,4,3,50,6,4,0,0,0,67,26,114,164,1784,194,117,93,25,9,2513,0,7,13,67,19,12,0,0,0,123,0,5,5,27,5,4,4,0,0,43,0,3,10,49,17,10,10,7,0,96,0,13,5,130,11,13,7,5,0,195,0,3,0,16,11,15,42,24,17,131,0,0,8,17,10,0,3,0,0,43,0,0,3,18,3,3,0,3,0,29,0,0,0,8,0,0,0,0,0,12,0,4,14,88,38,30,6,6,0,187,0,0,0,0,0,0,3,5,0,11,0,10,29,138,42,29,12,0,0,261,0,0,7,65,23,21,14,8,4,142,0,8,5,91,8,4,4,0,0,117,0,0,0,5,5,5,12,13,8,49,12,58,106,467,173,144,64,17,6,1047,0,0,0,26,10,0,3,0,0,35
POA6056,0,5,3,32,22,25,69,56,9,216,0,0,0,0,4,4,3,7,0,19,0,3,4,11,3,0,0,0,0,24,8,55,55,367,86,64,65,33,13,734,3,6,7,45,14,12,6,0,3,93,0,0,0,15,0,6,0,0,0,24,0,0,0,9,0,0,0,0,0,16,0,17,7,57,24,31,23,20,4,191,4,0,5,18,17,54,144,136,93,460,0,0,0,16,3,3,0,0,0,28,0,0,0,25,4,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,8,48,27,33,26,11,4,153,0,0,0,6,4,0,6,4,0,19,0,4,4,19,3,6,5,0,0,43,0,0,0,13,14,7,9,7,0,52,0,0,4,19,3,0,0,0,0,21,0,0,0,16,8,15,57,41,18,151,3,59,120,421,278,325,184,49,9,1446,0,0,5,10,0,6,0,0,0,23
POA6057,0,0,0,9,12,7,21,9,0,66,0,0,0,5,0,0,3,0,0,14,0,0,0,6,0,3,0,0,0,8,0,5,6,75,24,26,26,17,3,183,0,4,9,18,14,4,0,0,0,48,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,52,18,10,8,12,0,106,0,0,0,3,6,18,22,26,19,85,0,0,0,12,5,0,0,0,0,15,0,0,0,8,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,10,0,4,0,31,20,17,9,8,0,82,0,0,0,0,0,0,5,3,0,7,0,0,0,7,3,0,0,0,0,20,0,0,0,9,10,12,12,0,0,39,0,0,0,9,0,0,0,0,0,9,0,0,0,8,3,8,14,22,9,64,0,39,56,224,116,142,61,15,7,657,0,0,0,0,0,0,0,0,0,0
POA6058,0,5,0,16,3,0,13,12,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,15,0,16,32,181,31,14,23,18,3,323,0,4,7,25,11,9,5,0,0,64,0,0,5,3,5,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,8,30,11,8,8,10,0,78,0,0,0,7,4,6,20,14,9,55,0,0,0,9,0,0,3,0,0,14,0,0,0,8,4,3,0,0,0,15,0,0,0,5,0,0,0,0,0,5,0,6,3,40,10,8,15,0,0,80,0,0,0,0,0,3,0,0,0,3,0,0,0,11,5,3,4,0,0,22,0,0,0,5,8,12,14,7,0,44,0,0,0,5,0,0,0,0,0,8,0,0,0,7,0,7,13,18,5,54,0,39,56,184,106,102,52,16,3,553,0,0,0,0,0,0,0,0,0,0
POA6059,0,0,0,14,10,10,23,25,7,85,0,0,0,8,5,21,35,60,34,152,0,0,6,54,15,17,9,0,0,119,0,34,55,267,78,91,66,52,20,656,0,7,6,41,21,12,11,5,0,104,0,3,7,54,25,28,19,10,4,151,0,0,3,19,15,13,7,5,0,69,0,0,3,109,16,14,16,7,3,173,0,8,5,33,28,66,196,200,92,636,0,0,4,22,18,4,5,0,0,53,0,3,5,39,5,6,0,0,0,60,0,0,0,7,5,5,3,0,0,16,0,5,27,141,55,73,90,50,9,449,0,0,0,0,0,0,3,5,0,9,0,0,7,20,10,10,14,9,3,78,0,0,3,27,32,35,49,11,5,166,0,0,3,23,4,0,0,0,0,29,0,0,0,9,0,3,19,27,11,73,3,33,27,128,61,53,34,22,9,368,0,9,4,35,38,48,72,26,9,236
POA6060,0,4,5,41,9,12,21,11,3,102,0,0,6,3,3,13,12,28,26,84,0,3,6,69,11,14,6,0,0,107,8,47,89,773,62,43,28,26,9,1088,0,0,9,57,11,13,3,0,4,89,0,4,9,82,29,19,8,3,0,155,0,4,5,27,20,3,8,0,0,74,0,12,10,301,19,15,30,13,3,396,0,7,9,104,25,51,126,190,152,665,0,10,8,51,30,7,4,0,0,115,0,0,8,69,16,4,3,0,0,105,0,0,0,5,4,5,0,0,0,20,0,9,13,152,50,29,51,28,3,329,0,0,0,0,0,0,0,3,0,8,0,0,8,23,9,16,8,4,7,69,0,0,0,28,7,12,18,12,0,77,0,7,20,89,9,5,3,0,0,117,0,0,0,10,5,5,13,7,13,53,3,7,26,187,97,96,62,19,0,493,0,0,6,21,25,27,28,15,12,133
POA6061,0,0,6,35,12,16,44,17,3,131,0,0,11,13,7,13,28,39,22,124,0,0,10,80,10,22,15,5,0,139,20,109,275,1691,108,86,96,54,19,2460,5,12,17,103,33,21,10,3,0,213,0,14,24,164,36,40,18,3,4,313,7,52,75,255,110,73,21,6,0,596,3,6,23,285,12,18,10,11,8,375,0,3,22,94,29,45,88,87,44,415,0,0,8,41,22,6,3,0,0,78,0,5,5,80,13,6,3,0,0,120,0,3,8,10,4,9,3,0,0,44,14,73,41,265,53,63,71,29,11,616,0,0,0,0,0,0,6,6,0,13,0,4,25,86,13,24,20,10,9,196,3,23,81,427,150,104,89,32,16,929,0,7,22,77,9,0,4,0,0,110,0,0,0,7,0,3,15,22,10,67,12,57,110,323,130,126,70,29,5,865,3,3,15,123,89,99,130,49,25,537
POA6062,0,0,0,44,10,12,36,33,15,150,0,8,9,6,9,10,43,37,29,151,0,0,15,86,19,36,34,8,0,198,4,67,99,535,133,138,158,112,30,1278,0,7,21,87,25,17,14,4,0,175,0,9,15,87,19,24,13,4,0,175,0,3,9,48,16,23,3,0,0,99,0,4,12,145,15,12,22,22,5,237,0,9,12,67,39,84,293,252,123,878,0,0,5,34,22,4,8,3,0,81,0,0,0,76,8,4,0,0,0,96,0,0,0,16,4,4,4,0,0,32,0,18,17,238,98,83,127,73,18,675,0,0,0,0,3,3,11,9,0,29,0,0,10,55,21,33,18,25,8,167,0,0,14,31,34,58,78,26,16,258,0,7,13,84,0,5,0,0,0,120,0,0,3,5,8,14,18,31,21,94,0,33,66,246,107,108,85,26,3,675,0,0,3,29,23,24,28,21,9,134
POA6063,0,0,3,13,5,3,6,7,0,45,0,0,0,4,0,0,4,3,0,16,0,0,6,19,4,19,9,0,0,60,0,39,61,339,105,107,80,41,7,783,0,0,10,24,13,9,0,0,0,58,0,14,27,49,7,8,0,0,0,111,0,18,9,93,46,28,8,0,0,200,0,0,0,44,6,0,6,3,0,68,0,0,7,5,13,20,26,7,5,82,0,0,0,5,4,0,0,0,0,7,0,0,0,3,6,0,0,0,0,15,0,0,0,8,0,0,0,3,0,13,0,14,8,44,30,52,47,11,0,212,0,0,0,0,0,3,0,3,0,6,0,0,8,35,14,20,6,3,0,91,0,8,19,118,66,51,63,19,3,345,0,0,5,17,0,0,0,0,0,24,0,0,0,4,0,0,8,5,5,20,9,20,55,116,59,82,29,13,0,384,0,0,5,15,0,8,5,0,0,35
POA6064,0,0,3,25,11,9,18,17,0,86,0,0,0,5,7,8,5,17,4,53,0,0,9,27,8,9,8,0,0,70,0,20,58,183,64,67,89,77,9,571,0,5,11,46,18,10,5,5,0,100,0,9,25,41,21,19,9,0,0,126,0,19,21,102,47,29,6,0,0,225,0,0,4,93,3,11,10,13,5,152,0,0,0,21,19,69,85,67,51,304,0,0,6,10,4,0,4,0,0,29,0,0,4,14,3,0,0,0,0,25,0,0,8,9,4,5,0,3,0,33,8,47,24,136,38,64,53,19,3,393,0,0,0,0,0,0,8,4,4,13,0,0,7,25,10,24,31,23,8,118,0,34,122,386,196,169,122,46,22,1086,0,0,3,14,0,0,0,0,0,21,0,0,4,9,4,12,16,13,5,64,3,32,73,206,101,120,70,19,0,627,0,0,5,85,80,115,116,50,11,461
POA6065,0,8,12,51,46,34,47,26,11,221,0,0,0,0,0,11,22,11,0,53,0,11,3,83,16,19,7,4,0,131,0,113,178,1290,359,191,138,68,13,2361,0,7,19,79,52,16,5,4,0,195,0,9,25,118,43,32,7,6,0,235,0,12,16,111,51,17,10,0,0,218,4,48,61,376,92,45,48,27,6,712,0,3,14,44,29,59,112,67,31,359,0,3,0,12,12,0,4,4,0,37,0,0,3,48,13,9,0,0,0,81,0,6,5,13,7,7,9,0,0,50,0,14,53,225,104,95,64,23,5,588,0,0,0,0,0,4,8,0,0,24,0,16,13,88,19,41,34,3,0,215,0,0,8,60,49,49,36,14,9,234,0,0,6,36,10,0,0,0,0,51,0,5,3,16,15,10,42,40,26,161,5,137,195,644,391,316,171,57,15,1932,0,10,19,202,104,62,47,11,6,453
POA6066,0,0,4,13,6,7,6,0,0,44,0,0,6,0,6,3,0,4,0,24,0,0,3,19,9,13,4,0,0,51,0,11,19,106,48,70,62,23,8,342,0,7,12,21,10,9,9,0,4,66,5,10,19,58,20,4,8,0,0,119,4,14,25,97,48,22,5,5,0,214,0,0,0,49,8,19,11,7,0,92,0,0,0,12,6,34,30,12,3,101,0,3,0,3,3,0,0,0,0,17,0,0,0,8,0,0,0,0,0,12,0,0,0,4,3,6,3,0,0,20,0,20,26,58,48,61,77,22,4,308,0,0,0,0,0,5,0,0,0,3,0,0,3,8,8,19,21,4,0,65,0,10,27,143,54,43,39,14,7,333,0,0,0,5,0,0,0,0,0,6,0,0,0,3,0,3,18,4,4,36,9,37,61,148,84,99,41,13,0,498,0,0,4,30,28,23,23,11,0,121
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,0,3,10,48,19,25,30,22,6,159,0,0,0,0,0,4,4,0,0,10,0,3,0,19,7,7,4,0,0,39,9,85,106,1116,158,77,77,31,10,1673,0,4,11,51,22,4,9,0,3,108,0,3,0,30,14,5,3,0,0,62,0,5,12,51,8,6,0,0,0,83,0,10,8,103,40,19,22,9,4,222,0,3,6,22,12,24,36,9,12,123,0,0,6,16,18,5,0,3,0,43,0,4,6,32,0,0,0,0,0,49,0,0,0,9,3,4,0,0,0,21,0,18,23,78,54,30,21,7,4,225,0,0,0,3,0,9,7,5,4,26,0,10,27,81,33,24,15,0,5,192,0,0,3,64,32,23,13,5,0,137,0,0,0,9,0,0,0,0,0,15,0,0,3,15,10,11,31,29,11,114,16,201,252,813,358,313,133,32,5,2118,0,0,3,17,8,9,0,0,0,36
POA6070,0,0,0,9,5,0,9,13,0,37,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,12,0,0,0,0,4,7,0,0,0,16,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,3,10,8,0,3,3,0,28,0,0,0,0,0,0,0,4,0,12,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,0,17,0,3,0,16,16,15,19,4,4,74,0,0,0,0,0,0,0,0,0,0
POA6071,0,0,0,4,3,4,3,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,0,18,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,24,0,0,0,0,0,0,7,0,0,9,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,16,7,5,39,0,4,3,11,6,22,13,0,0,64,0,0,0,0,0,0,0,0,0,0
POA6072,0,0,0,4,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,4,3,5,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0
POA6073,0,0,0,3,0,10,5,4,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,9,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,17,0,0,0,0,0,0,3,0,4,9,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,8,0,17,0,0,0,15,13,14,15,12,3,76,0,0,0,0,0,0,0,0,0,0
POA6074,0,0,0,0,0,0,3,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,13,7,9,8,0,0,32,0,0,0,0,0,0,3,0,0,3
POA6076,0,0,10,23,28,20,44,37,3,169,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,12,0,0,0,15,13,21,31,33,14,133,3,3,0,11,3,5,7,0,0,36,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,10,55,36,38,32,25,8,219,0,5,0,9,3,30,80,63,45,237,0,0,0,9,11,4,0,0,0,23,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,3,0,0,13,0,0,5,9,16,29,27,11,0,91,0,0,0,0,0,7,5,0,0,10,0,0,0,3,0,7,3,6,3,28,0,0,0,3,0,4,8,0,7,22,0,0,0,6,0,0,0,0,0,6,0,0,7,19,20,20,36,28,13,145,0,33,27,122,128,142,87,26,8,577,0,0,0,0,0,0,0,0,0,0
POA6077,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,8,0,0,0,0,0,5,13,12,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,15,0,0,3,8,6,15,10,4,0,41,0,0,0,0,0,0,0,0,0,3
