POA_CODE_2021,A55_64_UOLSE_VWW_17,A55_64_UOLSE_VWW_18,A55_64_UOLSE_VWW_19,A55_64_UOLSE_VWW_20,A55_64_UOLSE_VWW_21,A55_64_UOLSE_VWW_YNS,A55_64_UOLSE_VWW_T,A55_64_UOLSE_NWNAA_B_05,A55_64_UOLSE_NWNAA_05_10,A55_64_UOLSE_NWNAA_11_15,A55_64_UOLSE_NWNAA_16,A55_64_UOLSE_NWNAA_17,A55_64_UOLSE_NWNAA_18,A55_64_UOLSE_NWNAA_19,A55_64_UOLSE_NWNAA_20,A55_64_UOLSE_NWNAA_21,A55_64_UOLSE_NWNAA_YNS,A55_64_UOLSE_NWNAA_T,A55_64_UOLSE_PinE_NS_B_05,A55_64_UOLSE_PinE_NS_05_10,A55_64_UOLSE_PinE_NS_11_15,A55_64_UOLSE_PinE_NS_16,A55_64_UOLSE_PinE_NS_17,A55_64_UOLSE_PinE_NS_18,A55_64_UOLSE_PinE_NS_19,A55_64_UOLSE_PinE_NS_20,A55_64_UOLSE_PinE_NS_21,A55_64_UOLSE_PinE_NS_YNS,A55_64_UOLSE_PinE_NS_T,A55_64_UOLSE_T_B_05,A55_64_UOLSE_T_05_10,A55_64_UOLSE_T_11_15,A55_64_UOLSE_T_16,A55_64_UOLSE_T_17,A55_64_UOLSE_T_18,A55_64_UOLSE_T_19,A55_64_UOLSE_T_20,A55_64_UOLSE_T_21,A55_64_UOLSE_T_YNS,A55_64_UOLSE_T_T,A55_64_L_PinE_NS_B_05,A55_64_L_PinE_NS_05_10,A55_64_L_PinE_NS_11_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_17,A55_64_L_PinE_NS_18,A55_64_L_PinE_NS_19,A55_64_L_PinE_NS_20,A55_64_L_PinE_NS_21,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B_05,A55_64_T_05_10,A55_64_T_11_15,A55_64_T_16,A55_64_T_17,A55_64_T_18,A55_64_T_19,A55_64_T_20,A55_64_T_21,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B_05,A65_74_SEO_05_10,A65_74_SEO_11_15,A65_74_SEO_16,A65_74_SEO_17,A65_74_SEO_18,A65_74_SEO_19,A65_74_SEO_20,A65_74_SEO_21,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_UOLSE_VWW_B_05,A65_74_UOLSE_VWW_05_10,A65_74_UOLSE_VWW_11_15,A65_74_UOLSE_VWW_16,A65_74_UOLSE_VWW_17,A65_74_UOLSE_VWW_18,A65_74_UOLSE_VWW_19,A65_74_UOLSE_VWW_20,A65_74_UOLSE_VWW_21,A65_74_UOLSE_VWW_YNS,A65_74_UOLSE_VWW_T,A65_74_UOLSE_NWNAA_B_05,A65_74_UOLSE_NWNAA_05_10,A65_74_UOLSE_NWNAA_11_15,A65_74_UOLSE_NWNAA_16,A65_74_UOLSE_NWNAA_17,A65_74_UOLSE_NWNAA_18,A65_74_UOLSE_NWNAA_19,A65_74_UOLSE_NWNAA_20,A65_74_UOLSE_NWNAA_21,A65_74_UOLSE_NWNAA_YNS,A65_74_UOLSE_NWNAA_T,A65_74_UOLSE_PinE_NS_B_05,A65_74_UOLSE_PinE_NS_05_10,A65_74_UOLSE_PinE_NS_11_15,A65_74_UOLSE_PinE_NS_16,A65_74_UOLSE_PinE_NS_17,A65_74_UOLSE_PinE_NS_18,A65_74_UOLSE_PinE_NS_19,A65_74_UOLSE_PinE_NS_20,A65_74_UOLSE_PinE_NS_21,A65_74_UOLSE_PinE_NS_YNS,A65_74_UOLSE_PinE_NS_T,A65_74_UOLSE_T_B_05,A65_74_UOLSE_T_05_10,A65_74_UOLSE_T_06,A65_74_UOLSE_T_16,A65_74_UOLSE_T_17,A65_74_UOLSE_T_18,A65_74_UOLSE_T_19,A65_74_UOLSE_T_20,A65_74_UOLSE_T_21,A65_74_UOLSE_T_YNS,A65_74_UOLSE_T_T,A65_74_L_PinE_NS_B_05,A65_74_L_PinE_NS_05_10,A65_74_L_PinE_NS_11_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_17,A65_74_L_PinE_NS_18,A65_74_L_PinE_NS_19,A65_74_L_PinE_NS_20,A65_74_L_PinE_NS_21,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B_05,A65_74_T_05_10,A65_74_T_11_15,A65_74_T_16,A65_74_T_17,A65_74_T_18,A65_74_T_19,A65_74_T_20,A65_74_T_21,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B_05,A75_84_SEO_05_10,A75_84_SEO_11_15,A75_84_SEO_16,A75_84_SEO_17,A75_84_SEO_18,A75_84_SEO_19,A75_84_SEO_20,A75_84_SEO_21,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_UOLSE_VWW_B_05,A75_84_UOLSE_VWW_05_10,A75_84_UOLSE_VWW_11_15,A75_84_UOLSE_VWW_16,A75_84_UOLSE_VWW_17,A75_84_UOLSE_VWW_18,A75_84_UOLSE_VWW_19,A75_84_UOLSE_VWW_20,A75_84_UOLSE_VWW_21,A75_84_UOLSE_VWW_YNS,A75_84_UOLSE_VWW_T,A75_84_UOLSE_NWNAA_B_05,A75_84_UOLSE_NWNAA_05_10,A75_84_UOLSE_NWNAA_11_15,A75_84_UOLSE_NWNAA_16,A75_84_UOLSE_NWNAA_17,A75_84_UOLSE_NWNAA_18,A75_84_UOLSE_NWNAA_19,A75_84_UOLSE_NWNAA_20,A75_84_UOLSE_NWNAA_21,A75_84_UOLSE_NWNAA_YNS,A75_84_UOLSE_NWNAA_T,A75_84_UOLSE_PinE_NS_B_05,A75_84_UOLSE_PinE_NS_05_10,A75_84_UOLSE_PinE_NS_11_15,A75_84_UOLSE_PinE_NS_16,A75_84_UOLSE_PinE_NS_17,A75_84_UOLSE_PinE_NS_18,A75_84_UOLSE_PinE_NS_19,A75_84_UOLSE_PinE_NS_20,A75_84_UOLSE_PinE_NS_21,A75_84_UOLSE_PinE_NS_YNS,A75_84_UOLSE_PinE_NS_T,A75_84_UOLSE_T_B_05,A75_84_UOLSE_T_05_10,A75_84_UOLSE_T_11_15,A75_84_UOLSE_T_16,A75_84_UOLSE_T_17,A75_84_UOLSE_T_18,A75_84_UOLSE_T_19,A75_84_UOLSE_T_20,A75_84_UOLSE_T_21,A75_84_UOLSE_T_YNS,A75_84_UOLSE_T_T,A75_84_L_PinE_NS_B_05,A75_84_L_PinE_NS_05_10,A75_84_L_PinE_NS_11_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_17,A75_84_L_PinE_NS_18
POA2019,0,0,3,0,0,0,268,36,9,6,3,0,0,6,0,0,5,65,0,0,0,0,0,0,0,0,0,0,0,289,24,10,3,0,0,5,0,0,5,336,0,0,0,0,0,0,0,0,0,0,0,558,33,12,3,0,0,5,0,0,10,625,177,0,0,0,0,3,8,0,0,4,194,203,4,5,0,0,0,0,0,0,0,219,40,5,0,6,4,0,7,3,0,0,58,0,0,0,0,0,0,0,0,0,0,0,245,10,8,6,6,0,7,4,0,0,274,0,0,0,0,0,0,0,0,0,3,8,429,9,9,6,6,3,8,4,0,10,469,72,3,0,0,0,0,0,0,0,0,74,91,0,0,0,0,0,0,0,0,7,96,52,3,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,142,3,0,0,0,0,0,0,0,3,155,0,0,0,0,0,0
POA2020,4,0,3,3,0,12,458,97,13,19,9,0,5,12,17,3,7,175,0,0,0,0,0,0,0,0,0,0,0,502,39,24,5,4,5,21,19,3,17,633,0,0,0,0,0,0,0,0,0,3,3,688,47,31,13,6,3,20,17,3,24,850,130,6,0,0,0,0,0,0,0,7,140,295,3,0,0,0,0,10,3,3,5,321,113,14,17,4,8,7,4,11,0,5,180,0,0,0,0,0,0,0,0,0,0,0,412,19,17,4,8,9,14,12,0,10,496,0,0,0,0,0,0,0,0,0,4,4,535,23,17,4,8,12,14,12,0,16,634,44,0,0,0,0,0,0,0,0,0,42,151,0,0,0,0,0,0,0,0,6,157,135,7,0,0,0,0,0,0,0,9,157,0,0,0,0,0,0,0,0,0,0,0,282,7,0,0,0,0,0,0,0,12,317,0,0,0,0,0,0
POA2021,0,0,0,0,0,0,128,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,119,6,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,538,30,7,5,0,0,5,0,0,5,597,330,0,5,0,0,0,0,0,0,0,339,90,0,0,0,0,0,0,0,0,0,91,7,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,98,3,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,4,0,430,3,4,0,0,0,0,0,0,5,447,207,3,3,0,0,0,0,0,0,7,218,54,0,0,0,0,0,0,0,0,3,61,8,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0
POA2022,0,0,7,0,0,6,216,15,3,5,3,0,0,6,0,0,3,35,0,0,0,0,0,0,0,0,0,0,0,180,20,23,8,0,0,6,0,0,6,246,0,0,0,0,0,0,0,0,0,0,0,485,32,27,9,3,4,7,0,0,10,580,275,8,4,0,0,3,5,0,0,4,304,185,6,5,0,0,0,0,0,0,3,203,28,0,3,0,3,0,0,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,221,4,6,0,3,0,3,3,0,6,242,0,0,0,0,0,0,0,0,0,0,3,498,16,12,0,0,3,3,7,0,15,549,176,9,8,0,0,0,0,4,0,4,203,123,0,0,0,0,0,5,0,0,0,126,34,0,3,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,159,0,3,0,0,0,5,0,0,3,172,5,0,0,0,0,0
POA2023,0,0,0,0,0,0,134,14,0,0,0,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,134,4,5,0,0,0,3,0,0,3,151,0,0,0,0,0,0,0,0,0,0,0,480,19,11,0,0,0,3,0,0,12,526,411,11,7,0,0,0,0,3,0,4,436,117,0,0,0,0,0,0,0,0,5,122,12,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,130,5,3,0,0,0,0,0,0,5,142,0,0,0,0,0,0,0,0,0,0,0,537,12,14,3,0,0,0,3,0,4,577,177,5,5,0,0,0,0,4,0,6,194,57,0,0,0,0,0,0,0,0,0,60,7,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,65,4,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0
POA2024,0,0,0,0,0,0,100,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,98,0,4,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,388,14,8,0,4,0,0,0,4,3,422,201,0,6,0,3,0,3,0,0,0,212,101,0,0,0,0,0,0,0,0,0,103,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,4,114,0,0,0,0,0,0,0,0,0,4,4,304,0,8,0,3,0,3,0,0,12,332,117,0,0,0,0,0,0,0,0,6,126,85,0,0,0,0,0,0,0,0,3,86,10,0,0,0,0,0,0,0,0,10,29,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,14,118,0,0,0,0,0,0
POA2025,0,0,0,0,0,3,57,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,50,0,3,0,0,0,0,0,0,3,64,0,0,0,0,0,0,0,0,0,3,3,242,18,15,0,0,0,3,0,0,4,284,208,3,0,0,0,0,4,0,0,6,219,44,0,0,0,0,0,0,0,0,3,49,16,0,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,55,0,0,3,0,0,0,0,0,3,62,0,0,0,0,0,0,0,0,0,5,5,263,3,0,3,0,0,4,0,0,13,285,131,5,0,0,0,0,0,0,0,4,140,43,0,0,0,0,0,0,0,0,0,44,12,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0
POA2026,0,0,0,0,0,0,307,15,3,0,0,0,0,3,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,307,12,5,8,0,5,6,3,0,4,343,0,0,0,0,0,0,0,0,0,0,0,1007,41,12,7,0,3,6,3,0,13,1097,552,4,9,0,0,0,4,0,0,0,573,302,0,5,0,0,0,0,0,0,0,312,35,6,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,344,3,3,0,0,0,0,0,0,5,359,0,0,0,0,0,0,0,0,0,10,10,894,10,15,0,0,0,4,5,0,11,936,299,9,11,3,0,0,4,0,0,7,332,225,0,4,0,0,0,0,0,0,7,234,60,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,285,0,4,0,0,0,0,0,0,7,298,0,0,0,0,0,0
POA2027,0,0,0,3,0,0,104,10,0,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,102,3,8,0,0,0,9,4,0,0,123,0,0,0,0,0,0,0,0,0,0,0,319,16,21,5,0,0,6,8,0,12,387,264,7,4,4,0,0,0,4,0,10,297,90,0,0,0,0,0,0,0,0,3,98,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,90,4,0,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,354,9,5,4,0,0,0,4,0,14,402,235,9,0,0,0,0,3,0,0,8,254,59,0,0,0,0,0,0,0,0,0,61,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0
POA2028,0,0,0,0,0,0,56,5,5,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,53,3,8,0,0,0,6,0,0,3,62,0,0,0,0,0,0,0,0,0,0,0,164,16,11,0,0,0,6,0,0,0,192,173,0,0,0,0,0,0,0,0,5,192,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,239,4,0,0,0,0,5,0,0,5,256,109,9,0,0,0,0,0,0,0,0,118,32,0,0,0,0,0,0,0,0,0,41,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,7,0,0,0,46,0,0,0,0,0,0
POA2029,0,0,0,0,0,0,140,9,6,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,136,19,5,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,477,44,11,0,0,3,3,0,0,8,549,333,8,3,0,0,0,0,3,0,4,356,115,0,0,0,0,0,0,0,0,0,117,20,5,7,0,0,0,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,131,5,7,0,0,0,0,3,0,0,145,0,0,0,0,0,0,0,0,0,0,3,468,14,10,0,0,0,0,8,0,8,507,235,14,8,0,5,0,0,7,0,4,268,81,0,0,0,0,0,0,0,0,3,88,17,0,0,0,4,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,4,0,0,0,0,3,108,0,0,0,0,0,0
POA2030,0,0,0,0,0,0,236,17,3,3,0,0,6,5,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,236,8,9,0,4,6,5,3,0,0,271,0,0,0,0,0,0,0,0,0,0,0,865,45,19,3,0,5,7,6,0,9,969,437,13,10,0,0,0,5,3,0,8,476,224,0,0,0,0,0,0,0,0,6,225,19,6,6,3,0,0,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,3,246,6,6,3,0,0,3,0,0,5,273,0,0,0,0,0,0,0,0,0,0,3,686,19,15,3,5,0,3,6,0,15,753,254,19,5,0,0,0,0,0,0,9,291,119,3,0,0,0,0,0,0,0,7,130,20,3,0,0,0,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,134,4,0,0,0,0,0,3,0,10,157,0,0,0,0,0,0
POA2031,0,7,5,0,0,8,440,33,3,4,0,0,0,4,6,0,0,52,0,0,0,0,0,0,0,0,0,0,0,424,24,14,3,0,7,11,6,4,9,494,0,0,0,0,0,0,0,0,0,0,4,1223,65,34,0,4,4,11,6,4,16,1373,583,12,8,0,0,0,3,0,0,6,613,353,3,0,5,0,0,0,0,0,6,371,59,6,8,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,413,7,8,3,5,0,4,0,0,6,448,6,0,0,0,0,0,0,0,0,11,13,997,21,16,4,5,0,4,0,0,25,1076,330,7,6,0,0,0,3,0,0,16,364,260,0,6,0,0,0,0,0,0,0,269,66,0,8,0,0,0,5,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,320,3,7,0,0,0,6,0,0,4,345,0,0,0,0,0,0
POA2032,0,0,0,0,0,0,368,70,9,5,0,0,5,12,6,0,6,114,0,0,0,0,0,0,0,0,0,0,5,405,33,13,0,0,5,12,4,0,6,484,0,0,0,0,0,0,0,0,0,0,3,649,41,17,4,0,5,12,5,0,7,740,183,5,0,0,0,4,0,0,0,3,193,316,0,0,0,0,0,6,0,0,3,333,94,16,4,0,0,0,9,4,0,5,137,0,0,0,0,0,0,0,0,0,0,0,412,19,7,7,0,3,13,4,0,10,468,0,0,0,0,0,0,0,0,0,0,0,594,23,7,7,0,3,13,4,0,11,663,96,0,0,0,0,0,0,0,0,0,100,234,0,0,3,0,0,0,0,0,0,241,143,5,4,0,0,0,0,0,0,3,162,0,0,0,0,0,0,0,0,0,0,0,371,5,4,3,0,0,3,6,0,6,401,0,0,0,0,0,0
POA2033,0,0,0,0,0,5,234,34,8,3,0,0,3,0,0,0,3,52,0,0,0,0,0,0,0,0,0,0,0,234,17,14,0,3,3,0,0,0,8,285,0,0,0,0,0,0,0,0,0,0,0,412,21,16,0,5,3,4,0,0,11,471,142,0,7,0,0,0,0,0,0,0,150,164,0,6,0,0,0,0,0,0,5,180,45,0,9,0,6,0,5,5,0,0,63,0,0,0,0,0,0,0,0,0,0,0,206,0,13,0,3,0,9,3,0,9,243,0,0,0,0,0,0,0,0,0,0,0,358,3,23,0,3,0,9,3,0,4,397,88,6,0,0,0,0,0,0,0,4,101,114,0,0,0,0,0,0,3,0,4,125,35,9,0,0,0,0,0,0,0,6,52,0,0,0,0,0,0,0,0,0,0,0,154,6,0,0,0,0,0,3,0,16,173,0,0,0,0,0,0
POA2034,0,0,0,0,0,0,253,19,5,3,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,252,11,11,0,4,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,716,35,23,3,4,5,0,0,0,10,799,333,6,0,0,0,0,0,0,0,5,352,201,0,0,0,0,0,0,0,0,7,208,54,6,6,0,0,0,4,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,258,7,6,0,0,0,3,0,0,6,284,0,0,0,0,0,0,0,0,0,0,5,597,9,8,0,0,0,3,0,0,17,639,166,0,0,0,0,0,0,3,0,5,182,136,0,0,0,0,0,0,0,0,0,137,42,3,0,0,0,0,4,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,184,3,0,0,0,0,4,0,0,0,194,0,0,0,0,0,0
POA2035,8,3,3,0,0,14,916,138,24,21,0,0,3,5,6,0,6,206,3,0,0,0,0,0,0,0,0,3,4,964,68,34,5,4,4,8,11,0,16,1122,0,0,0,0,0,0,0,0,0,5,6,1639,92,51,4,7,4,18,11,0,33,1861,501,13,6,0,0,0,5,0,0,9,533,818,15,8,3,3,5,4,4,0,5,863,210,28,14,3,4,3,13,8,0,6,297,4,0,0,0,0,0,0,0,0,0,6,1029,36,23,3,7,8,23,7,0,18,1158,0,0,0,0,0,0,0,0,0,13,15,1532,53,28,3,7,10,25,8,0,40,1704,293,12,8,4,0,0,0,0,0,4,321,588,0,4,0,0,0,6,0,4,13,615,281,17,11,0,0,0,4,3,0,7,323,0,0,0,0,0,0,0,0,0,0,0,871,15,15,0,3,0,7,3,4,21,939,0,0,0,0,0,0
POA2036,7,3,4,4,0,11,953,120,24,17,8,3,7,9,10,3,6,199,0,0,0,0,0,0,0,0,0,0,0,975,69,43,5,5,9,16,15,3,19,1151,0,0,0,0,0,0,0,0,0,40,42,1586,99,58,5,7,10,23,15,3,70,1873,631,3,3,0,0,0,0,0,0,6,652,642,8,8,0,0,0,3,4,4,3,672,191,20,22,7,0,0,7,4,0,3,253,0,0,0,0,0,0,0,0,0,0,0,833,29,26,4,0,0,10,5,0,9,930,6,0,0,0,0,0,0,0,0,27,28,1468,30,33,10,0,0,10,5,0,49,1609,304,15,9,0,0,0,0,0,0,10,348,378,0,6,0,0,0,3,0,0,10,398,157,22,7,0,0,0,0,0,0,4,205,4,0,0,0,0,0,0,0,0,3,5,544,26,13,0,0,0,9,0,0,13,605,10,0,0,0,0,0
POA2037,0,3,0,4,0,8,219,64,8,9,3,3,0,15,3,0,3,106,0,0,0,0,0,0,0,0,0,0,0,247,18,18,5,6,5,14,3,0,7,328,0,0,0,0,0,0,0,0,0,0,0,648,41,32,7,6,5,15,5,0,15,775,287,3,5,0,0,0,0,0,0,0,308,157,4,3,0,0,0,0,0,0,5,172,76,0,4,6,0,0,0,5,0,5,96,5,0,0,0,0,0,0,0,0,0,5,241,4,8,6,0,0,0,5,0,6,268,0,0,0,0,0,0,0,0,0,0,0,530,7,11,6,0,0,0,5,0,12,572,133,0,0,0,0,0,0,0,0,0,144,65,0,0,0,0,0,0,0,0,0,71,64,6,3,0,0,0,3,0,0,0,72,3,0,0,0,0,0,0,0,0,0,3,129,6,7,0,0,0,3,0,0,0,147,0,0,0,0,0,0
POA2038,0,0,0,0,0,0,73,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,286,8,3,0,0,0,0,0,0,4,308,199,4,0,0,0,0,0,0,0,9,209,60,0,0,0,0,0,0,0,0,0,71,17,0,3,3,0,0,0,0,0,6,30,0,0,0,0,0,0,0,0,0,0,0,86,0,3,3,0,0,0,0,0,3,95,0,0,0,0,0,0,0,0,0,0,0,280,7,0,3,0,0,0,0,0,12,301,69,0,3,0,0,0,0,0,0,5,77,45,0,0,0,0,0,0,0,0,4,49,18,0,6,0,0,0,0,0,0,11,29,0,0,0,0,0,0,0,0,0,0,0,60,0,6,0,0,0,0,0,0,9,74,0,0,0,0,0,0
POA2039,0,0,0,0,0,0,88,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,86,3,0,0,0,3,0,0,0,3,98,0,0,0,0,0,0,0,0,0,0,0,343,14,9,0,3,4,0,0,0,9,392,183,4,0,0,0,0,0,0,0,5,202,42,0,0,0,0,0,0,0,0,0,47,12,0,5,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,56,0,5,0,0,3,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,239,4,6,0,4,4,0,0,0,8,264,90,0,0,0,0,0,0,0,0,0,92,24,0,0,0,0,0,0,0,0,0,28,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,3,39,0,0,0,0,0,0
POA2040,5,0,0,0,0,3,243,30,0,0,0,0,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,254,11,3,0,5,0,0,0,0,14,287,0,0,0,0,0,0,0,0,0,0,0,772,43,14,0,5,0,0,0,0,11,855,394,12,0,0,0,5,3,0,0,0,416,261,0,0,0,0,0,0,0,0,10,279,48,4,5,0,4,0,3,3,0,3,67,0,0,0,0,0,0,0,0,0,0,0,312,4,13,4,4,0,3,3,0,15,342,0,0,0,0,0,0,0,0,0,0,0,703,13,9,8,4,5,0,6,0,16,761,128,0,0,0,0,0,0,0,0,4,133,189,0,0,0,0,0,0,0,0,7,199,124,3,4,0,0,0,0,0,0,5,138,0,0,0,0,0,0,0,0,0,0,0,314,3,4,0,0,0,5,0,0,20,339,0,0,0,0,0,0
POA2041,0,0,0,0,0,0,109,14,3,3,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,115,14,6,0,0,5,0,0,0,5,133,0,0,0,0,0,0,0,0,0,0,0,640,39,26,4,3,7,5,5,3,7,735,432,3,6,0,4,0,0,0,0,7,461,84,0,0,0,0,0,0,0,0,0,84,6,0,0,0,6,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,3,90,0,0,0,6,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,526,3,13,0,4,0,0,0,0,10,557,221,4,0,0,0,0,0,0,0,4,234,38,0,0,0,0,0,0,0,0,0,42,30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0
POA2042,0,0,0,0,0,3,142,46,3,3,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,165,12,6,0,0,0,0,3,0,3,194,0,0,0,0,0,0,0,0,0,4,4,587,25,9,0,0,0,0,4,0,13,653,226,3,0,0,0,0,0,0,0,8,234,121,0,4,0,0,0,0,0,0,5,125,41,4,4,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,165,3,4,0,0,0,0,0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,393,10,9,0,0,0,0,0,0,10,416,70,0,0,0,0,0,0,0,0,0,75,66,0,0,0,0,0,0,0,0,0,72,72,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0
POA2043,0,6,0,0,4,3,82,15,5,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,81,5,0,0,0,5,0,0,4,3,103,0,0,0,0,0,0,0,0,0,0,0,292,13,9,0,3,7,0,0,4,9,333,84,0,0,0,0,0,0,0,0,0,85,38,0,0,0,0,0,0,0,0,0,36,14,0,3,0,0,0,8,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,47,0,3,0,0,0,8,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,128,0,6,0,0,0,8,0,0,5,149,36,0,0,0,0,0,0,0,0,0,40,18,0,0,0,0,0,0,0,0,0,23,20,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,39,0,4,0,0,0,0,0,0,0,40,0,0,0,0,0,0
POA2044,0,0,0,0,0,10,141,38,0,3,0,0,0,0,0,0,6,50,0,0,0,0,0,0,0,0,0,0,0,172,7,3,0,0,0,0,0,0,7,192,0,0,0,0,0,0,0,0,0,0,0,297,15,9,0,0,0,0,0,0,12,336,86,0,0,0,0,0,0,0,0,0,83,141,0,4,0,0,0,0,0,0,3,144,89,4,0,0,0,0,0,0,0,3,99,0,0,0,0,0,0,0,0,0,0,0,227,3,3,0,0,0,0,0,0,9,242,0,0,0,0,0,0,0,0,0,0,0,312,10,3,0,0,0,0,0,0,6,332,47,0,0,0,0,0,0,0,0,0,48,54,0,0,0,0,0,0,0,0,0,56,81,0,0,0,0,0,0,0,0,7,88,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,3,0,0,4,143,0,0,0,0,0,0
