POA_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
POA5580,3,0,0,0,0,16,50,19,16,0,26,11,0,0,16,11,27,206,12,327,0,0,0,0,0,0,0,0,0,0,0,0,11,16,55,26,18,0,29,17,5,10,20,6,27,202,22,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,7,5,0,0,0,10,3,0,0,0,6,0,0,0,7,5,0,0,0,10,52,22,16,0,24,15,5,10,18,4,26,147,13,275,0,0,0,0,0,0,0,0,0,0,0,0,5,10,55,22,18,0,29,17,5,10,20,6,27,152,19,299
POA5581,9,0,13,0,0,33,103,39,32,0,48,32,4,15,34,0,37,272,15,514,0,0,0,0,0,0,0,0,0,0,0,0,14,22,118,40,35,4,51,36,4,18,41,8,52,280,34,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,7,0,0,4,0,0,9,0,6,12,0,28,13,4,7,0,0,4,0,0,9,0,6,12,0,28,108,38,30,4,51,30,4,21,38,8,54,240,17,483,0,0,0,0,0,0,0,0,0,0,0,0,20,21,118,39,35,4,51,36,4,18,41,8,52,246,34,531
POA5582,19,4,15,5,4,47,92,61,26,0,41,41,7,11,50,7,33,278,11,527,0,0,0,0,0,0,0,0,0,0,0,0,22,24,117,65,29,4,51,48,11,14,66,16,47,281,36,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,4,0,3,7,3,3,5,0,5,3,0,18,12,6,4,0,3,7,3,3,5,0,5,3,0,18,104,59,27,4,51,47,12,16,57,9,36,211,14,475,6,0,0,0,0,0,0,0,3,0,0,0,22,26,117,60,29,4,51,48,11,14,73,16,44,213,36,521
POA5583,28,3,31,0,4,91,115,53,33,3,71,42,7,21,72,6,51,356,23,686,3,0,0,0,4,0,0,0,4,0,0,0,58,64,157,66,39,7,98,66,13,37,101,12,83,356,79,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,3,0,6,8,3,0,16,0,9,8,0,51,18,5,3,0,6,8,3,0,16,0,9,8,0,55,135,59,35,5,90,56,12,28,78,12,73,285,17,647,7,0,3,0,3,3,0,0,3,0,0,5,51,62,157,65,39,7,98,66,13,29,97,12,83,298,67,755
POA5600,117,22,198,41,3,427,570,540,160,7,331,215,42,102,388,34,384,3372,193,5434,12,3,0,0,4,3,0,0,4,0,7,25,241,287,729,617,213,84,429,328,80,162,509,55,584,3440,437,6150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,6,0,12,21,6,8,8,0,13,38,4,97,18,7,6,0,12,21,6,8,8,0,13,38,4,97,659,521,193,41,395,248,70,148,451,44,435,2615,154,4763,46,6,12,39,19,59,6,3,44,3,81,13,199,302,729,535,211,84,425,326,76,162,499,55,529,2669,360,5168
POA5601,3,0,0,0,0,6,12,9,4,0,10,10,0,5,5,5,10,46,0,79,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,9,4,0,11,12,0,3,3,5,11,46,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,4,0,11,12,0,3,3,5,11,44,0,83,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,9,4,0,11,12,0,3,3,5,11,45,3,91
POA5602,18,5,37,12,0,83,134,107,48,0,69,57,10,25,74,5,62,709,40,1118,0,0,0,0,3,0,0,0,0,0,0,6,130,143,179,122,61,10,86,66,14,32,91,15,92,727,176,1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,10,0,6,4,0,3,6,0,3,20,4,45,12,7,10,0,6,4,0,3,6,0,3,20,4,45,163,104,53,12,78,60,11,28,85,15,82,525,37,959,4,0,0,0,4,0,0,0,3,3,0,10,106,124,179,108,61,10,86,66,14,32,89,15,82,546,148,1122
POA5603,4,0,7,0,0,11,44,30,15,0,30,24,0,6,37,0,19,244,0,376,0,0,0,0,0,0,0,0,0,0,0,3,23,29,44,37,16,0,34,21,3,4,39,6,22,247,28,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,0,10,3,0,0,0,0,4,0,0,0,0,0,4,0,10,41,27,18,0,28,22,0,7,35,6,19,174,0,304,0,0,0,0,0,0,0,0,0,0,0,3,22,28,42,29,16,0,34,21,3,4,38,6,22,179,27,335
POA5604,3,5,0,0,0,13,15,17,8,0,8,6,0,3,20,0,11,125,0,186,0,0,0,0,0,0,0,0,0,0,0,0,17,21,18,16,12,0,12,14,5,6,20,5,11,122,20,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,4,18,17,12,0,14,10,5,5,18,5,11,105,0,174,0,0,0,0,0,0,0,0,0,0,0,0,17,16,18,17,12,0,12,14,5,6,20,5,11,105,17,191
POA5605,35,17,51,5,7,158,176,141,68,7,121,90,17,44,152,14,89,942,39,1573,3,0,0,0,4,0,0,0,0,0,0,5,103,119,234,159,86,37,161,137,25,48,184,26,142,959,149,1852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,9,0,12,21,4,5,11,6,9,22,0,64,15,5,9,0,12,21,4,5,11,6,9,22,0,64,212,137,68,29,145,105,21,43,175,23,133,704,44,1405,4,3,7,6,3,13,0,0,0,0,0,8,77,109,234,146,86,37,161,135,25,48,184,26,143,734,119,1581
POA5606,220,69,306,108,47,939,1007,1153,342,23,622,451,74,216,967,70,735,8145,503,12575,8,12,5,0,15,13,6,4,16,3,9,70,824,945,1286,1302,439,146,795,626,113,323,1199,136,1050,8326,1377,14459,0,0,0,0,0,0,0,0,0,0,0,4,4,11,78,29,35,16,47,57,6,31,43,7,43,131,7,340,81,29,35,16,47,57,6,31,43,7,43,136,8,345,1194,1096,400,129,739,546,108,280,1103,129,899,6091,445,10750,11,12,3,4,3,9,0,5,12,5,5,45,662,755,1284,1133,439,146,787,617,113,322,1157,136,942,6268,1115,11850
POA5607,36,20,63,20,6,166,417,367,122,0,200,158,16,88,297,24,227,3145,144,4634,6,5,0,0,4,0,0,0,6,0,0,28,512,558,463,391,150,11,228,184,22,111,334,38,298,3201,667,5360,0,0,0,0,0,0,0,0,0,0,0,3,0,7,29,10,8,0,19,17,0,12,13,4,9,50,8,132,29,16,8,0,16,17,0,9,18,4,10,53,8,133,425,318,139,5,200,168,19,90,309,34,258,2227,119,3658,8,0,3,0,8,4,3,5,0,3,4,29,449,498,463,334,153,11,223,184,22,105,332,38,274,2311,574,4289
POA5608,377,98,426,81,15,1131,1224,1301,315,29,918,476,98,307,1195,95,748,6204,416,10848,24,15,4,3,23,4,5,13,27,0,13,45,940,1059,1702,1568,430,126,1210,675,170,479,1599,195,1183,6336,1375,13041,0,0,0,0,0,0,0,0,0,0,0,0,0,5,53,16,16,10,52,30,8,29,43,15,43,85,11,246,53,16,16,10,52,30,8,29,43,15,43,84,6,249,1606,1302,394,113,1117,617,158,423,1476,179,1013,4493,318,9525,43,25,10,7,24,25,6,18,33,8,18,52,742,906,1695,1349,426,121,1201,669,171,467,1544,195,1079,4635,1067,10675
POA5609,22,5,33,9,4,88,111,185,30,4,90,54,9,26,140,0,105,1197,57,1807,0,0,0,0,0,0,0,0,0,0,0,5,59,66,147,205,47,12,105,70,20,36,163,6,141,1210,118,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,5,5,0,0,7,0,5,17,3,31,3,3,4,0,5,5,0,0,7,0,5,15,3,33,146,165,44,8,97,65,13,33,150,6,110,822,46,1432,0,0,0,0,0,0,0,0,0,0,0,4,45,54,147,174,47,12,103,74,20,36,157,6,117,849,94,1515
POA5611,8,0,6,0,0,15,10,8,4,0,9,4,3,3,5,3,10,48,0,82,3,0,0,0,0,0,0,0,3,0,0,0,13,21,23,15,4,0,17,8,4,10,19,3,13,46,13,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,9,15,16,4,0,16,4,4,10,20,4,13,28,0,82,0,0,0,0,0,0,0,0,0,0,0,0,11,16,23,15,4,0,17,8,4,10,19,3,13,34,11,106
POA5630,4,0,0,0,0,3,9,13,0,0,6,5,0,0,6,0,6,78,3,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,0,0,6,5,0,0,12,0,6,82,3,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,5,3,0,0,0,5,0,0,0,0,0,0,0,0,5,11,15,0,0,4,5,0,0,9,0,11,58,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,9,5,0,0,12,0,6,64,3,104
POA5631,9,10,20,3,0,47,88,116,24,3,55,38,0,16,71,9,42,638,21,976,0,5,0,0,0,0,0,0,0,0,0,7,33,46,105,121,31,17,61,50,0,27,79,13,63,647,60,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,0,5,8,0,22,5,0,0,0,0,3,0,0,5,0,5,8,0,17,101,105,31,18,61,40,0,24,71,10,56,442,21,776,0,0,0,0,0,0,0,0,0,0,0,0,28,36,105,104,31,17,63,50,0,27,79,13,59,450,50,834
POA5632,0,0,0,0,0,4,8,18,4,0,3,5,0,3,10,0,14,158,8,220,0,0,0,0,0,0,0,0,0,0,0,0,14,14,8,20,4,0,3,5,0,3,16,0,14,158,20,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,19,4,0,6,5,0,0,10,0,10,97,3,155,0,0,0,0,0,0,0,0,0,0,0,0,14,14,8,19,4,0,3,5,0,3,10,0,10,101,17,163
POA5633,0,0,0,0,0,11,24,24,5,0,10,15,0,5,15,3,11,185,0,261,0,0,0,0,0,0,0,0,0,0,0,0,17,16,25,20,5,0,14,17,0,8,21,3,10,185,21,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,18,3,0,12,17,0,5,14,3,11,124,0,204,0,0,0,0,0,0,0,0,0,0,0,3,16,20,25,18,5,0,14,17,0,8,14,3,11,124,17,221
POA5640,6,7,23,8,0,68,72,85,26,3,40,30,4,11,42,8,33,613,23,877,0,3,0,0,0,0,0,0,0,0,0,5,70,80,95,105,36,15,54,40,4,19,56,11,59,627,90,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,3,10,0,16,6,0,0,0,0,7,0,0,0,0,3,10,0,16,85,88,31,11,48,34,4,14,49,11,46,452,21,749,0,0,0,3,0,0,0,0,0,0,3,5,65,72,92,92,34,15,54,40,4,19,56,11,53,460,82,836
POA5641,17,5,17,0,0,49,79,97,42,4,51,29,10,15,60,0,35,577,25,887,0,0,0,0,0,0,0,0,0,0,0,3,61,70,95,114,47,10,63,43,22,17,76,7,54,583,89,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,6,0,13,3,0,3,0,0,3,0,3,0,0,0,6,0,14,93,86,46,8,54,36,22,16,69,7,54,407,21,720,0,0,0,0,0,0,0,0,0,0,0,4,53,57,95,92,47,10,57,40,22,17,76,7,50,409,77,788
POA5642,3,0,3,0,0,7,17,21,0,0,3,3,0,3,8,0,9,147,6,207,0,0,0,0,0,0,0,0,0,0,0,0,25,25,17,22,0,0,3,3,0,6,16,0,12,150,30,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,0,0,3,3,0,6,16,0,8,114,0,165,0,0,0,0,0,0,0,0,0,0,0,0,19,13,17,15,0,0,3,3,0,6,16,0,12,117,17,190
POA5650,0,0,0,0,0,0,5,17,3,0,4,9,0,3,5,0,6,87,9,139,0,0,0,0,0,0,0,0,0,0,0,0,25,26,5,16,3,0,4,9,0,3,9,0,3,89,41,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,3,0,3,4,0,0,9,0,4,58,7,96,0,0,0,0,0,0,0,0,0,0,0,0,16,20,5,11,3,0,4,9,0,3,9,0,3,58,30,124
POA5651,0,0,0,0,0,5,5,6,0,0,0,5,0,0,0,0,0,40,7,57,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,6,0,0,0,5,0,0,0,0,3,42,6,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,5,0,0,0,0,0,35,7,52,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,6,0,0,0,5,0,0,0,0,0,35,6,54
POA5652,4,4,7,3,0,30,36,48,11,0,21,13,0,3,32,5,26,409,14,579,0,0,0,0,0,0,0,0,0,0,0,4,49,50,45,53,16,3,31,26,4,6,35,9,30,409,60,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,11,38,50,16,3,26,17,4,6,27,4,32,290,14,465,0,0,0,0,0,0,0,0,0,0,0,0,40,41,45,50,16,3,30,26,4,6,30,9,32,293,54,518
POA5653,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,4,35,7,54,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,3,0,4,0,0,3,6,0,4,35,15,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,6,0,4,24,7,46,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,4,0,0,3,6,0,4,20,13,49
POA5654,0,0,5,0,0,9,19,12,3,0,13,11,0,0,9,0,7,128,6,193,0,0,0,0,0,0,0,0,0,0,0,0,29,29,18,11,3,0,13,14,4,4,11,0,14,131,32,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,6,0,0,0,0,5,3,0,0,0,0,0,0,0,6,19,7,3,0,10,9,0,0,8,0,11,97,5,155,4,0,0,0,0,0,4,0,0,0,0,0,19,24,18,7,3,0,13,14,4,4,11,0,11,97,21,184
POA5655,0,0,0,0,0,0,4,12,0,0,0,4,0,0,3,0,9,80,0,95,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,12,0,0,0,4,0,0,4,0,7,78,5,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,4,0,0,4,0,7,48,0,69,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,5,0,0,0,4,0,0,4,0,7,51,5,78
POA5660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,36,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,31,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,33
POA5661,0,0,0,0,0,5,6,0,0,0,7,3,0,0,5,0,7,89,0,113,0,0,0,0,0,0,0,0,0,0,0,0,31,31,10,0,0,0,10,4,0,0,5,0,9,89,29,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,4,0,0,5,0,6,58,0,83,0,0,0,0,0,0,0,0,0,0,0,0,19,20,10,0,0,0,10,4,0,0,5,0,5,58,22,108
POA5670,14,0,8,3,0,37,43,37,11,3,22,22,6,5,37,3,23,266,15,421,3,0,0,0,0,0,0,0,0,0,0,0,32,39,59,40,15,16,31,26,4,12,50,3,29,270,44,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,9,55,30,10,17,25,26,4,10,45,3,23,192,5,353,0,0,0,0,0,0,0,0,0,0,0,5,29,29,57,31,16,16,25,26,4,10,48,3,27,199,33,395
POA5671,0,0,5,0,0,5,18,8,6,0,9,5,4,5,6,0,12,108,0,146,0,0,0,0,0,0,0,0,0,0,0,0,15,18,20,8,6,0,8,6,4,6,7,0,11,104,15,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,9,6,0,8,4,4,6,5,0,6,75,0,115,0,0,0,0,0,0,0,0,0,0,0,3,11,19,20,9,6,0,8,6,4,6,7,0,6,78,11,139
POA5680,22,8,22,5,0,92,193,149,58,0,88,86,17,35,120,14,93,1210,62,1869,3,3,0,0,0,4,0,0,0,0,0,7,141,162,230,168,70,14,110,109,22,44,140,22,115,1226,204,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,4,12,0,6,10,4,5,16,4,54,15,3,0,0,4,12,0,6,10,4,5,16,4,54,215,139,71,14,105,90,22,42,125,16,103,907,51,1575,5,0,0,0,0,3,0,0,0,0,0,14,116,138,230,144,70,14,106,104,22,44,137,22,111,940,173,1761
POA5690,20,12,45,11,0,143,227,248,77,0,204,134,29,46,188,19,138,2274,188,3375,0,7,0,0,5,7,0,0,13,0,6,59,353,438,267,267,101,20,238,164,33,62,220,27,190,2346,550,3954,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,7,9,0,13,9,4,7,8,0,12,21,0,67,17,7,9,0,13,9,4,7,11,0,11,21,0,72,242,221,85,9,218,142,33,58,203,25,151,1668,129,2727,4,6,3,8,6,10,0,0,3,4,8,37,275,345,267,235,101,20,238,161,33,63,216,27,175,1726,414,3143
POA5700,194,55,249,56,16,778,907,1104,272,12,703,383,111,179,788,70,581,5635,411,9326,10,14,3,0,8,7,4,6,11,3,3,62,835,932,1220,1271,346,107,896,540,171,287,997,125,841,5757,1254,11042,0,0,0,0,0,0,0,0,0,0,0,0,0,6,61,30,25,8,63,36,5,18,45,3,27,72,6,225,61,27,21,8,63,37,5,18,47,3,34,74,6,238,1144,1035,321,101,815,490,161,255,905,115,708,4182,289,8003,14,15,9,0,14,8,0,9,15,5,4,50,670,766,1216,1074,347,107,891,534,169,284,961,125,747,4305,968,9007
POA5701,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,15,0,17,0,0,0,0,0,0,0,0,0,0,0,0,14,9,4,3,0,0,4,0,0,6,0,0,0,11,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,3,0,0,4,0,0,6,0,0,0,11,7,30
POA5710,22,0,30,10,0,83,153,233,43,0,106,66,16,16,147,6,120,1305,41,1987,0,0,0,0,0,0,0,0,0,0,0,6,716,718,188,249,60,9,119,83,18,25,164,11,151,1319,756,2793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,5,4,3,3,13,0,6,15,0,38,7,0,3,0,6,4,3,3,13,0,6,16,0,41,178,194,54,7,114,75,18,23,152,13,132,896,29,1549,0,0,0,0,0,0,0,0,0,0,3,9,679,694,188,197,60,9,119,81,18,25,164,11,139,924,711,2282
POA5713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12
POA5715,0,0,0,4,0,4,3,0,0,0,0,0,0,3,0,0,0,23,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,22,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,14,0,21
POA5717,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,4,18,0,30,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0,0,0,4,0,0,0,3,0,4,18,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,14,0,25,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0,0,0,4,0,0,0,0,0,4,14,9,27
POA5719,0,0,0,0,0,0,3,5,0,0,0,5,0,0,6,0,3,32,4,50,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,5,0,0,0,5,0,0,6,0,3,32,13,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,6,0,3,31,4,46,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,5,0,0,0,5,0,0,6,0,3,31,9,52
POA5720,5,0,6,0,0,11,11,21,5,0,14,10,0,5,14,0,13,145,8,216,0,0,0,0,0,0,0,0,0,0,0,0,31,29,17,21,5,0,13,14,0,8,18,6,15,142,35,252,0,0,0,0,0,0,0,0,0,0,0,20,0,23,0,0,0,0,6,0,0,0,0,0,0,4,0,7,3,0,0,0,6,0,0,0,0,0,0,19,0,30,10,19,9,0,6,7,0,8,17,6,7,109,3,173,0,0,0,0,0,0,0,0,0,0,0,0,30,32,17,19,5,0,13,14,0,8,17,6,13,131,38,229
POA5722,9,0,13,0,0,26,33,26,6,0,20,21,3,13,20,0,13,109,11,220,0,0,0,0,0,0,0,0,0,0,0,0,21,23,45,34,13,0,24,26,3,23,28,0,23,111,27,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,11,3,0,0,0,0,0,0,0,0,0,0,3,0,11,39,34,13,0,23,24,3,23,31,0,17,87,7,211,0,0,0,0,0,0,0,0,0,0,0,0,17,19,45,30,13,0,24,23,3,23,28,0,20,95,22,235
