POA_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA5161,3726,9056,440,649,32,74,469,725,14,10,0,0,0,0,0,0,0,3,12,10,0,0,0,0,0,0,0,0,0,0,5,8,4212,9804,196,..,4403,9804
POA5162,12190,30500,1619,2381,155,284,1770,2667,68,96,0,0,0,0,0,0,6,23,72,114,12,17,125,169,0,0,0,4,136,190,14,25,14180,33496,694,..,14874,33496
POA5163,5175,12910,448,698,38,102,490,804,98,132,0,0,0,0,0,0,6,12,103,144,0,0,0,0,0,0,0,0,0,0,4,6,5768,13854,296,..,6067,13854
POA5164,1637,3786,413,706,55,110,473,822,0,0,8,8,17,25,0,0,0,0,25,32,0,0,0,0,0,0,0,0,0,0,0,0,2130,4637,195,..,2327,4637
POA5165,1966,4524,282,427,207,457,486,884,34,67,0,0,31,53,0,0,3,7,68,123,14,19,0,8,0,3,0,3,16,28,5,13,2545,5569,244,..,2789,5569
POA5166,763,1676,51,66,5,17,53,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,1757,88,..,906,1757
POA5167,2131,5279,63,95,60,135,124,232,234,347,0,0,0,0,0,0,3,10,237,355,0,0,0,0,0,0,0,3,0,3,4,12,2503,5885,208,..,2705,5885
POA5168,2055,5020,106,150,37,79,141,229,83,117,38,49,0,0,0,0,3,5,124,173,0,0,0,0,0,0,0,0,0,0,7,8,2330,5428,141,..,2468,5428
POA5169,6817,17850,198,305,88,169,287,476,461,758,0,0,0,0,0,0,0,4,462,760,13,25,17,29,0,0,0,0,30,55,13,24,7612,19165,418,..,8030,19165
POA5170,477,1098,0,0,0,0,0,5,13,23,0,0,0,0,0,0,0,0,13,23,0,0,0,0,0,0,0,0,0,0,6,9,493,1143,66,..,557,1143
POA5171,2119,5474,173,264,0,0,173,265,42,57,0,0,0,0,0,0,0,0,39,56,28,42,0,3,0,0,0,0,28,48,7,21,2373,5858,190,..,2562,5858
POA5172,1475,3873,17,21,0,0,17,21,15,21,0,0,0,0,0,0,0,0,18,20,0,0,0,0,0,0,0,0,0,0,7,7,1515,3924,121,..,1632,3924
POA5173,4559,11528,322,508,69,131,389,642,26,41,0,0,0,0,0,0,0,0,26,41,38,44,36,48,0,0,0,0,74,94,16,22,5072,12314,1113,..,6183,12314
POA5174,1112,2718,9,16,8,24,17,37,4,9,0,0,0,0,0,0,0,0,9,6,0,10,0,0,0,0,0,0,3,12,4,5,1143,2782,307,..,1450,2782
POA5201,784,2076,5,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,7,0,0,792,2087,37,..,826,2087
POA5202,324,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,323,876,87,..,413,876
POA5203,531,1147,18,24,0,0,18,24,0,0,0,0,0,0,0,0,0,5,0,5,0,3,0,0,0,0,5,8,7,12,0,0,555,1186,76,..,635,1186
POA5204,1354,2822,35,49,25,61,60,112,0,10,43,52,0,0,0,0,0,0,48,58,27,35,4,8,0,0,0,3,32,46,4,0,1505,3038,1543,..,3042,3038
POA5210,624,1716,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,3,8,6,12,642,1739,46,..,685,1739
POA5211,6587,14250,578,816,93,179,675,994,83,102,21,38,16,28,0,0,0,0,118,163,6,18,23,31,0,0,9,14,34,59,29,52,7446,15521,2411,..,9857,15521
POA5212,879,1895,29,37,4,5,29,47,41,60,0,0,0,0,0,0,0,0,41,60,3,3,0,0,0,0,0,9,3,10,5,8,954,2016,596,..,1551,2016
POA5213,509,1155,3,5,4,4,7,8,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,3,519,1175,723,..,1243,1175
POA5214,3876,7969,246,352,61,127,307,477,79,94,0,0,0,0,0,0,0,0,79,94,16,21,40,55,0,0,0,0,56,79,15,23,4326,8644,2128,..,6453,8644
POA5220,56,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,59,134,12,..,76,134
POA5221,151,270,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,154,280,112,..,267,280
POA5222,291,555,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,3,5,15,0,3,295,575,357,..,658,575
POA5223,1344,3052,45,70,0,0,45,70,21,32,0,0,0,0,0,0,0,0,21,32,6,3,0,4,0,0,4,10,7,22,10,18,1430,3193,610,..,2041,3193
POA5231,450,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,0,0,0,0,0,0,14,29,0,0,465,1202,31,..,496,1202
POA5232,143,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,401,12,..,157,401
POA5233,522,1364,0,0,0,3,0,6,10,13,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,532,1382,54,..,590,1382
POA5234,467,1266,12,11,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,477,1286,40,..,519,1286
POA5235,979,2329,0,3,0,8,3,18,21,30,0,0,0,0,0,0,0,0,21,30,13,17,0,0,0,0,0,6,20,20,10,16,1029,2405,139,..,1170,2405
POA5236,138,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,138,321,28,..,167,321
POA5237,143,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,10,0,0,149,340,17,..,166,340
POA5238,1785,3707,47,68,5,10,61,76,11,12,0,0,0,0,0,0,0,0,13,17,12,23,56,96,0,0,0,0,70,116,11,21,1933,3938,1288,..,3221,3938
POA5240,184,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,491,36,..,213,491
POA5241,872,2222,83,114,0,0,83,114,0,8,0,0,0,0,0,0,0,8,5,14,0,0,0,0,0,0,0,0,3,3,0,0,959,2348,69,..,1032,2348
POA5242,595,1587,29,37,0,0,29,37,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,622,1632,52,..,675,1632
POA5243,307,767,10,15,0,0,10,15,3,8,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,319,790,37,..,354,790
POA5244,1485,3808,72,114,0,7,76,115,28,44,0,0,0,0,0,0,0,0,28,44,0,0,0,0,0,0,0,3,0,5,7,14,1589,3986,174,..,1767,3986
POA5245,1024,2671,71,102,0,0,71,102,22,32,0,0,0,0,0,0,0,0,22,32,38,63,0,0,0,0,4,12,39,76,8,28,1171,2897,74,..,1245,2897
POA5250,1284,3530,21,29,0,3,16,35,5,25,0,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,1313,3591,75,..,1386,3591
POA5251,6706,17144,463,701,83,172,546,876,35,48,0,0,0,0,0,0,0,4,35,53,21,34,7,4,0,0,0,0,25,41,11,14,7329,18123,511,..,7844,18123
POA5252,2427,6318,31,54,0,0,29,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,2473,6399,152,..,2623,6399
POA5253,6610,15759,786,1343,16,26,806,1375,38,62,0,0,0,0,0,0,0,5,35,62,23,34,44,68,0,4,3,9,76,113,30,67,7551,17380,995,..,8547,17380
POA5254,915,2308,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,7,925,2319,260,..,1186,2319
POA5255,3672,9124,159,223,0,0,159,223,3,4,0,0,0,0,0,0,0,0,3,4,11,7,0,0,0,0,11,22,20,32,11,28,3865,9407,345,..,4208,9407
POA5256,649,1329,4,4,0,0,0,5,3,7,0,0,0,0,0,0,0,0,3,7,22,28,0,0,0,0,0,0,22,28,0,3,683,1372,292,..,978,1372
POA5259,430,1015,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,3,9,439,1030,194,..,635,1030
POA5260,681,1496,31,45,0,0,31,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,4,0,0,10,17,0,5,726,1562,138,..,861,1562
POA5261,122,282,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,126,303,31,..,160,303
POA5262,170,412,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,413,44,..,215,413
POA5263,53,114,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,122,20,..,81,122
POA5264,510,1062,3,7,0,0,3,7,5,4,0,0,0,0,0,0,0,0,5,4,3,5,0,0,0,0,0,11,4,19,5,4,525,1092,225,..,747,1092
POA5265,169,358,12,20,0,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,177,384,52,..,226,384
POA5266,233,540,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,546,57,..,292,546
POA5267,741,1741,8,13,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,6,0,10,760,1768,115,..,872,1768
POA5268,1285,3175,72,106,0,0,72,106,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,3,0,0,14,14,6,9,1367,3296,191,..,1557,3296
POA5269,93,251,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,4,0,0,95,248,15,..,110,248
POA5270,227,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,565,39,..,267,565
POA5271,2744,6662,130,218,0,0,130,218,0,5,0,0,0,0,0,0,0,0,0,5,6,16,0,0,0,0,0,4,10,20,10,22,2902,6922,426,..,3326,6922
POA5272,317,769,3,10,0,0,3,10,4,4,0,0,0,0,0,0,0,0,4,4,3,4,0,0,0,0,0,0,5,3,0,3,333,795,84,..,416,795
POA5273,46,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,103,12,..,54,103
POA5275,951,2004,37,50,5,7,37,56,7,13,0,0,0,0,0,0,0,3,9,16,6,6,0,4,0,0,3,7,9,17,0,4,1009,2097,722,..,1738,2097
POA5276,538,1145,12,13,3,7,14,20,4,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,9,0,10,559,1182,851,..,1410,1182
POA5277,1090,2462,50,73,0,0,50,73,7,15,0,0,0,0,0,0,0,0,7,15,7,9,0,0,4,19,0,6,11,27,7,9,1165,2584,220,..,1381,2584
POA5278,200,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,459,47,..,244,459
POA5279,207,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,495,34,..,244,495
POA5280,2735,6277,178,285,0,4,181,289,113,133,0,0,0,0,0,0,0,0,113,133,3,16,0,0,7,10,0,4,7,24,7,27,3045,6738,736,..,3782,6738
POA5290,8084,19532,1441,2516,40,60,1484,2579,919,1309,0,0,18,25,0,0,0,0,934,1333,4,8,4,4,0,0,7,15,9,20,20,28,10528,23489,1156,..,11690,23489
POA5291,3140,8369,14,24,4,9,12,37,3,7,0,0,0,0,0,0,0,4,5,11,4,8,0,0,8,13,51,128,60,146,22,42,3238,8599,753,..,3992,8599
POA5301,205,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,468,42,..,248,468
POA5302,320,730,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,4,5,3,8,0,0,333,749,76,..,406,749
POA5303,57,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,138,35,..,87,138
POA5304,339,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,11,12,6,3,352,724,82,..,430,724
POA5306,26,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,59,23,..,54,59
POA5307,223,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,7,13,0,0,236,489,74,..,303,489
POA5308,52,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,50,116,25,..,75,116
POA5309,41,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,41,112,43,..,80,112
POA5310,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,0,..,12,30
POA5311,146,340,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,5,0,0,152,343,34,..,188,343
POA5320,292,574,4,3,0,0,4,3,10,8,0,0,0,0,0,0,0,0,10,8,0,4,4,10,4,5,6,8,15,27,4,9,317,619,634,..,950,619
POA5321,135,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,3,9,142,288,94,..,239,288
POA5322,386,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,9,8,0,0,391,889,78,..,471,889
POA5330,1200,2821,149,210,0,4,150,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,6,10,6,8,1371,3054,220,..,1597,3054
POA5331,116,272,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,9,0,0,0,0,5,15,3,4,126,289,18,..,145,289
POA5332,151,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,342,57,..,212,342
POA5333,2110,5099,228,362,0,5,229,368,44,48,0,0,0,0,0,0,0,0,42,48,8,10,7,11,0,0,4,8,17,29,3,15,2408,5560,274,..,2675,5560
POA5340,491,1219,20,18,0,0,20,18,8,11,0,0,0,0,0,0,0,0,8,16,8,50,0,4,0,0,0,0,10,58,9,8,538,1319,60,..,599,1319
POA5341,2639,6370,398,740,8,23,405,766,66,109,0,0,0,0,0,0,0,0,66,109,9,20,24,32,0,0,0,0,35,56,8,20,3153,7324,379,..,3532,7324
POA5342,409,1041,15,28,0,0,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,1071,57,..,483,1071
POA5343,1670,3908,305,493,3,6,307,489,65,97,0,0,0,0,0,0,0,0,65,97,6,9,14,19,0,0,0,0,22,38,3,12,2073,4544,278,..,2350,4544
POA5344,328,803,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,328,813,68,..,396,813
POA5345,1289,2996,157,220,8,17,162,238,21,23,0,0,0,0,0,0,0,5,17,23,8,16,4,13,0,4,0,3,17,36,0,0,1487,3297,217,..,1707,3297
POA5346,134,331,4,9,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,11,16,0,0,147,346,20,..,165,346
POA5350,186,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,520,7,..,186,520
POA5351,2156,5758,39,57,0,3,34,60,0,0,0,0,0,0,0,4,0,0,0,4,13,28,4,5,0,0,0,0,19,32,4,12,2220,5870,168,..,2383,5870
POA5352,1949,4620,151,216,6,14,162,229,16,14,0,0,0,0,0,0,0,0,16,14,3,3,6,10,0,0,0,5,12,14,0,0,2133,4888,224,..,2354,4888
POA5353,1382,3378,125,208,0,0,125,208,39,41,0,0,0,0,0,0,0,0,39,41,4,3,0,0,0,0,3,4,3,7,9,22,1552,3664,436,..,1990,3664
POA5354,150,261,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,4,7,10,4,4,160,284,312,..,470,284
POA5355,3112,7494,167,227,3,5,166,235,11,11,0,0,0,0,0,0,0,0,11,11,0,7,5,7,0,0,0,3,12,20,10,22,3316,7788,249,..,3568,7788
POA5356,278,699,3,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,10,281,721,69,..,356,721
POA5357,174,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,3,11,4,5,183,368,321,..,509,368
POA5360,396,1075,10,18,0,0,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,408,1099,32,..,443,1099
POA5371,426,1240,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,1251,38,..,467,1251
POA5372,877,2504,8,13,0,0,8,13,8,8,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,891,2524,30,..,919,2524
POA5373,1339,3091,53,88,0,0,53,88,0,0,0,0,0,0,0,0,0,0,0,0,9,18,0,0,0,0,7,12,15,28,0,4,1419,3219,140,..,1559,3219
POA5374,593,1340,11,19,0,0,11,19,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,607,1365,154,..,759,1365
POA5381,142,287,5,15,0,0,5,15,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,145,298,59,..,203,298
POA5400,322,864,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,323,872,27,..,354,872
POA5401,300,746,8,11,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,756,53,..,363,756
POA5410,108,289,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,6,120,297,19,..,135,297
POA5411,113,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,298,16,..,127,298
POA5412,486,1014,22,29,0,0,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,8,13,0,0,508,1054,61,..,571,1054
POA5413,320,705,28,55,0,0,28,55,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,4,0,0,352,770,67,..,422,770
POA5414,51,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,121,16,..,69,121
POA5415,96,217,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,101,221,54,..,151,221
POA5416,84,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,83,189,34,..,117,189
POA5417,571,1245,52,68,0,0,51,72,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,627,1316,185,..,813,1316
POA5418,49,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,111,17,..,65,111
POA5419,98,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,222,48,..,145,222
POA5420,25,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,64,9,..,39,64
POA5421,51,97,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,100,28,..,83,100
POA5422,700,1330,22,36,0,0,22,36,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,8,3,3,0,724,1370,215,..,944,1370
POA5431,338,736,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,341,746,125,..,460,746
POA5432,44,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,4,48,116,51,..,94,116
POA5433,494,1047,17,32,0,6,20,33,13,13,0,0,0,0,0,0,0,0,13,13,0,3,0,0,0,0,0,0,3,4,3,4,532,1108,165,..,700,1108
POA5434,132,280,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,14,0,0,14,20,3,14,151,318,80,..,232,318
POA5440,70,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,5,13,0,0,70,134,70,..,139,134
POA5451,306,647,11,14,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,315,658,57,..,374,658
POA5452,157,423,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,430,38,..,204,430
POA5453,1903,4457,107,149,4,5,107,153,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,3,0,0,4,7,14,23,11,13,2030,4641,329,..,2360,4641
POA5454,148,349,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,348,27,..,178,348
POA5455,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,42,3,..,24,42
POA5460,272,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,275,705,42,..,320,705
POA5461,921,2222,103,162,0,0,103,162,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,4,0,0,5,9,5,9,1031,2400,141,..,1174,2400
POA5462,171,414,24,58,0,0,24,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,476,20,..,218,476
POA5464,195,451,17,56,0,3,19,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,507,62,..,282,507
POA5470,60,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,136,21,..,78,136
POA5471,39,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,76,12,..,49,76
POA5472,82,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,159,22,..,107,159
POA5473,302,636,12,10,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,314,655,68,..,388,655
POA5480,342,772,15,22,0,0,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,5,358,805,78,..,433,805
POA5481,228,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,235,459,72,..,299,459
POA5482,185,418,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,192,424,70,..,262,424
POA5483,124,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,4,11,5,4,129,305,40,..,167,305
POA5485,230,546,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,19,0,5,0,0,0,0,9,19,0,4,240,566,46,..,295,566
POA5490,56,140,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,146,23,..,78,146
POA5491,732,1604,18,28,0,0,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,10,0,4,761,1647,137,..,894,1647
POA5493,20,50,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,29,59,0,..,29,59
POA5495,264,516,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,4,7,0,0,271,525,153,..,419,525
POA5501,2795,7601,6,10,0,0,6,10,4,4,0,0,0,0,0,0,4,9,4,14,0,0,0,0,0,5,0,0,0,5,7,14,2813,7648,358,..,3168,7648
POA5502,547,1417,9,11,0,0,9,11,3,8,0,0,0,0,0,0,0,0,3,8,24,78,0,0,0,0,0,0,29,79,3,12,590,1528,53,..,650,1528
POA5510,44,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,48,99,13,..,55,99
POA5520,225,481,6,4,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,235,483,60,..,299,483
POA5521,60,122,6,8,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,138,18,..,83,138
POA5522,622,1219,44,69,0,0,44,69,8,11,0,0,0,0,0,0,0,0,8,11,0,10,5,3,0,0,0,0,3,15,4,10,684,1321,548,..,1235,1321
