POA_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
POA3207,..,2927,2927,2603,219,2822,908,74,981,808,18,824,221,6,230,45,3,52,4586,3242,7830
POA3211,..,64,64,120,14,133,63,0,63,83,0,89,31,0,31,34,0,34,328,76,406
POA3212,..,1337,1337,1984,115,2103,1092,24,1122,1170,5,1171,491,0,491,209,0,207,4951,1483,6427
POA3213,..,250,250,466,18,484,258,3,261,307,0,308,153,4,158,79,0,79,1261,277,1537
POA3214,..,3075,3075,2586,315,2901,1480,87,1564,964,28,989,422,11,432,344,4,351,5797,3517,9312
POA3215,..,2764,2764,2820,216,3036,1278,68,1346,1092,29,1121,428,12,441,161,4,164,5781,3086,8867
POA3216,..,6106,6106,6978,494,7475,3160,245,3407,3498,142,3643,1318,67,1380,442,43,480,15391,7093,22490
POA3217,..,1068,1068,2038,193,2230,1340,104,1447,1383,87,1468,513,9,521,189,10,196,5460,1478,6939
POA3218,..,2180,2180,1793,191,1981,873,65,938,831,31,862,298,5,304,71,3,76,3872,2474,6345
POA3219,..,3097,3097,2660,291,2951,1149,75,1229,843,24,874,348,5,349,135,4,144,5140,3502,8645
POA3220,..,2262,2262,2128,205,2334,864,96,955,872,43,917,355,14,367,98,3,100,4317,2619,6934
POA3221,..,36,36,90,0,94,39,0,39,39,0,46,31,0,31,13,0,13,222,35,261
POA3222,..,1710,1710,2724,130,2856,1050,10,1065,959,4,964,438,0,441,146,0,148,5325,1857,7182
POA3223,..,1282,1282,1891,83,1976,398,4,400,310,0,308,114,0,114,52,0,50,2760,1373,4135
POA3224,..,1375,1375,2022,87,2107,834,15,849,882,3,888,369,0,371,113,0,113,4220,1481,5699
POA3225,..,705,705,1021,16,1034,223,0,226,193,0,193,91,0,91,15,0,15,1549,730,2273
POA3226,..,1519,1519,2372,106,2482,854,21,872,1171,17,1187,413,0,413,100,0,100,4905,1666,6567
POA3227,..,438,438,762,20,782,220,7,227,322,0,319,159,0,159,36,0,36,1492,469,1959
POA3228,..,1603,1603,2675,155,2830,1195,81,1272,1690,43,1732,691,6,699,145,7,148,6393,1895,8292
POA3230,..,354,354,516,24,540,127,9,138,146,0,146,54,0,51,17,3,19,853,392,1245
POA3231,..,179,179,286,9,288,71,0,71,68,0,65,18,0,18,5,0,5,444,189,637
POA3232,..,175,175,190,15,203,53,7,59,41,0,40,14,0,14,6,0,6,303,203,502
POA3233,..,349,349,373,27,396,82,3,88,97,4,98,18,0,18,9,0,9,581,387,963
POA3234,..,40,40,31,5,34,9,0,9,5,0,5,5,0,5,0,0,0,52,38,90
POA3235,..,30,30,73,3,81,27,0,27,30,0,30,3,0,3,0,0,0,136,36,171
POA3236,..,24,24,42,0,47,10,0,10,11,0,11,0,0,0,0,0,0,67,26,96
POA3237,..,35,35,43,3,47,14,0,12,9,0,9,0,0,0,3,0,3,63,40,102
POA3238,..,40,40,45,0,46,7,0,7,11,0,11,5,0,5,0,0,0,67,37,108
POA3239,..,59,59,72,5,78,21,0,21,15,0,15,8,0,8,8,0,8,121,61,184
POA3240,..,98,98,218,9,229,127,4,132,160,0,160,73,0,73,21,0,21,598,109,711
POA3241,..,305,305,429,21,450,158,3,158,154,0,153,68,0,68,32,0,32,843,333,1169
POA3242,..,105,105,117,4,124,41,0,48,43,0,43,38,0,38,3,0,3,249,110,363
POA3243,..,31,31,65,4,70,15,0,15,16,0,16,10,0,10,0,0,0,112,38,146
POA3249,..,290,290,462,21,486,148,0,145,143,0,143,95,0,98,58,0,58,916,319,1231
POA3250,..,1758,1758,1569,134,1704,626,29,651,567,20,585,287,13,298,131,4,135,3169,1959,5127
POA3251,..,73,73,76,5,85,28,0,28,24,0,24,12,0,12,3,0,3,150,83,228
POA3254,..,30,30,37,0,41,22,0,22,14,0,14,16,0,16,5,0,5,86,31,121
POA3260,..,625,625,701,39,740,219,3,223,178,0,178,110,0,109,59,0,59,1264,678,1939
POA3264,..,296,296,341,28,359,103,3,107,86,0,84,50,0,50,20,0,20,595,334,926
POA3265,..,217,217,350,8,356,144,0,146,138,0,138,76,0,76,49,0,49,754,223,977
POA3266,..,329,329,422,20,446,135,0,140,137,0,137,85,0,85,29,0,29,810,351,1161
POA3267,..,12,12,38,0,39,12,0,12,6,0,6,7,0,7,3,0,3,61,18,73
POA3268,..,244,244,356,19,379,128,3,131,100,0,98,71,0,71,34,0,34,689,263,956
POA3269,..,63,63,86,5,93,35,3,37,31,0,31,16,0,16,8,0,8,174,69,243
POA3270,..,55,55,49,0,51,16,0,16,9,0,9,6,0,6,9,0,9,85,52,137
POA3271,..,25,25,29,0,32,6,0,6,5,0,5,0,0,0,0,0,0,49,24,72
POA3272,..,226,226,243,14,251,75,0,83,38,0,38,42,0,42,23,0,23,427,236,664
POA3273,..,10,10,15,4,19,7,0,7,3,0,3,0,0,0,0,0,0,37,16,45
POA3274,..,27,27,38,0,38,16,0,16,6,0,6,9,0,9,3,0,3,68,27,96
POA3275,..,20,20,48,0,50,13,0,13,34,0,34,17,0,17,9,0,9,125,22,147
POA3276,..,44,44,62,0,64,28,0,28,19,0,19,17,0,17,3,0,3,119,43,166
POA3277,..,140,140,242,6,251,94,0,91,97,0,97,52,0,52,23,0,23,499,148,654
POA3278,..,20,20,50,0,53,14,0,16,16,0,16,9,0,9,3,0,3,98,23,120
POA3279,..,10,10,26,4,26,5,0,10,17,0,17,12,0,12,6,0,6,71,18,86
POA3280,..,4110,4110,4389,307,4689,1797,84,1876,1596,29,1627,700,11,704,250,4,254,8719,4549,13266
POA3281,..,89,89,203,10,220,90,0,85,131,0,131,59,0,59,28,0,28,514,98,608
POA3282,..,209,209,354,7,363,138,5,140,148,0,148,60,0,60,20,0,20,718,224,941
POA3283,..,95,95,204,8,203,72,0,77,67,0,67,41,0,41,24,0,24,402,105,508
POA3284,..,443,443,585,26,610,144,0,148,180,0,180,94,0,94,16,0,16,1022,472,1492
POA3285,..,115,115,173,3,174,66,0,65,67,0,67,39,0,39,6,0,6,347,121,468
POA3286,..,62,62,84,9,93,29,0,29,23,0,23,12,0,12,4,0,4,149,72,227
POA3287,..,27,27,64,7,66,20,0,19,26,0,26,8,0,8,8,0,8,121,32,150
POA3289,..,103,103,102,10,113,33,0,33,42,0,42,19,0,19,5,0,5,203,111,313
POA3292,..,28,28,37,0,34,5,0,5,3,0,3,0,0,0,0,0,0,44,34,76
POA3293,..,51,51,50,0,46,14,0,14,20,0,20,5,0,5,5,0,5,85,54,139
POA3294,..,127,127,133,7,144,46,0,52,38,0,38,23,0,23,10,0,10,256,137,390
POA3300,..,1555,1555,1458,81,1538,547,17,559,438,0,442,205,0,209,84,0,84,2728,1656,4387
POA3301,..,103,103,181,7,192,66,0,66,63,0,63,34,0,34,10,0,10,361,109,469
POA3302,..,33,33,64,0,62,26,0,26,18,0,18,9,0,9,0,0,0,106,33,139
POA3303,..,29,29,45,0,45,16,0,16,11,0,11,10,0,10,0,0,0,86,33,116
POA3304,..,376,376,413,20,432,128,0,129,106,0,106,49,0,49,25,0,25,724,399,1117
POA3305,..,1644,1644,1947,122,2072,729,10,738,601,3,607,221,0,224,96,0,99,3598,1777,5377
POA3309,..,15,15,15,3,20,5,0,5,7,0,7,0,0,0,0,0,0,28,14,48
POA3310,..,56,56,45,5,49,11,0,11,8,0,8,4,0,4,0,0,0,69,61,128
POA3311,..,313,313,273,13,294,79,4,83,45,0,49,16,0,16,10,0,10,431,336,772
POA3312,..,100,100,165,17,179,34,0,35,40,0,40,31,0,31,12,0,12,281,117,392
POA3314,..,57,57,95,0,96,14,0,14,28,0,28,12,0,12,8,0,8,159,58,222
POA3315,..,260,260,263,18,272,62,0,62,61,0,61,36,0,36,16,0,16,436,277,714
POA3317,..,32,32,27,0,27,7,0,7,6,0,8,5,0,5,0,0,0,49,29,77
POA3318,..,213,213,184,13,195,39,0,39,42,0,40,32,0,32,8,0,8,299,228,534
POA3319,..,57,57,59,7,68,23,0,23,7,0,7,6,0,6,3,0,3,100,59,158
POA3321,..,68,68,194,0,200,93,0,94,126,0,126,62,0,62,25,0,25,497,71,573
POA3322,..,37,37,31,0,29,4,0,4,3,0,3,3,0,3,3,0,3,44,40,91
POA3323,..,10,10,15,0,21,3,0,3,0,0,0,5,0,5,0,0,0,26,13,41
POA3324,..,102,102,86,3,89,20,0,23,23,0,23,13,0,13,6,0,6,150,109,258
POA3325,..,66,66,80,7,90,14,0,14,18,0,18,9,0,9,3,0,3,124,77,200
POA3328,..,83,83,211,6,221,134,0,138,171,0,171,77,0,77,35,0,35,626,91,718
POA3329,..,18,18,38,0,40,13,0,13,26,0,26,3,0,3,4,0,4,88,20,106
POA3330,..,24,24,28,0,28,10,0,13,6,0,6,7,0,7,0,0,0,52,25,79
POA3331,..,302,302,729,22,749,368,0,370,518,0,518,263,0,263,89,0,89,1965,325,2294
POA3332,..,61,61,117,4,123,65,0,65,67,0,67,28,0,28,28,0,28,309,70,377
POA3333,..,70,70,109,7,113,49,0,52,47,0,47,26,0,26,11,0,11,240,76,315
POA3334,..,73,73,72,0,78,24,0,21,27,0,31,12,0,12,5,0,5,138,78,209
POA3335,..,409,409,559,40,598,422,17,440,364,0,365,162,3,165,94,0,99,1608,467,2077
POA3336,..,493,493,975,46,1025,1144,14,1158,1450,0,1450,634,0,636,334,0,334,4547,556,5104
POA3337,..,3010,3010,3685,302,3984,2424,32,2460,2269,10,2281,1060,6,1062,770,0,770,10214,3360,13577
POA3338,..,2147,2147,2812,246,3054,2163,39,2206,2156,10,2163,1091,5,1093,847,0,851,9068,2450,11514
POA3340,..,2066,2066,2805,143,2951,1535,17,1558,1591,3,1600,702,0,706,269,0,275,6909,2239,9148
POA3341,..,102,102,176,3,177,105,0,99,99,0,99,62,0,62,18,0,18,447,103,553
POA3342,..,384,384,524,31,557,217,0,216,208,0,206,101,0,101,39,0,39,1088,417,1507
POA3345,..,93,93,175,4,185,75,0,75,77,0,77,36,0,36,18,0,18,386,98,486
POA3350,..,8088,8088,8038,809,8846,3442,227,3659,3480,86,3568,1467,20,1489,460,19,481,16885,9244,26129
POA3351,..,616,616,1092,41,1132,480,9,487,517,4,525,240,0,236,155,0,155,2481,671,3155
POA3352,..,1175,1175,2158,114,2268,926,22,948,1115,5,1122,578,0,574,267,0,272,5041,1312,6351
POA3355,..,2078,2078,1784,147,1933,694,24,721,483,6,490,199,7,203,117,6,116,3282,2268,5546
POA3356,..,2217,2217,2033,186,2223,916,39,956,649,9,656,269,3,275,128,3,128,3992,2458,6450
POA3357,..,300,300,503,14,521,175,0,178,224,0,227,109,0,109,38,0,38,1054,318,1368
POA3358,..,189,189,353,27,381,196,15,217,243,3,246,113,3,121,32,0,34,943,236,1179
POA3360,..,117,117,134,0,137,41,0,38,31,0,31,20,0,20,8,0,8,227,119,346
POA3361,..,117,117,95,6,103,28,0,28,26,0,26,16,0,16,6,0,6,167,123,290
POA3363,..,465,465,508,30,539,157,0,161,157,0,157,79,0,77,21,0,21,926,500,1421
POA3364,..,231,231,338,17,353,96,0,96,102,0,102,55,0,59,27,0,27,618,244,864
POA3370,..,278,278,301,17,322,112,0,107,57,0,57,33,0,33,17,0,17,517,304,823
POA3371,..,175,175,167,12,174,50,0,50,30,0,30,15,0,15,11,0,11,273,182,451
POA3373,..,346,346,377,27,410,111,3,109,101,0,101,36,0,36,20,0,20,649,377,1018
POA3374,..,62,62,70,0,68,21,0,21,15,0,15,9,0,9,3,0,3,118,63,182
POA3375,..,24,24,43,0,41,11,0,11,3,0,3,13,0,13,6,0,6,71,24,93
POA3377,..,1203,1203,1289,73,1364,439,23,456,370,6,377,172,4,175,63,0,63,2340,1311,3650
POA3378,..,16,16,6,0,13,4,0,4,7,0,7,10,0,10,0,0,0,29,17,43
POA3379,..,104,104,118,6,125,26,0,26,38,0,38,11,0,11,6,0,6,196,110,313
POA3380,..,915,915,892,62,951,300,11,313,230,9,236,110,0,115,56,0,53,1579,1008,2584
POA3381,..,141,141,194,13,204,47,0,48,58,0,57,27,0,27,10,0,10,335,155,490
POA3384,..,60,60,85,6,83,22,0,24,30,0,34,9,0,9,5,0,5,154,64,222
POA3385,..,61,61,94,4,100,24,0,24,18,0,18,13,0,13,5,0,5,154,63,216
POA3387,..,38,38,42,0,41,23,0,23,8,0,8,6,0,6,0,0,0,82,41,116
POA3388,..,67,67,86,0,88,30,0,30,21,0,21,13,0,13,6,0,6,155,66,223
POA3390,..,148,148,127,9,137,47,0,47,40,0,40,20,0,20,14,0,14,245,160,408
POA3391,..,15,15,20,0,26,7,0,7,10,0,10,3,0,3,4,0,4,43,18,63
POA3392,..,88,88,96,3,95,26,0,26,19,0,19,14,0,14,4,0,4,153,97,241
POA3393,..,430,430,376,15,396,122,0,127,97,0,97,41,0,41,19,0,19,660,446,1104
POA3395,..,55,55,50,0,52,12,0,12,8,0,8,10,0,10,5,0,5,91,59,148
POA3396,..,106,106,122,7,131,33,0,33,10,0,10,11,0,11,9,0,9,192,117,309
POA3400,..,2206,2206,1997,169,2160,832,30,864,676,3,677,320,3,322,98,0,98,3921,2411,6331
POA3401,..,290,290,592,12,607,231,3,233,259,0,259,146,0,146,49,0,49,1280,303,1581
POA3407,..,60,60,60,0,57,18,0,18,18,0,18,12,0,12,3,0,3,109,58,173
POA3409,..,130,130,154,5,155,45,0,46,37,0,37,22,0,16,6,0,6,261,132,400
POA3412,..,51,51,38,0,40,17,0,17,18,0,18,3,0,3,6,0,6,77,52,129
POA3413,..,18,18,31,4,33,11,0,11,7,0,7,3,0,3,4,0,4,55,28,75
POA3414,..,280,280,281,16,297,80,0,80,58,0,58,30,0,30,11,0,11,464,301,758
POA3415,..,0,0,6,0,6,5,0,5,3,0,3,0,0,0,0,0,0,11,0,13
POA3418,..,350,350,387,29,417,131,6,140,127,0,127,55,0,56,29,0,27,735,385,1121
POA3419,..,140,140,138,9,152,43,0,43,28,0,28,16,0,16,3,0,3,244,146,395
POA3420,..,18,18,35,4,42,13,0,13,11,0,11,4,0,4,4,0,4,74,23,98
POA3423,..,68,68,94,5,99,24,0,24,13,0,11,4,0,4,7,0,7,136,76,209
POA3424,..,108,108,125,9,138,28,0,28,14,0,14,20,0,20,9,0,9,203,122,320
POA3427,..,435,435,655,44,698,398,6,403,331,0,334,129,0,129,62,0,62,1576,482,2056
POA3428,..,36,36,64,4,73,46,0,46,40,0,40,16,0,16,10,0,10,180,40,218
POA3429,..,3106,3106,4353,269,4617,2497,37,2538,2546,8,2557,995,0,998,371,0,367,10758,3424,14182
POA3430,..,25,25,32,0,28,15,0,16,11,0,11,8,0,8,4,0,4,71,29,96
POA3431,..,243,243,515,21,532,261,4,266,283,0,283,130,0,130,47,0,47,1243,267,1507
POA3432,..,9,9,23,5,24,12,0,12,13,0,13,0,0,0,0,0,0,55,12,68
POA3433,..,8,8,27,0,26,5,0,5,18,0,18,3,0,3,0,0,0,58,8,69
POA3434,..,374,374,742,29,771,341,0,342,393,0,393,174,0,174,71,0,71,1717,411,2127
POA3435,..,240,240,405,18,421,192,0,191,181,0,181,76,0,76,45,0,45,900,253,1156
POA3437,..,696,696,1238,32,1267,600,7,607,870,0,870,389,0,389,121,0,121,3212,742,3949
POA3438,..,134,134,235,6,242,129,0,129,195,0,195,72,0,72,25,0,25,655,142,803
POA3440,..,123,123,238,7,243,92,0,91,150,0,149,63,0,63,20,0,20,559,133,697
POA3441,..,89,89,211,8,220,64,0,69,96,0,96,33,0,33,11,0,11,417,93,515
POA3442,..,636,636,1085,48,1134,488,3,488,551,0,550,218,0,222,59,0,60,2402,687,3094
POA3444,..,1013,1013,1373,71,1448,498,12,509,546,5,548,198,3,200,82,9,86,2697,1107,3809
POA3446,..,120,120,147,10,156,63,0,66,67,0,67,21,0,21,4,0,4,304,126,427
POA3447,..,55,55,79,4,86,25,0,29,24,0,24,3,0,3,5,0,5,144,69,208
POA3448,..,102,102,165,3,174,45,0,45,47,0,47,21,0,21,8,0,8,288,106,392
POA3450,..,1263,1263,1083,81,1166,362,15,382,277,0,275,80,0,80,27,0,27,1832,1366,3204
POA3451,..,636,636,853,63,920,311,12,321,304,0,305,105,0,105,54,0,54,1628,706,2338
POA3453,..,157,157,277,8,289,95,0,95,84,0,84,46,0,46,16,0,16,525,165,686
POA3458,..,284,284,396,20,418,97,0,96,90,0,90,24,0,24,23,0,23,631,302,935
POA3460,..,516,516,466,29,497,133,5,134,81,0,85,24,0,24,14,0,10,719,555,1273
POA3461,..,564,564,737,66,797,225,0,229,185,0,184,78,0,79,29,0,29,1250,634,1884
POA3462,..,195,195,183,8,189,59,0,59,68,0,67,18,0,18,9,0,9,336,198,533
POA3463,..,407,407,446,35,481,126,10,132,78,0,78,31,0,31,19,0,19,705,442,1148
POA3464,..,131,131,141,5,150,69,0,69,63,0,63,33,0,33,15,0,15,314,138,449
POA3465,..,1625,1625,1524,105,1631,459,8,467,389,3,391,175,0,175,85,0,85,2630,1742,4368
POA3467,..,199,199,203,8,211,46,0,46,54,0,54,24,0,24,19,0,19,348,204,559
POA3468,..,40,40,53,3,56,6,0,6,10,0,10,4,0,4,0,0,0,78,44,125
POA3469,..,51,51,37,0,41,9,0,9,9,0,9,4,0,4,0,0,0,57,54,108
POA3472,..,268,268,216,26,239,72,0,72,53,0,52,19,0,19,7,0,7,369,295,661
POA3475,..,57,57,67,0,71,12,0,12,8,0,8,4,0,4,3,0,3,99,56,162
POA3477,..,82,82,132,8,144,29,0,29,46,0,46,15,0,15,7,0,7,223,99,322
POA3478,..,476,476,404,22,425,107,4,111,96,0,104,44,0,44,10,0,10,661,498,1160
POA3480,..,251,251,260,10,263,79,5,80,66,0,66,33,0,33,17,0,17,459,265,720
POA3482,..,22,22,22,0,21,11,0,9,6,0,6,3,0,3,0,0,0,44,26,68
POA3483,..,125,125,125,8,130,46,0,46,28,0,28,18,0,18,11,0,11,229,129,359
POA3485,..,51,51,50,3,55,10,0,10,7,0,7,0,0,0,5,0,5,76,53,127
POA3487,..,3,3,11,0,11,6,0,6,0,0,0,3,0,3,0,0,0,19,3,25
POA3488,..,10,10,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,26,10,37
POA3489,..,5,5,5,0,8,5,0,5,0,0,0,4,0,4,0,0,0,14,5,21
POA3490,..,192,192,206,12,218,51,0,51,36,0,36,29,0,29,5,0,5,326,203,528
POA3491,..,20,20,20,4,18,5,0,5,0,0,0,6,0,6,0,0,0,36,14,52
POA3494,..,78,78,76,5,82,34,6,40,23,10,27,6,0,8,8,0,8,150,96,252
POA3496,..,637,637,745,44,789,336,13,343,324,3,325,154,4,156,77,0,77,1632,697,2329
POA3498,..,453,453,704,27,739,303,4,307,310,3,316,160,6,156,77,0,79,1559,499,2058
POA3500,..,4131,4131,4229,340,4573,1781,95,1877,1540,32,1567,729,22,752,396,27,416,8670,4644,13319
POA3501,..,131,131,209,11,214,111,0,110,149,0,154,66,0,66,34,0,34,568,139,710
POA3505,..,434,434,611,25,641,251,3,258,237,6,238,127,0,127,64,0,64,1291,471,1764
POA3506,..,4,4,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,6,4,10
POA3507,..,22,22,19,0,23,6,0,6,5,0,5,3,0,3,5,0,5,36,26,64
POA3509,..,31,31,45,0,43,13,0,13,3,0,3,8,0,8,0,0,0,64,27,96
POA3512,..,49,49,51,0,56,10,0,10,18,0,18,5,0,5,3,0,3,93,56,146
POA3515,..,121,121,278,13,287,125,0,132,179,0,179,83,0,83,33,0,33,698,131,829
POA3516,..,68,68,104,7,111,29,0,33,36,0,36,22,0,22,10,0,10,197,74,270
POA3517,..,199,199,213,16,228,61,0,61,55,0,58,25,0,25,14,0,14,373,215,587
POA3518,..,205,205,196,18,212,48,0,51,43,0,43,17,0,17,9,0,9,321,228,547
POA3520,..,36,36,26,0,26,4,0,4,5,0,5,3,0,3,0,0,0,36,36,71
POA3521,..,51,51,85,0,93,35,0,35,47,0,47,23,0,23,11,0,11,202,49,258
POA3522,..,33,33,52,5,57,17,0,18,18,0,18,4,0,4,0,0,0,91,40,130
POA3523,..,590,590,662,55,717,180,0,184,105,0,105,47,0,47,32,0,32,1028,650,1676
POA3525,..,195,195,228,16,246,53,0,53,33,0,36,27,0,27,13,0,13,361,211,572
POA3527,..,118,118,131,8,141,38,0,38,25,0,25,9,0,9,3,0,3,204,122,329
POA3529,..,15,15,14,0,14,11,0,11,8,0,8,3,0,3,3,0,3,30,15,40
POA3530,..,26,26,19,0,23,7,0,7,4,0,4,0,0,0,0,0,0,29,28,55
POA3531,..,23,23,24,3,27,6,3,13,12,0,12,3,0,3,3,0,3,52,28,82
POA3533,..,112,112,118,7,124,31,3,35,26,0,28,15,0,15,4,0,4,194,119,322
POA3537,..,137,137,142,6,147,32,0,36,42,0,41,21,0,21,12,0,12,243,142,388
POA3540,..,51,51,44,3,45,4,0,4,11,0,11,6,0,6,0,0,0,63,55,119
POA3542,..,14,14,26,0,24,3,0,3,3,0,3,3,0,3,0,0,0,40,19,58
POA3544,..,37,37,30,3,33,11,0,11,10,0,10,9,0,9,6,0,6,58,36,94
POA3546,..,43,43,54,8,62,17,0,17,13,0,13,9,0,9,3,0,3,96,44,140
POA3549,..,257,257,307,41,350,140,19,156,134,21,154,120,11,123,93,14,108,794,363,1154
POA3550,..,6013,6013,5370,557,5924,2244,166,2407,1767,52,1816,720,15,729,333,7,344,10432,6806,17240
POA3551,..,1857,1857,3932,174,4105,1889,33,1918,2356,12,2373,1122,0,1124,481,0,482,9784,2075,11861
POA3555,..,2871,2871,2775,224,3005,1169,42,1218,931,12,939,377,5,382,175,0,173,5423,3159,8582
POA3556,..,1741,1741,1763,142,1904,765,15,781,662,8,667,291,0,295,179,0,176,3658,1903,5561
POA3557,..,64,64,102,9,111,62,0,60,40,0,40,19,0,19,7,0,7,229,74,306
POA3558,..,144,144,144,7,154,44,0,44,35,0,35,13,0,13,10,0,10,244,148,399
POA3559,..,60,60,87,3,90,25,0,25,28,0,28,13,0,13,3,0,3,153,60,218
POA3561,..,511,511,675,40,711,199,0,202,159,3,166,104,3,107,59,0,59,1191,559,1753
POA3562,..,14,14,35,4,44,7,0,7,16,0,16,0,0,0,3,0,3,67,18,90
POA3563,..,89,89,115,7,123,39,0,39,34,0,34,25,0,25,12,0,12,217,94,311
POA3564,..,1905,1905,2362,128,2487,853,28,886,791,15,808,391,0,391,152,3,156,4549,2079,6626
POA3565,..,14,14,14,0,14,4,0,4,3,0,3,0,0,0,6,0,6,35,14,43
POA3566,..,66,66,86,3,93,26,0,26,31,0,31,10,0,10,3,0,3,158,70,227
POA3567,..,68,68,117,5,120,28,0,33,29,0,29,12,0,12,5,0,5,196,74,265
POA3568,..,403,403,465,24,489,141,0,144,109,0,117,50,0,50,17,0,17,788,429,1217
POA3570,..,45,45,121,6,126,45,0,45,32,0,32,14,0,14,8,0,8,222,49,273
POA3571,..,25,25,41,3,41,20,0,20,12,0,12,12,0,12,6,0,6,88,27,111
POA3572,..,13,13,19,0,19,6,0,6,9,0,9,0,0,0,0,0,0,37,13,50
POA3573,..,40,40,47,3,47,16,0,16,18,0,18,6,0,6,3,0,3,83,41,127
POA3575,..,113,113,106,5,116,40,0,42,24,0,24,21,0,21,13,0,13,212,127,337
POA3576,..,4,4,11,0,14,5,0,5,3,0,3,0,0,0,0,0,0,20,9,30
POA3579,..,766,766,766,56,822,236,0,241,198,0,198,107,0,107,65,0,62,1378,826,2206
POA3580,..,129,129,206,7,209,45,0,46,28,0,28,21,0,21,14,0,14,314,139,449
POA3581,..,12,12,20,9,21,11,0,11,8,0,8,0,0,0,3,0,3,38,20,54
POA3583,..,9,9,19,4,18,15,0,15,4,0,10,7,0,7,0,0,0,42,14,59
POA3584,..,93,93,148,8,156,50,0,50,54,0,54,36,0,36,5,0,5,297,100,397
POA3585,..,1359,1359,1479,112,1588,594,26,624,509,7,521,266,0,265,107,0,107,2958,1507,4465
POA3586,..,57,57,91,5,93,39,3,46,46,0,48,23,0,23,13,0,13,209,66,270
POA3588,..,36,36,61,0,60,20,0,20,17,0,22,6,0,6,6,0,13,109,36,151
POA3589,..,22,22,45,6,49,15,0,15,17,0,14,12,0,12,4,0,4,88,28,116
POA3590,..,22,22,39,0,39,22,0,19,19,0,19,6,0,6,3,0,3,89,23,113
POA3591,..,8,8,27,0,31,11,0,11,8,0,8,4,0,4,0,0,0,52,10,61
POA3594,..,76,76,94,6,102,23,0,28,20,0,19,4,0,4,0,0,0,142,83,222
POA3595,..,80,80,73,10,81,20,3,28,25,0,25,15,0,15,11,0,11,145,98,240
POA3596,..,12,12,10,0,12,3,0,3,0,0,0,3,0,3,0,0,0,21,9,32
POA3597,..,51,51,35,22,58,21,0,25,17,0,18,9,0,9,5,0,5,92,76,168
POA3599,..,14,14,16,3,15,5,0,3,7,0,7,0,0,0,0,0,0,33,20,51
POA3607,..,16,16,18,0,19,8,0,8,3,0,3,3,0,3,0,0,0,42,16,55
POA3608,..,410,410,446,30,477,128,6,131,97,0,97,53,0,53,21,0,21,748,441,1186
POA3610,..,197,197,200,14,221,75,0,79,58,0,58,29,0,29,13,0,13,380,218,595
POA3612,..,286,286,278,21,294,71,5,75,65,0,65,28,0,28,11,0,11,458,307,762
POA3614,..,51,51,110,7,114,46,0,46,61,0,61,34,0,34,4,0,4,257,55,313
POA3616,..,594,594,753,42,789,283,3,284,282,0,286,123,0,123,47,0,47,1482,646,2131
POA3617,..,9,9,21,0,21,10,0,15,11,0,11,4,0,4,0,0,0,48,8,58
POA3618,..,73,73,94,13,104,36,3,37,21,4,27,10,0,10,4,0,4,178,88,262
POA3620,..,993,993,1146,50,1201,428,5,434,384,0,384,199,0,199,83,0,83,2240,1051,3288
POA3621,..,265,265,288,12,302,105,4,110,114,0,114,66,0,66,37,0,37,616,281,899
POA3622,..,29,29,59,3,67,27,0,27,26,0,26,11,0,11,16,0,16,138,35,176
POA3623,..,116,116,156,8,157,38,0,38,33,0,33,21,0,21,12,0,12,252,126,374
POA3624,..,68,68,72,9,79,26,0,23,26,0,26,15,0,15,3,0,3,140,74,217
POA3629,..,1222,1222,1178,79,1260,475,12,491,413,12,419,181,3,180,86,0,89,2338,1330,3669
POA3630,..,3778,3778,3552,314,3868,1651,109,1755,1413,33,1447,644,12,660,461,8,471,7722,4250,11969
POA3631,..,763,763,1507,70,1574,718,21,739,927,3,937,463,4,465,250,0,250,3867,862,4724
POA3633,..,51,51,66,0,62,27,0,25,41,0,41,26,0,26,3,0,3,161,50,214
POA3634,..,117,117,233,4,236,99,0,102,97,0,97,60,0,60,26,0,26,510,123,640
POA3635,..,63,63,76,3,79,37,0,37,16,0,16,10,0,10,4,0,4,146,68,215
POA3636,..,683,683,771,41,810,264,4,265,216,0,222,102,5,102,51,0,54,1402,732,2134
POA3637,..,31,31,70,3,77,33,0,33,34,0,34,18,0,18,10,0,10,168,34,200
POA3638,..,314,314,281,24,311,92,3,92,93,0,93,62,0,62,25,0,25,554,339,891
POA3639,..,75,75,70,8,81,28,4,33,18,0,22,4,0,4,0,0,0,123,81,209
POA3640,..,52,52,114,4,118,48,3,51,49,0,49,24,3,29,16,4,21,257,72,322
