POA_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
POA2019,0,24,0,24,..,84,6,93,0,99,..,48,0,50,0,54,..,17,4,18,0,21,..,179,19,192,4,192,..,123,12,130,0,136,..,10,0,10,0,10,..,7,0,7,0,7,..,21,0,23,0,23,..,22,3,24,0,24,..,154,15,171,0,174,..,1425,161,1584,20,1600,..,27,0,30,374,405,4639,1448,165,1616,395,6647,4611,..,..,..,..,4611,..,4,0,4,0,4,..,42,4,51,0,49,..,8,0,8,0,8,..,84,15,99,0,99,..,206,53,258,0,262,..,14,0,16,0,16,..,299,77,373,0,378,..,53,8,58,0,58,..,34,0,34,0,34,..,33,0,33,0,33,..,104,26,130,0,130,..,15,4,16,0,16,..,0,0,0,0,0,..,30,0,26,0,26,..,3,5,8,0,8,..,5,0,5,0,5,..,7,0,10,0,10,..,4,0,4,0,4,..,5,0,5
POA2020,0,77,0,77,..,827,58,881,6,886,..,78,0,78,0,78,..,156,20,175,0,177,..,1133,79,1213,5,1217,..,368,42,413,0,415,..,66,0,67,0,67,..,102,34,133,0,133,..,103,14,118,0,116,..,123,11,130,0,133,..,346,159,507,10,519,..,5189,702,5887,42,5928,..,74,23,102,583,682,4436,5270,729,5991,623,11057,3743,..,..,..,..,3743,..,6,0,6,0,6,..,96,16,110,0,110,..,0,0,0,0,0,..,398,74,472,3,476,..,1228,177,1405,10,1417,..,59,9,71,0,70,..,1690,258,1951,14,1965,..,29,0,30,0,30,..,41,0,43,0,42,..,14,0,14,0,14,..,230,79,309,0,307,..,127,12,140,0,140,..,3,0,3,0,3,..,128,4,134,0,134,..,35,0,39,0,39,..,17,0,17,0,17,..,14,0,9,0,9,..,18,0,20,0,18,..,20,0,17
POA2021,0,9,0,9,..,12,0,10,0,10,..,8,0,8,0,8,..,3,0,3,0,3,..,31,0,33,0,33,..,94,3,99,0,102,..,6,0,7,0,7,..,12,3,21,0,21,..,5,0,5,0,5,..,14,0,13,0,13,..,96,9,105,0,107,..,792,56,849,10,853,..,13,0,19,325,338,5973,804,58,863,333,7167,6314,..,..,..,..,6314,..,4,0,5,0,5,..,13,0,15,0,15,..,6,0,6,0,6,..,57,4,64,5,66,..,62,7,68,0,66,..,5,0,5,0,5,..,121,14,136,0,142,..,10,0,8,0,8,..,122,3,123,0,128,..,44,3,44,0,47,..,80,14,88,0,91,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,12,0,12,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA2022,0,18,0,18,..,17,0,15,0,15,..,36,0,34,0,34,..,4,0,4,0,4,..,66,3,72,0,72,..,166,5,176,0,176,..,6,0,6,0,6,..,13,5,13,0,13,..,12,5,13,0,13,..,16,0,20,0,20,..,161,8,174,0,174,..,1413,113,1524,6,1538,..,28,4,29,405,436,4577,1441,111,1560,414,6547,4602,..,..,..,..,4602,..,4,0,4,0,4,..,14,0,14,0,17,..,0,0,0,0,0,..,85,11,95,0,95,..,193,58,255,0,254,..,8,3,17,0,17,..,286,72,363,0,363,..,17,0,18,0,18,..,94,7,99,0,101,..,43,0,43,0,43,..,65,14,82,0,82,..,7,0,8,0,8,..,9,0,9,0,9,..,20,0,20,0,20,..,7,0,7,0,7,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,4,0,7,..,0,0,0
POA2023,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,0,0,0,0,0,..,14,0,14,0,14,..,67,3,74,0,74,..,0,0,0,0,0,..,10,0,10,0,10,..,5,0,4,0,4,..,7,0,7,0,7,..,139,7,145,3,150,..,753,62,816,8,830,..,26,0,27,197,222,4016,780,65,845,206,5066,4332,..,..,..,..,4332,..,0,0,0,0,0,..,8,0,14,0,14,..,0,0,0,0,0,..,62,6,68,0,68,..,124,35,158,0,160,..,12,0,6,0,6,..,196,44,242,0,238,..,8,0,11,0,11,..,62,4,68,0,70,..,30,3,32,0,32,..,56,0,59,0,59,..,4,0,3,0,3,..,5,0,5,0,5,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0
POA2024,0,3,0,3,..,5,0,5,0,5,..,6,0,6,0,6,..,0,0,0,0,0,..,11,0,11,0,11,..,93,9,99,0,98,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,8,0,5,0,5,..,89,7,94,0,94,..,677,50,728,4,735,..,14,0,14,295,306,4371,693,55,748,297,5421,4616,..,..,..,..,4616,..,3,0,3,0,3,..,11,0,15,0,15,..,0,0,0,0,0,..,36,8,42,0,42,..,36,7,49,0,49,..,0,0,3,0,3,..,76,18,89,0,97,..,10,0,9,0,13,..,97,3,106,0,106,..,55,0,57,0,57,..,72,15,89,0,89,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0
POA2025,0,5,0,5,..,7,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,15,0,14,0,14,..,39,4,43,0,43,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,4,5,9,0,9,..,66,3,71,0,72,..,426,43,462,3,466,..,10,0,16,150,171,2579,442,39,481,157,3220,3145,..,..,..,..,3145,..,7,0,7,0,7,..,13,0,13,0,13,..,0,0,0,0,0,..,24,0,26,0,26,..,100,11,118,0,118,..,0,0,0,0,0,..,132,14,145,0,145,..,11,0,14,0,10,..,39,0,37,0,37,..,18,0,23,0,23,..,22,0,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
POA2026,0,14,0,14,..,13,4,16,0,16,..,22,3,18,0,18,..,9,0,9,0,9,..,57,6,61,0,61,..,529,41,566,9,577,..,4,0,4,0,4,..,12,12,18,0,18,..,17,0,21,0,21,..,14,5,13,0,13,..,502,25,524,11,539,..,2845,210,3053,35,3094,..,73,5,81,945,1024,11882,2920,215,3132,985,15997,12026,..,..,..,..,12026,..,16,0,16,0,20,..,52,4,50,0,50,..,3,0,3,0,3,..,45,13,62,0,65,..,98,18,112,0,114,..,3,0,3,0,3,..,152,28,181,0,187,..,22,0,26,0,26,..,375,16,392,0,389,..,184,4,186,0,186,..,117,12,135,6,144,..,10,0,10,0,10,..,7,0,7,0,7,..,16,4,23,0,23,..,7,0,7,0,7,..,10,0,10,0,10,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4
POA2027,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,24,0,24,0,24,..,28,0,32,0,29,..,0,0,0,0,0,..,5,0,9,0,9,..,5,0,5,0,5,..,6,0,6,0,6,..,40,3,45,0,48,..,480,33,512,6,518,..,8,0,8,216,225,2841,486,33,513,227,3580,3281,..,..,..,..,3281,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,66,0,68,0,66,..,112,23,132,0,132,..,3,0,6,0,6,..,181,26,204,0,209,..,4,0,4,0,4,..,44,0,44,0,43,..,23,0,23,0,30,..,44,0,47,0,47,..,0,0,0,0,0,..,4,0,6,0,6,..,12,0,12,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0
POA2028,0,0,0,0,..,4,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,12,0,8,0,8,..,36,3,34,0,34,..,7,0,7,0,7,..,0,0,0,0,0,..,6,0,6,0,6,..,8,0,6,0,6,..,58,0,58,0,56,..,320,19,339,3,338,..,11,0,11,78,92,1683,330,19,348,80,2114,2040,..,..,..,..,2040,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,33,4,36,0,42,..,44,17,58,4,57,..,4,3,8,0,8,..,80,23,101,3,103,..,8,0,4,0,4,..,24,0,24,0,24,..,15,0,15,0,15,..,13,0,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA2029,0,13,0,13,..,14,0,14,0,14,..,11,0,11,0,11,..,0,0,0,0,0,..,37,0,37,0,37,..,65,10,74,0,74,..,0,0,0,0,0,..,4,0,8,0,8,..,10,0,10,0,12,..,3,0,3,0,3,..,169,20,186,3,192,..,814,69,882,11,895,..,16,0,21,236,256,3463,833,71,904,242,4610,3927,..,..,..,..,3927,..,5,0,5,0,5,..,11,0,11,0,11,..,0,0,0,0,0,..,41,7,49,0,49,..,104,29,133,3,135,..,0,0,0,0,0,..,142,43,181,3,184,..,3,0,6,0,6,..,59,0,58,0,58,..,22,0,22,0,22,..,68,8,74,0,74,..,5,0,5,0,5,..,0,0,0,0,0,..,11,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
POA2030,0,7,0,7,..,23,3,27,0,27,..,9,0,9,0,17,..,3,0,3,0,3,..,45,7,50,0,55,..,61,5,68,9,75,..,0,0,0,0,0,..,5,0,5,0,5,..,15,0,15,0,15,..,5,0,3,0,3,..,228,10,239,0,238,..,1158,93,1257,13,1274,..,15,0,20,302,322,5396,1177,94,1275,319,6990,5627,..,..,..,..,5627,..,12,0,12,0,12,..,21,0,24,0,24,..,0,0,0,0,0,..,72,17,87,0,87,..,195,63,257,0,257,..,10,0,10,0,10,..,279,81,355,0,355,..,7,0,7,0,7,..,66,0,66,0,66,..,30,0,30,0,30,..,175,7,184,0,184,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,0,0,0,..,3,0,5,0,5,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0
POA2031,0,23,0,23,..,48,9,52,0,52,..,46,7,55,0,54,..,29,0,29,0,29,..,141,15,159,0,155,..,256,13,276,8,276,..,14,0,14,0,15,..,33,13,42,0,41,..,12,0,12,0,12,..,49,4,51,0,51,..,335,23,355,8,360,..,2689,210,2903,42,2939,..,45,4,51,813,864,12211,2733,212,2947,856,16017,13228,..,..,..,..,13228,..,13,0,14,0,14,..,70,0,67,0,74,..,4,0,4,0,4,..,192,30,218,0,216,..,357,51,407,6,407,..,29,0,36,0,36,..,575,84,655,3,664,..,30,5,30,0,30,..,241,12,258,0,262,..,139,7,147,0,150,..,252,37,282,0,288,..,20,0,20,0,20,..,6,0,6,0,6,..,43,0,43,0,43,..,15,0,15,0,14,..,10,0,10,0,10,..,12,0,12,0,12,..,4,0,4,0,4,..,17,0,17
POA2032,0,37,0,38,..,236,38,268,6,272,..,34,3,39,0,39,..,54,0,59,0,59,..,362,39,402,4,410,..,130,19,153,0,151,..,31,0,32,0,32,..,37,8,46,0,46,..,25,3,35,0,35,..,56,10,65,6,69,..,163,18,185,5,189,..,2681,386,3061,24,3087,..,31,5,33,357,388,3903,2706,387,3097,376,7381,3715,..,..,..,..,3715,..,7,0,7,0,7,..,67,8,75,0,75,..,9,0,9,0,9,..,222,54,274,0,274,..,507,125,633,6,641,..,25,7,29,0,29,..,751,189,941,6,947,..,12,0,12,0,12,..,68,5,69,0,70,..,18,0,19,0,19,..,365,100,456,3,458,..,36,4,35,0,35,..,8,0,8,0,8,..,29,0,35,0,35,..,15,0,20,0,20,..,3,0,3,0,3,..,14,0,14,0,11,..,17,0,16,0,16,..,19,0,19
POA2033,0,13,0,13,..,129,7,138,0,138,..,24,0,27,0,27,..,21,0,21,0,21,..,187,5,195,0,195,..,145,13,160,0,160,..,30,0,30,0,30,..,35,0,36,0,36,..,15,4,18,0,18,..,54,4,54,0,54,..,124,13,135,4,137,..,2032,178,2207,10,2226,..,30,3,31,342,373,3372,2060,187,2243,356,5974,3233,..,..,..,..,3233,..,0,0,0,0,0,..,42,9,53,4,55,..,0,0,0,0,0,..,176,30,203,0,205,..,434,59,491,0,493,..,22,3,24,0,24,..,624,95,719,3,725,..,13,0,15,0,15,..,65,0,65,0,65,..,20,0,20,0,19,..,195,44,235,0,239,..,36,0,34,0,34,..,4,0,5,0,5,..,63,0,63,0,63,..,16,0,16,0,16,..,9,0,13,0,13,..,16,0,20,0,20,..,12,0,12,0,12,..,13,0,13
POA2034,0,0,0,0,..,24,0,24,0,24,..,10,0,10,0,10,..,5,0,6,0,6,..,37,0,41,0,41,..,150,9,159,0,157,..,6,0,6,0,6,..,4,4,9,0,9,..,17,0,19,0,19,..,23,0,24,0,24,..,182,14,200,3,210,..,1489,130,1620,14,1634,..,29,0,32,476,504,7334,1516,136,1651,485,9469,8225,..,..,..,..,8225,..,11,0,11,0,11,..,58,0,63,0,63,..,3,0,3,0,3,..,70,20,90,0,90,..,91,19,109,0,110,..,11,5,13,0,13,..,173,41,214,0,214,..,15,0,9,0,9,..,197,4,198,0,202,..,90,0,92,4,94,..,186,21,207,0,209,..,5,0,5,0,5,..,0,0,0,0,0,..,22,0,18,0,18,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4
POA2035,0,25,0,30,..,295,39,331,4,339,..,43,0,43,0,43,..,19,0,19,0,19,..,382,37,424,0,424,..,281,31,310,0,310,..,13,0,13,0,13,..,26,0,30,0,32,..,18,8,26,0,26,..,48,14,62,0,62,..,371,41,413,9,420,..,4806,587,5388,36,5422,..,96,15,110,771,881,10436,4899,603,5501,804,16740,10422,..,..,..,..,10422,..,11,0,11,0,11,..,137,23,161,0,165,..,9,0,9,0,9,..,505,159,669,3,673,..,589,171,764,7,767,..,40,11,48,0,48,..,1139,345,1486,9,1495,..,61,9,74,0,74,..,429,24,450,6,455,..,95,3,100,0,100,..,751,130,882,0,884,..,29,0,33,0,33,..,14,0,16,0,16,..,66,0,66,0,70,..,15,0,20,0,20,..,16,0,16,0,16,..,26,0,26,0,26,..,8,0,8,0,8,..,6,0,8
POA2036,0,34,0,34,..,222,26,244,0,250,..,81,5,86,3,87,..,25,6,21,0,21,..,363,30,392,6,396,..,280,40,324,0,323,..,15,0,17,0,17,..,26,8,33,0,33,..,73,11,86,0,85,..,47,16,60,0,60,..,522,64,595,12,600,..,4347,533,4879,49,4931,..,102,12,115,1891,2004,10134,4447,541,4993,1942,17072,10189,..,..,..,..,10189,..,17,0,17,0,17,..,137,29,168,0,166,..,22,4,23,0,22,..,359,125,482,0,482,..,542,148,689,5,693,..,54,17,70,0,70,..,954,287,1243,6,1247,..,34,11,43,0,48,..,257,8,267,0,270,..,57,0,60,0,62,..,350,26,376,4,383,..,174,17,200,0,200,..,10,0,10,0,10,..,75,0,79,0,79,..,9,0,9,0,9,..,27,4,28,0,28,..,14,6,17,0,17,..,20,0,23,0,25,..,7,0,14
POA2037,0,18,0,18,..,37,0,41,0,41,..,19,0,18,0,18,..,0,0,0,0,0,..,72,3,80,0,80,..,142,12,154,0,155,..,9,0,9,0,6,..,37,10,53,0,53,..,17,3,24,0,24,..,102,37,145,0,146,..,166,22,191,8,195,..,1642,212,1854,21,1872,..,39,5,44,487,523,5621,1674,218,1896,505,8024,5805,..,..,..,..,5805,..,10,0,10,0,10,..,58,8,67,0,67,..,16,0,16,0,16,..,156,34,192,0,190,..,436,78,514,4,511,..,20,3,24,0,24,..,607,114,727,4,728,..,14,0,14,0,14,..,56,0,56,0,57,..,59,0,59,0,58,..,63,8,74,0,75,..,7,0,7,0,7,..,4,0,4,0,4,..,42,0,42,0,42,..,14,0,14,0,14,..,11,0,11,0,11,..,9,0,9,0,9,..,9,0,9,0,9,..,9,0,9
POA2038,0,0,0,0,..,11,0,11,0,11,..,5,0,10,0,10,..,5,0,5,0,5,..,19,0,27,0,27,..,45,0,46,0,46,..,0,0,0,0,7,..,17,3,18,0,18,..,12,0,12,0,7,..,22,0,20,0,20,..,62,7,65,0,63,..,497,55,560,10,563,..,16,4,21,243,263,3708,513,60,578,252,4535,3966,..,..,..,..,3966,..,9,0,9,0,6,..,17,0,17,0,17,..,4,0,4,0,4,..,38,5,45,0,45,..,57,10,70,0,68,..,10,0,8,0,8,..,103,19,118,0,118,..,21,0,19,0,19,..,24,0,24,0,24,..,21,5,23,0,23,..,54,9,68,0,68,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4
POA2039,0,6,0,6,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,14,0,14,0,14,..,50,6,54,0,56,..,6,0,6,0,6,..,8,0,11,0,11,..,12,0,13,0,13,..,12,0,12,0,12,..,67,9,76,0,76,..,480,51,531,3,534,..,14,0,13,129,139,3405,489,55,547,130,4082,3716,..,..,..,..,3716,..,3,0,3,0,3,..,14,0,16,0,16,..,0,0,0,0,0,..,43,0,43,0,43,..,48,13,63,0,63,..,3,0,3,0,3,..,99,15,110,0,110,..,15,0,15,0,15,..,27,0,27,0,32,..,23,0,23,0,23,..,26,11,34,0,34,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,14,0,14,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0
POA2040,0,11,0,11,..,21,0,21,0,21,..,15,0,14,0,14,..,4,0,4,0,4,..,48,0,52,0,52,..,138,21,154,3,158,..,5,0,5,0,8,..,16,0,19,0,19,..,29,0,31,0,31,..,36,8,43,0,50,..,177,12,185,8,191,..,1606,213,1828,33,1858,..,43,4,50,426,474,8553,1650,219,1872,456,10881,9023,..,..,..,..,9023,..,4,0,4,0,4,..,62,3,64,0,64,..,3,0,3,0,3,..,125,9,139,4,139,..,183,39,222,3,226,..,12,4,19,0,19,..,330,52,382,6,386,..,35,0,40,0,40,..,58,5,60,0,62,..,79,0,83,6,80,..,142,32,180,0,180,..,7,0,7,0,8,..,4,0,4,0,4,..,32,0,32,0,32,..,11,0,12,0,12,..,3,0,3,0,3,..,6,0,6,0,6,..,3,0,3,0,3,..,8,0,8
POA2041,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,12,0,12,0,9,..,57,3,66,7,68,..,3,0,3,0,3,..,9,0,5,0,5,..,9,0,14,0,14,..,22,0,23,0,26,..,99,11,107,3,109,..,718,65,775,17,792,..,25,0,21,308,330,6401,733,66,800,325,7519,6764,..,..,..,..,6764,..,10,0,12,0,12,..,21,4,26,0,26,..,0,0,0,0,0,..,37,8,44,0,44,..,103,27,135,0,135,..,7,0,6,0,6,..,147,35,182,0,182,..,8,0,8,0,8,..,60,0,63,0,63,..,56,0,56,0,54,..,44,14,59,0,59,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,18,0,18,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,9
POA2042,0,12,0,12,..,30,0,29,0,30,..,19,0,21,0,21,..,10,0,10,0,10,..,66,9,71,0,72,..,133,5,144,0,143,..,13,0,13,0,13,..,44,27,73,0,74,..,24,3,25,0,25,..,69,19,88,0,88,..,143,15,156,3,163,..,1402,157,1560,15,1579,..,28,4,30,478,512,7438,1427,161,1591,494,9524,7070,..,..,..,..,7070,..,8,0,8,0,8,..,29,5,31,0,31,..,5,0,5,0,5,..,87,19,102,0,101,..,149,18,167,0,165,..,12,6,18,0,18,..,245,37,286,3,292,..,12,3,10,0,10,..,90,0,89,0,89,..,65,0,62,0,62,..,118,56,171,0,171,..,18,0,18,0,18,..,5,0,5,0,5,..,16,0,16,0,16,..,13,0,13,0,13,..,0,0,0,0,0,..,9,0,9,0,9,..,6,0,3,0,3,..,7,0,7
POA2043,0,5,0,5,..,12,0,12,3,14,..,12,0,12,0,12,..,5,0,5,0,5,..,33,0,33,3,35,..,87,0,88,0,88,..,5,0,5,0,5,..,10,0,7,0,7,..,24,0,24,0,24,..,30,6,35,0,35,..,96,0,97,5,102,..,853,59,911,10,918,..,19,4,19,180,198,3849,868,62,929,187,4963,3548,..,..,..,..,3548,..,0,0,0,0,0,..,9,0,9,0,9,..,9,0,9,0,9,..,84,9,92,0,96,..,178,24,202,4,205,..,7,0,7,0,7,..,272,35,308,4,310,..,3,0,3,0,3,..,61,5,63,3,67,..,30,0,33,0,33,..,30,3,32,0,32,..,3,0,3,0,3,..,3,0,3,0,3,..,15,0,15,0,15,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6
