SA2_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
311031314,42,10,52,2061,567,90,2724,5328,803,8850
311031315,0,0,0,0,0,0,0,0,0,0
311031316,71,4,77,1561,491,62,2111,4496,380,6990
311031317,61,16,82,2645,714,116,3478,6914,1142,11533
311031318,31,3,33,658,269,19,945,2558,158,3664
311031319,106,3,110,2958,926,112,4001,7918,463,12380
311041322,62,5,67,1458,535,71,2066,4449,407,6913
311041567,13,5,22,1367,313,63,1744,2738,449,4929
311041568,35,0,39,2332,498,96,2924,4273,190,7386
311041569,41,6,53,1291,478,31,1802,3967,323,6095
311041570,144,17,158,3398,939,120,4458,8700,833,13991
311041571,15,3,17,2505,406,125,3042,3461,474,6980
311051323,391,146,539,1868,568,78,2519,6337,883,9741
311051324,124,9,146,1651,565,55,2269,4828,239,7333
311051325,67,7,69,2210,689,100,2998,5611,412,9016
311051326,67,14,84,1804,508,82,2395,5804,1012,9210
311051327,91,6,98,2254,803,85,3145,6226,328,9699
311051328,154,32,181,1171,347,60,1572,3823,686,6084
311061329,32,0,34,1331,406,55,1790,3452,224,5468
311061330,63,8,63,1357,488,73,1921,5083,1035,8039
311061331,44,4,47,839,297,41,1175,3104,583,4862
311061332,152,20,175,3045,839,99,3981,7701,456,12142
311061333,144,19,165,1461,461,57,1983,5482,714,8180
311061334,255,20,274,1643,552,61,2255,5506,338,8097
311061335,35,0,37,1408,265,27,1704,3301,246,5251
311061336,167,92,257,1705,525,68,2301,6428,1261,9990
312011337,190,25,218,1360,420,43,1822,5376,876,8074
312011338,29,5,33,1223,258,54,1524,3462,2197,7188
312011339,45,12,54,626,170,26,832,1786,437,3053
312011340,43,3,54,500,146,15,662,1958,606,3229
312011341,7,3,13,1909,291,88,2288,3227,1612,7120
312021342,187,57,243,2594,869,121,3586,7766,1118,12466
312021343,85,83,172,497,219,19,738,1987,391,3123
312021344,34,3,43,2629,672,109,3412,5797,987,10196
312021345,0,0,0,0,0,0,0,9,0,9
312021346,60,10,66,387,172,14,569,2320,646,3537
312021347,0,0,0,55,44,0,103,367,78,555
312021348,189,22,219,1955,749,105,2816,5738,633,9178
312021349,199,13,221,888,362,43,1287,3448,478,5212
312021350,91,15,103,1031,321,33,1392,2878,466,4732
312021351,77,11,84,1582,405,62,2046,3764,938,6754
312021352,145,14,159,1703,710,78,2497,5997,1082,9569
312021353,77,13,88,1146,489,37,1669,4347,799,6813
312021354,28,4,28,1134,294,62,1490,2764,438,4693
312021355,39,0,36,487,201,21,712,1778,264,2754
312021356,121,13,139,976,402,52,1437,3708,510,5647
312021357,82,12,92,1414,533,55,2005,4016,648,6666
312021358,259,26,293,887,314,41,1238,3493,554,5279
312031359,47,10,51,2006,484,95,2584,7960,1703,12251
312031360,0,0,0,0,0,0,0,0,0,0
312031361,165,16,186,1344,417,65,1821,4681,725,7226
313011362,341,68,411,2025,880,70,2970,10348,822,14144
313011363,827,123,956,1671,1065,81,2805,14852,1084,18748
313021364,97,0,99,1261,366,53,1681,3319,204,5197
313021366,387,42,425,3883,1101,185,5175,11745,1267,18188
313021367,45,4,42,736,264,35,1039,2261,151,3451
313021368,91,8,97,1908,502,105,2512,5558,506,8575
313021369,49,5,54,687,248,16,955,2301,214,3470
313021572,245,36,278,2873,793,132,3803,8933,1214,13952
313021573,311,110,426,1812,595,76,2491,6473,789,9760
313031370,87,18,93,775,251,23,1053,3237,529,4822
313031371,121,9,136,1234,409,47,1685,4145,1831,7667
313041372,175,12,188,2841,955,113,3904,8582,735,13224
313041373,451,113,567,3208,1167,190,4555,12588,1292,18442
313041374,33,3,41,976,398,51,1418,3137,259,4816
313041375,160,6,165,4572,997,190,5755,9368,586,15706
313041376,19,3,29,536,218,11,761,1806,115,2684
313051377,205,12,225,1213,439,51,1705,4925,425,7057
313051378,236,16,256,1622,693,62,2369,7221,655,10245
313051379,358,24,380,1160,560,56,1774,6785,596,9156
313051380,628,125,755,2526,915,120,3569,9781,893,14242
313051574,0,0,0,7,3,0,9,203,93,306
313051575,378,77,459,2265,1021,71,3359,8980,616,12961
314011382,278,21,299,3138,945,102,4188,8639,333,13158
314011383,93,10,101,4234,1080,128,5448,9352,383,15185
314011384,72,7,83,1624,587,75,2289,4648,454,7386
314011385,43,3,40,1675,358,43,2076,3903,119,6098
314011386,233,20,258,4990,1279,141,6408,12476,513,19402
314011387,120,10,130,2315,723,64,3096,6506,325,9927
314021389,200,57,266,5096,1074,155,6320,10317,767,17411
314021576,20,4,23,1032,261,43,1336,2462,284,4078
314021577,241,105,349,3726,1146,163,5037,11223,1089,17343
314021578,103,12,114,3738,625,118,4486,5791,496,10775
314021579,269,43,315,5009,1000,136,6149,10721,675,17542
314031391,172,8,180,1866,642,78,2596,5223,321,8141
314031392,130,3,140,1294,363,39,1703,3640,309,5647
314031393,57,8,68,1616,541,65,2216,4543,258,7026
314031394,149,10,164,2243,722,101,3065,7422,629,11111
315011395,0,0,0,184,134,36,355,407,79,836
315011396,32,3,35,963,464,87,1513,3423,1148,6082
315011397,9,0,9,131,16,3,158,541,119,817
315011398,0,0,3,195,234,19,447,576,250,1274
315011399,3,0,3,384,248,30,661,905,243,1814
315011400,55,10,68,647,230,23,894,2787,1708,5388
315011401,12,0,10,498,169,39,711,1571,243,2523
315011402,9,0,9,552,367,90,1008,1576,205,2801
315011403,6,0,10,778,133,24,930,1693,423,3044
315021404,15,4,18,709,260,40,1011,2273,448,3733
315021405,88,24,114,3007,893,165,4075,8328,1587,13992
315021406,20,0,25,543,170,38,750,1931,595,3281
315021407,32,15,43,404,111,19,536,1521,451,2512
315031408,92,21,119,650,200,39,888,2605,397,3893
315031409,94,17,111,502,171,20,694,2153,425,3275
315031410,21,0,19,267,67,11,351,1118,312,1782
315031411,48,4,53,354,120,19,501,1496,162,2160
315031412,79,12,88,491,169,24,678,1881,401,2966
316011413,724,185,914,2881,870,67,3812,10391,829,15031
316011414,361,37,402,3113,794,73,3982,9635,652,14268
316011415,77,8,83,2509,558,78,3136,5713,423,9277
316011416,325,49,374,1853,445,60,2364,6444,674,9478
316021417,319,30,340,1649,552,63,2266,5654,332,8250
316021418,166,22,189,993,371,34,1399,4086,442,5924
316021419,283,52,335,602,402,16,1021,4900,497,6414
316021421,436,30,468,1561,738,49,2352,8460,540,11352
316021422,240,34,275,1166,448,37,1656,4828,413,6900
316021423,357,32,396,1643,461,40,2145,6028,446,8619
316021424,263,10,278,1690,451,41,2182,6237,484,8903
316021580,115,7,127,3485,630,87,4205,7129,489,11823
316021581,407,182,589,2441,654,96,3190,7591,864,11647
316031425,345,15,363,2716,753,99,3573,8958,704,13232
316031426,271,33,305,1577,662,69,2311,7288,681,10282
316031427,662,236,904,2681,1077,73,3840,14824,1937,20591
316031428,239,26,264,1601,674,53,2326,7838,720,10891
316051434,165,10,171,647,210,11,865,3326,284,4475
316051435,332,44,373,1126,406,40,1575,6202,489,8264
316051437,78,3,83,1073,285,25,1385,4039,331,5761
316051438,381,137,525,1412,420,33,1861,6503,681,9051
316051543,63,3,65,747,191,27,964,2269,159,3389
316051544,182,7,190,2389,419,74,2876,4772,359,8009
316061439,179,19,197,1561,443,57,2060,4952,488,7498
316061440,257,31,294,1058,516,38,1606,5802,554,7966
316061441,103,8,112,1104,324,20,1447,3555,333,5330
316061442,123,4,132,3021,735,119,3871,7866,652,12387
316061443,127,9,141,850,352,40,1243,4172,414,5832
316061444,228,23,249,1877,648,82,2606,6420,555,9582
316071545,198,27,229,2046,526,57,2627,5474,428,8527
316071546,73,15,89,766,274,21,1061,2380,177,3617
316071547,107,10,120,2240,614,68,2920,6426,583,9926
316071548,575,77,655,3756,1005,151,4909,12376,1009,18296
316081549,332,96,435,3675,1137,125,4936,13923,1348,20202
317011445,37,7,46,1540,435,95,2072,3621,326,6014
317011446,378,73,451,2237,677,87,3004,7961,708,11671
317011447,408,43,455,1449,618,81,2153,6103,604,8859
317011448,181,25,205,1041,292,39,1373,4643,609,6630
317011449,42,0,44,1442,357,86,1890,3121,210,5220
317011450,185,18,211,2654,909,95,3656,7402,458,11516
317011451,113,8,126,1981,685,71,2734,6141,679,9555
317011452,256,13,268,1354,492,55,1900,3982,169,6048
317011453,181,23,205,1360,490,64,1919,5712,533,8160
317011454,123,12,140,911,300,46,1261,3517,370,5149
317011455,297,33,335,1360,499,80,1944,4874,275,7092
317011456,348,36,382,2059,695,86,2837,7967,815,11628
317011457,208,19,231,1632,568,82,2289,5791,388,8463
317011458,286,33,325,2642,911,155,3705,8169,689,12560
317011459,400,61,462,1753,714,130,2595,8347,713,11650
318011460,241,37,285,1129,476,36,1640,5096,774,7513
318011461,187,22,205,1011,433,43,1482,4249,639,6373
318011462,180,33,210,924,370,55,1347,4139,920,6411
318011463,31,9,43,533,195,25,749,1862,474,3077
318011464,214,31,254,485,258,22,770,2593,390,3760
318011465,165,38,201,769,338,27,1134,3904,479,5522
318011466,0,0,0,308,147,20,477,837,123,1444
318021467,75,5,83,682,268,27,967,2557,345,3868
318021468,132,31,166,1377,585,93,2057,5083,1341,8479
318021469,110,31,144,491,141,33,666,1739,216,2620
318021470,35,5,42,1740,486,102,2321,3963,259,6548
318021471,175,10,192,1616,571,93,2277,5501,756,8538
318021472,113,14,129,775,403,39,1223,3316,303,4845
318021474,25,74,100,1130,369,28,1525,4605,544,6681
318021475,83,4,88,715,279,28,1019,3781,574,5378
318021476,103,9,117,1068,394,55,1514,3977,588,6070
318021477,96,6,106,513,237,22,771,2180,263,3217
318021478,60,3,63,725,278,39,1051,3094,419,4557
318021479,97,13,108,661,235,28,922,2713,325,3965
318021480,66,0,63,1677,642,109,2427,5001,728,8161
318021481,184,15,192,1017,491,61,1564,4124,496,6189
318021482,104,27,131,2482,1041,138,3668,7600,676,11938
318021483,42,6,46,222,114,21,354,1656,232,2245
318021484,110,0,117,1892,528,81,2499,4946,415,7856
318021485,200,25,221,434,170,16,622,2155,200,2983
318021486,48,3,50,959,395,38,1391,3417,499,5304
318021487,58,18,78,1125,344,34,1510,3880,369,5755
318021488,61,11,68,668,253,46,952,3060,521,4538
318021489,35,3,45,694,248,28,973,2529,453,3948
318021490,82,8,88,949,459,57,1465,5903,767,8138
318021491,78,8,87,647,323,52,1019,2771,1455,5253
318021582,92,0,98,4362,892,197,5447,7827,928,14206
318021583,28,0,29,1143,361,66,1582,2669,311,4555
319011492,179,45,223,851,265,47,1165,3010,353,4526
319011493,433,31,466,2584,903,113,3609,11647,820,16071
319011494,45,6,47,942,268,29,1232,2798,224,4254
319011495,106,15,121,700,231,22,960,3762,535,5260
319011496,127,16,144,888,297,41,1222,3191,267,4687
319011497,217,37,262,832,371,45,1244,4605,486,6340
319011498,106,12,117,1164,404,50,1612,5503,675,7792
319011499,164,20,182,1127,414,53,1594,6820,909,9320
319011500,396,47,445,938,361,67,1368,4490,360,6217
319011501,235,21,255,767,336,47,1150,3394,305,4853
319011502,333,38,375,1456,590,92,2139,6249,596,8985
319021503,143,26,165,707,289,37,1036,3709,653,5396
319021504,74,12,87,576,200,18,800,3326,540,4661
319021505,275,40,315,1554,467,89,2109,5722,618,8440
319021506,234,24,261,1046,495,78,1623,5300,824,7742
319021507,36,7,47,565,231,17,812,2263,313,3395
319021508,109,15,123,471,149,15,634,2105,337,3077
319021509,170,29,196,953,406,46,1401,6160,1017,8581
319021510,0,0,0,0,0,0,0,6,3,10
319031511,138,33,171,477,212,16,704,4678,576,5959
319031512,474,55,533,2166,753,119,3038,8324,758,12120
319031513,203,16,218,1104,394,67,1564,4364,339,6267
319031514,201,19,221,2908,1009,124,4034,11409,1361,16801
319031515,57,3,55,456,126,27,607,2242,344,3197
319041516,49,3,52,830,227,33,1092,3547,212,4853
319041517,49,4,51,865,260,48,1168,3212,198,4581
319041518,593,82,676,1910,578,104,2587,9907,893,13395
319041519,121,83,205,705,222,32,963,3457,424,4847
319041520,621,112,735,1793,685,81,2561,9931,1038,13524
319041521,296,45,343,1874,606,83,2565,9087,827,12480
319051522,178,30,203,1147,418,48,1612,6845,634,9093
319051523,74,5,82,353,142,13,517,1838,191,2547
319051524,576,76,654,2143,921,133,3195,10707,1778,15676
319051525,114,15,128,908,414,51,1368,6149,823,8340
319051526,83,10,87,769,309,46,1125,3567,282,4969
397979799,0,0,0,0,0,0,0,45,135,183
399999499,33,13,44,1219,501,70,1785,8009,3440,13234
401011001,116,20,141,1106,648,39,1790,13869,1597,17259
401011002,236,46,287,593,388,18,1001,4874,433,6316
401021003,87,38,127,1070,506,31,1611,3968,322,5900
401021004,287,14,305,3444,1352,157,4957,9310,469,14738
401021005,195,13,211,725,309,28,1061,2706,209,3968
401021006,222,16,243,1502,643,67,2214,5109,471,7791
401021007,393,31,426,4057,1321,202,5580,11438,674,17684
401021008,56,12,66,1188,469,66,1731,3512,324,5565
401021009,23,4,33,1041,288,44,1371,2599,183,4159
401021010,82,6,85,1061,454,56,1569,3193,229,4989
401031011,533,25,562,3194,1191,79,4467,11130,360,15957
401031012,236,13,253,1929,690,39,2661,5504,222,8390
401031013,741,40,794,2784,1143,82,4009,9582,337,13931
401041014,146,7,158,1600,675,49,2321,5535,189,8049
401041015,799,124,928,3315,1162,93,4575,12930,770,18275
401041016,804,39,850,4171,1272,116,5561,13680,639,19879
401051017,221,19,237,1390,579,47,2007,7020,475,9508
401051018,639,73,722,2060,635,70,2759,7977,424,11164
401051019,389,19,416,2185,785,47,3019,8091,363,11471
401061020,97,5,108,1177,414,39,1632,3578,151,5365
401061021,330,30,365,2712,805,80,3598,8930,516,13045
401061022,317,18,339,1153,523,36,1719,4826,283,6828
401071023,416,42,467,2764,1097,129,3989,10573,409,14968
401071024,1023,71,1105,3415,1244,123,4783,12399,496,17677
402011025,135,16,152,1664,584,79,2329,4964,316,7613
402011026,620,106,730,3248,1353,133,4736,12355,860,17953
402011027,52,9,58,1124,410,52,1585,3367,287,5243
402021028,274,14,292,3627,1185,157,4970,9816,589,15374
402021029,163,19,184,2987,839,198,4027,8514,935,13465
402021030,271,32,301,1365,403,49,1822,6011,779,8602
402021031,278,88,369,2122,766,88,2977,7452,761,11184
402021032,104,8,116,3282,821,164,4264,7257,484,12006
402021033,23,0,21,376,202,16,587,1390,89,2072
402021034,197,65,260,1637,619,108,2360,6483,1009,9854
402021035,112,18,132,903,283,25,1210,3054,362,4624
402031036,507,48,562,4051,980,120,5154,14686,1124,20964
402031038,492,30,536,4105,1005,91,5194,12453,788,18437
402031175,270,16,287,3290,765,61,4115,9472,1375,14964
402031176,172,6,185,1751,497,38,2290,5973,349,8613
402041039,0,0,0,0,0,0,0,0,0,0
402041040,371,72,450,2404,893,78,3377,8940,658,12969
402041041,212,24,247,2464,871,83,3421,8379,451,12262
402041042,0,0,0,0,0,0,0,21,0,21
402041043,237,33,276,3042,920,76,4037,9965,636,14640
402041044,82,11,95,2975,929,128,4033,9372,696,14100
402041046,407,68,480,2675,921,87,3682,10339,986,15005
402041047,381,31,415,2982,1114,102,4198,10139,645,14981
402041048,224,25,255,3095,911,143,4141,9428,845,14418
402041171,75,51,120,2537,594,64,3199,7689,403,11295
402041172,142,11,155,1279,403,45,1725,4590,296,6611
402051049,234,77,310,1687,712,72,2472,5903,317,8689
402051050,82,4,85,1592,550,76,2218,4941,160,7319
402051051,174,16,196,1844,852,61,2752,6127,263,9142
402051052,845,47,901,2602,933,83,3622,10486,670,14783
402051053,287,14,297,3282,1457,110,4854,10533,436,15823
402051054,181,14,192,2943,1236,118,4299,8643,374,13310
402051055,438,24,467,2124,887,75,3081,7594,332,11008
403011056,611,27,647,2237,1248,104,3592,8867,533,12986
403011057,777,59,840,2599,1560,95,4257,13186,647,18086
403021058,307,25,337,2255,722,68,3041,8858,458,12360
403021059,163,7,172,2106,1035,77,3216,7051,265,10536
403021060,203,18,219,1765,708,74,2551,5192,238,7982
403021061,502,47,555,2378,805,72,3254,10154,693,14106
403021062,696,35,735,2640,855,74,3570,9973,440,13986
403021063,139,3,142,2041,707,92,2829,5089,170,8089
403021064,583,31,624,2471,981,84,3535,9695,512,13739
403031065,176,20,194,829,370,46,1248,2714,150,4113
403031066,265,19,292,1117,500,35,1652,4578,294,6522
403031067,240,14,260,2554,956,118,3623,6671,213,10503
403031068,521,30,557,2966,939,111,4005,8588,321,12916
403031069,494,22,520,2867,1247,114,4225,9172,309,13711
403031070,342,37,372,1335,522,66,1917,4952,278,7150
403041071,342,20,364,1895,926,100,2916,6701,255,9875
403041072,201,58,264,2782,984,149,3908,8059,769,12738
403041073,162,44,218,1313,551,71,1934,5207,676,7823
403041074,338,17,359,1602,784,91,2469,6443,422,9337
403041075,24,6,34,393,260,30,685,1515,120,2325
403041076,27,0,29,931,340,42,1319,2148,84,3550
403041077,161,11,175,1871,859,73,2801,5915,215,8933
403041078,109,40,145,1015,525,46,1592,3796,307,5689
403041079,124,8,132,1186,518,66,1773,4199,388,6359
403041080,323,13,337,2410,1104,103,3623,7536,330,11494
403041081,0,0,0,0,0,0,0,0,0,0
403041082,0,0,0,0,0,0,0,19,3,26
403041083,177,39,219,1191,498,48,1734,4029,308,6073
403041084,314,37,354,2104,935,114,3151,7896,574,11616
403041085,138,13,158,1493,696,87,2278,5683,459,8415
403041086,279,27,299,1660,688,87,2431,5766,342,8541
403041088,55,0,58,603,334,33,965,1885,151,3003
403041089,267,23,291,1915,771,108,2789,6520,251,9566
403041177,236,80,313,2587,916,155,3658,7122,526,11312
403041178,141,14,157,1864,720,93,2676,5529,343,8552
404011090,137,22,155,1501,408,45,1955,5055,338,7351
404011091,441,31,473,2491,900,55,3449,9773,540,13755
404011092,388,21,411,2470,1059,95,3626,9051,427,13107
404011093,452,11,466,2590,808,111,3505,12247,691,16438
404011094,198,11,206,963,323,42,1330,3957,194,5477
404011095,674,48,727,2487,1074,90,3656,10627,624,14907
404011096,663,48,710,1970,1298,80,3347,9316,522,13190
404011097,478,31,515,2839,895,96,3828,11663,714,16204
404021098,0,0,0,0,0,0,0,0,0,0
404021099,370,29,406,2093,950,92,3140,9026,529,12692
404021100,326,21,345,2122,1027,94,3239,8722,539,12500
404021101,226,13,238,1589,588,72,2248,7142,479,9872
404021102,450,33,483,2725,711,61,3494,11944,942,16378
404021103,0,0,0,0,0,0,0,4,0,4
404031104,0,0,0,0,0,0,0,0,0,4
404031105,161,16,185,495,193,21,703,1607,125,2437
404031106,432,25,460,2162,737,52,2951,8055,389,11394
404031107,963,59,1029,3980,1240,112,5334,16445,878,22661
404031108,491,26,519,2269,777,76,3125,11111,543,14768
404031109,182,3,187,809,349,35,1193,3058,126,4383
405011110,88,16,100,1026,381,44,1454,3493,347,5299
405011111,144,15,164,1627,621,62,2307,5099,439,7846
405011112,91,8,100,1144,443,47,1632,3412,238,5275
405011113,31,3,40,466,213,26,708,1760,282,2747
405011114,237,16,254,1063,451,47,1556,4258,200,6014
405011115,194,22,218,733,299,17,1044,2702,158,3907
405021116,126,14,141,598,252,31,888,2291,216,3390
405021117,105,15,118,628,295,40,961,2941,304,4210
405021118,92,6,107,536,212,21,771,2380,280,3436
405021119,265,25,292,1326,598,74,1997,5281,551,7826
405031120,120,13,130,640,263,27,924,2598,243,3767
405031121,144,24,175,527,304,21,854,3245,506,4606
405031122,405,33,439,1745,822,92,2656,8146,719,11521
405031123,72,8,83,469,215,15,699,1815,154,2666
405041124,153,31,183,741,337,45,1125,3050,317,4481
405041125,153,43,204,505,283,24,809,3404,375,4591
405041126,124,16,140,436,237,18,695,2839,320,3851
405041127,264,52,318,798,427,41,1270,4620,513,6408
405041128,95,14,110,411,220,21,648,2675,315,3629
406011129,36,7,45,368,180,24,568,1374,201,2141
406011130,177,16,197,992,477,70,1538,3687,365,5589
406011131,108,22,135,625,237,25,889,2202,326,3416
406011132,52,18,66,339,140,9,487,1042,157,1685
406011133,388,49,434,2488,938,118,3540,8631,1111,13282
406011134,54,13,69,524,252,46,821,1814,318,2944
406011135,0,0,0,21,5,0,22,45,49,122
406011136,398,54,449,2968,1187,186,4342,11758,1252,17361
406011137,0,0,0,0,0,0,0,0,0,0
406021138,9,4,17,269,597,154,1019,557,205,1775
406021139,17,11,29,117,43,0,155,924,304,1382
406021140,50,11,52,224,118,9,358,1295,198,1845
406021141,19,7,22,218,73,14,310,1161,315,1784
406021142,219,23,248,1693,775,98,2564,6929,1498,10995
406021143,5,0,3,844,136,45,1024,1549,388,2952
407011144,560,58,626,1226,827,60,2109,8523,538,11172
407011145,88,30,119,634,277,50,963,2763,382,4112
407011146,203,18,225,1132,589,69,1791,4396,328,6512
407011147,71,11,78,1162,520,69,1750,4437,466,6655
407011148,837,75,912,1637,993,125,2760,10556,634,13950
407011149,168,14,184,791,470,48,1307,3937,336,5574
407021150,69,43,115,876,369,35,1274,2777,1071,5125
407021151,103,13,118,487,218,17,724,2392,218,3329
407021152,195,17,210,641,342,20,999,3177,292,4469
407021154,171,30,198,947,313,38,1293,3464,370,5122
407021155,18,4,22,412,160,9,582,1191,158,1930
407021156,53,0,56,472,176,14,661,1719,189,2566
407021157,161,13,172,1028,369,49,1437,3708,504,5648
407021158,40,8,43,479,221,28,724,1910,242,2871
407021173,352,74,429,2334,904,139,3374,7999,793,12172
407021174,351,38,395,2112,862,99,3069,8180,669,11923
407031159,173,17,197,860,397,34,1286,3769,328,5384
407031160,146,20,166,519,194,20,734,2512,234,3482
407031161,98,10,105,407,155,14,574,1644,212,2435
407031162,184,21,209,807,315,42,1163,3057,334,4554
407031163,22,0,28,221,124,16,365,970,127,1461
407031164,156,16,177,676,375,21,1074,4155,518,5749
407031165,514,53,570,2396,996,114,3512,10212,1459,15178
407031166,45,3,51,547,271,21,842,2043,212,3096
407031167,182,20,200,598,228,15,839,2893,241,3970
407031168,68,10,72,716,248,31,996,2871,349,4216
407031169,124,17,142,671,317,29,1020,3071,502,4591
407031170,159,23,186,792,327,29,1148,3842,650,5640
497979799,0,0,0,0,0,0,0,0,5,12
499999499,15,0,11,315,124,17,459,1761,756,2975
501011001,129,14,148,1091,315,78,1481,3366,491,5343
501011003,125,21,143,2130,745,94,2969,5743,784,9492
501011004,124,15,139,1960,500,125,2589,4773,661,8018
501011293,171,21,184,1367,532,69,1960,5272,529,7764
501011294,641,69,715,3041,975,179,4196,10604,892,15691
501021005,178,16,200,3590,1109,223,4918,9218,771,14910
501021007,51,11,62,859,361,59,1272,2783,346,4400
501021008,163,25,190,876,371,50,1297,3573,947,5818
501021009,123,52,183,1175,607,78,1865,4753,624,7239
501021010,39,5,44,527,200,27,756,1723,201,2685
501021011,0,0,0,0,0,0,0,11,3,8
501021012,230,81,315,2175,736,119,3023,6137,635,9798
501021014,180,21,202,1322,544,61,1925,5241,529,7695
501021015,153,17,169,1116,460,50,1631,3960,330,5914
501021016,79,27,106,578,260,35,869,2337,334,3533
501021251,39,7,48,2022,453,103,2575,4372,382,7327
501021252,26,6,32,493,201,29,723,1659,104,2487
501021253,432,106,543,1836,903,111,2847,7223,772,10838
501021254,48,9,57,704,316,50,1071,2735,354,4165
501031017,117,16,135,1013,347,44,1411,3907,523,5839
501031018,115,7,127,854,350,49,1248,3522,363,5132
501031019,118,9,128,752,262,40,1054,3068,318,4443
501031020,108,15,123,583,206,28,820,3197,493,4511
502011021,67,12,80,1309,552,55,1914,4603,373,6890
502011022,174,9,184,1312,645,70,2026,5727,434,8190
502011023,372,129,506,1257,550,85,1887,5643,641,8166
502011024,498,76,580,2757,1275,126,4162,11583,940,16678
502011025,288,108,399,1033,588,46,1667,6315,1022,9001
502011026,115,13,126,826,445,47,1317,3828,441,5581
502011027,430,27,463,3969,1317,221,5509,9998,915,16426
502011028,440,59,507,1281,696,71,2049,6952,673,9675
502011029,197,60,254,1524,568,87,2173,5314,711,8200
503011030,296,12,319,1149,466,52,1675,3738,195,5601
503011031,402,49,452,1305,616,53,1980,5488,465,7932
503011032,161,47,210,1235,662,49,1942,4241,349,6534
503011033,151,12,172,1779,608,76,2464,4105,164,6739
503011034,211,41,254,1711,699,66,2473,5972,505,8952
503011035,454,28,493,2966,1239,118,4314,10946,620,15885
503011036,221,57,282,1773,654,88,2511,4821,347,7683
503021037,4,0,4,0,3,0,4,30,13,48
503021038,232,12,243,2342,528,88,2959,6191,437,9582
503021039,328,58,392,2556,931,97,3582,10218,691,14493
503021040,216,25,246,1623,513,78,2215,5576,406,8186
503021042,362,83,444,2797,1069,101,3968,9974,834,14766
503021043,517,67,586,3330,918,138,4388,10581,747,15719
503021295,89,5,98,1058,444,28,1529,8362,1018,10915
503021296,82,16,104,1104,461,54,1621,7878,916,10410
503021297,94,9,106,883,355,7,1249,8699,1469,11413
504011044,320,30,360,2580,945,124,3648,8706,776,13129
504011045,618,59,683,4367,1283,178,5822,13470,921,20215
504011046,107,54,166,1814,579,51,2446,8333,791,11562
504011047,473,52,525,3464,1205,89,4757,13314,986,19054
504011048,202,11,216,1170,618,34,1821,4703,221,6746
504021049,29,7,30,431,180,31,634,1548,2004,4181
504021050,101,14,122,1269,537,76,1881,3702,273,5858
504021051,81,0,87,993,404,36,1433,3078,241,4750
504021052,0,0,0,0,0,0,0,10,0,10
504021053,232,24,259,2198,945,119,3267,7111,536,10912
504021054,250,119,366,1787,886,99,2769,7103,788,10664
504031055,0,0,0,5,0,0,5,3,0,9
504031056,185,8,198,2835,1194,87,4112,10149,681,14950
504031057,140,14,159,3739,1012,145,4901,10662,1088,16646
504031058,36,0,38,919,317,49,1281,2898,354,4527
504031060,34,4,37,446,184,23,651,1559,174,2385
504031061,59,6,61,1043,339,39,1425,2721,208,4352
504031062,79,8,84,2347,623,75,3043,6092,553,9693
504031063,0,0,0,3,0,0,5,8,9,21
504031064,0,0,0,0,0,0,0,0,0,0
504031065,100,10,108,847,373,36,1262,3134,288,4692
504031066,301,122,426,1421,528,63,2017,6635,937,9580
504031067,57,10,66,1230,440,69,1740,3569,265,5575
504031068,72,0,74,2445,750,111,3303,5787,412,9504
504031069,0,0,0,0,0,0,0,0,0,0
504031298,55,3,57,3563,762,126,4453,6546,523,11527
504031299,26,0,26,2623,526,101,3247,4689,338,8275
504031300,295,31,334,3669,914,161,4737,8613,887,14238
505011070,93,17,106,2021,545,108,2681,5402,347,8423
505011071,147,5,150,2466,878,86,3435,7364,429,11223
505011072,293,20,314,3289,1219,151,4661,7480,384,12530
505011073,169,11,185,2417,1067,141,3621,7054,431,11105
505011074,107,15,123,1820,753,94,2669,5504,413,8582
505011075,153,4,162,1940,987,95,3027,5889,284,9198
505011076,53,0,55,1783,780,64,2630,5088,226,7940
505011077,269,66,338,2055,926,66,3045,8003,709,11762
505011078,520,33,559,2279,1067,118,3462,6979,341,10782
505011079,175,17,193,2059,958,95,3107,5981,326,9417
505011080,111,7,118,1328,586,41,1960,4465,283,6704
505011081,96,6,104,1779,561,57,2397,4150,241,6792
505011082,181,22,204,1703,945,86,2731,5322,305,8354
505011083,156,17,177,1641,789,77,2506,5148,195,7851
505021084,458,45,509,2664,908,98,3671,8965,681,13315
505021085,185,17,207,3122,872,105,4105,10999,1431,16528
505021087,0,0,0,0,0,0,0,0,0,0
505021088,357,122,485,3161,925,98,4188,10310,961,15462
505021089,676,92,773,4465,1620,195,6279,10941,648,17868
505021090,273,22,301,3168,785,96,4048,11026,1265,16341
505021091,0,0,0,9,4,0,16,165,33,208
505021092,260,10,270,2688,959,89,3730,10267,1030,15024
505021093,254,10,270,2358,913,68,3331,8494,547,12377
505021094,159,11,169,1324,731,57,2106,4207,296,6610
505021095,306,38,345,1846,565,84,2498,7953,660,11109
505021096,463,18,494,2924,987,125,4038,7668,367,12065
