SA2_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
601011001,503,1034,21,112,69,330,34,157,340,1372,458,1966,33,136,26,69,157,502,210,706,668,2673,10,38,74,271,58,211,450,1298,588,1816,15,42,46,105,229,506,291,656,876,2471,50,101,2101,6278
601011002,665,1347,16,70,58,259,38,176,471,1763,577,2258,55,240,46,148,170,548,276,937,851,3196,0,8,23,68,12,45,197,500,232,623,18,45,19,42,94,195,131,285,357,907,18,39,1895,5489
601011003,670,1344,4,26,47,203,16,88,369,1375,440,1696,36,142,39,125,128,410,204,677,643,2373,0,3,16,53,0,14,72,185,93,257,6,29,17,37,60,141,91,206,180,463,9,19,1502,4199
601021004,838,1663,9,34,61,273,12,49,349,1333,433,1682,15,67,52,173,136,439,205,681,640,2362,0,19,20,62,7,25,96,225,127,326,10,39,28,59,106,228,145,329,275,659,32,60,1784,4742
601021005,1018,2034,24,122,129,564,18,89,614,2402,785,3172,62,248,112,376,252,799,425,1425,1207,4599,0,0,27,79,9,33,89,214,125,336,15,40,27,63,110,234,148,336,277,672,18,36,2515,7340
601021006,420,843,6,22,26,107,8,23,242,890,273,1051,27,108,27,94,76,233,133,443,405,1491,5,26,12,32,5,14,51,134,73,205,4,9,22,40,56,131,78,177,150,384,18,40,1002,2760
601021007,1519,3036,28,142,131,575,36,145,765,2900,953,3756,72,274,142,446,249,764,453,1490,1405,5248,6,18,40,133,6,19,165,388,214,559,24,68,43,90,170,371,233,533,445,1092,47,92,3417,9466
601021008,1032,2057,12,58,67,276,13,51,426,1592,515,1978,20,79,58,188,135,413,211,683,718,2655,4,17,24,69,11,26,122,316,165,428,12,32,28,63,113,234,155,332,316,761,22,57,2095,5538
601021009,447,911,7,40,33,139,11,70,253,920,304,1176,18,72,26,82,89,270,132,423,429,1598,4,33,20,58,10,39,151,402,186,529,8,27,26,62,138,313,178,403,366,928,34,78,1286,3512
601021010,268,530,4,21,22,122,14,48,156,613,192,812,4,34,16,54,46,150,69,246,266,1052,5,10,14,49,13,43,110,305,142,398,4,3,10,24,79,182,93,209,228,612,20,42,784,2236
601021011,672,1344,11,81,54,261,34,168,487,1814,591,2329,20,81,35,110,115,372,169,565,768,2892,9,39,52,192,36,138,292,793,388,1162,27,77,42,82,199,435,258,590,648,1754,44,90,2133,6086
601021012,593,1185,8,52,56,261,21,79,314,1191,401,1578,31,118,49,159,114,349,191,624,588,2208,0,6,14,52,5,9,52,130,72,200,5,12,12,34,71,143,85,192,165,389,13,23,1364,3801
601031013,487,976,9,61,49,223,22,106,265,974,345,1358,20,92,56,179,126,395,198,666,547,2024,6,20,18,66,13,52,77,214,114,356,13,42,24,51,81,167,116,248,230,609,16,32,1277,3637
601031014,544,1083,6,52,52,242,20,105,303,1138,382,1530,23,96,32,97,129,413,179,608,564,2136,6,22,27,105,19,76,177,471,230,679,10,27,29,55,129,286,167,375,398,1051,25,57,1531,4329
601031015,809,1636,15,105,83,400,34,155,419,1576,551,2236,34,137,44,146,181,577,263,862,813,3095,12,47,35,101,25,88,211,576,279,806,17,45,52,99,201,447,267,595,547,1406,42,79,2207,6212
601031016,451,905,3,25,29,123,11,54,228,898,274,1097,11,41,19,80,72,235,105,348,374,1452,7,37,27,101,14,47,121,309,168,486,4,21,30,59,115,244,149,322,317,811,31,72,1176,3235
601031017,1174,2392,25,153,82,403,32,151,627,2265,772,2981,38,177,66,224,175,571,281,974,1052,3952,11,63,49,150,25,79,324,806,401,1099,18,70,81,174,276,586,374,835,775,1932,76,166,3086,8442
601031018,597,1211,6,54,48,204,14,82,281,1063,353,1397,31,139,36,116,107,344,175,600,528,2004,7,26,16,62,8,40,85,228,123,354,14,41,24,50,83,178,117,265,239,622,23,55,1390,3890
601031019,560,1130,8,52,34,173,12,54,318,1196,378,1477,25,99,30,97,100,321,154,523,532,1997,0,15,13,57,11,37,117,287,147,399,5,29,36,84,113,253,157,363,303,756,41,80,1439,3969
601031020,823,1652,14,78,70,335,39,181,347,1319,465,1906,23,104,28,87,167,523,222,709,687,2618,4,15,32,117,22,95,208,569,269,794,17,52,25,48,162,360,203,464,467,1261,30,71,2015,5600
601031021,422,853,7,50,42,181,11,56,285,1055,343,1337,24,98,36,109,78,255,134,459,478,1799,0,12,18,55,9,39,66,158,100,271,9,22,20,55,81,177,110,253,212,524,25,56,1141,3235
601041022,1463,2939,24,144,151,702,31,135,904,3391,1114,4382,68,283,114,383,218,698,402,1370,1515,5752,13,67,51,155,16,58,262,650,341,930,17,53,88,195,214,474,321,713,662,1641,52,105,3689,10430
601041023,1371,2721,21,115,130,597,34,141,694,2658,882,3510,80,326,130,421,239,748,445,1494,1324,5001,6,21,42,121,14,49,160,386,214,579,21,67,50,115,165,341,235,522,452,1099,37,67,3179,8882
601041024,887,1762,21,120,124,595,22,116,653,2556,825,3388,66,276,88,281,183,581,336,1135,1158,4526,5,20,28,109,9,39,141,343,182,511,16,52,27,59,103,211,141,324,328,836,22,43,2390,7165
601041025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601041026,418,842,5,33,69,305,6,25,207,811,294,1175,25,89,76,261,59,191,162,543,455,1726,0,4,7,27,4,8,41,105,54,145,7,28,30,62,44,90,77,179,138,323,12,16,1018,2906
601051027,1068,2117,6,18,47,222,0,7,276,971,328,1223,12,56,52,178,70,200,135,438,467,1658,0,5,10,45,3,6,76,171,93,231,7,22,35,82,98,200,139,305,230,538,42,86,1808,4394
601051028,988,1985,11,60,106,486,20,76,652,2406,789,3024,49,197,92,300,180,577,325,1076,1111,4103,9,31,25,75,3,14,126,286,164,403,13,46,43,85,109,236,168,359,330,765,35,70,2460,6927
601051029,569,1138,4,14,60,294,4,32,308,1185,385,1528,25,106,69,226,55,179,144,509,532,2039,0,4,23,59,4,13,45,104,69,180,8,29,29,62,46,96,78,183,148,359,20,47,1273,3576
601051030,750,1496,0,3,51,240,6,29,360,1307,416,1578,30,108,75,243,79,244,177,598,594,2179,3,8,22,76,5,13,88,194,119,300,11,32,42,85,72,157,123,268,241,570,27,61,1610,4300
601051031,1605,3191,10,47,127,573,5,44,633,2379,777,3042,49,195,137,467,151,478,340,1132,1115,4175,0,11,22,58,3,7,80,193,110,277,12,34,53,110,115,230,178,381,283,658,59,126,3066,8148
601051032,761,1501,6,44,87,393,7,31,396,1480,498,1950,24,102,68,210,68,212,161,529,663,2475,3,17,19,56,7,16,100,226,127,317,8,24,35,69,75,164,120,260,248,575,31,62,1698,4614
601051033,752,1490,5,31,72,334,0,10,357,1370,442,1743,28,119,88,296,79,238,194,650,638,2395,0,0,13,36,4,15,77,166,91,218,14,34,47,96,76,149,131,279,229,497,24,50,1643,4436
601061034,1067,2137,15,71,76,341,39,182,449,1713,579,2306,41,173,59,168,195,591,289,931,864,3241,4,36,37,129,14,54,150,380,215,590,18,50,31,61,125,265,176,377,389,973,30,53,2347,6395
601061035,1267,2546,21,123,91,423,42,182,597,2258,753,2987,35,138,55,169,230,719,319,1031,1069,4013,0,13,35,132,20,59,216,532,271,738,21,63,35,65,183,393,234,526,506,1261,35,73,2882,7900
602011036,307,619,4,14,17,91,7,35,144,544,176,684,8,38,11,42,39,123,61,204,237,884,4,20,10,37,9,31,80,200,99,282,10,20,15,39,62,144,85,204,189,488,24,43,753,2034
602011037,525,1037,8,46,50,208,17,79,301,1141,377,1472,21,77,24,82,63,194,103,352,481,1824,7,17,27,86,15,60,120,301,167,466,9,36,28,63,90,201,132,296,301,765,26,57,1327,3684
602011038,672,1335,5,57,60,282,9,34,217,817,295,1189,17,63,54,174,73,231,144,470,442,1662,0,4,12,35,3,16,92,201,105,257,5,22,27,54,60,119,87,197,200,452,13,29,1318,3474
602011039,600,1206,16,80,67,300,16,80,316,1215,413,1676,29,117,42,134,107,346,177,598,595,2272,4,12,16,50,5,5,74,189,94,248,3,6,18,39,52,105,68,154,165,408,13,25,1366,3904
602011040,341,688,8,61,33,182,11,69,190,736,250,1052,12,62,19,49,65,211,94,318,345,1365,6,18,19,77,4,17,87,238,118,345,12,34,23,45,84,187,118,271,232,616,28,56,935,2728
602011041,853,1719,14,90,68,329,39,208,477,1863,605,2489,38,151,40,139,184,599,261,885,870,3377,3,20,30,129,26,97,311,849,376,1092,15,51,28,65,202,441,250,556,621,1653,60,136,2401,6880
602011042,593,1175,13,77,46,188,9,33,315,1196,380,1491,29,105,64,223,70,231,166,558,547,2049,0,9,18,62,10,18,102,247,129,329,10,26,30,67,76,161,115,257,246,586,16,44,1402,3855
602011043,492,975,8,40,54,253,6,24,210,812,272,1122,13,51,44,151,68,228,131,432,404,1554,0,16,14,42,0,11,63,154,80,221,8,27,20,46,63,127,87,197,167,421,16,36,1081,2984
602011044,877,1749,18,91,63,279,20,73,392,1467,484,1907,26,126,74,250,162,509,272,886,755,2792,0,6,26,72,8,21,117,290,150,388,11,30,22,42,119,252,149,331,298,724,15,37,1947,5302
602011045,299,600,9,35,22,108,17,60,144,579,188,784,10,40,12,34,78,259,104,339,290,1124,0,3,33,108,13,41,174,519,221,666,10,23,16,43,130,281,152,353,376,1024,25,54,990,2795
602011046,857,1712,16,91,93,423,21,86,437,1685,562,2282,45,179,72,238,143,459,259,871,820,3156,4,29,28,105,13,47,108,282,161,460,16,41,36,76,92,197,138,314,299,776,27,58,2001,5704
602011047,489,970,7,43,36,177,7,38,303,1114,346,1374,11,39,34,106,48,154,87,288,442,1661,0,0,14,33,9,28,82,218,104,286,3,14,28,59,73,155,111,230,211,515,24,49,1165,3201
602011048,552,1112,9,43,45,202,14,70,309,1145,371,1461,28,118,30,106,76,246,136,465,511,1924,3,26,19,77,4,14,106,260,137,379,12,35,35,74,98,213,152,331,281,705,14,33,1369,3775
602011049,550,1084,3,20,70,341,16,65,308,1191,402,1621,27,109,64,194,78,234,163,542,568,2160,0,12,11,44,10,31,77,191,107,270,0,8,20,49,66,145,92,198,195,472,18,41,1326,3751
602011050,396,790,7,54,43,186,17,67,225,846,288,1162,17,56,22,69,74,239,104,366,395,1523,0,0,15,51,11,48,126,329,160,429,5,14,21,38,97,213,120,266,277,696,19,46,1092,3052
602011051,523,1043,3,31,53,220,8,21,223,854,286,1135,20,80,45,133,81,260,138,470,426,1604,0,8,19,55,5,27,67,163,95,257,7,15,19,46,56,115,83,177,178,435,14,32,1143,3116
602011052,629,1251,6,52,63,271,20,99,289,1117,383,1536,20,71,44,156,101,315,160,543,539,2081,0,0,15,59,0,7,97,241,114,307,8,22,18,40,65,143,91,206,202,510,12,32,1393,3876
602021053,653,1297,10,50,21,109,3,21,145,571,178,750,10,40,22,70,94,289,127,400,305,1148,4,7,8,32,6,27,82,219,102,285,4,16,11,22,75,153,89,196,193,483,10,26,1168,2953
602021054,834,1649,16,101,49,231,17,94,271,1071,356,1492,33,121,46,139,127,411,205,673,558,2165,0,19,15,67,12,51,88,246,125,379,0,12,18,32,87,196,108,241,233,621,14,25,1641,4464
602021055,940,1862,0,4,70,320,21,96,322,1280,418,1709,29,124,67,215,152,457,246,798,663,2508,5,23,19,54,6,37,55,144,85,258,14,43,20,38,78,163,106,241,193,502,19,33,1813,4902
602021056,423,837,8,54,58,253,12,53,259,984,330,1333,14,59,26,93,95,315,141,470,472,1804,0,5,17,54,3,13,63,154,81,225,7,28,13,29,40,87,59,142,143,368,6,11,1042,3017
602021057,654,1305,9,62,49,240,22,80,225,907,310,1284,16,78,27,76,103,308,148,456,453,1739,0,13,21,74,7,26,63,170,93,276,3,10,10,13,50,102,61,130,153,402,12,26,1272,3478
602031058,610,1226,7,27,54,261,11,48,252,986,321,1318,17,73,45,134,121,381,186,589,508,1906,0,0,13,42,0,8,50,132,65,180,3,6,14,33,52,118,74,162,136,341,3,9,1259,3484
602031059,997,1988,16,86,68,330,17,91,277,1074,383,1586,28,111,36,116,152,477,214,702,600,2291,13,53,24,90,14,55,160,467,214,665,9,20,28,49,130,274,163,350,377,1012,17,41,1988,5334
602031060,586,1170,8,40,36,159,13,55,214,811,265,1060,24,102,23,84,107,329,154,515,416,1578,0,8,10,36,14,54,101,262,127,358,3,8,20,42,70,146,88,196,214,557,15,29,1234,3329
602031061,496,972,7,35,25,121,22,88,179,697,230,943,11,36,26,75,66,188,100,301,329,1245,0,5,15,50,5,9,67,194,81,250,5,15,7,18,51,114,65,148,146,397,17,35,991,2658
602031062,764,1496,9,57,56,264,19,79,350,1337,431,1736,17,74,44,149,135,429,197,655,628,2390,0,5,19,64,11,25,82,214,107,305,11,33,17,36,88,184,119,258,229,565,12,25,1633,4474
602031064,1092,2151,3,22,27,113,20,107,287,1091,336,1332,16,49,36,88,119,345,169,489,504,1818,0,13,20,48,5,30,106,276,131,362,4,10,16,33,105,220,127,260,260,622,19,40,1876,4632
602031099,155,296,0,4,3,19,0,0,47,175,52,197,0,5,4,3,12,31,16,43,66,237,0,0,0,0,0,0,11,23,9,26,0,3,0,3,9,23,15,26,25,49,3,10,252,601
602031100,966,1922,18,120,60,275,23,103,294,1188,401,1685,25,104,33,97,132,410,190,610,589,2294,4,16,20,83,10,36,103,292,143,427,9,15,10,32,97,211,122,254,264,685,18,40,1834,4942
603011065,293,589,6,44,19,104,11,41,103,417,143,598,8,33,11,27,37,120,57,183,195,783,0,0,3,21,0,13,30,85,41,118,3,4,6,12,24,55,34,76,75,190,8,20,580,1579
603011066,413,830,11,72,39,173,16,83,149,615,220,945,24,95,30,102,107,334,158,535,379,1483,0,11,7,30,9,29,40,114,63,182,0,7,8,18,44,99,58,123,115,306,7,19,914,2637
603011067,824,1658,18,87,57,274,42,202,352,1359,472,1917,25,112,46,148,195,604,268,864,742,2787,13,56,17,55,15,50,104,289,145,445,6,30,20,41,107,231,139,299,278,751,20,45,1866,5233
603011068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603021069,597,1166,3,32,23,109,4,20,181,686,219,849,18,55,25,78,48,158,90,287,301,1145,0,3,11,34,0,7,31,79,43,123,0,0,15,44,39,72,57,113,95,235,7,18,1008,2567
603021070,687,1364,19,100,46,208,13,58,224,861,291,1230,20,81,26,76,94,293,137,453,435,1681,7,31,14,50,13,45,91,259,128,381,7,20,23,44,64,130,91,192,218,579,10,21,1348,3642
603021071,588,1158,5,40,27,146,10,56,194,759,246,1003,16,68,22,73,83,247,119,385,362,1387,3,8,6,21,8,31,65,171,83,231,3,11,13,26,59,126,71,160,156,393,12,26,1113,2967
603021072,1176,2334,22,112,98,441,44,198,573,2219,728,2972,43,192,64,211,224,691,326,1097,1054,4065,3,13,16,67,20,65,147,390,186,532,7,31,34,71,142,322,188,422,370,951,35,72,2643,7423
603031073,417,810,0,15,14,73,10,31,78,287,105,410,8,37,18,52,40,122,70,206,172,617,0,5,3,16,3,19,26,72,35,110,4,4,10,19,45,95,56,118,89,229,11,15,689,1674
603031074,901,1766,3,20,17,81,16,64,170,635,211,795,14,47,27,68,80,235,119,350,327,1145,0,15,10,33,6,12,58,161,74,222,4,16,12,16,64,127,78,161,154,378,12,22,1394,3313
604011075,339,658,7,17,21,114,10,45,176,670,215,840,12,34,20,61,51,160,81,250,289,1093,0,16,15,51,4,25,88,237,108,331,4,28,11,28,66,142,91,197,198,526,16,35,843,2308
604011076,763,1507,13,61,60,278,23,100,288,1124,374,1559,35,132,53,173,159,493,245,797,620,2355,0,6,8,22,7,16,56,135,67,179,7,24,15,32,56,130,84,190,154,369,17,36,1549,4273
604011077,420,829,8,35,33,131,13,55,180,685,236,913,6,26,26,74,48,148,82,249,314,1162,5,5,22,56,8,28,116,295,147,385,10,21,13,38,82,176,110,235,256,616,15,33,999,2641
604011078,704,1395,16,71,80,348,19,87,361,1420,473,1927,28,114,70,222,115,369,215,712,687,2635,3,16,29,119,17,60,153,410,203,602,13,38,34,72,110,236,156,343,354,945,29,60,1771,5037
604011079,751,1477,7,42,52,254,20,96,291,1119,367,1507,33,129,42,138,118,362,188,624,560,2130,4,15,14,34,11,27,88,206,106,292,4,14,21,50,78,165,101,228,211,516,13,22,1533,4144
604011080,434,858,4,29,38,193,14,69,194,732,258,1026,25,93,24,68,76,234,116,391,371,1414,0,9,12,30,10,27,85,244,108,319,0,5,15,36,64,144,87,183,196,498,16,25,1014,2804
604011081,548,1092,6,35,36,147,10,52,191,721,238,957,21,74,25,88,67,212,114,379,351,1334,4,23,13,43,9,27,94,260,116,353,3,16,21,47,69,151,96,212,216,567,10,21,1128,3019
604011082,915,1822,15,70,59,266,22,107,348,1311,445,1749,24,99,39,123,140,443,207,666,649,2416,10,42,20,64,12,42,143,352,187,503,10,43,30,68,143,300,192,410,377,913,30,71,1968,5221
604011083,590,1178,4,29,49,262,9,40,179,682,245,1016,15,68,38,119,92,287,146,477,394,1485,0,13,19,53,5,31,95,260,122,351,9,29,21,45,85,173,118,250,236,601,9,22,1232,3293
604011084,892,1763,11,42,46,220,19,86,316,1244,390,1594,16,66,38,116,113,344,170,523,554,2118,9,24,24,77,11,46,128,356,175,509,9,31,14,32,101,223,127,283,297,793,19,48,1770,4716
604021085,1630,3262,22,112,112,510,45,191,676,2605,852,3415,57,245,95,317,244,745,404,1302,1252,4723,8,53,76,247,39,126,381,977,505,1405,30,90,70,150,278,582,380,830,882,2236,66,144,3833,10357
604021086,580,1165,9,45,28,158,10,59,203,759,258,1026,9,49,32,90,85,269,126,407,377,1429,4,22,19,77,16,56,167,465,205,623,8,20,21,47,116,255,149,322,357,945,21,45,1342,3589
604021087,690,1385,10,45,53,231,26,139,286,1097,373,1511,22,104,35,103,108,326,165,540,538,2051,0,0,16,62,4,11,105,260,128,334,5,28,29,56,99,201,132,284,256,622,28,51,1506,4107
604021088,473,930,6,21,36,165,20,85,231,898,293,1174,29,126,31,98,82,254,144,474,435,1653,5,20,11,39,9,29,74,184,98,269,8,17,11,32,45,94,67,140,162,406,9,16,1071,3010
604021089,1050,2093,8,57,54,243,20,101,315,1197,399,1595,27,116,43,149,125,385,196,647,591,2247,3,7,15,55,12,33,82,214,111,309,8,20,21,41,65,128,91,192,202,494,21,35,1872,4870
604021090,454,895,10,38,27,113,3,31,192,708,231,884,12,55,30,88,80,231,120,377,352,1264,3,9,7,29,6,29,61,177,78,248,9,17,12,25,48,105,57,147,138,387,12,22,955,2570
604021091,927,1848,20,93,51,267,35,150,328,1244,427,1757,21,89,42,142,163,501,226,733,657,2485,0,11,22,77,8,25,69,196,101,303,8,29,16,35,88,192,110,251,214,551,14,29,1810,4917
604021092,484,962,0,10,41,190,10,50,214,806,267,1052,18,79,29,93,79,256,126,428,393,1479,0,5,11,29,0,0,46,113,58,150,6,15,17,37,39,76,56,126,115,275,12,16,1006,2731
604031093,214,422,0,8,17,53,0,17,92,340,108,419,3,11,4,13,20,53,23,79,137,499,0,0,0,7,0,0,18,57,20,63,3,6,3,0,21,42,26,48,47,114,3,9,401,1044
604031094,513,1014,15,96,43,207,13,61,254,1028,326,1393,15,50,20,65,65,199,97,313,428,1703,0,0,15,46,0,12,50,141,68,199,8,16,3,7,59,125,73,150,137,349,12,22,1088,3094
604031095,478,941,9,26,49,255,19,71,179,720,251,1074,18,55,25,74,66,208,100,338,358,1412,5,20,13,52,0,12,71,183,92,259,6,3,8,13,64,131,69,154,162,418,20,38,1019,2804
604031096,526,1036,11,44,47,204,13,37,207,827,271,1118,16,64,22,73,97,305,139,442,409,1560,0,0,17,62,3,12,55,139,75,217,3,14,16,25,42,88,52,123,131,333,3,10,1069,2951
604031097,523,1020,3,24,27,119,14,52,190,731,233,928,11,45,21,56,51,154,82,251,318,1179,0,8,8,36,10,41,76,207,101,290,3,7,11,17,72,150,85,173,184,468,11,21,1030,2686
604031098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701011001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701011002,979,1919,3,13,26,107,0,0,306,1035,332,1151,6,22,18,68,35,114,63,205,399,1361,0,0,10,35,5,8,59,133,71,180,0,5,12,29,42,90,55,122,132,296,47,91,1557,3668
701011003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701011004,438,853,0,7,39,176,3,6,199,726,243,922,9,32,34,105,41,127,82,266,327,1189,0,3,3,20,5,10,62,149,75,178,3,5,11,21,31,56,45,87,115,264,17,28,896,2345
701011005,469,913,5,14,24,106,4,20,259,935,294,1079,7,32,24,82,32,94,66,209,359,1279,0,0,0,3,4,3,31,75,36,86,0,10,6,20,19,31,27,57,64,143,6,18,902,2360
701011006,243,476,5,23,19,88,15,64,171,647,208,826,10,40,22,67,32,99,62,211,274,1036,0,4,8,28,8,27,49,146,69,206,4,20,14,20,47,101,70,147,135,354,19,30,665,1895
701011007,270,536,0,13,19,97,5,13,199,736,226,857,9,25,28,79,35,109,63,210,293,1071,0,4,8,35,0,4,54,126,65,168,4,11,15,26,29,65,49,105,114,273,11,17,689,1895
701011008,491,952,0,10,27,129,9,45,260,900,298,1083,15,47,30,98,41,135,84,277,385,1359,0,0,7,26,6,14,43,99,56,136,8,22,13,30,41,87,65,138,117,279,21,40,1009,2630
701011009,327,639,3,23,38,168,8,28,183,680,230,900,9,37,28,90,41,133,80,259,311,1156,0,0,8,23,0,10,42,108,52,137,6,18,5,17,23,54,36,87,88,225,13,28,744,2048
701021010,192,380,5,18,17,70,4,26,140,544,168,656,11,35,18,56,41,129,67,215,233,868,0,4,11,37,4,19,46,110,64,165,0,9,11,21,29,62,43,96,104,255,12,24,534,1534
701021011,197,402,8,45,28,135,12,46,163,634,208,864,9,50,19,61,55,171,88,279,294,1145,0,0,12,31,11,36,48,138,66,202,10,36,13,30,34,79,63,151,129,348,12,20,629,1911
701021012,107,221,0,17,23,96,6,25,100,385,133,531,4,19,10,31,30,95,44,150,173,676,3,3,5,11,9,18,13,51,22,78,0,0,3,7,14,41,17,49,41,128,8,29,337,1054
701021013,282,554,5,34,33,157,9,38,216,822,265,1043,13,44,36,115,60,204,108,363,372,1412,5,16,9,20,4,13,40,110,52,155,0,8,6,9,41,87,44,107,101,261,16,35,769,2258
701021014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701021015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701021016,301,600,3,17,13,62,9,35,189,657,211,775,0,10,20,51,26,92,49,158,266,926,0,0,4,7,4,14,56,136,61,162,6,11,9,13,36,72,47,106,112,266,19,49,706,1840
701021017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,4
701021018,147,284,5,20,14,77,11,45,127,524,159,664,9,31,7,29,35,108,57,174,216,839,4,18,6,31,7,40,39,103,56,189,3,18,17,32,33,70,49,119,109,306,11,26,485,1458
701021019,320,654,20,135,50,234,22,105,295,1142,386,1611,31,136,36,105,103,323,168,564,554,2179,11,30,17,83,18,65,128,361,174,542,11,39,20,47,96,226,129,315,304,858,25,55,1201,3740
701021020,456,897,5,39,46,208,12,61,358,1353,421,1663,23,96,40,128,104,333,169,561,588,2219,0,8,3,19,6,14,65,169,76,209,9,17,19,40,58,127,84,186,162,389,16,37,1222,3539
701021021,441,824,20,108,131,583,20,97,682,2613,851,3396,25,114,61,201,81,263,170,578,1018,3976,0,6,14,55,5,11,50,145,75,216,0,3,13,40,20,45,34,86,107,304,15,31,1583,5130
701021022,406,812,12,59,43,219,22,114,229,892,309,1285,14,42,37,116,77,244,128,411,432,1693,0,14,9,33,14,49,119,341,142,439,3,15,17,34,77,171,102,222,243,666,29,62,1112,3236
701021023,221,444,4,17,24,94,7,42,168,610,203,758,13,40,9,20,46,130,59,195,264,955,0,0,9,25,6,20,70,166,84,211,3,7,9,12,49,118,60,138,147,349,15,35,645,1787
701021024,161,318,3,23,31,141,8,37,134,524,181,736,12,38,18,53,36,115,55,204,241,941,3,18,11,31,3,10,43,120,54,176,3,16,13,23,41,88,56,129,113,313,5,18,522,1587
701021025,413,805,9,26,30,146,8,33,277,1005,320,1215,7,31,29,98,43,131,78,258,396,1476,6,8,10,14,3,12,68,160,80,200,0,0,16,24,28,69,44,92,121,292,26,51,955,2626
701021026,326,641,8,32,28,122,3,21,241,884,277,1057,13,46,17,56,40,123,68,224,349,1288,6,10,12,31,0,14,57,144,72,197,8,16,8,15,38,84,51,113,124,311,12,31,816,2267
701021027,185,370,4,26,19,106,3,26,133,518,163,678,11,37,11,34,51,160,70,231,232,906,0,5,3,9,9,19,50,140,58,180,8,13,10,27,43,93,57,132,121,309,7,17,553,1602
701021028,164,325,4,18,26,111,12,58,136,515,173,699,9,25,19,58,48,149,76,236,251,935,0,0,14,42,0,8,40,113,55,164,4,16,9,23,40,82,52,123,106,283,8,20,529,1570
