SA2_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
310011274,144,33,251,2424,2761,1144,1094,6304,1449,15184
310011275,106,12,187,1480,2215,949,545,1356,299,6843
310011276,14,5,28,361,441,160,169,904,3564,5594
310011563,21,0,39,1255,1580,593,485,2189,390,6491
310011564,156,23,269,3700,5051,2068,1418,4989,708,17939
310021277,159,51,335,1835,2759,1566,1343,2123,857,10493
310021278,54,4,109,705,1097,629,624,1040,290,4389
310021279,0,0,0,0,0,0,0,0,0,0
310021280,123,83,328,2900,4421,2195,1938,4166,1486,17099
310021281,67,36,145,1991,2825,1510,1403,2729,786,11245
310021282,49,68,169,1993,2872,1393,1052,2329,2068,11718
310031283,110,23,233,1859,2536,1059,849,2559,637,9495
310031284,69,5,134,1439,1982,861,647,2020,553,7503
310031285,31,4,57,1066,1572,620,492,1328,234,5320
310031286,82,60,196,1082,1466,687,457,1379,518,5589
310031287,221,109,530,2724,3999,1699,1320,3860,1081,14673
310031288,18,0,34,764,1186,573,353,677,113,3663
310031289,24,3,47,1060,1651,842,525,891,184,5153
310031290,25,0,50,1031,1625,758,558,755,115,4843
310031291,38,8,80,1163,1555,695,640,1829,438,6325
310031292,103,8,177,884,1396,635,518,1501,355,5300
310031293,138,71,323,2267,3275,1471,1057,3142,633,11846
310031294,9,0,17,1912,2939,1131,760,2113,443,9297
310031295,74,9,95,336,464,245,197,855,305,2401
310041297,33,0,69,1555,2033,876,663,1889,394,7406
310041298,0,0,0,0,0,0,0,3,0,8
310041299,41,11,88,1633,2300,907,740,2594,517,8685
310041300,48,14,100,1350,1740,732,642,2861,862,8184
310041301,0,0,3,0,0,0,0,0,0,3
310041302,46,10,96,3124,4168,1631,1512,5489,1362,17281
310041303,13,0,31,1198,1602,661,445,1367,215,5488
310041304,34,6,56,3461,5018,2068,1528,4132,760,16974
310041565,9,0,12,1440,2135,915,583,1232,254,6552
310041566,14,0,35,1242,1874,806,552,1841,453,6773
311011305,178,84,369,2014,2885,1521,1278,3092,1205,11994
311021306,60,8,110,1268,1594,684,503,2077,855,6987
311021307,129,34,255,1747,2409,1115,941,3449,1132,10793
311021308,63,8,109,1378,1987,795,630,2066,455,7297
311021309,136,12,190,841,1235,607,416,1283,296,4682
311021310,33,5,65,1525,2135,861,592,1583,320,7011
311031311,192,44,336,2698,3507,1550,1332,4678,1219,14976
311031312,69,4,96,1048,1426,565,534,2024,583,6171
311031313,47,6,70,1236,1675,655,571,2078,602,6817
311031314,34,11,52,1650,1913,837,700,2925,825,8850
311031315,0,0,0,0,0,0,0,0,0,0
311031316,58,0,77,1333,1871,834,588,1974,394,6990
311031317,40,17,82,1888,2234,994,934,4315,1170,11533
311031318,15,3,33,729,1022,485,382,875,176,3664
311031319,69,9,110,2537,3320,1455,1037,3542,489,12380
311041322,37,4,67,1318,1945,970,686,1567,418,6913
311041567,9,3,22,945,1382,571,449,1124,461,4929
311041568,20,0,39,1549,2291,1049,700,1583,213,7386
311041569,25,6,53,1151,1654,776,596,1590,331,6095
311041570,91,15,158,2663,3950,1894,1484,3122,875,13991
311041571,8,5,17,1242,1725,787,743,1996,487,6980
311051323,300,143,539,1665,2344,1018,791,3050,874,9741
311051324,90,8,146,1582,2261,1032,674,1544,238,7333
311051325,41,5,69,1949,2573,1112,774,2179,429,9016
311051326,39,14,84,1614,2005,782,721,3078,1023,9210
311051327,45,3,98,2122,3012,1350,845,2029,342,9699
311051328,89,33,181,980,1345,590,499,1970,702,6084
311061329,19,0,34,1104,1699,725,505,1209,222,5468
311061330,41,4,63,1242,1533,663,647,2912,1047,8039
311061331,27,4,47,755,782,373,359,1985,603,4862
311061332,78,20,175,2662,3728,1673,1141,2466,481,12142
311061333,108,15,165,1426,1850,760,658,2750,737,8180
311061334,192,20,274,1726,2343,1069,664,1945,351,8097
311061335,18,0,37,1077,1387,542,468,1526,253,5251
311061336,125,92,257,1540,1838,814,781,3763,1263,9990
312011337,130,26,218,1368,1877,818,684,2421,906,8074
312011338,13,5,33,986,1450,578,519,1424,2230,7188
312011339,28,8,54,579,719,291,289,722,445,3053
312011340,21,11,54,469,680,330,298,831,616,3229
312011341,10,3,13,1230,1729,615,509,1419,1622,7120
312021342,102,58,243,2449,3264,1376,1072,3168,1138,12466
312021343,56,82,172,560,855,314,205,782,403,3123
312021344,10,3,43,2073,2919,1049,870,2265,1016,10196
312021345,0,0,0,0,3,0,0,5,0,9
312021346,29,10,66,621,706,251,171,1129,649,3537
312021347,0,0,0,95,159,57,42,123,82,555
312021348,110,17,219,1935,2673,1101,818,2001,653,9178
312021349,118,21,221,985,1336,550,418,1428,497,5212
312021350,65,13,103,884,1236,511,396,1241,467,4732
312021351,54,11,84,1196,1675,803,813,1344,923,6754
312021352,73,20,159,1579,2394,1193,1111,2182,1113,9569
312021353,34,14,88,1114,1725,933,813,1414,808,6813
312021354,12,8,28,973,1316,534,428,1007,444,4693
312021355,21,0,36,509,722,272,256,720,276,2754
312021356,54,16,139,1085,1439,615,450,1513,536,5647
312021357,42,13,92,1250,1763,853,742,1387,674,6666
312021358,192,26,293,964,1329,583,417,1430,556,5279
312031359,29,9,51,2529,3159,1143,746,2931,1738,12251
312031360,0,0,0,0,0,0,0,0,0,0
312031361,96,21,186,1287,1824,983,759,1633,746,7226
313011362,148,69,411,2279,3697,2107,1648,3568,839,14144
313011363,443,130,956,2906,5069,2885,2062,4700,1129,18748
313021364,75,0,99,1052,1536,664,516,1228,210,5197
313021366,267,35,425,3302,4478,2025,1695,5381,1301,18188
313021367,18,4,42,707,989,494,369,715,177,3451
313021368,47,8,97,1665,2185,966,804,2441,516,8575
313021369,38,8,54,671,944,536,374,722,216,3470
313021572,181,40,278,2555,3223,1477,1210,4220,1259,13952
313021573,210,108,426,1753,2336,1053,945,2869,801,9760
313031370,44,16,93,772,1097,611,552,1234,555,4822
313031371,83,9,136,1111,1691,888,775,1337,1865,7667
313041372,102,15,188,2774,3714,1638,1255,3088,756,13224
313041373,277,109,567,3428,4441,2200,1590,5459,1328,18442
313041374,13,3,41,964,1346,691,498,1056,267,4816
313041375,123,5,165,3522,4827,2089,1482,3180,611,15706
313041376,3,3,29,517,808,405,286,550,121,2684
313051377,131,16,225,1364,2019,870,547,1828,430,7057
313051378,126,20,256,1996,2963,1259,819,2539,671,10245
313051379,213,24,380,1775,2455,1044,722,2552,608,9156
313051380,429,128,755,2732,3557,1717,1227,4088,919,14242
313051574,0,0,0,51,55,20,15,77,91,306
313051575,171,78,459,2651,3954,1807,1121,2784,643,12961
314011382,154,28,299,3006,4292,1917,1065,2524,349,13158
314011383,46,11,101,3419,4895,2154,1428,2894,403,15185
314011384,31,10,83,1434,2268,1199,912,1119,456,7386
314011385,18,3,40,1502,2078,927,521,945,125,6098
314011386,141,20,258,4391,6633,2817,1665,3363,530,19402
314011387,46,3,130,2080,3203,1833,1198,1280,335,9927
314021389,106,58,266,3707,5280,2107,1519,3999,802,17411
314021576,13,4,23,937,1184,402,333,922,291,4078
314021577,140,105,349,3535,4810,1927,1443,4518,1118,17343
314021578,75,12,114,2257,3118,1326,982,2592,503,10775
314021579,181,40,315,3851,5210,2100,1533,4155,699,17542
314031391,118,10,180,1729,2336,1008,762,1977,325,8141
314031392,96,3,140,1211,1565,627,465,1457,316,5647
314031393,37,8,68,1559,2161,956,660,1412,275,7026
314031394,87,11,164,2272,3032,1278,906,2955,662,11111
315011395,0,0,0,348,209,15,7,184,79,836
315011396,21,3,35,1188,1250,508,558,1431,1156,6082
315011397,3,0,9,132,184,73,81,222,124,817
315011398,0,0,3,324,149,157,254,139,251,1274
315011399,0,0,3,462,394,105,127,483,248,1814
315011400,30,9,68,646,1067,517,501,949,1707,5388
315011401,10,0,10,547,550,168,173,837,250,2523
315011402,8,0,9,777,591,280,225,715,202,2801
315011403,4,0,10,587,832,289,205,690,436,3044
315021404,5,4,18,843,771,199,167,1296,457,3733
315021405,51,26,114,2676,3615,1377,1066,3623,1642,13992
315021406,13,4,25,609,717,271,235,829,614,3281
315021407,25,15,43,424,548,220,210,646,463,2512
315031408,49,27,119,693,1032,387,393,960,426,3893
315031409,60,18,111,624,733,313,281,895,433,3275
315031410,11,0,19,328,426,133,114,462,318,1782
315031411,28,0,53,394,538,218,170,678,165,2160
315031412,50,12,88,589,801,268,237,658,407,2966
316011413,359,180,914,2898,4501,2394,1497,2899,846,15031
316011414,203,32,402,2982,4406,2100,1306,2798,680,14268
316011415,42,7,83,2126,2794,1185,764,1970,431,9277
316011416,195,45,374,2136,2523,1037,694,2423,671,9478
316021417,197,27,340,1652,2448,1162,715,1924,342,8250
316021418,81,17,189,1227,1675,816,516,1231,457,5924
316021419,168,55,335,1295,1757,740,411,1708,503,6414
316021421,240,30,468,2080,3291,1801,1154,2472,557,11352
316021422,121,38,275,1406,2055,1009,576,1430,428,6900
316021423,227,42,396,1694,2427,1186,722,2108,471,8619
316021424,164,12,278,2079,2507,1056,675,2103,479,8903
316021580,58,12,127,2546,3514,1484,1075,2708,491,11823
316021581,196,184,589,2310,3203,1529,1041,2675,890,11647
316031425,214,23,363,2713,4068,1761,1134,2806,745,13232
316031426,173,29,305,2092,2966,1367,829,2344,688,10282
316031427,396,240,904,4156,5697,2250,1299,5229,1959,20591
316031428,141,27,264,2483,3194,1226,696,2555,734,10891
316051434,112,10,171,872,1310,650,374,981,285,4475
316051435,162,45,373,1576,2398,1248,707,1832,500,8264
316051437,37,4,83,1182,1856,836,429,1106,345,5761
316051438,218,132,525,1590,2472,1242,841,2204,697,9051
316051543,23,0,65,690,1150,504,312,570,161,3389
316051544,123,11,190,1554,2403,1214,756,1702,374,8009
316061439,99,25,197,1378,2085,1036,796,1690,511,7498
316061440,129,28,294,1291,2321,1453,1090,1247,566,7966
316061441,56,8,112,984,1556,791,590,1072,332,5330
316061442,60,11,132,2447,3683,1749,1270,2559,682,12387
316061443,50,12,141,944,1651,1045,849,919,423,5832
316061444,121,24,249,1837,2915,1458,1068,1708,591,9582
316071545,127,20,229,1586,2571,1242,875,1828,424,8527
316071546,34,10,89,675,1109,581,418,648,177,3617
316071547,57,10,120,1777,2956,1602,1137,1838,623,9926
316071548,353,77,655,3474,5252,2387,1734,4401,1045,18296
316081549,155,95,435,3544,5834,3385,2558,3528,1357,20202
317011445,19,4,46,1201,1834,831,675,1145,329,6014
317011446,185,73,451,2218,2986,1249,991,3520,717,11671
317011447,244,47,455,1712,2287,977,704,2554,622,8859
317011448,125,20,205,1232,1329,656,511,2293,604,6630
317011449,16,0,44,1071,1667,731,544,986,216,5220
317011450,77,23,211,2475,3582,1809,1283,1904,470,11516
317011451,60,11,126,1776,2604,1451,1133,1888,702,9555
317011452,185,10,268,1215,1806,885,563,1399,175,6048
317011453,92,29,205,1599,2154,823,649,2388,553,8160
317011454,83,17,140,1009,1395,560,418,1391,387,5149
317011455,191,20,335,1531,2180,989,664,1462,262,7092
317011456,203,38,382,2348,3304,1292,942,2919,824,11628
317011457,113,22,231,1798,2599,1115,685,1871,393,8463
317011458,209,39,325,2676,3480,1517,1041,3155,692,12560
317011459,222,73,462,2092,2959,1281,987,3594,738,11650
318011460,143,43,285,1255,1732,872,685,2162,799,7513
318011461,95,28,205,1098,1542,776,684,1614,654,6373
318011462,127,30,210,1082,1391,697,593,1730,916,6411
318011463,14,9,43,502,703,390,351,650,483,3077
318011464,127,33,254,631,840,451,391,1046,400,3760
318011465,95,42,201,868,1393,714,736,1330,488,5522
318011466,0,0,0,451,208,101,48,519,120,1444
318021467,38,4,83,742,1019,416,330,1008,353,3868
318021468,101,29,166,1548,2129,932,602,1902,1365,8479
318021469,60,34,144,507,782,353,217,553,209,2620
318021470,12,5,42,1320,2071,894,611,1396,266,6548
318021471,98,15,192,1512,2089,933,726,2500,775,8538
318021472,58,15,129,956,1253,606,398,1322,305,4845
318021474,21,74,100,1710,1836,555,362,1660,555,6681
318021475,41,4,88,1027,1418,477,317,1557,574,5378
318021476,59,11,117,1140,1628,625,480,1604,597,6070
318021477,47,9,106,605,795,357,252,952,266,3217
318021478,27,0,63,923,1321,427,257,1206,425,4557
318021479,58,10,108,839,1101,443,269,987,328,3965
318021480,40,0,63,1462,2117,934,736,2162,756,8161
318021481,121,18,192,1086,1538,663,470,1913,520,6189
318021482,62,27,131,2553,3498,1417,966,2815,682,11938
318021483,16,6,46,333,674,348,209,435,235,2245
318021484,90,5,117,1580,2349,867,564,2063,430,7856
318021485,136,22,221,591,792,327,203,872,199,2983
318021486,23,6,50,841,1355,722,619,1270,501,5304
318021487,47,21,78,1297,1718,600,386,1385,373,5755
318021488,29,10,68,920,1321,441,295,1041,518,4538
318021489,19,3,45,669,1106,575,431,707,451,3948
318021490,45,8,88,1971,2362,762,437,1824,784,8138
318021491,37,10,87,779,1059,500,347,1087,1477,5253
318021582,71,5,98,2906,4449,1661,1228,3015,946,14206
318021583,22,0,29,811,1247,586,432,1165,320,4555
319011492,106,44,223,804,1091,578,456,1237,354,4526
319011493,256,37,466,2763,4565,2277,1652,3948,865,16071
319011494,19,0,47,799,1127,597,480,1014,228,4254
319011495,54,17,121,898,1168,450,395,1808,538,5260
319011496,79,16,144,878,1226,554,440,1302,285,4687
319011497,131,37,262,1056,1442,769,617,1967,492,6340
319011498,53,9,117,1372,1952,1115,942,1716,703,7792
319011499,87,20,182,1504,2113,1322,1189,2273,932,9320
319011500,252,51,445,992,1563,805,618,1863,378,6217
319011501,155,24,255,836,1171,592,462,1455,344,4853
319011502,212,40,375,1532,2262,1024,884,2667,627,8985
319021503,89,27,165,871,1213,626,585,1418,681,5396
319021504,39,10,87,689,1033,642,668,1083,547,4661
319021505,158,47,315,1482,2156,996,897,2270,635,8440
319021506,132,32,261,1232,1755,1011,940,1957,844,7742
319021507,15,8,47,623,954,459,394,630,334,3395
319021508,64,9,123,475,733,366,394,778,333,3077
319021509,102,30,196,1208,1890,1105,1111,2232,1035,8581
319021510,0,0,0,0,0,4,0,4,3,10
319031511,74,32,171,875,1401,891,784,1447,562,5959
319031512,310,55,533,2341,3011,1492,1250,3224,801,12120
319031513,118,16,218,1202,1611,857,702,1547,346,6267
319031514,105,21,221,2857,4467,2538,2171,3371,1397,16801
319031515,31,3,55,556,810,429,397,652,352,3197
319041516,34,6,52,849,1311,761,536,1170,230,4853
319041517,23,4,51,856,1315,682,531,982,214,4581
319041518,347,90,676,2216,3305,1674,1384,3877,946,13395
319041519,56,85,205,759,1246,664,541,1207,434,4847
319041520,403,116,735,2256,3394,1673,1271,3865,1066,13524
319041521,178,39,343,2122,3321,1680,1282,3212,858,12480
319051522,86,27,203,1394,2201,1378,1175,2277,671,9093
319051523,42,5,82,448,596,311,306,692,194,2547
319051524,374,79,654,2518,3561,1871,1613,4314,1794,15676
319051525,68,12,128,1210,1985,1216,1228,1840,862,8340
319051526,44,3,87,880,1350,664,576,1210,293,4969
397979799,0,0,0,6,6,3,0,34,135,183
399999499,24,11,44,2216,2411,933,689,3525,3463,13234
401011001,60,19,141,3860,4446,1219,578,5557,1604,17259
401011002,142,52,287,1583,1846,622,324,1498,447,6316
401021003,34,39,127,1223,1899,905,732,798,335,5900
401021004,118,18,305,3153,5144,2635,1502,1812,492,14738
401021005,146,9,211,824,1208,606,377,749,207,3968
401021006,130,20,243,1637,2403,1215,795,1260,477,7791
401021007,233,27,426,3936,5767,2393,1657,3259,674,17684
401021008,14,12,66,1181,1744,921,662,734,328,5565
401021009,4,4,33,900,1457,646,375,595,186,4159
401021010,27,0,85,1087,1667,810,528,663,237,4989
401031011,239,20,562,3784,4985,2370,1303,3125,401,15957
401031012,122,13,253,1876,2623,1275,729,1643,238,8390
401031013,370,40,794,3141,4337,2070,1129,2900,351,13931
401041014,62,11,158,1739,2511,1168,687,1737,201,8049
401041015,480,132,928,3621,4851,2185,1455,5360,803,18275
401041016,424,43,850,4278,5766,2551,1684,4944,658,19879
401051017,110,21,237,2303,3086,1119,561,1964,478,9508
401051018,366,79,722,2343,3266,1394,810,2909,441,11164
401051019,207,15,416,2676,3639,1558,816,2402,374,11471
401061020,48,6,108,1196,1744,721,385,1161,155,5365
401061021,196,28,365,2909,4114,1727,858,2897,530,13045
401061022,183,22,339,1565,2026,959,493,1511,269,6828
401071023,251,40,467,3520,4985,2128,1046,2874,430,14968
401071024,684,71,1105,4045,5585,2434,1234,3860,527,17677
402011025,56,17,152,1611,2326,999,736,1628,318,7613
402011026,346,107,730,3526,5130,2360,1606,4459,878,17953
402011027,24,4,58,1035,1441,738,531,1212,282,5243
402021028,194,17,292,3194,4241,1776,1315,4237,625,15374
402021029,133,18,184,2487,3132,1251,1202,4430,960,13465
402021030,148,43,301,1378,1666,791,775,3176,815,8602
402021031,183,83,369,2047,2712,1192,990,3457,791,11184
402021032,64,11,116,2530,3418,1415,997,3136,509,12006
402021033,7,0,21,421,659,358,240,317,86,2072
402021034,104,67,260,1632,2073,975,974,3191,1006,9854
402021035,59,21,132,894,1136,501,385,1330,373,4624
402031036,296,48,562,3963,5147,2116,1571,6998,1169,20964
402031038,265,37,536,3603,5038,2175,1495,5314,815,18437
402031175,169,22,287,2979,3942,1565,1116,3975,1378,14964
402031176,120,13,185,1672,2292,998,749,2543,363,8613
402041039,0,0,0,0,0,0,0,0,0,0
402041040,250,69,450,2464,3302,1484,1074,3967,684,12969
402041041,110,26,247,2548,3367,1488,1072,3308,474,12262
402041042,0,0,0,5,0,0,0,8,0,21
402041043,161,31,276,2630,3100,1553,1292,5393,673,14640
402041044,44,5,95,2761,3418,1406,1081,4723,711,14100
402041046,264,73,480,2570,3223,1445,1262,5511,1001,15005
402041047,190,28,415,2935,4106,1776,1320,4176,663,14981
402041048,174,25,255,2633,3197,1390,1181,5167,853,14418
402041171,41,51,120,2546,3248,1145,738,3186,433,11295
402041172,73,8,155,1247,1647,718,547,2136,315,6611
402051049,128,79,310,1996,2588,1153,682,1944,320,8689
402051050,40,3,85,1752,2303,937,565,1617,147,7319
402051051,94,14,196,1985,2797,1339,837,1919,271,9142
402051052,546,41,901,2799,3871,1759,1253,4407,694,14783
402051053,125,8,297,3352,4861,2232,1408,3495,473,15823
402051054,81,15,192,2921,4233,1882,1199,2695,388,13310
402051055,286,29,467,2220,3409,1513,945,2581,346,11008
403011056,328,32,647,2838,4223,1808,942,2614,557,12986
403011057,475,69,840,4173,5618,2287,1159,4188,663,18086
403021058,163,33,337,2588,3691,1460,906,3228,489,12360
403021059,92,10,172,2330,3384,1551,897,2091,284,10536
403021060,90,15,219,1718,2596,1218,735,1444,271,7982
403021061,292,51,555,3037,3883,1562,1031,3867,723,14106
403021062,455,48,735,2991,4038,1657,987,3819,493,13986
403021063,95,3,142,1825,2673,1083,713,1621,181,8089
403021064,333,34,624,3013,4182,1621,972,3445,512,13739
403031065,106,16,194,903,1382,725,335,626,140,4113
403031066,144,25,292,1465,1932,911,523,1387,304,6522
403031067,84,13,260,2411,3817,1756,896,1414,212,10503
403031068,341,31,557,2912,4245,1914,959,2544,340,12916
403031069,262,25,520,3136,4581,2145,1099,2433,313,13711
403031070,124,37,372,1515,2129,997,660,1557,295,7150
403041071,243,21,364,2238,3167,1439,782,1982,268,9875
403041072,113,55,264,2539,3844,1781,1242,2574,763,12738
403041073,103,46,218,1441,1987,918,699,2112,666,7823
403041074,216,19,359,1919,2753,1096,818,2313,430,9337
403041075,12,6,34,490,758,427,246,282,117,2325
403041076,15,3,29,825,1264,610,299,470,90,3550
403041077,91,9,175,1985,2877,1349,818,1683,224,8933
403041078,67,41,145,1107,1675,727,537,1330,316,5689
403041079,97,8,132,1228,1614,742,594,1776,407,6359
403041080,172,12,337,2504,3743,1670,1032,2205,340,11494
403041081,0,0,0,0,0,0,0,0,0,0
403041082,0,0,0,9,5,3,5,0,3,26
403041083,94,32,219,1193,1922,918,589,1149,309,6073
403041084,169,39,354,2433,3312,1388,967,2918,600,11616
403041085,65,12,158,1702,2267,1009,814,2164,467,8415
403041086,158,23,299,1770,2560,1106,725,2039,337,8541
403041088,23,0,58,661,952,546,313,388,147,3003
403041089,152,25,291,2217,2920,1237,784,2147,260,9566
403041177,115,74,313,2409,3357,1538,1023,2447,535,11312
403041178,72,16,157,1848,2686,1148,702,1800,363,8552
404011090,74,18,155,1563,2140,840,518,1945,343,7351
404011091,214,30,473,3051,3697,1661,1138,3627,588,13755
404011092,164,26,411,2972,3905,1812,1097,2853,458,13107
404011093,290,20,466,3699,5034,1778,1003,4183,746,16438
404011094,134,10,206,1193,1479,588,392,1619,207,5477
404011095,425,54,727,3059,4179,1846,1166,4020,639,14907
404011096,400,52,710,2598,3828,1847,1150,3216,545,13190
404011097,349,30,515,3233,4263,1683,1106,5181,732,16204
404021098,0,0,0,0,0,0,0,0,0,0
404021099,233,28,406,2754,4083,1577,868,2872,545,12692
404021100,198,20,345,2560,3571,1538,1061,3240,534,12500
404021101,124,14,238,1953,2841,1080,669,2835,494,9872
404021102,332,34,483,3012,3582,1432,1074,6295,977,16378
404021103,0,0,0,0,0,0,0,0,0,4
404031104,0,0,0,0,0,0,0,0,0,4
404031105,76,20,185,523,718,380,170,514,121,2437
404031106,234,24,460,2352,3338,1359,913,3034,402,11394
404031107,567,57,1029,5058,6356,2527,1600,6224,895,22661
404031108,280,33,519,3323,4450,1562,995,3862,583,14768
404031109,107,4,187,952,1382,589,335,986,141,4383
405011110,40,16,100,1079,1594,821,568,889,335,5299
405011111,87,16,164,1652,2231,1193,863,1455,458,7846
405011112,60,13,100,1063,1779,800,558,836,238,5275
405011113,15,3,40,523,707,319,291,621,285,2747
405011114,143,15,254,1267,1758,903,576,1295,207,6014
405011115,122,17,218,764,1186,606,436,756,158,3907
405021116,74,17,141,641,1039,486,341,663,222,3390
405021117,70,14,118,805,1175,625,500,796,304,4210
405021118,53,10,107,602,944,475,418,712,274,3436
405021119,173,22,292,1392,1988,1072,958,1870,546,7826
405031120,60,13,130,718,1057,537,489,714,258,3767
405031121,96,28,175,710,1178,596,556,1066,500,4606
405031122,233,35,439,1839,2858,1436,1140,3468,777,11521
405031123,37,11,83,439,730,393,409,539,155,2666
405041124,90,28,183,830,1135,623,483,1103,313,4481
405041125,87,38,204,690,1176,658,560,1118,384,4591
405041126,85,15,140,610,971,511,436,993,334,3851
405041127,148,57,318,1024,1589,966,809,1480,534,6408
405041128,41,14,110,565,931,621,486,725,302,3629
406011129,29,7,45,401,580,298,159,503,202,2141
406011130,95,16,197,1043,1617,849,667,1046,371,5589
406011131,62,23,135,608,891,472,442,674,331,3416
406011132,25,16,66,333,416,256,205,322,162,1685
406011133,228,43,434,2368,3661,1782,1221,3100,1147,13282
406011134,32,10,69,484,799,424,352,568,324,2944
406011135,0,0,0,25,21,4,0,29,49,122
406011136,237,58,449,2849,4464,2107,1634,4990,1315,17361
406011137,0,0,0,0,0,0,0,0,0,0
406021138,8,3,17,437,536,256,94,245,213,1775
406021139,4,14,29,194,284,114,94,389,298,1382
406021140,32,9,52,263,492,234,193,464,195,1845
406021141,9,5,22,306,380,141,135,503,315,1784
406021142,123,27,248,1689,2529,1223,901,3155,1493,10995
406021143,5,0,3,541,817,305,243,664,384,2952
407011144,297,61,626,1880,3239,1867,1253,2370,572,11172
407011145,46,28,119,705,1228,660,471,656,398,4112
407011146,132,13,225,1263,1920,992,696,1298,342,6512
407011147,35,8,78,1313,1951,1015,804,1099,470,6655
407011148,459,87,912,2391,3846,2319,1558,3182,656,13950
407011149,87,16,184,877,1638,963,710,1041,343,5574
407021150,41,44,115,820,1217,661,491,860,1081,5125
407021151,63,8,118,572,926,512,396,717,211,3329
407021152,123,17,210,752,1180,661,464,1100,318,4469
407021154,95,28,198,1003,1376,634,464,1283,372,5122
407021155,7,4,22,399,585,290,211,281,168,1930
407021156,28,7,56,460,703,361,267,570,207,2566
407021157,85,11,172,1172,1553,709,518,1190,507,5648
407021158,7,6,43,461,808,472,329,533,268,2871
407021173,216,82,429,2406,3394,1611,1096,2837,825,12172
407021174,163,46,395,2389,3428,1520,1088,2810,692,11923
407031159,103,17,197,967,1497,752,540,1282,343,5384
407031160,83,20,166,647,887,427,322,971,230,3482
407031161,60,3,105,486,622,292,260,550,221,2435
407031162,112,20,209,823,1260,642,438,1060,338,4554
407031163,10,7,28,251,411,230,156,288,128,1461
407031164,97,18,177,916,1416,874,680,1332,527,5749
407031165,283,60,570,2670,3693,1874,1341,4119,1478,15178
407031166,20,5,51,610,913,464,377,514,217,3096
407031167,112,21,200,713,970,493,323,1227,244,3970
407031168,27,10,72,801,1138,606,397,927,355,4216
407031169,71,23,142,809,1176,634,521,942,504,4591
407031170,97,21,186,961,1395,749,604,1259,667,5640
497979799,0,0,0,0,0,0,0,4,5,12
499999499,4,0,11,491,536,178,137,868,763,2975
501011001,62,17,148,962,1528,804,657,886,501,5343
501011003,50,19,143,1960,2875,1421,1040,1412,790,9492
501011004,65,12,139,1691,2392,1109,752,1410,667,8018
501011293,56,19,184,1507,2251,1061,781,1632,531,7764
501011294,382,70,715,3095,4316,2166,1596,3603,915,15691
501021005,75,19,200,2915,4346,1992,1666,3195,798,14910
501021007,27,8,62,831,1232,617,551,838,337,4400
501021008,109,24,190,978,1317,609,456,1499,963,5818
501021009,54,55,183,1149,1726,942,952,1814,663,7239
501021010,15,13,44,549,758,379,344,441,211,2685
501021011,0,0,0,5,3,0,0,0,3,8
501021012,108,87,315,1828,2721,1234,1046,2325,636,9798
501021014,87,22,202,1375,2070,999,889,1819,544,7695
501021015,72,16,169,1141,1530,752,586,1570,340,5914
501021016,27,30,106,574,859,465,488,793,347,3533
501021251,18,7,48,1542,2133,863,727,1687,368,7327
501021252,11,0,32,528,747,376,292,436,109,2487
501021253,245,110,543,2180,3095,1363,916,2492,795,10838
501021254,24,13,57,725,1045,448,372,1215,364,4165
501031017,57,19,135,961,1536,897,840,1084,525,5839
501031018,63,9,127,865,1352,827,703,1022,367,5132
501031019,71,13,128,839,1189,546,472,1068,328,4443
501031020,48,20,123,736,1196,639,557,854,522,4511
502011021,32,6,80,1207,1819,949,897,1639,384,6890
502011022,94,5,184,1497,2142,1057,975,2078,450,8190
502011023,172,123,506,1367,1969,1002,865,2315,643,8166
502011024,231,83,580,3007,4420,2147,1798,4335,967,16678
502011025,153,115,399,1433,2041,941,836,2700,1051,9001
502011026,49,16,126,921,1395,744,646,1416,446,5581
502011027,276,33,463,3195,4393,1946,1672,4274,944,16426
502011028,303,64,507,1545,2362,1161,988,2910,709,9675
502011029,91,60,254,1362,2032,1048,1000,2003,761,8200
503011030,106,14,319,1407,1611,857,574,964,193,5601
503011031,203,52,452,2003,2350,932,599,1576,471,7932
503011032,69,42,210,1664,2010,891,556,1061,353,6534
503011033,61,14,172,1772,2170,1087,621,915,167,6739
503011034,110,39,254,2162,2496,1176,752,1844,519,8952
503011035,209,33,493,4042,4551,2033,1308,3311,626,15885
503011036,79,61,282,1922,2413,1074,669,1252,358,7683
503021037,5,0,4,8,6,4,4,13,14,48
503021038,147,15,243,2488,3189,1125,664,1669,446,9582
503021039,187,56,392,3750,4608,1642,918,2864,702,14493
503021040,133,31,246,2067,2682,878,523,1619,422,8186
503021042,172,78,444,3720,4895,1831,928,2544,848,14766
503021043,350,66,586,3745,4624,1700,1043,3845,766,15719
503021295,55,5,98,2537,2922,751,445,3220,1030,10915
503021296,58,14,104,2770,3164,664,405,2483,921,10410
503021297,63,9,106,2608,2784,596,436,3527,1461,11413
504011044,179,35,360,2766,4013,1591,1041,2942,776,13129
504011045,398,68,683,4473,6219,2344,1517,4687,980,20215
504011046,42,59,166,2816,3561,1069,636,2669,815,11562
